Block,Time Block,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_GF,ANTA_LF,ANTA_GF,AURY_CRF,AURY_LF,ANTA_RF,ANTA_CRF,UNCHAHAR3,TelanganaSTPP,URI2,UNCHAHAR2,TANDA2,TEHRI,URI,UNCHAHAR1,TALST2,TANAKPUR,UNCHAHAR4,TALA,VALLURNTECL,MAPS,RAPPB,RIHAND2,NLCEXP,NLCIIST1,RIHAND1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,RIHAND3,PARBATI3,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,SASAN,SIMHST1,SINGRAULI_HYDRO,FSTPP I & II,JHAJJAR,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,KGSU1AND2,KOTESHWR,KGSU3AND4,KKNP,KHSTPP-II,KKNPPU2,DHAULIGNGA,CHAMERA3,DADRT2,BRBCL,CHAMERA2,BSIUL,CHAMERA1,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,0,0,0,0,0,0,0,23.51,0,34.81,36.98,2.7,32.84,37.31,18.1,0,11.13,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,12.24,119.43,5.17,2.78,0,37.72,0,27.99,0,0,95.48,0,39.01,30.98,586.83,19.01,42.7,0,27.14,51.95,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,31.39,31.32,2.7,32.84,37.31,15.34,0,11.13,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,12.24,119.43,5.17,2.78,0,37.72,0,18.66,0,0,95.48,0,39.01,30.98,586.83,16.81,42.7,0,27.14,51.95,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,31.39,31.32,2.7,32.84,37.31,15.34,0,11.13,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,12.24,119.43,5.17,2.78,0,37.72,0,18.66,0,0,95.48,0,39.01,30.98,558.23,16.19,42.7,0,27.14,51.95,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,29.97,31.32,2.7,32.84,37.31,15.34,0,12.5,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,12.24,119.43,5.17,2.78,0,37.72,0,9.84,0,0,95.48,0,39.01,30.98,509.95,14.41,42.7,0,27.14,51.95,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,29.97,31.32,2.7,32.84,37.31,15.34,0,12.5,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,12.24,119.43,5.17,2.78,0,37.72,0,9.84,0,0,95.48,0,39.01,30.98,509.95,15.19,42.7,0,27.14,51.95,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,34.81,31.32,2.7,32.84,45.84,15.34,0,11.13,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,12.24,119.43,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,461.66,18.81,42.7,0,27.14,51.95,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,34.81,31.32,2.7,32.84,45.84,15.34,0,11.13,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,80.8,5.59,123.37,398.72,0,0,10.32,119.43,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,461.66,17.08,42.7,0,27.14,51.95,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,34.81,31.32,2.7,32.84,34.12,15.34,0,2.47,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.99,5.59,120.92,398.72,0,0,12.81,119.43,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,461.66,15.77,42.7,0,27.14,51.95,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,34.81,31.32,2.7,32.84,34.12,15.34,0,2.47,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.99,5.59,120.92,398.72,0,0,12.81,119.43,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,461.66,16.93,42.7,0,27.14,51.95,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,34.81,31.32,2.7,32.84,34.12,15.34,0,2.47,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.99,5.59,120.92,398.72,0,0,12.81,119.43,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,461.66,17.99,42.7,0,27.14,51.95,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,34.81,31.32,2.7,32.84,34.12,15.34,0,8.65,1.56,10.28,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.99,5.59,120.92,398.72,0,0,12.81,119.43,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,413.38,18.85,42.7,0,27.14,51.95,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,29.97,23.96,2.7,32.84,34.12,11.82,0,10.52,1.56,10.36,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.99,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,367.02,18.34,42.7,0,27.14,51.95,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,29.97,23.96,2.7,32.84,34.12,11.82,0,10.52,1.56,10.36,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.99,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,367.02,17.13,42.7,0,27.14,51.95,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,34.12,11.82,0,10.52,1.56,9.99,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,367.02,17.69,42.7,0,27.14,51.95,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,34.12,11.82,0,10.52,1.56,9.99,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,367.02,19.31,42.7,0,27.14,51.95,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,10.52,1.56,9.82,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,115.76,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,367.02,19.31,42.7,0,27.14,51.95,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,10.52,1.56,9.54,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,0,27.14,51.95,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,12.5,1.56,9.15,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,0,40.7,51.95,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,12.5,1.56,8.91,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,0,40.7,51.95,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,17.68,0,31.39,28.57,2.7,32.84,37.31,13.6,0,11.13,1.56,8.58,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,144.29,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,419.65,19.31,42.7,0,40.7,51.95,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,18.59,0,31.39,29.62,2.7,32.84,37.31,14.21,0,11.13,1.56,8.5,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,5.59,120.92,398.72,0,0,16.17,193.01,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,403.86,19.31,42.7,0,40.7,51.95,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,18.59,0,31.39,29.62,2.7,32.84,37.31,14.21,0,11.13,1.56,8.34,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,5.59,120.92,398.72,0,0,16.29,164.04,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,30.98,367.02,19.31,42.7,0,40.7,51.95,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,11.13,1.56,8.34,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,0,40.7,51.95,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,11.13,1.56,8.4,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,5.59,120.92,398.72,0,0,14.38,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,6.3,40.7,51.95,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,32.84,37.31,11.82,0,11.13,1.56,8.5,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,6.3,40.7,51.95,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,16.42,45.84,11.82,0,11.13,1.56,8.63,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,6.3,40.7,51.95,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,16.42,45.84,11.82,0,11.13,1.56,8.77,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,12.81,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,6.3,40.7,51.95,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,16.42,37.31,11.82,0,11.13,1.56,8.77,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,16.42,37.31,11.81,0,11.13,1.56,8.77,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,6.79,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,16.42,37.31,11.82,0,2.47,1.56,8.91,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,31.39,23.96,2.7,16.42,37.31,11.82,0,2.47,1.56,8.91,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,115.76,5.17,2.78,0,36.88,0,9.84,0,0,82.3,0,39.01,30.98,367.02,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,16.42,37.31,11.07,0,2.47,0,9.2,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,111.15,5.17,2.78,0,36.88,0,0,0,0,82.3,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,16.42,45.84,11.07,0,2.47,0,9.34,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,111.15,5.17,2.78,0,36.88,0,0,0,0,82.3,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,16.42,45.84,11.07,0,11.13,0,9.34,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,111.15,5.17,2.78,0,31.8,0,0,0,0,70.59,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,16.42,34.12,11.07,0,11.13,0,9.34,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,398.72,0,0,13.09,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,0,37.31,11.07,0,0,0,11.56,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,382.42,0,0,13.09,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,0,37.31,11.07,0,0,0,11.56,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,0,37.31,11.07,0,0,0,11.56,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,0,37.31,11.07,0,0,0,11.56,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,0,37.31,11.07,0,0,0,11.56,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,14.44,0,31.39,23.32,1.49,0,45.84,11.07,0,0,0,11.56,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.2,42.7,12.59,40.7,51.95,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,31.39,30.68,1.49,0,45.84,14.96,0,0,0,12.7,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,31.39,30.68,1.49,0,35.18,14.96,0,0,0,12.63,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,31.39,30.68,1.49,0,35.18,14.96,0,0,0,11.36,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,31.39,30.68,1.49,0,37.31,14.96,0,0,0,11.36,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,31.39,30.68,1.49,0,38.39,14.96,0,0,0,11.64,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,31.39,30.68,1.49,0,38.39,14.96,0,0,0,11.64,0,0,0,117.54,0,0,88.43,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,37.72,0,0,0,0,83.78,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,0,44.78,14.97,0,0,0,11.64,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,13.09,111.15,5.17,2.78,0,31.81,0,0,0,0,72.91,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,0,44.78,14.97,0,0,0,11.64,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,13.09,111.15,5.17,2.78,0,31.81,0,0,0,0,70.6,0,39.01,30.98,364.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,28.55,30.69,1.49,0,39.45,14.97,0,0,0,11.64,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,391.23,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

