Block,Time,CHAMERA2,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPC,SASAN,SIMHST2,TALA,TANDA2,TelanganaSTPP,URI,URI2,VALLURNTECL,AURY_CRF,DADRT2,KHSTPP-II,NJPC,NNTPP,RIHAND1,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR3,FSTPP I & II,KKNPPU2,PARBATI3,RIHAND2,JHAJJAR,KOTESHWR,TEHRI,ANTA_CRF,AURY_RF,DADRI_LF,DADRI_RF,CHAMERA1,KKNP,KOLDAM,MAPS,SINGRAULI,BSIUL,KGSU3AND4,KISHANGANGA,NAPP,RAMPUR,RAPPB,RIHAND3,SALAL,ANTA_LF,ANTA_RF,AURY_LF,CHAMERA3,KGSU1AND2,KUDGI,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,TANAKPUR,UNCHAHAR4,ANTA_GF,DADRI_GF,BRBCL,DHAULIGNGA,DULHASTI,KHSTPP-I,SEWA2,UNCHAHAR1,UNCHAHAR2,AURY_GF,DADRI_CRF
64,15:45-16:00,0,0,0,0,0,25.51,393.75,0,0,0,0,35.88,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,13.99,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,41.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

65,16:00-16:15,0,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.48,0,70.81,0,59.73,28.05,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,41.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

66,16:15-16:30,0,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.48,0,70.81,0,59.73,28.05,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,17.44,0,41.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

67,16:30-16:45,0,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.48,0,70.81,0,59.73,28.05,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,41.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

68,16:45-17:00,0,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,682.78,148.3,41.67,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.48,0,70.81,0,59.73,39.5,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

69,17:00-17:15,2.66,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,682.84,148.3,62.51,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,17.75,36.48,0,70.81,0,59.73,39.89,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,1.32,16.48,45.53,16.53,20.55,42.39,0,0

70,17:15-17:30,13.17,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,683.14,148.3,83.33,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,26.62,48.63,0,70.81,0,59.73,40.13,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,41.48,0,9.68,0,0,0,0,0,0,0.77,0,0,0,20,7.92,32.96,45.53,16.53,20.55,42.39,0,0

71,17:30-17:45,39.51,0,0,0,0,25.51,393.75,0,0,0,0,39.75,32.28,0,0,683.14,148.3,113.64,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,41.68,0,29.06,0,0,0,0,0,0,0.77,0,0,0,20,15.85,49.43,45.53,16.93,20.55,42.39,0,0

72,17:45-18:00,39.51,0,0,0,0,25.51,393.75,0,0,0,0,39.75,32.28,0,0,683.14,148.3,113.64,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,41.9,0,29.06,0,0,0,0,0,0,0.77,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

73,18:00-18:15,39.51,0,0,0,0,25.51,393.75,0,0,0,0,39.75,32.28,0,0,682.84,148.3,113.64,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,42,0,29.06,0,0,0,0,0,0,0.77,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

74,18:15-18:30,39.51,0,0,0,0,25.51,393.75,0,0,0,0,39.75,32.28,0,0,682.84,148.3,113.64,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,42.32,0,29.06,0,0,0,0,0,0,0.77,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

75,18:30-18:45,39.51,0,0,0,0,25.51,393.75,0,0,0,0,35.33,32.28,0,0,682.84,148.3,113.64,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,42.52,0,29.06,0,0,0,0,0,0,0.77,0,0,0,20,15.97,49.43,45.53,16.93,20.55,42.39,0,0

76,18:45-19:00,39.51,0,0,0,0,25.51,393.75,0,0,0,0,35.33,32.28,0,0,682.84,148.3,113.64,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,42.73,0,29.06,0,0,0,0,0,0,0.77,0,0,0,20,15.97,49.43,45.53,16.93,20.55,42.39,0,0

77,19:00-19:15,13.17,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,682.84,148.3,83.33,0,92,0,0.73,26.4,20.8,0,3.82,118.76,434.65,17.75,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,42.84,0,9.68,0,0,0,0,0,0,0.77,0,0,0,20,1.32,32.96,45.53,16.53,20.55,42.39,0,0

78,19:15-19:30,13.17,0,0,0,0,25.51,393.75,0,0,0,0,35.33,29.6,0,0,682.84,148.3,62.51,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,17.75,37.23,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,42.84,0,0,0,0,0,0,0,0,0.77,0,0,0,20,1.32,32.96,45.53,16.53,20.55,42.39,0,0

79,19:30-19:45,13.17,0,0,0,0,25.51,393.75,0,0,0,0,35.88,29.6,0,0,682.84,148.3,41.67,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,17.75,37.05,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,42.84,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

80,19:45-20:00,0,0,0,0,0,25.51,393.75,0,0,0,0,35.88,29.6,0,0,682.84,148.3,18.94,0,92,0,0.73,26.4,20.8,0,33.1,118.76,434.65,8.87,24.32,0,70.81,0,59.73,25.91,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.05,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

81,20:00-20:15,0,0,0,0,0,25.51,393.75,0,0,0,0,35.88,29.6,0,0,682.78,148.3,2.75,0,92,0,0.73,26.4,20.8,0,33.1,118.76,434.65,8.87,12.41,0,70.81,0,59.73,25.91,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.05,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

82,20:15-20:30,0,0,0,0,0,25.51,393.75,0,0,0,0,35.88,29.6,0,0,682.78,148.3,0,0,92,0,0.73,26.4,20.8,0,33.1,118.76,434.65,8.87,12.22,0,70.81,0,59.73,25.91,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

83,20:30-20:45,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,682.78,148.3,0,0,92,0,0.73,26.4,20.8,0,33.1,118.76,434.65,8.87,12.03,0,70.81,0,59.73,11.85,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.47,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

84,20:45-21:00,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,673.17,148.3,0,0,92,0,0.73,26.4,20.8,0,5.09,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

85,21:00-21:15,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,593.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.26,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

86,21:15-21:30,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,523.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.47,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

87,21:30-21:45,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,443.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.47,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

88,21:45-22:00,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,373.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.47,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

89,22:00-22:15,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,373.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.47,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

90,22:15-22:30,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,373.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

91,22:30-22:45,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,373.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

92,22:45-23:00,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,373.18,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

93,23:00-23:15,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

94,23:15-23:30,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

95,23:30-23:45,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

96,23:45-24:00,0,0,0,0,0,25.51,393.75,0,0,0,0,36.43,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.57,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

