Block,Time Block,BRBCL,CHAMERA2,DHAULIGNGA,BSIUL,DADRT2,FSTPP I & II,DULHASTI,CHAMERA1,CHAMERA3,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KKNPPU2,KOLDAM,KHSTPP-II,KKNP,KOTESHWR,KISHANGANGA,KUDGI,MAPS,RAMPUR,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,RAPPB,RSTPSU1TO6,RIHAND3,RAPPC,RIHAND2,RIHAND1,SASAN,RSTPSU7,SALAL,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,13.45,42.53,38.85,12.54,472.26,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,37.16,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,9.37,10.17,2.69,0,51.12,0,19.89,22.95,0,0,35.489,38.23,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,18.34,42.53,38.85,12.54,452.07,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,37.16,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,9.37,10.17,2.69,0,51.12,0,19.89,22.95,0,0,35.489,38.23,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,16.4,42.53,38.85,12.54,429.95,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,37.16,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,9.37,10.17,2.69,0,51.12,0,19.89,22.95,0,0,35.489,38.23,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,14.73,42.53,38.85,12.54,363.59,12.45,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,27.87,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,9.37,10.17,2.69,0,51.12,0,19.89,19.98,0,0,30.412,32.92,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,15.09,42.53,38.85,12.54,363.59,11.86,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,27.87,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,9.37,10.17,2.69,0,51.12,0,19.89,19.92,0,0,30.412,32.92,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,16.21,42.53,38.85,12.54,363.59,11.86,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,27.87,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,1.11,10.32,2.69,0,51.12,0,19.19,19.92,0,0,30.412,32.92,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,18.22,42.53,38.85,12.54,363.59,11.86,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,27.87,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,1.11,10.32,2.69,0,51.12,0,19.19,19.92,0,0,30.412,32.92,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,19.23,42.53,38.85,12.54,363.59,11.86,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,27.87,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,5.54,10.32,2.69,0,51.12,0,21.31,19.9,0,0,30.412,32.92,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,19.23,42.53,38.85,12.54,363.59,11.86,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,27.87,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,10.32,2.69,0,51.12,0,21.31,14.77,0,0,22.72,32.92,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,19.23,42.53,38.85,12.54,363.59,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,10.32,2.69,0,51.12,0,34.67,18.27,0,0,27.787,37.16,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,19.23,42.53,38.85,12.54,363.59,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,18.93,0,0,160.7,0,0,0,0,122.71,58.21,117.05,39.36,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,10.16,2.69,0,51.12,0,34.67,22.95,0,0,35.489,37.16,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,19.23,42.53,38.85,12.54,363.62,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,16.22,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,9.78,2.69,0,51.12,0,34.67,23.57,0,0,27.787,37.16,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,19.23,42.53,38.85,12.54,363.62,13.75,35.39,40.54,30.85,110.69,0,0,42.61,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,16.22,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,9.5,2.69,0,51.12,0,19.89,18.8,0,0,27.787,37.16,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,19.23,42.53,38.85,12.54,363.62,13.75,35.39,40.54,30.85,201.98,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,8.11,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,9.21,2.69,0,51.12,0,19.89,18.27,0,0,27.787,32.92,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,19.23,42.53,38.85,12.54,431.24,13.75,35.39,40.54,30.85,262.09,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,8.93,2.69,0,51.12,0,19.89,20.85,0,0,31.92,32.92,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,19.23,42.53,38.85,6.27,431.24,13.75,35.39,40.54,30.85,268.33,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,8.66,2.69,0,51.12,0,19.89,22.8,0,0,35.269,32.92,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,19.23,42.53,38.85,6.27,411.67,13.75,35.39,40.54,30.85,268.32,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,8.66,2.69,0,51.12,0,19.89,22.8,0,0,35.269,32.92,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,19.23,42.53,38.85,6.27,382.82,13.75,35.39,40.54,30.85,287.56,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,8.66,2.69,0,51.12,0,34.67,22.8,0,0,35.269,44.59,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,19.23,42.53,38.85,6.27,382.82,13.75,35.39,40.54,30.85,287.57,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,8.8,2.69,0,51.12,0,34.67,22.8,0,0,35.269,44.59,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,19.23,42.53,38.85,6.27,363.62,13.75,35.39,40.54,30.85,287.57,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,8.88,2.69,0,51.12,0,34.67,23.26,0,0,35.269,37.16,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,19.23,42.53,38.85,6.27,363.62,13.75,35.39,40.54,30.85,282.76,0,0,30.94,0,5.15,119.19,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,8.95,2.69,0,51.12,0,19.89,18.14,0,0,27.567,37.16,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,19.23,42.53,38.85,6.27,363.62,9.14,35.39,40.54,30.85,186.3,0,0,30.94,0,5.15,95.64,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,9.07,2.69,0,51.12,0,19.89,14.64,0,0,23.12,37.16,0,11.77,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,19.23,42.53,38.85,6.27,363.62,9.14,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,95.64,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,12.44,9.07,2.69,0,51.12,0,19.89,14.49,0,0,23.12,37.16,0,11.77,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,19.23,42.53,38.85,6.27,363.62,9.14,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,95.64,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,9.07,2.69,0,51.12,0,23.45,14.49,0,0,23.12,37.16,0,11.77,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,19.23,42.53,38.85,6.27,363.62,9.14,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,95.64,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,9.07,2.69,0,51.12,0,23.45,14.49,0,0,23.12,37.16,0,11.77,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,19.23,42.53,38.85,6.27,363.62,9.14,35.39,40.54,30.85,110.69,0,0,27.64,0,5.15,98.18,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,16.7,0,0,0.39,89.9,0,11.33,9.05,2.69,0,51.12,0,23.45,14.49,0,0,23.12,44.59,0,11.77,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,19.23,42.53,38.85,6.27,363.62,9.14,35.39,40.54,30.85,110.69,0,0,27.64,0,5.15,98.18,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,11.14,0,0,0.39,89.9,0,11.33,9.05,2.69,0,51.12,0,23.45,14.49,0,0,23.12,44.59,0,11.77,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,19.23,42.53,38.85,6.27,362.89,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.73,0,18.58,2.77,0,0,3.4,0,43.37,0,20.27,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,11.14,0,0,0.39,89.9,0,11.33,9.21,2.69,0,51.12,0,26.29,14.31,0,0,23.12,37.16,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,19.23,42.53,38.85,6.27,362.89,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.73,0,18.58,2.77,0,0,3.4,0,43.37,0,20.27,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,11.14,0,0,0.39,89.9,0,11.33,9.21,2.69,0,34.08,0,26.29,14.31,0,0,23.12,37.16,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,19.23,42.53,38.85,6.27,362.89,9.74,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,11.14,0,0,0.39,89.9,0,11.33,9.21,2.69,0,34.08,0,26.29,14.31,0,0,23.12,37.16,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,19.23,42.53,38.85,6.27,362.89,9.74,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,70.41,11.14,0,0,0.39,89.9,0,11.33,9.21,2.69,0,34.08,0,26.29,14.31,0,0,23.12,44.59,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,19.23,42.53,38.85,12.54,418.47,9.74,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,40.23,11.14,0,0,0.39,89.9,0,11.33,9.21,2.69,0,17.04,0,26.29,19.07,0,0,30.34,44.59,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,19.23,42.53,38.85,12.54,495.41,9.74,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,40.23,11.14,0,0,0.39,89.9,0,11.33,9.21,2.69,0,17.04,0,26.29,19.07,0,0,30.34,37.16,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,19.23,42.53,38.85,12.54,581.59,9.74,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,40.23,5.57,0,0,0.39,89.9,0,11.33,9.21,2.69,0,17.04,0,26.29,19.07,0,0,30.34,37.16,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,19.23,42.53,38.85,12.54,581.59,9.74,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,40.23,5.57,0,0,0.39,89.9,0,11.33,9.21,2.69,0,17.04,0,26.29,19.07,0,0,30.34,37.16,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,19.23,42.53,38.85,12.54,581.59,9.63,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,124.02,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,44.7,5.57,0,0,0.39,89.9,0,11.33,9.21,2.69,0,17.04,0,26.29,19.07,0,0,30.34,31.85,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,19.23,42.53,38.85,12.54,581.59,9.63,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,44.7,5.57,0,0,0.39,89.9,0,11.33,9.21,2.69,0,17.04,0,26.29,19.07,0,0,30.34,31.85,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,49.17,5.57,0,0,0.39,89.9,0,11.33,9.17,2.69,0,17.04,0,26.29,19.06,0,0,30.03,31.85,0,12.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,40.04,394.89,0,49.17,5.57,0,0,0.39,89.9,0,11.33,9.17,2.69,0,17.04,0,26.29,19.06,0,0,30.03,31.85,0,12.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,70.41,5.57,0,0,0.39,94.9,0,11.33,9.27,2.69,0,17.04,0,26.29,18.98,0,0,29.82,44.59,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,70.41,5.57,0,0,0.39,94.9,0,11.33,9.27,2.69,0,17.04,0,26.29,18.98,0,0,29.82,44.59,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,5.57,0,0,0.39,94.9,0,11.33,9.27,2.69,0,17.04,0,26.29,18.98,0,0,29.82,31.85,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,5.57,0,0,0.39,94.9,0,11.33,9.42,2.69,0,17.04,0,26.29,18.98,0,0,29.82,31.85,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,5.57,0,0,0.39,94.9,0,11.33,8.99,2.69,0,17.04,0,26.29,18.98,0,0,29.82,31.85,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,19.23,42.53,38.85,12.54,581.58,10.69,35.39,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,5.57,0,0,0.39,94.9,0,11.33,8.99,2.69,0,17.04,0,26.29,18.98,0,0,29.82,31.85,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

