Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/02/01/9969,GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2594,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/2143,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/4863,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15
18,04:15-04:30,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,59.36,4.15,1.47,132.49,0,8.64,0,26.99,0,0,70.04,26.99,52.81,0.92,149.31,25.23,10.8,0,6.01,6.83,18.67,18.66,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,59.36,4.15,1.47,132.49,0,8.64,0,26.99,0,0,70.04,26.99,52.81,0.92,149.31,25.23,10.8,0,6.01,6.83,18.33,18.34,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,59.36,4.15,1.47,132.49,0,8.64,0,26.99,0,0,70.04,26.99,52.81,0.92,189.63,25.23,10.4,0,6.01,6.83,18,18,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,59.36,4.15,1.47,132.49,0,8.64,0,26.99,0,0,70.04,26.99,100.02,0.92,229.95,25.23,10.4,0,6.01,6.83,17.67,17.66,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,64.92,4.15,1.47,190.1,0,8.64,0,26.99,0,0,70.04,26.99,100.02,0.92,271.47,25.23,10.4,0,6.01,6.83,17.33,17.34,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,64.92,4.15,1.47,190.1,0,8.64,0,26.99,0,0,65.9,26.99,100.02,0.92,271.47,25.23,10,0,6.01,6.83,17,17,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,20.51,6.83,0,23.04,75,0,23.04,0,0.62,1.25,0,23.04,64.92,4.15,1.47,225.32,0,8.64,0,26.99,0,0,65.9,26.99,100.02,0.92,271.47,25.23,11,0,6.01,6.83,16.67,16.66,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,20.51,6.83,0.13,25.92,75,0,25.92,0,0.62,1.25,0,25.92,86.6,4.15,1.47,257.66,0,8.64,0,26.12,0,0,65.9,32,100.02,0.92,271.47,25.23,11,0,6.01,6.83,16.33,16.34,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0.03,20.51,6.83,1.36,25.92,75,0,25.92,0,0.62,1.25,0,25.92,86.6,4.15,1.47,257.66,0,8.64,0,19.89,0,0,74.37,32,100.02,0.92,271.47,25.23,11.61,0,6.01,6.83,16,16,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,2.9,20.51,6.83,2.98,36.48,75,0,36.48,0,0.62,1.25,0,36.48,86.6,4.15,1.47,257.66,0,8.64,0,19.89,0,0,82.84,32,100.02,0.92,271.47,25.23,9,0,6.01,6.83,15.67,15.66,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,7.58,21.49,7.17,6.06,36.48,75,0,36.48,0,0.62,1.25,0,36.48,86.6,4.15,1.47,257.66,0,8.64,0,10.86,0,0,114.85,32,100.02,0.92,271.47,24.22,9.4,0,6.01,7.17,15.33,15.34,0,0,0,0,1,0,0,0,0,0

29,07:00-07:15,15.95,21.49,7.17,13.77,36.48,75,0,36.48,0,0.62,1.25,0,36.48,86.6,4.15,1.38,257.66,0,8.64,0,32,0,0,114.85,32,100.02,0.92,271.47,23.71,9.8,2.37,6.01,7.17,15,15,0,2,5,0,3,1,0,0,10,0

30,07:15-07:30,28.31,22.01,7.33,24.15,36.48,75,0,36.48,0,0.62,1.25,0,36.48,86.6,4.15,1.38,257.66,0,8.64,0,32,0,0,114.85,32,100.02,0.92,271.47,23.22,10.2,8.69,6.01,7.33,15,15,0.1,3,5,0.16,7,4,1,0.8,10,1

31,07:30-07:45,32.02,22.01,7.33,32.02,43.2,75,0,36.48,0.15,0.62,1.25,0.15,36.48,86.6,4.15,1.38,257.66,0.12,13.44,0,32,0,0,114.85,32,100.02,0.92,271.47,22.21,10.6,15.66,6.01,7.33,15,15,0.19,5,5,0.81,11,7,3,4.05,10,2

32,07:45-08:00,29.75,22.01,7.33,29.75,43.2,75,0,36.48,0.62,0.62,1.25,0.62,36.48,86.6,4.15,1.38,257.66,0.49,13.44,0,32,0,0,114.85,32,100.02,0.92,271.47,22.21,11,23.51,6.01,7.33,15,15,2.14,7,7,2.83,18,18,7,14.17,13,3

33,08:00-08:15,30.85,28.99,9.67,30.85,43.2,75,0,36.48,1.4,0.62,1.25,1.4,36.48,86.6,4.15,1.47,257.66,1.09,13.44,0,32,0,0,114.85,32,100.02,0,271.47,22.21,10.6,33.59,6.01,9.67,18.33,18.34,6.73,10,7,5.51,26,25,10,27.52,13,5

34,08:15-08:30,29.57,27.49,9.17,29.56,43.2,75,0,36.48,2.5,0.62,1.25,2.5,36.48,86.6,4.15,1.47,257.66,1.93,13.44,0,32,0,0,114.85,32,100.02,0,271.47,22.21,10.2,45.31,6.01,9.17,17.67,17.66,13.36,13,10,8.58,29.57,39,16,42.9,20,9

35,08:30-08:45,30.07,26.51,8.83,30.06,43.2,75,0,36.48,3.91,0.62,1.25,3.91,36.48,86.6,4.15,1.47,257.66,3.02,13.44,0,32,0,0,114.85,32,100.02,0.92,271.47,22.21,9.6,57.64,6.01,8.83,17,17,22.52,18,13,12.14,30.07,49,21,60.71,25,11

36,08:45-09:00,30.47,25.01,8.33,30.46,43.2,75,0,36.48,6.07,0.62,1.25,6.07,36.48,86.6,4.15,1.47,257.66,4.69,13.44,0,32,0,0,114.85,32,100.02,0.92,271.47,22.21,9,69.49,6.01,8.33,16,16,31.24,28,17,15.87,30.47,67,28,79.33,33,16

37,09:00-09:15,30.47,24,8,30.46,43.2,75,0,36.48,7.69,0.62,1.25,7.69,36.48,86.6,4.15,1.47,257.66,5.94,13.44,0,32,0,0,114.85,32,100.02,0.92,271.47,22.21,12.01,80.34,6.01,8,15,15,40.38,37,22,19.59,30.47,84,36,97.95,43,21

38,09:15-09:30,30.47,22.5,7.5,30.46,43.2,75,0,36.48,9.17,0.62,1.25,9.17,36.48,86.6,4.15,1.47,257.66,7.09,13.44,0,32,0,0,114.85,32,100.02,0.92,271.47,21.2,12.01,90.54,6.01,7.5,13,13,49.48,43,25,23.39,30.47,98,42,116.97,50,25

39,09:30-09:45,30.47,15,5,30.46,33.6,75,0,33.6,10.45,0.62,1.25,10.45,33.6,86.6,4.15,1.47,257.66,8.07,13.44,0,5.08,0,0,114.85,32,100.02,0.92,271.47,21.2,12.01,100.44,6.01,5,13,13,57.91,37,22,26.76,30.47,95,40,133.8,43,23

40,09:45-10:00,30.47,15,5,30.46,33.6,75,0,33.6,11.68,0.62,1.25,11.68,33.6,86.6,4.15,1.47,257.66,9.02,13.44,0,19.89,0,0,114.85,32,100.02,0.92,271.47,20.18,12.01,109.51,6.01,5,13,13,66.54,45,25,30.09,30.47,109,46,150.47,50,27

41,10:00-10:15,30.47,15,5,30.46,25.92,75,0,25.92,12.1,0.62,1.3,12.1,25.92,86.6,4.15,1.38,257.66,9.36,8.64,0,26.12,0,0,65.9,32,100.02,0.92,271.47,20.18,12.01,117.46,6.01,5,13,13,73.84,57,32,37.59,30.47,137,58,187.97,63,30

42,10:15-10:30,30.47,15,5,30.46,25.92,75,0,25.92,13.02,0.62,1.3,13.02,25.92,86.6,4.15,1.38,257.66,10.06,8.64,0,26.12,0,0,65.9,32,100.02,0.92,271.47,20.18,12.01,124.37,6.01,5,13,13,80.5,65,35,42.59,30.47,154,66,212.97,70,33

43,10:30-10:45,30.47,15,5,30.46,25.92,75,0,25.92,13.71,0.62,1.3,13.71,25.92,86.6,4.15,1.38,257.66,10.59,8.64,0,26.12,0,0,65.9,32,100.02,0.92,271.47,20.18,12.01,130.24,6.01,5,13,13,82.18,67,35,42.5,30.47,137,58,212.5,70,36

44,10:45-11:00,30.47,15,5,30.46,25.92,75,0,25.92,14.82,0.62,1.3,14.82,25.92,86.6,4.15,1.38,257.66,11.45,8.64,0,26.12,0,0,65.9,32,100.02,0.92,271.47,20.18,12.01,135.53,6.01,5,13,13,87.34,73,38,43.33,30.47,151,64,216.67,75,38

45,11:00-11:15,30.47,15,5,30.46,25.92,75,0,25.92,15.67,0.62,1.3,15.67,25.92,86.6,4.15,1.38,257.66,12.11,8.64,0,26.99,0,0,65.9,26.99,100.02,0.92,271.47,20.18,12.01,140.32,6.01,5,13,13,91.97,77,38,45,30.47,154,66,225,77,38

46,11:15-11:30,30.47,15,5,30.46,25.92,75,0,25.92,16.52,0.62,1.3,16.52,25.92,75.4,4.15,1.38,225.32,12.77,8.64,0,26.99,0,0,65.9,26.99,100.02,0.92,271.47,20.18,12.01,144.64,6.01,5,13,13,95,77,42,45.83,30.47,161,69,229.17,83,39

47,11:30-11:45,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0,1.3,17.23,25.92,75.4,4.15,1.38,225.32,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.92,271.47,20.18,12.01,148.38,6.01,5,13,13,91,86,42,46.67,30.47,165,70,233.33,83,41

48,11:45-12:00,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0,1.3,17.23,25.92,75.4,4.15,1.38,225.32,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.92,271.47,20.18,12.01,145.07,6.01,5,13,13,91.67,86,43,46.67,30.47,172,73,233.33,85,43

49,12:00-12:15,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,75.4,4.15,1.47,227.46,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,229.95,20.18,12.01,145.07,6.01,5,13,13,92.33,88,44,46.67,30.47,168,72,233.33,89,44

50,12:15-12:30,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,75.4,4.15,1.47,227.46,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,189.63,20.18,12.01,145.07,6.01,5,13,13,93.33,88,44,46.67,30.47,175,75,233.33,89,44

51,12:30-12:45,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,75.4,4.15,1.47,227.46,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.01,145.07,5.48,5,13,13,98.33,86,45,46.67,30.47,179,76,233.33,90,45

52,12:45-13:00,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,64.92,4.15,1.47,227.46,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.01,145.07,5.48,5,13,13,98.33,86,45,46.67,30.47,179,76,233.33,90,45

53,13:00-13:15,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,59.36,4.15,1.47,132.49,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.01,145.07,5.48,5,13,13,98.33,86,45,45.33,30.47,179,76,226.67,90,46

54,13:15-13:30,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,59.36,4.15,1.47,132.49,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.01,150.14,5.48,5,13,13,98.33,86,45,45.67,30.47,179,76,228.33,90,45

55,13:30-13:45,30.47,15,5,30.46,25.92,75,0,25.92,17.23,0.62,1.34,17.23,25.92,59.36,4.15,1.47,132.49,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.01,146.44,5.48,5,13,13,98.33,86,45,45.83,30.47,179,76,229.17,90,45

56,13:45-14:00,30.47,15,5,30.46,23.04,75,0,23.04,17.23,0.62,1.34,17.23,23.04,59.36,4.15,1.47,132.49,13.31,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.01,142.04,5.48,5,13,13,98.33,86,40,46,30.47,179,76,230,80,44

57,14:00-14:15,30.47,15,5,30.46,23.04,75,0,23.04,15.68,0.62,1.34,15.68,23.04,59.36,4.15,1.47,132.49,12.12,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.61,137.01,6.01,5,13,13,98.33,88,48,46,30.47,196,84,230,97,45

58,14:15-14:30,30.47,15,5,30.46,23.04,75,0,23.04,15.24,0.62,1.34,15.24,23.04,59.36,4.15,1.47,132.49,11.78,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.18,12.81,131.39,6.01,5,13,13,98.33,87,47,46,30.47,193,82,230,95,44

59,14:30-14:45,30.47,15,5,30.46,23.04,75,0,23.04,14.84,0.62,1.34,14.84,23.04,59.36,4.15,1.47,132.49,11.47,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,20.69,13.01,125.4,6.01,5,13,13,98.33,85,43,46,30.47,186,79,230,87,40

60,14:45-15:00,30.47,15,5,30.46,23.04,75,0,23.04,13.98,0.62,1.34,13.98,23.04,59.36,4.15,1.47,132.49,10.8,8.64,0,26.99,0,0,70.04,26.99,100.02,0.96,149.31,21.2,13.41,118.66,6.01,5,13,13,98.33,82,42,46,30.47,179,76,230,83,39

61,15:00-15:15,30.97,15,5,30.96,23.04,75,0,23.04,13.15,0.7,1.34,13.15,23.04,59.36,4.15,1.38,143.05,10.16,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,189.63,21.7,15.01,110.85,6.01,5,13,13,96.97,81,43,45.83,30.97,172,73,229.17,85,38

62,15:15-15:30,30.97,15,5,30.96,23.04,75,0,23.04,12.6,0.7,1.34,12.6,23.04,61.36,4.15,1.38,167.71,9.73,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,229.95,21.7,14.81,102.08,6.01,5,13.33,13.34,92.08,78,40,44.38,30.97,158,67,221.87,80,36

63,15:30-15:45,32.45,15,5,32.45,23.04,75,0,23.04,11.64,0.7,1.34,11.64,23.04,61.36,4.15,1.38,167.71,9,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,271.47,21.7,14.61,92.38,6.01,5,13.33,13.34,86.5,72,37,41.6,28,144,61,208.02,73,33

64,15:45-16:00,32.86,15,5,32.86,23.04,75,0,23.04,10.59,0.7,1.34,10.59,23.04,61.36,4.15,1.38,167.71,8.17,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,271.47,21.7,14.81,81.93,6.01,5,13.33,13.34,80.15,66,33,38.55,19,133,57,192.72,67,30

65,16:00-16:15,33,22.5,7.5,33,23.04,75,0,23.04,9.4,0.7,1.3,9.4,23.04,61.36,4.15,1.47,167.71,7.27,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,271.47,21.7,15.01,71.2,9.33,7.5,16.67,16.66,73.14,58,30,35.19,11,119,51,175.96,60,27

66,16:15-16:30,33,22.5,7.5,33,23.04,75,0,23.04,8.16,0.7,1.3,8.16,23.04,61.36,4.15,1.47,167.71,6.3,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,271.47,21.7,15.21,60.34,10.33,7.5,18.33,18.34,65.74,53,27,31.52,5,105,45,157.61,53,25

67,16:30-16:45,33,22.5,7.5,33,23.04,75,0,23.04,6.77,0.7,1.3,6.77,23.04,61.36,4.15,1.47,167.71,5.23,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,271.47,22.21,15.81,48.94,11.67,7.5,20.67,20.66,57.63,45,19,27.65,1,68,29,138.22,37,21

68,16:45-17:00,33,22.5,7.5,33,23.04,75,0,23.04,5.31,0.7,1.3,5.31,23.04,61.36,4.15,1.47,167.71,4.1,8.64,0,26.99,0,0,65.9,26.99,100.02,0.96,271.47,22.71,17.01,37.31,13,7.5,23.33,23.34,48.58,40,13,23.48,0,54,23,117.38,27,16

69,17:00-17:15,33,25.99,8.67,27.47,34.56,75,0,34.56,3.69,0.7,1.3,3.69,34.56,86.6,4.15,1.47,259.8,2.85,8.64,0,26.99,0,0,65.9,26.99,100.02,0.92,271.47,23.71,20.81,26.19,14.33,8.67,26,26,39.05,33,10,15.93,0,40,17,79.63,20,11

70,17:15-17:30,23.35,31.01,10.33,14.86,34.56,75,0,34.56,2.56,0.7,1.3,2.56,34.56,86.6,4.15,1.47,259.8,1.98,8.64,0,26.99,0,0,65.9,26.99,100.02,0.92,271.47,24.73,22.81,16.81,15.67,10.33,29.33,29.34,29.62,23,7,12.59,0,33,14,62.97,13,8

71,17:30-17:45,5.69,34.99,11.67,7.7,36.48,75,0,36.48,1.63,0.7,1.3,1.63,36.48,86.6,4.15,1.47,259.8,1.26,8.64,0,26.42,0,0,65.9,32,100.02,0.92,271.47,25.23,25.01,10.03,14.33,11.67,32,32,20.47,13,5,9.59,0,21,9,47.97,10,5

72,17:45-18:00,0.65,38.51,12.83,2.71,36.48,75,0,36.48,0.93,0.7,1.3,0.93,36.48,86.6,4.15,1.47,259.8,0.72,8.64,0,24.45,0,0,114.85,32,100.02,0.92,271.47,25.23,27.41,5.01,16,12.83,34.67,34.66,12.63,9,5,5.31,0,11,4,26.57,10,3

73,18:00-18:15,0,40.99,13.67,0,36.48,75,0,36.48,0.41,0.62,1.3,0.41,36.48,86.6,4.15,1.38,259.8,0.32,8.64,0,0,50,200,114.85,31.88,100.02,0.92,271.47,25.74,24.41,1.08,16.33,13.67,35.67,35.66,3.98,5,5,2.33,0,4,1,11.66,10,1

74,18:15-18:30,0,43.01,14.33,0,36.48,75,0,36.48,0.11,0.62,1.3,0.11,36.48,86.6,4.15,1.38,259.8,0.08,8.64,0,31,50,200,114.85,31,100.02,0.92,271.47,25.74,25.41,0,17.33,14.33,36.67,36.66,0.84,2,0,0.73,0,1,0,3.63,0,0

75,18:30-18:45,0,43.99,14.67,0,36.48,75,50,36.48,0,0.62,1.3,0,36.48,86.6,4.15,1.38,259.8,0,8.64,0,31,50,200,114.85,31,100.02,0.92,271.47,25.74,26.21,0,18.33,14.67,38.33,38.34,0,0,0,0.1,0,0,0,0.51,0,0

76,18:45-19:00,0,45.49,15.17,0,36.48,75,50,36.48,0,0.62,1.3,0,36.48,86.6,4.15,1.38,259.8,0,8.64,0,31,50,200,114.85,31,100.02,0.92,271.47,26.24,26.61,0,19.67,15.17,39.67,39.66,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,44.51,14.83,0,36.48,75,50,36.48,0,0.62,1.3,0,36.48,86.6,4.15,1.38,259.8,0,8.64,0,31,50,200,114.85,31,100.02,0.92,271.47,26.24,28.21,0,13.67,14.83,37.33,37.34,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,43.99,14.67,0,36.48,75,50,36.48,0,0.62,1.3,0,36.48,86.6,4.15,1.38,259.8,0,8.64,0,31,50,200,114.85,31,100.02,0.92,271.47,26.24,28.61,0,14.33,14.67,38.33,38.34,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,43.5,14.5,0,36.48,75,50,36.48,0,0.62,1.3,0,36.48,86.6,4.15,1.38,259.8,0,8.64,0,32,50,200,114.85,32,100.02,0.92,271.47,25.74,21.61,0,15,14.5,40,40,0,0,0,0,0,0,0,0,0,0

