Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01042024/30042024/PTC/OA/32001,NR/26072023/31072042/L_NR_2023_07,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05
73,18:00-18:15,272.660000,5.06,0.000000,13.66,0,100.460000,30.860000,53,4.47994,0,25.3,0,1.180000,2.510000,0.000000,7,0,6.590000,261.810000,17.67,45,27.95,40.980000,11,1.180000,2.300000,86.980000,9.97,2.870000,29.410000,0.000000,1.210000,16.080000,45,4,4,3,0,115.280000,17.66,0

74,18:15-18:30,272.660000,3.97,0.000000,14.34,0,100.460000,30.860000,55,2.62953,0,19.83,0,0.760000,2.510000,0.000000,2,0,6.590000,261.810000,18.33,44.33,25.77,40.980000,4,0.760000,2.300000,86.980000,5.39,2.870000,29.410000,0.000000,0.780000,16.080000,44.33,2,2,1,0,115.280000,18.34,0

75,18:30-18:45,272.660000,1.12,0.000000,15.34,0,100.460000,30.860000,57,0.496689,0,5.62,0,0.320000,2.510000,0.000000,0,0,6.590000,261.810000,19,43.67,23.39,40.980000,1,0.320000,2.300000,86.980000,2.34,2.870000,29.410000,0.000000,0.320000,16.080000,43.67,1,0,0,0,115.280000,19,0

76,18:45-19:00,272.660000,0.24,0.000000,16,0,100.460000,30.860000,59,0,0,1.19,0,0.000000,2.510000,0.000000,0,0,6.590000,261.810000,19.67,42.67,21.84,40.980000,0,0.000000,2.300000,86.980000,0,2.870000,29.410000,0.000000,0.000000,16.080000,42.67,0.5,0,0,0,115.280000,19.66,0

77,19:00-19:15,272.660000,0,0.000000,16.34,0,100.460000,30.860000,60.5,0,0,0,0,0.000000,2.510000,0.000000,0,0,6.590000,261.810000,20.17,48.33,16,40.980000,0,0.000000,2.380000,86.980000,0,2.870000,30.860000,0.000000,0.000000,16.080000,48.33,0,0,0,0,115.280000,20.16,0

78,19:15-19:30,272.660000,0,0.000000,17,0,100.460000,30.860000,63,0,0,0,0,0.000000,2.510000,0.000000,0,0,6.590000,261.810000,21,47.33,15,40.980000,0,0.000000,2.380000,86.980000,0,2.870000,30.860000,0.000000,0.000000,16.080000,47.33,0,0,0,0,115.280000,21,0

79,19:30-19:45,272.660000,0,0.000000,18.66,0,100.460000,30.860000,62.5,0,0,0,0,0.000000,2.510000,0.000000,0,0,6.590000,261.810000,20.83,46.33,9.01,40.980000,0,0.000000,2.380000,86.980000,0,2.870000,30.860000,0.000000,0.000000,16.080000,46.33,0,0,0,0,115.280000,20.84,0

80,19:45-20:00,272.660000,0,0.000000,18.66,0,100.460000,30.860000,62,0,0,0,0,0.000000,2.510000,0.000000,0,0,6.590000,261.810000,20.67,45.33,8.01,40.980000,0,0.000000,2.380000,86.980000,0,2.870000,30.860000,0.000000,0.000000,16.080000,45.33,0,0,0,0,115.280000,20.66,0

81,20:00-20:15,272.660000,0,0.000000,18.66,0,100.460000,30.860000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,44.67,7.41,40.980000,0,0.000000,2.460000,86.980000,0,3.030000,30.860000,0.000000,0.000000,16.080000,44.67,0,0,0,0,115.280000,20.5,0

82,20:15-20:30,272.660000,0,0.000000,18.34,0,100.460000,30.860000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,45.33,7.41,40.980000,0,0.000000,2.460000,86.980000,0,3.030000,30.860000,0.000000,0.000000,16.080000,45.33,0,0,0,0,115.280000,20.5,0

83,20:30-20:45,272.660000,0,0.000000,18,0,100.460000,29.890000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,46.33,7.41,40.980000,0,0.000000,2.600000,86.980000,0,1.940000,30.860000,0.000000,0.000000,16.080000,46.33,0,0,0,0,115.280000,20.5,0

84,20:45-21:00,272.660000,0,0.000000,17.66,0,100.460000,29.890000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,47.67,7.41,40.980000,0,0.000000,2.600000,86.980000,0,1.940000,30.860000,0.000000,0.000000,16.080000,47.67,0,0,0,0,115.280000,20.5,0

85,21:00-21:15,272.660000,0,0.000000,17.66,0,100.460000,29.890000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,47.67,7.41,40.980000,0,0.000000,2.600000,86.980000,0,2.800000,30.860000,0.000000,0.000000,16.080000,47.67,0,0,0,0,115.280000,20.5,0

86,21:15-21:30,272.660000,0,0.000000,17.66,0,100.460000,29.890000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,47.67,7.41,40.980000,0,0.000000,2.600000,86.980000,0,2.800000,30.860000,0.000000,0.000000,16.080000,47.67,0,0,0,0,115.280000,20.5,0

87,21:30-21:45,272.660000,0,0.000000,17.34,0,100.460000,29.890000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,47.67,7.41,40.980000,0,0.000000,2.600000,86.980000,0,2.800000,30.860000,0.000000,0.000000,16.080000,47.67,0,0,0,0,115.280000,20.5,0

88,21:45-22:00,272.660000,0,0.000000,17,0,100.460000,29.890000,61.5,0,0,0,0,0.000000,2.360000,0.000000,0,0,6.720000,261.810000,20.5,46.67,7.41,40.980000,0,0.000000,2.600000,86.980000,0,2.800000,30.860000,0.000000,0.000000,16.080000,46.67,0,0,0,0,115.280000,20.5,0

89,22:00-22:15,272.660000,0,0.000000,16.66,0,100.460000,28.930000,61.5,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,20.5,45.67,7.41,40.980000,0,0.000000,2.530000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,45.67,0,0,0,0,115.280000,20.5,0

90,22:15-22:30,272.660000,0,0.000000,16.34,0,100.460000,28.930000,62,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,20.67,44.33,7.41,40.980000,0,0.000000,2.530000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,44.33,0,0,0,0,115.280000,20.66,0

91,22:30-22:45,272.660000,0,0.000000,16.34,0,100.460000,28.930000,60.5,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,20.17,43.33,7.41,40.980000,0,0.000000,2.530000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,43.33,0,0,0,0,115.280000,20.16,0

92,22:45-23:00,272.660000,0,0.000000,16,0,100.460000,28.930000,59,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,19.67,42.67,7.41,40.980000,0,0.000000,2.530000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,42.67,0,0,0,0,115.280000,19.66,0

93,23:00-23:15,272.660000,0,0.000000,15.66,0,100.460000,28.930000,58,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,19.33,41.33,7.41,40.980000,0,0.000000,2.460000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,41.33,0,0,0,0,115.280000,19.34,0

94,23:15-23:30,272.660000,0,0.000000,16,0,100.460000,28.930000,57,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,19,40,7.41,40.980000,0,0.000000,2.460000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,40,0,0,0,0,115.280000,19,0

95,23:30-23:45,272.660000,0,0.000000,16,0,100.460000,28.930000,56,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,18.67,39.67,7.41,40.980000,0,0.000000,2.460000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,39.67,0,0,0,0,115.280000,18.66,0

96,23:45-24:00,272.660000,0,0.000000,16,0,100.460000,28.930000,55.5,0,0,0,0,0.000000,2.230000,0.000000,0,0,6.810000,261.810000,18.5,39.33,7.41,40.980000,0,0.000000,2.460000,86.980000,0,2.320000,30.860000,0.000000,0.000000,16.080000,39.33,0,0,0,0,115.280000,18.5,0

