Block,Time,KISHANGANGA,KOLDAM,MAPS,NAPP,NTPL,RAMPUR,RIHAND2,UNCHAHAR2,URI2,AURY_CRF,AURY_RF,FSTPP I & II,NLCEXP,SIMHST2,SINGRAULI,TANDA2,UNCHAHAR1,VALLURNTECL,AURY_LF,BSIUL,DADRT2,JHAJJAR,KHSTPP-I,KKNP,RIHAND1,RIHAND3,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_GF,ANTA_LF,DADRI_CRF,KGSU1AND2,KOTESHWR,KUDGI,DHAULIGNGA,KHSTPP-II,NLCIIST2,NLCTS2EXP,NNTPP,RAPPB,TANAKPUR,TEHRI,CHAMERA1,CHAMERA3,NLCIIST1,RAPPC,RSTPSU1TO6,SASAN,TALA,TALST2,TelanganaSTPP,UNCHAHAR3,CHAMERA2,DULHASTI,KKNPPU2,SALAL,SEWA2,SIMHST1,URI,ANTA_CRF,DADRI_LF,BRBCL,KGSU3AND4,NJPC,PARBATI3,ANTA_RF,AURY_GF,DADRI_GF,DADRI_RF
16,03:45-04:00,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.91,0,0,27.05,44.22,53.79,0,74.37,0,0,44.16,0,0,20.01,0,167.1,16.87,48.13,0,0,97.42

17,04:00-04:15,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.91,0,0,27.05,44.22,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,15.46,48.13,0,0,97.42

18,04:15-04:30,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.84,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,15.46,48.13,0,0,97.42

19,04:30-04:45,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,11.08,0,0,27.05,29.48,53.79,0,75.52,0,0,48.02,0,0,20.01,0,167.1,3.94,48.13,0,0,97.42

20,04:45-05:00,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.96,0,0,27.05,29.48,53.79,0,75.52,0,0,48.02,0,0,20.01,0,167.1,3.94,48.13,0,0,97.42

21,05:00-05:15,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.76,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,3.94,48.13,0,0,97.42

22,05:15-05:30,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.68,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,3.94,48.13,0,0,97.42

23,05:30-05:45,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,28.1,21.37,0,60.23,0,416.25,10.35,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,8.43,48.13,0,0,97.42

24,05:45-06:00,2.88,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,26.07,21.37,0,60.23,0,416.25,9.97,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,54.11,48.13,0,0,97.42

25,06:00-06:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,12.94,76.9,26.07,21.37,0,60.23,0,416.25,9.64,0,0,27.05,29.48,53.79,0,75.52,0,0,48.02,0,0,20.01,0,167.1,54.11,46.96,0,0,97.42

26,06:15-06:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,12.94,76.9,13.43,21.37,0,60.23,0,416.25,9.58,0,0,27.05,29.48,53.79,0,75.52,0,0,48.02,0,0,20.01,0,167.1,54.11,46.96,0,0,97.42

27,06:30-06:45,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,12.94,76.9,13.43,21.37,0,60.23,0,416.25,9.58,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,54.11,46.96,0,0,97.42

28,06:45-07:00,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,12.94,76.9,13.03,21.37,0,60.23,0,416.25,9.67,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,54.11,46.96,0,0,97.42

29,07:00-07:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.76,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,54.11,46.96,0,0,97.42

30,07:15-07:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.85,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,97.42

31,07:30-07:45,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.85,0,0,27.05,29.48,53.79,0,75.52,0,0,48.02,0,0,20.01,0,167.1,17.56,46.96,0,0,97.42

32,07:45-08:00,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.9,0,0,27.05,29.48,53.79,0,75.52,0,0,48.02,0,0,20.01,0,167.1,17.56,46.96,0,0,97.42

33,08:00-08:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.62,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

34,08:15-08:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.55,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

35,08:30-08:45,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,13.03,21.37,0,60.23,0,416.25,9.55,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

36,08:45-09:00,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,9.64,0,0,27.05,29.48,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

37,09:00-09:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,12.37,0,0,27.05,28.34,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

38,09:15-09:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,20.8,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,12.44,0,0,27.05,28.34,53.79,0,75.52,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

39,09:30-09:45,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,14.3,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,12.17,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

40,09:45-10:00,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,78.06,14.3,0,0,141.78,1.41,20.96,0,0,13.04,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,12.17,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.96,0,0,94.95

41,10:00-10:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,12.17,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

42,10:15-10:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,12.17,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

43,10:30-10:45,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,1.92,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

44,10:45-11:00,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,1.92,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

45,11:00-11:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,1.92,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

46,11:15-11:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

47,11:30-11:45,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

48,11:45-12:00,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.72,0,0,94.95

49,12:00-12:15,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,30.05,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.58,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

50,12:15-12:30,1.44,5.35,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

51,12:30-12:45,1.44,4.85,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

52,12:45-13:00,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

53,13:00-13:15,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

54,13:15-13:30,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,44.16,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

55,13:30-13:45,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

56,13:45-14:00,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.81,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.53,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,94.95

57,14:00-14:15,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.78,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,96.19

