Block,Time,CHAMERA1,NJPC,NLCEXP,PARBATI2,RAPPD,RIHAND3,SEWA2,UNCHAHAR4,ANTA_GF,DADRI_GF,CHAMERA3,DULHASTI,KHSTPP-I,KISHANGANGA,KOLDAM,NLCIIST1,NLCIIST2,RAPPB,RIHAND1,RSTPSU1TO6,SALAL,DHAULIGNGA,KGSU1AND2,MAPS,RAMPUR,SASAN,AURY_RF,DADRI_LF,CHAMERA2,FSTPP I & II,NAPP,NTPL,SIMHST2,SINGRAULI,URI,TALST2,TANDA2,TEHRI,TelanganaSTPP,ANTA_LF,ANTA_RF,DADRI_CRF,BRBCL,JHAJJAR,KKNP,KKNPPU2,KOTESHWR,KUDGI,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF,DADRT2,KGSU3AND4,KHSTPP-II,RIHAND2,TALA,TANAKPUR,UNCHAHAR3,VALLURNTECL,ANTA_CRF,BSIUL,NLCTS2EXP,NNTPP,PARBATI3,RAPPC,SIMHST1,UNCHAHAR1,URI2,AURY_GF,AURY_LF,DADRI_RF
6,01:15-01:30,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,9.59,0,0,0,97.23,0,79.38,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.52,32.26,0,0,51.17,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

7,01:30-01:45,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,79.38,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,51.17,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

8,01:45-02:00,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,79.38,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,51.17,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

9,02:00-02:15,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,77.27,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,51.83,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

10,02:15-02:30,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,77.27,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,51.83,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

11,02:30-02:45,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,77.27,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,51.83,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

12,02:45-03:00,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,77.27,10.95,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,51.83,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

13,03:00-03:15,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,40.09,21.88,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,458.07,0,0,10.43,0,0,1.06,44.5,0,511.5,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

14,03:15-03:30,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,40.09,21.88,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,499.8,0,0,10.43,0,0,1.06,44.5,0,471.51,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

15,03:30-03:45,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,40.09,21.88,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,431.52,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

16,03:45-04:00,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,40.09,21.88,0,0,5.5,405,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,391.53,0,98.87,124.58,0,6.27,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

17,04:00-04:15,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,52.28,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,311.54,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

18,04:15-04:30,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,52.28,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,231.54,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

19,04:30-04:45,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,52.28,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,32.26,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,151.54,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

20,04:45-05:00,42.15,138.33,0,30.06,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,52.28,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,31.62,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,126.54,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

21,05:00-05:15,42.15,138.33,0,22.54,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,52.28,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,31.62,0,0,52.22,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,461.54,0,98.87,124.58,0,3.07,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

22,05:15-05:30,42.15,138.33,0,22.54,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,52.28,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,31.62,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,506.77,0,98.87,124.58,0,3.07,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

23,05:30-05:45,42.15,138.33,0,22.54,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,63.92,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,470.62,0,98.87,124.58,0,3.07,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

24,05:45-06:00,42.15,138.33,0,22.54,21.66,130.79,0,2.3,0,0,23.33,59.5,45.53,8.63,7.19,0,0,0,97.23,0,63.92,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,51.34,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.07,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

25,06:00-06:15,42.15,138.33,0,22.54,21.66,130.79,6.3,2.3,0,0,23.33,59.5,45.53,8.63,4.79,0,0,0,97.23,0,63.92,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,545.45,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

26,06:15-06:30,42.15,138.33,0,22.54,21.66,130.79,12.61,2.3,0,0,23.33,59.5,45.53,8.63,4.79,0,0,0,97.23,0,63.92,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

27,06:30-06:45,42.15,138.33,0,22.54,21.66,130.79,12.61,2.3,0,0,23.33,59.5,45.53,8.63,4.79,0,0,0,97.23,0,76.69,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

28,06:45-07:00,42.15,138.33,0,22.54,21.66,130.79,12.61,2.22,0,0,23.33,59.5,45.53,8.63,4.79,0,0,0,97.23,0,76.69,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,44.49,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

29,07:00-07:15,41.08,138.33,0,15.02,21.66,130.79,17.62,2.22,0,0,23.33,59.5,45.53,8.63,4.79,0,0,0,97.23,0,76.69,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,30.82,0,0,51.83,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

30,07:15-07:30,41.08,138.33,0,15.02,21.66,130.79,18.9,3.2,0,0,23.33,59.5,45.53,8.63,4.36,0,0,0,97.23,0,76.69,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,30.82,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

31,07:30-07:45,25.28,138.33,0,15.02,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,79.38,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,20.87,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

32,07:45-08:00,14.05,138.33,0,15.02,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,79.38,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,20.55,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,33.76,69.07,0,21.94,38.1,0,0,98.41

33,08:00-08:15,14.05,138.33,0,15.02,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,79.38,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,10.43,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,19.64,69.07,0,21.94,38.1,0,0,98.41

34,08:15-08:30,14.05,138.33,0,15.02,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,79.38,21.88,0,0,5.5,416.25,80.77,0,32.53,20.8,25.64,0,0,150.34,52.99,0,2.66,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,19.64,69.07,0,21.94,38.1,0,0,98.41

35,08:30-08:45,0,138.33,0,15.02,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,79.38,21.88,0,0,5.5,416.25,80.77,0,32.53,14.3,25.64,0,0,150.34,52.99,0,3.61,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,19.64,69.07,0,21.94,38.1,0,0,98.41

36,08:45-09:00,0,95.21,0,15.02,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,79.38,21.88,0,0,3.77,416.25,80.77,0,32.53,14.3,25.64,0,0,150.34,52.99,0,3.61,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,19.64,69.07,0,21.94,38.1,0,0,98.41

37,09:00-09:15,0,67.2,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,76.69,21.88,0,0,2.68,416.25,80.77,0,32.53,14.3,25.64,0,0,150.34,51.34,0,3.84,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,18.41,69.07,0,21.94,38.1,0,0,98.41

38,09:15-09:30,0,44.81,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,76.69,21.88,0,0,1.78,416.25,80.77,0,32.53,14.3,25.64,0,0,150.34,51.34,0,3.84,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,18.41,69.07,0,21.94,38.1,0,0,98.41

39,09:30-09:45,0,44.81,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,76.69,21.88,0,0,1.78,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.08,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

40,09:45-10:00,0,27.66,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,4.36,0,0,0,97.23,0,76.69,10.95,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.08,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

41,10:00-10:15,0,27.66,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,2.18,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.3,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

42,10:15-10:30,0,27.66,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,2.18,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.3,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

43,10:30-10:45,0,27.66,0,11.28,21.66,130.79,18.9,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.53,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

44,10:45-11:00,0,27.66,0,11.28,21.66,130.79,12.61,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.53,0,0,0,51.17,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

45,11:00-11:15,0,27.66,0,11.28,21.66,130.79,12.61,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,4.76,0,0,0,50.51,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

46,11:15-11:30,0,27.66,0,11.28,21.66,130.79,6.3,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.21,0,0,0,50.51,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,16.88,69.07,0,21.94,38.1,0,0,98.41

47,11:30-11:45,0,27.66,0,11.28,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.88,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

48,11:45-12:00,0,27.66,0,11.28,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.88,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

49,12:00-12:15,0,27.66,0,11.28,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.88,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

50,12:15-12:30,0,27.66,0,11.28,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,1.1,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.88,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

51,12:30-12:45,0,76.16,0,2.63,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,3.02,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.88,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

52,12:45-13:00,0,110.67,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,4.4,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.88,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

53,13:00-13:15,0,138.33,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,5.5,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

54,13:15-13:30,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,5.87,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

55,13:30-13:45,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,5.87,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

