Block,Time,CHAMERA1,CHAMERA2,KKNPPU2,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND3,SEWA2,TALA,UNCHAHAR2,URI2,DULHASTI,FSTPP I & II,NLCTS2EXP,SASAN,TALST2,ANTA_GF,NJPC,RIHAND1,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR3,CHAMERA3,JHAJJAR,KGSU3AND4,KHSTPP-II,RIHAND2,RSTPSU7,SIMHST1,URI,ANTA_CRF,AURY_LF,BSIUL,DADRT2,KGSU1AND2,NLCEXP,RSTPSU1TO6,SIMHST2,SINGRAULI,VALLURNTECL,ANTA_LF,DADRI_GF,DADRI_RF,BRBCL,KHSTPP-I,KISHANGANGA,KOTESHWR,MAPS,NNTPP,TANAKPUR,TelanganaSTPP,AURY_CRF,AURY_GF,DHAULIGNGA,KKNP,KOLDAM,NLCIIST1,NLCIIST2,ANTA_RF,AURY_RF,DADRI_CRF,KUDGI,NAPP,RAPPB,SALAL,UNCHAHAR4,DADRI_LF
45,11:00-11:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,326.25,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

46,11:15-11:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,326.25,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

47,11:30-11:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,326.25,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

48,11:45-12:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,326.25,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

49,12:00-12:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,10.76,16.48,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,4.48,0,0,0,0,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

50,12:15-12:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,10.76,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,4.48,0,0,0,0,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

51,12:30-12:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,10.76,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,4.48,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

52,12:45-13:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,10.76,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,4.48,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

53,13:00-13:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,10.76,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,4.48,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

54,13:15-13:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,10.76,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,4.48,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

55,13:30-13:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

56,13:45-14:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,337.5,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

57,14:00-14:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,357.75,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

58,14:15-14:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.85,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

59,14:30-14:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,10.2,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.2,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

60,14:45-15:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,15.56,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.2,0,0,0,0,0,0,0,0,28.88,70.59,0,0,41.76,0,1.4,0,23.56

61,15:00-15:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,31.13,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.2,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

62,15:15-15:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,46.69,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.2,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

63,15:30-15:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.2,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

64,15:45-16:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,3.2,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

