Block,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01102023/07102043/L_NR_2018_61,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01032024/15032024/HP-62,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01032024/01032024/DD20240301NR23091,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01032024/22032024/HP-56,NR/01102023/23072042/L_NR_2012_04,NR/01032024/22032024/HP-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35
23,05:30-05:45,0,0,9.85,0,16.67,0,0,48.23,7.41,0,8.45,0,96.46,29.56,0,0,0,9.86,0,0,144.690000,96.46,0,0,0,16.67,0,0,98.400000,0.990000,68.030000,0.000000,0.000000,185.200000,0.000000,25.080000,25.690000,76.680000,271.290000,32.830000,99.950000,33.090000,1.750000,48.230000,1.160000,0.620000,0.000000,25.690000,0.000000

24,05:45-06:00,0,0,10.36,0,16.67,0,0,48.23,7.41,0,8.31,0,96.46,31.07,0,0,0,10.35,0,0,144.690000,96.46,0,0,0,16.67,0,0,98.400000,0.990000,68.030000,0.000000,0.000000,160.970000,0.000000,25.080000,22.500000,76.680000,271.290000,32.830000,99.950000,33.090000,1.750000,48.230000,1.160000,0.620000,0.000000,22.500000,0.000000

25,06:00-06:15,0,0,8.33,0,16.67,0,0,48.23,7.41,0,7.34,0,96.46,25,0,0,0,8.34,0,0,144.690000,96.46,0,0,0,16.67,0,0,0.000000,0.950000,68.030000,0.000000,0.000000,185.200000,0.000000,25.080000,30.870000,0.000000,271.290000,0.000000,99.950000,41.580000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.000000

26,06:15-06:30,0,0,8.33,0,16.67,0,0.01,48.23,7.41,0,7.34,2.04,96.46,25,0,0,0,8.34,0,0,144.690000,96.46,0,0,0,16.67,0,0,0.000000,0.950000,87.010000,0.000000,0.000000,185.200000,0.000000,25.080000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.000000

27,06:30-06:45,0,0,8.33,0,16.67,1.12,0.01,48.23,7.41,0,7.34,5.85,96.46,25,0,0,0,8.34,0,0,144.690000,96.46,0,0,0,16.67,0,0,0.000000,0.950000,87.010000,0.000000,0.000000,185.200000,0.000000,24.120000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.000000

28,06:45-07:00,0,2,8.33,0,16.67,7.3,0.01,48.23,7.41,0,7.34,13.04,96.46,25,0,0,0,8.34,2.02592,0,144.690000,96.46,0,0,0,16.67,0,0,0.000000,0.950000,87.010000,0.000000,0.000000,185.200000,0.000000,23.150000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.000000

29,07:00-07:15,0,7,8.33,0.05,14,16.09,0.26,48.23,7.41,0,7.34,22.31,96.46,25,0,0,0,8.34,7.61668,1,144.690000,96.46,0,0,0,14,0,0,0.000000,0.950000,87.010000,96.460000,0.000000,185.200000,0.000000,23.150000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.000000

30,07:15-07:30,1,15,8.33,0.4,14,29.02,2.03,48.23,7.41,0,7.34,32.29,96.46,25,0,1,0,8.34,13.93794,4,144.690000,96.46,0,1,0,14,0,0,0.000000,0.950000,87.010000,96.460000,0.330000,185.200000,0.340000,22.190000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.330000

31,07:30-07:45,4,24,7.5,1.62,14,32.83,8.09,48.23,7.41,0,7.34,32.82,96.46,22.5,0,3,0.27,7.5,20.91178,11,144.690000,96.46,0,2,0,14,0,1,0.000000,1.030000,87.010000,96.460000,0.760000,185.200000,0.780000,22.190000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,0.760000

32,07:45:08:00,7,29.88,7.5,5.04,14,29.88,25.21,48.23,7.41,0,7.4,29.89,96.46,22.5,0,10,4,7.5,29.55116,18,144.690000,96.46,0,4,0,14,0,5,0.000000,1.030000,87.010000,96.460000,1.350000,185.200000,1.380000,22.190000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,1.350000

33,08:00-08:15,9,30.05,7.5,8.22,14,30.05,41.08,48.23,7.41,0,7.66,30.05,96.46,22.5,0,13,8.19,7.5,39.94374,21,144.690000,96.46,0,6,0,14,0,7,0.000000,1.030000,87.010000,96.460000,2.110000,185.200000,2.170000,21.220000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.160000,0.620000,0.000000,30.870000,2.110000

34,08:15-08:30,12,30.05,7.67,10.71,14.67,30.05,53.58,48.23,7.41,0,7.92,30.05,96.46,23,0,17,13.33,7.66,51.34928,28,144.690000,96.46,0,7,0,14.67,0,8,0.000000,1.030000,87.010000,96.460000,3.040000,185.200000,3.110000,21.220000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.160000,0.620000,0.000000,30.870000,3.040000

35,08:30-08:45,19,31.72,8,14.06,15.67,31.72,70.29,48.23,7.61,0,8.2,31.71,96.46,24,0,23,16.67,8,62.55028,46,144.690000,96.46,0,10,0,15.67,0,12,0.000000,1.030000,87.010000,96.460000,3.890000,185.200000,3.980000,21.220000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.160000,0.620000,0.000000,30.870000,3.890000

36,08:45:09:00,25,31.72,8.33,17.03,17.33,31.72,85.18,48.23,7.81,0,8.73,31.71,96.46,25,0,30,20,8.34,73.08896,60,144.690000,96.46,0,13,0,17.33,0,15,0.000000,1.030000,87.010000,96.460000,4.670000,185.200000,4.790000,20.260000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.160000,0.620000,0.000000,30.870000,4.670000

37,09:00:09:15,28,31.72,7.5,20.19,19,31.72,100.93,48.23,12.01,0,9.17,31.71,96.46,22.5,0,33,23.33,7.5,77.69598,67,144.690000,96.46,18.04,14,0,19,0,17,0.000000,1.030000,87.010000,96.460000,5.380000,185.200000,5.510000,0.000000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,5.380000

38,09:15-09:30,33,31.72,7.5,23.33,20.67,31.72,116.68,48.23,12.01,0,9.66,31.71,96.46,22.5,0,38,26.67,7.5,88.25414,77,144.690000,96.46,18.04,16,0,20.67,0,19,0.000000,1.030000,87.010000,96.460000,6.080000,185.200000,6.240000,0.000000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,6.080000

39,09:30-09:45,31,31.72,7.5,26.49,15,31.72,132.43,48.23,9.7,0,7.34,31.71,96.46,22.5,0,36,30,7.5,98.12076,74,144.690000,96.46,18.04,28.78,0,15,0,18,0.000000,1.030000,87.010000,96.460000,5.970000,185.200000,6.120000,0.000000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,5.970000

40,09:45-10:00,34,32.22,7.5,29.63,15,32.22,148.18,48.23,10.26,0,7.34,32.21,96.46,22.5,0,39,33.33,7.5,107.14974,81,144.690000,96.46,18.04,31.44,0,15,0,19,0.000000,1.030000,87.010000,96.460000,6.730000,185.200000,6.900000,0.000000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.160000,0.620000,0.000000,30.870000,6.730000

41,10:00-10:15,28,32.22,7.5,22.32,15,32.22,111.58,48.23,10.56,6.75,7.34,32.21,96.46,22.5,0,33,30,7.5,115.15602,67,144.690000,96.46,18.04,23.55,24.12,15,0,17,0.000000,1.030000,87.010000,96.460000,7.430000,185.200000,7.610000,0.000000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.620000,0.000000,30.870000,7.430000

42,10:15-10:30,33,32.22,7.5,24.45,15,32.22,122.27,48.23,11.55,6.75,7.34,32.21,96.46,22.5,0,39,33.33,7.5,122.20778,77,144.690000,96.46,18.04,25.4,24.12,15,0,19,0.000000,1.030000,87.010000,96.460000,8.490000,185.200000,8.700000,0.000000,30.870000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.620000,0.000000,30.870000,8.490000

43,10:30-10:45,49,32.22,8,37.51,15,32.22,187.54,48.23,12.04,6.75,9.07,32.21,96.46,24,0,53,36.67,8,134.18798,116,144.690000,96.46,18.04,25.49,24.12,15,0,27,0.000000,1.030000,87.010000,96.460000,9.170000,185.200000,9.400000,0.000000,14.850000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.000000,0.000000,30.870000,9.170000

44,10:45-11:00,54,32.22,9.67,40.13,15,32.22,200.67,48.23,12.2,6.75,11.29,32.21,96.46,29,0,58,40,9.66,138.49306,126,144.690000,96.46,18.04,26.86,24.12,15,0,29,0.000000,1.030000,87.010000,96.460000,9.720000,185.200000,9.970000,0.000000,14.850000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.000000,0.000000,30.870000,9.720000

45,11:00-11:15,55,32.22,12.17,44.17,15,32.22,220.83,48.23,12.87,0,13.11,32.21,96.46,36.5,0,62,80,12.16,141.48324,130,144.690000,96.46,18.04,36,0,15,0,31,0.000000,1.070000,87.010000,0.000000,9.870000,185.200000,10.100000,0.000000,14.850000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.210000,0.000000,0.000000,30.870000,9.870000

46,11:15-11:30,60,32.22,15,44.17,18,32.22,220.83,48.23,13.51,0,14.99,32.21,96.46,45,0,67,83.33,15,144.30784,140,144.690000,96.46,18.04,38,0,18,0,33,0.000000,1.070000,87.010000,0.000000,14.560000,185.200000,14.930000,0.000000,14.850000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.210000,0.620000,0.000000,30.870000,14.560000

47,11:30-11:45,78,32.22,8.33,44.17,15,32.22,220.83,48.23,13.97,0,8.66,32.21,96.46,25,0,87,86.67,8.34,146.43116,182,144.690000,96.46,18.04,43.11,0,15,0,43,0.000000,1.070000,87.010000,0.000000,14.930000,185.200000,15.300000,0.000000,14.850000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.210000,0.620000,0.000000,30.870000,14.930000

48,11:45-12:00,79,32.22,8.83,44.17,15,32.22,220.83,48.23,14.33,0,10.34,32.21,96.46,26.5,0,89,89.23,8.84,147.72658,186,144.690000,96.46,18.04,43.75,0,15,0,44,0.000000,1.070000,87.010000,0.000000,15.170000,185.200000,15.550000,0.000000,14.850000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.210000,0.620000,0.000000,30.870000,15.170000

49,12:00-12:15,79,32.22,7.5,44.17,15,32.22,220.83,48.23,14.79,0,13.34,32.21,96.46,22.5,0,89,89.21,7.5,147.42464,186,144.690000,96.46,18.04,45.17,0,15,0,44,0.000000,1.070000,87.010000,0.000000,15.770000,185.200000,16.170000,0.000000,22.860000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.620000,0.000000,22.860000,15.770000

50,12:15-12:30,79,32.22,7.5,44.17,15,32.22,220.83,48.23,15.34,0,16.34,32.21,96.46,22.5,0,89,89.21,7.5,148.45708,186,144.690000,96.46,18.04,45.24,0,15,0,44,0.000000,1.070000,87.010000,0.000000,15.590000,185.200000,15.980000,0.000000,22.860000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.620000,0.000000,22.860000,15.590000

51,12:30-12:45,81,32.22,7.5,44.17,16,32.22,220.83,48.23,16.19,0,19.34,32.21,96.46,22.5,0,89,89.22,7.5,148.74928,189,144.690000,96.46,18.04,45.83,0,16,0,44,0.000000,1.070000,87.010000,0.000000,15.600000,185.200000,16.000000,0.000000,22.860000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.620000,0.000000,22.860000,15.600000

52,12:45-13:00,81,32.22,8,44.17,16.33,32.22,220.83,48.23,17.36,0,22,32.21,96.46,24,0,89,89.23,8,148.39864,189,144.690000,96.46,18.04,45.99,0,16.33,0,44,0.000000,1.070000,76.480000,0.000000,15.640000,185.200000,16.030000,0.000000,22.860000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.210000,0.620000,0.000000,22.860000,15.640000

53,13:00-13:15,75,32.22,8.17,44.17,17.33,32.22,220.83,48.23,18.36,0,13.34,32.21,96.46,24.5,0,83,89.22,8.16,147.1227,175,144.690000,96.46,18.04,42,0,17.33,0,42,0.000000,1.110000,52.730000,0.000000,14.950000,185.200000,15.320000,0.000000,25.690000,0.000000,271.290000,0.000000,71.010000,47.270000,1.660000,48.230000,1.250000,0.620000,0.000000,25.690000,14.950000

54,13:15-13:30,75,32.22,8.67,44.17,18.33,32.22,220.83,48.23,19.37,0,14,32.21,96.46,26,0,83,89.22,8.66,144.80458,175,144.690000,96.46,18.04,41,0,18.33,0,42,0.000000,1.110000,33.760000,0.000000,10.890000,135.160000,11.160000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,33.090000,1.660000,48.230000,1.250000,0.620000,0.000000,25.690000,10.890000

55,13:30-13:45,75,32.22,15,40,25,32.22,200,48.23,20.85,0,14.34,32.21,96.46,45,0,83,60,15,139.53524,175,144.690000,96.46,18.04,40,0,25,0,42,0.000000,1.110000,33.760000,0.000000,14.450000,125.510000,14.810000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,33.090000,1.660000,48.230000,1.250000,0.620000,0.000000,25.690000,14.450000

56,13:45-14:00,73,32.22,16,40,26,32.22,200,48.23,22.36,0,14.34,32.21,96.46,48,0,83,63.33,16,135.98014,172,144.690000,96.46,18.04,39,0,26,0,42,0.000000,1.110000,52.730000,0.000000,13.970000,125.510000,14.330000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,47.270000,1.660000,48.230000,1.250000,0.620000,0.000000,25.690000,13.970000

57,14:00-14:15,63,32.22,17.33,34.69,37.33,32.22,173.48,48.23,17.27,0,20.34,32.21,96.46,52,0,71,66.67,17.34,131.82116,147,144.690000,96.46,18.04,37,0,37.33,0,36,0.000000,1.110000,52.730000,0.000000,10.890000,125.510000,11.160000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,59.030000,1.750000,48.230000,1.250000,0.620000,0.000000,25.690000,10.890000

58,14:15-14:30,63,32.22,18.67,33.6,39.33,32.22,168.03,48.23,18.07,0,20.34,32.21,96.46,56,0,71,70,18.66,125.37328,147,144.690000,96.46,18.04,36,0,39.33,0,36,0.000000,1.110000,52.730000,0.000000,10.890000,125.510000,11.160000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,59.030000,1.750000,48.230000,1.250000,0.620000,0.000000,25.690000,10.890000

59,14:30-14:45,63,32.22,25,32.21,30.72,32.22,161.08,48.23,19.67,0,20.66,32.21,96.46,75,0,70,71.68,25,119.58772,147,144.690000,96.46,18.04,30,0,30.72,0,35,0.000000,1.110000,52.730000,0.000000,10.890000,125.510000,11.160000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,59.030000,1.750000,48.230000,1.250000,0.620000,0.000000,25.690000,10.890000

