Block,Time,KKNPPU2,NLCIIST2,PARBATI3,RAPPC,RSTPSU1TO6,SALAL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,FSTPP I & II,NJPC,NLCIIST1,NLCTS2EXP,RAMPUR,TANDA2,ANTA_CRF,ANTA_RF,CHAMERA1,DULHASTI,KKNP,RAPPB,BSIUL,KHSTPP-II,NAPP,NLCEXP,RIHAND2,TALST2,UNCHAHAR4,VALLURNTECL,ANTA_GF,DHAULIGNGA,KHSTPP-I,KOLDAM,KUDGI,SIMHST2,TANAKPUR,TelanganaSTPP,AURY_CRF,AURY_RF,JHAJJAR,KISHANGANGA,MAPS,SASAN,SINGRAULI_HYDRO,AURY_GF,DADRI_CRF,DADRI_GF,DADRI_LF,BRBCL,CHAMERA2,DADRT2,KGSU1AND2,KGSU3AND4,NTPL,RIHAND3,RSTPSU7,SEWA2,SIMHST1,TALA,TEHRI,URI,ANTA_LF,CHAMERA3,KOTESHWR,NNTPP,RIHAND1,SINGRAULI,URI2,AURY_LF,DADRI_RF
6,01:15-01:30,0,0,0,53.93,0,1.4,20.56,29.09,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.66,0,0,8.87,0,45,112.24,18.83,0,67.95

7,01:30-01:45,0,0,0,53.93,0,1.4,20.56,29.09,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.66,0,0,8.87,0,45,112.24,18.83,0,67.95

8,01:45-02:00,0,0,0,53.93,0,1.4,20.56,29.09,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.66,0,0,8.87,0,45,112.24,18.83,0,67.95

9,02:00-02:15,0,0,0,53.93,0,1.4,20.56,29.09,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

10,02:15-02:30,0,0,0,53.93,0,1.4,20.56,29.09,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

11,02:30-02:45,0,0,0,53.93,0,1.4,20.56,33.57,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

12,02:45-03:00,0,0,0,53.93,0,1.4,20.56,39.16,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

13,03:00-03:15,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

14,03:15-03:30,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,2.56,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

15,03:30-03:45,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,8.33,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

16,03:45-04:00,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,8.33,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

17,04:00-04:15,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

18,04:15-04:30,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.33,0,0,8.87,0,45,112.24,4.44,0,67.95

19,04:30-04:45,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.77,0,0,8.87,0,45,112.24,4.44,0,67.95

20,04:45-05:00,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.77,0,0,8.87,0,45,112.24,4.44,0,67.95

21,05:00-05:15,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.77,0,0,8.87,0,45,112.24,4.44,0,67.95

22,05:15-05:30,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,0,0,0,0,0,0,29.93,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.77,0,0,8.87,0,45,112.24,4.44,0,67.95

23,05:30-05:45,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,18.94,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.77,0,0,8.87,0,60,112.24,4.44,0,67.95

24,05:45-06:00,0,0,0,53.93,0,1.4,20.56,42.4,26.39,18.2,37.88,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,15.44,1.77,0,0,8.87,0,60,112.24,4.44,0,67.95

25,06:00-06:15,0,0,3.82,53.93,0,1.4,20.56,35.79,26.39,18.2,56.82,0,0,0,0,0,30.35,0,16.48,0,0,1.1,98.87,43.46,0,118.76,0,0,0,0,8.06,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,3.33,683.14,0,0,0,124.32,0,0,0,0,22.05,1.77,0,0,17.75,0,60,112.24,4.44,0,67.95

26,06:15-06:30,0,0,16.55,53.93,0,9.29,20.56,31.33,26.39,18.2,94.7,0,0,0,0,0,30.35,0,32.96,0,0,6.52,98.87,43.46,0,118.76,0,0,0,0,8.06,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,12,683.14,0,0,0,124.32,0,5.27,0,0,46.69,1.77,0,9.68,26.62,0,65,112.24,4.44,0,67.95

27,06:30-06:45,0,0,16.55,53.93,0,41.83,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,30.35,12.01,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,16.51,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,26.34,683.14,0,0,0,124.32,0,10.54,0,0,62.24,6.63,0,29.06,39.44,0,65,112.24,4.44,0,67.95

28,06:45-07:00,0,0,16.55,53.93,0,41.83,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,30.35,28.05,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,0.51,0,0,70.59,538.09,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,10.54,0,0,62.24,26.49,0,29.06,39.44,0,70,112.24,4.44,0,67.95

29,07:00-07:15,0,0,16.55,53.93,0,41.83,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,30.35,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,10.54,0,0,62.24,26.49,0,29.06,39.44,0,70,112.24,4.44,0,67.95

30,07:15-07:30,0,0,16.55,53.93,0,41.83,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,30.35,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,10.54,0,0,62.24,26.49,0,29.06,39.44,0,70,112.24,4.44,0,67.95

31,07:30-07:45,0,0,16.55,53.93,0,9.29,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,30.35,28.05,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,10.54,0,0,62.24,4.41,0,29.06,39.44,0,70,112.24,4.44,0,67.95

32,07:45-08:00,0,0,3.56,53.93,0,1.4,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,30.35,14.05,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,5.27,0,0,62.24,2.21,0,29.06,39.44,0,75,112.24,4.44,0,67.95

33,08:00-08:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,94.7,0,0,0,0,0,30.03,14.05,32.96,0,0,6.52,98.87,43.46,0,118.76,0,0,0,0,16.12,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,0,0,0,46.69,2.21,0,9.68,19.72,0,80,112.24,4.44,0,67.95

34,08:15-08:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,61.56,0,0,0,0,0,30.03,0,16.48,0,0,1.1,98.87,43.46,0,118.76,0,0,0,0,8.06,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,0,0,0,31.13,2.21,0,0,8.87,0,85,112.24,4.44,0,67.95

35,08:30-08:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,39.78,0,0,0,0,0,30.03,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,0,0,0,31.13,2.21,0,0,8.87,0,92,112.24,4.44,0,67.95

36,08:45-09:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,23.39,0,0,0,0,0,30.03,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,459.81,0,0,418.77,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,0,0,0,31.13,2.21,0,0,8.87,0,92,112.24,4.44,0,67.95

37,09:00-09:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,18.94,0,0,0,0,0,30.03,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,26.34,683.14,0,0,0,124.32,0,0,0,0,31.13,4.41,0,0,8.87,0,92,112.24,4.44,0,67.95

38,09:15-09:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.03,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,13.17,683.14,0,0,0,124.32,0,0,0,0,31.13,26.49,0,0,8.87,0,92,112.24,4.44,0,67.95

39,09:30-09:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.03,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,31.13,26.49,0,0,8.87,0,92,112.24,4.44,0,67.95

40,09:45-10:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.03,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,31.13,26.49,0,0,8.87,0,92,112.24,4.44,0,67.95

41,10:00-10:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,31.13,3.31,0,0,8.87,0,92,112.24,4.44,0,67.95

42,10:15-10:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,15.44,2.21,0,0,8.87,0,92,112.24,18.83,0,67.95

43,10:30-10:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,9.07,2.21,0,0,8.87,0,92,112.24,18.83,0,67.95

44,10:45-11:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,418.77,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,2.21,0,0,8.87,0,92,112.24,18.83,0,67.95

45,11:00-11:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,13.25,0,0,8.87,0,92,112.24,18.83,0,67.95

46,11:15-11:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,13.25,0,0,8.87,0,92,112.24,18.83,0,67.95

47,11:30-11:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,18.83,0,67.95

48,11:45-12:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

49,12:00-12:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

50,12:15-12:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.09,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

51,12:30-12:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

52,12:45-13:00,0,0,0,53.93,0,9.29,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

53,13:00-13:15,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

54,13:15-13:30,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

55,13:30-13:45,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

56,13:45-14:00,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

57,14:00-14:15,0,0,0,53.93,0,9.29,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,6.27,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

58,14:15-14:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

59,14:30-14:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

60,14:45-15:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.88,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

61,15:00-15:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

62,15:15-15:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,15.44,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

63,15:30-15:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,15.44,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

64,15:45-16:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,30.87,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

