Block,Time,CHAMERA2,DADRT2,KISHANGANGA,RAMPUR,RSTPSU1TO6,TEHRI,ANTA_LF,AURY_GF,DADRI_CRF,JHAJJAR,KOLDAM,NNTPP,NTPL,SALAL,SEWA2,UNCHAHAR1,KGSU3AND4,RAPPC,SASAN,TALST2,UNCHAHAR3,URI,VALLURNTECL,ANTA_GF,ANTA_RF,DADRI_GF,DADRI_RF,CHAMERA1,FSTPP I & II,MAPS,NJPC,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,AURY_CRF,AURY_RF,DADRI_LF,CHAMERA3,DHAULIGNGA,NLCEXP,RIHAND1,RIHAND3,TANAKPUR,TANDA2,BRBCL,BSIUL,KHSTPP-II,KKNP,SIMHST1,URI2,KHSTPP-I,KUDGI,NAPP,NLCIIST2,NLCTS2EXP,RAPPB,SIMHST2,SINGRAULI,TelanganaSTPP,ANTA_CRF,AURY_LF,DULHASTI,KGSU1AND2,KKNPPU2,KOTESHWR,NLCIIST1,PARBATI3,RIHAND2,TALA,UNCHAHAR2
6,01:15-01:30,1.6,683.14,0,0,0,0,0,0,0,436.2,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

7,01:30-01:45,1.6,683.14,0,0,0,0,0,0,0,508.2,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

8,01:45-02:00,1.6,683.14,0,0,0,0,0,0,0,508.2,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

9,02:00-02:15,1.6,683.14,0,0,0,0,0,0,0,519.75,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

10,02:15-02:30,1.6,683.14,0,0,0,0,0,0,0,519.75,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

11,02:30-02:45,1.6,683.14,0,0,0,0,0,0,0,531.3,0,0,0,13.95,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,10.25,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

12,02:45-03:00,1.6,683.14,0,0,0,0,0,0,0,531.3,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,10.25,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

13,03:00-03:15,1.6,683.14,0,0,0,0,0,0,0,554.4,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,10.25,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

14,03:15-03:30,1.6,683.14,0,0,0,0,0,0,0,565.95,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

15,03:30-03:45,1.6,683.14,0,0,0,0,0,0,0,565.95,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

16,03:45-04:00,1.6,683.14,0,0,0,0,0,0,0,577.5,0,0,0,13.95,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

17,04:00-04:15,1.6,683.14,0,0,0,0,0,0,0,577.5,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

18,04:15-04:30,1.6,683.14,0,0,0,0,0,0,0,600.6,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

19,04:30-04:45,1.6,683.14,0,0,0,0,0,0,0,623.7,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

20,04:45-05:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,23.39,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

21,05:00-05:15,1.6,683.14,0,0,0,14.93,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,46.78,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

22,05:15-05:30,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,70.17,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

23,05:30-05:45,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,93.56,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

24,05:45-06:00,3.73,683.14,0,0,0,46.31,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,116.95,0,0,0,0,70.37,22.47,9.68,18.27,0,92,124.32,5.13,0,20,1.1,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

25,06:00-06:15,8,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,11.85,20.8,0,116.95,0,0,0,0,70.37,22.47,19.36,27.4,0,92,124.32,5.13,0,20,3.3,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,3.82,118.76,0,21.19

26,06:15-06:30,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,5.27,20.56,0,52.53,348.98,0,26.39,1.66,0,0,42.84,0,66.85,28.05,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,19.56,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,19.72,0,16.55,118.76,0,21.19

27,06:30-06:45,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42.84,0,66.85,42.1,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,19.56,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,19.72,0,16.55,118.76,0,21.19

28,06:45-07:00,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42.84,0,66.85,42.1,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,19.56,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,19.72,0,16.55,118.76,0,21.19

29,07:00-07:15,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,26.39,1.33,0,0,42.84,0,66.85,39.5,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,19.56,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,19.72,0,16.55,118.76,0,21.19

30,07:15-07:30,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,5.27,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,28.05,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,19.56,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,19.72,0,16.55,118.76,0,21.19

31,07:30-07:45,4,683.14,0,0,0,46.31,0,0,0,654.31,0,0,0,13.95,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,11.85,20.8,0,116.95,0,0,0,0,70.37,22.47,19.36,27.4,0,92,124.32,4.48,0,20,2.2,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,16.55,118.76,0,21.19

32,07:45-08:00,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.84,0,66.85,0,20.8,0,93.56,0,0,0,0,70.37,22.47,9.68,18.27,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,3.56,118.76,0,21.19

33,08:00-08:15,1.6,683.14,0,0,0,14.93,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.63,0,66.85,0,20.8,0,70.17,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

34,08:15-08:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.63,0,66.85,0,20.8,0,40.25,0,0,0,0,70.37,22.47,0,0,0,92,124.32,11.53,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

35,08:30-08:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42.63,0,66.85,0,20.8,0,23.39,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,18.83,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

36,08:45-09:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,13.95,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42.63,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,18.83,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

37,09:00-09:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,1.33,0,0,42.42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,18.83,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

38,09:15-09:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,18.83,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

39,09:30-09:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

40,09:45-10:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,12.78,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42.42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

41,10:00-10:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,11.53,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

42,10:15-10:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,2.76,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

43,10:30-10:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

44,10:45-11:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

45,11:00-11:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,2.76,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

46,11:15-11:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

47,11:30-11:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

48,11:45-12:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,0.66,0,0,42,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

49,12:00-12:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

50,12:15-12:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,26.39,35.33,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

51,12:30-12:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,1.66,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

52,12:45-13:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

53,13:00-13:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,11.53,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

54,13:15-13:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

55,13:30-13:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

56,13:45-14:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,41.37,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

57,14:00-14:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

58,14:15-14:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,10.25,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

59,14:30-14:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

60,14:45-15:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,10.76,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

61,15:00-15:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

62,15:15-15:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

63,15:30-15:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,10.25,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

