Column1,Time,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/jitpl,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,GNA/NR/2024/08/14/7906,NR/01102023/31102037/L_NR_2019_11,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01082024/15082024/APL-Raigarh,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/SKS-Raigarh,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/08/14/2226,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10
8,01:45-02:00,48.08,23.64,31.8514,86.75,38.47,0,0,48.08,0,0,192.34,0,100.19,0,17.08,271.92,12.39,261.1,0,114.92,29.26,0,0,0,0,0,0,7,0,33.33,9.33,10.66,28,9.34,33.33,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,48.08,23.64,32,86.75,38.47,0,0,48.08,0,18.5536,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,114.92,29.26,0,0,0,0,0,0,7,0,33.33,9.33,10.66,28,9.34,33.33,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,48.08,23.64,32,86.75,38.47,0,0,48.08,0,18.5536,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,114.92,28.76,0,0,0,0,0,0,7,0,33.33,9.33,10.34,28,9.34,33.33,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,48.08,23.64,32,86.75,38.47,0,0,48.08,0,18.5536,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,28.76,0,0,0,0,0,0,7,0,33.33,9.5,10.66,28.5,9.5,33.33,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,48.08,23.64,32,86.75,38.47,0,0,48.08,0,18.5536,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,28.76,0,0,0,0,0,0,7,0,33.33,9.67,11,29,9.66,33.33,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,48.08,23.64,32,86.75,0,0,0,48.08,0,25.9614,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,28.76,0,0,0,0,0,0,7,0,26.67,9.33,11,28,9.34,26.67,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,48.08,23.64,32,86.75,0,0,0,48.08,0,25.9614,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,28.76,0,0,0,0,0,0,7,0,26.33,9.33,11,28,9.34,26.33,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,48.08,23.64,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,0,0,7,0,26,9.5,11,28.5,9.5,26,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,48.08,23.64,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,0,0,7,0,26,9.67,11.34,29,9.66,26,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,48.08,23.64,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,29.77,0,0,0,0,0,0,7,0,26,11,11,33,11,26,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,48.08,23.64,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,29.77,0,0,0,0,0,0,7,0,26,10.83,10.66,32.5,10.84,26,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,48.08,10.08,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,29.77,0,0,0,0,0,0,7,0,26,10.67,10.34,32,10.66,26,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,48.08,8.14,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.8,271.92,12.39,261.1,0,65.94,29.77,0,0,0,0,0,0,7,0,26,10.5,10,31.5,10.5,26,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,0,0,7,0,26,10.33,9.66,31,10.34,26,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,0,0,7,0,26,10.17,9.66,30.5,10.16,26,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,0,0,7,0,26,10.17,8,30.5,10.16,26,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,0,0,7,0,26,10.17,7.66,30.5,10.16,26,0.26,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0,65.94,29.26,0,0,0,0,9.99,4,7,9.77,25.67,10.17,7.34,30.5,10.16,25.67,3.37,1,0.63,0,0.12,1,0.82,0,1,0,1

26,06:15-06:30,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0.39,65.94,29.26,0,0,0.39,0.4,15.71,9,7,15.37,25.33,10.17,7.34,30.5,10.16,25.33,7.97,2,3.43,0,0.69,2,2.92,1,4,0,1

27,06:30-06:45,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,0.78,65.94,30.27,0,0,0.78,0.8,25.79,13,7,25.21,25,10.17,7,30.5,10.16,25,12.92,3,7.25,0,1.45,5,4.94,3,7,0,3

28,06:45-07:00,48.08,4.16,26.8708,86.75,0,0,0,48.08,0,26.8708,192.34,0,100.19,0,16.52,271.92,12.39,261.1,1.13,65.94,30.27,0,0,1.13,1.15,33,17,7,33,24.33,10.17,7,30.5,10.16,24.33,17.95,5,12.12,0,2.42,8,7.94,4,14,0,6

29,07:00-07:15,48.08,4.16,32,86.75,0,0,0,48.08,0,25.9614,192.34,0,100.19,0,16.52,271.92,12.39,261.1,1.64,84.78,30.27,0,0,1.64,1.69,33,20,7,33,24.33,10.17,7,30.5,10.16,24.33,23.32,7,18.22,0,3.64,10,10,5,21,0,9

30,07:15-07:30,48.08,4.16,32,86.75,0,0,0,48.08,0,25.9614,192.34,0,100.19,0,16.52,271.92,12.39,261.1,2.21,84.78,30.27,0,0,2.21,2.27,33,28,7,33,25.67,10,7,30,10,25.67,29.51,8,25.12,0,5.02,12,13,6,28,0,12

31,07:30-07:45,48.08,4.16,32,76.25,0,0,0,48.08,0,25.9614,192.34,0,100.19,0,16.52,271.92,12.39,261.1,2.85,76.3,30.27,0,0,2.85,2.91,32.67,32.66,7,32.67,20,9.17,7,27.5,9.16,20,36.94,8,36.05,0,7.21,15,17,7,35,0,15

32,07:45-08:00,48.08,4.16,32,76.25,0,0,0,48.08,0,25.9614,192.34,0,100.19,0,16.52,271.92,12.39,261.1,3.7,67.82,30.27,0,0,3.7,3.79,33,33,7,33,19.33,9.17,7,27.5,9.16,19.33,44.23,10,45.05,0,9.01,17,20,8,42,0,18

33,08:00-08:15,48.08,4.16,32,76.25,0,0,0,48.08,4.99,25.9614,192.34,0,100.19,0,16.52,271.92,12.39,226.56,4.59,65.94,29.26,0,0,4.59,4.69,33,33,7,33,18.67,8.83,7,26.5,8.84,18.67,51.11,11,34.68,0,6.93,24,16,11,53,0,22

34,08:15-08:30,48.08,4.16,32,76.25,0,0,0,48.08,4.99,25.9614,192.34,0,100.19,0,16.52,271.92,12.39,226.56,5.44,65.94,29.77,0,0,5.44,5.59,33,33,7,33,18.33,8.17,7,24.5,8.16,18.33,57.35,12,41.5,0,8.3,29,17,14,63,0,27

35,08:30-08:45,48.08,4.16,26.8708,76.25,0,0,0,48.08,4.99,26.8708,192.34,0,96.17,0,16.52,271.92,12.39,226.56,6.34,70.08,29.77,0,0,6.34,6.49,33,33,7,33,18,7.5,7,22.5,7.5,18,63.88,11,69.69,0,13.94,34,20,16,70,0,30

36,08:45-09:00,48.08,4.16,26.8708,57.41,0,0,0,48.08,4.99,26.8708,192.34,0,96.17,0,16.52,271.92,12.39,226.56,7.18,70.08,28.77,0,0,7.18,7.37,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,70.74,12,80.43,0,16.08,41,22,19,81,0,34

37,09:00-09:15,0,4.16,26.8708,76.25,0,0,0,0,4.81,26.8708,0,0,96.17,0,16.52,271.92,12.39,226.56,7.94,70.08,29.27,0,0,7.94,8.15,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,65,13,63,0,12.6,47,24,23,98,0,42

38,09:15-09:30,0,4.16,26.8708,57.41,0,0,0,0,4.81,26.8708,0,0,96.17,0,16.52,271.92,12.39,226.56,8.67,70.08,27.75,0,0,8.67,8.9,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,70.22,14,70.15,0,14.03,54,26,26,109,0,46

39,09:30-09:45,0,4.16,26.8708,57.41,0,0,0,0,4.81,26.8708,0,0,100.19,0,16.52,271.92,12.39,261.1,9.37,70.08,27.75,0,0,9.37,9.6,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,78.11,17,77.5,0,15.5,59,35,28,119,0,51

40,09:45-10:00,0,4.16,26.8708,57.41,0,0,0,0,4.81,26.8708,0,0,100.19,0,16.52,271.92,12.39,213.02,10.01,70.08,27.75,0,0,10.01,10.27,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,86.02,19,84.28,0,16.86,64,37,31,130,0,55

41,10:00-10:15,0,4.16,26.8708,57.41,0,0,0,0,4.81,26.8708,0,0,100.19,0,14.05,271.92,12.39,205.37,10.96,70.08,28.26,0,0,10.96,11.23,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,93.76,32,109.63,0,21.93,72,70,35,149,0,64

42,10:15-10:30,0,4.16,26.8708,57.41,0,0,0,0,4.81,26.8708,0,0,100.19,0,14.05,271.92,12.39,205.37,6.51,70.08,27.25,0,0,6.51,6.67,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,101.01,35,115.18,0,23.04,78,73,37,160,0,68

43,10:30-10:45,0,4.16,26.8708,76.25,0,0,0,0,4.44,26.8708,0,0,100.19,0,14.05,271.92,12.39,246.75,6.88,70.08,27.75,0,0,6.88,7.04,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,100.12,40,120.77,0,24.15,71,77,34,140,0,60

44,10:45-11:00,0,4.16,26.8708,76.25,0,0,0,0,4.44,26.8708,0,0,100.19,0,14.05,271.92,12.39,246.75,7.24,70.08,28.26,0,0,7.24,7.42,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,98.86,41,125.67,0,25.13,71,78,34,151,0,64

45,11:00-11:15,0,4.16,26.8708,76.25,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,271.92,12.39,246.75,11.79,65.94,28.26,0,0,11.79,12.09,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,96.56,40,127.71,0,25.54,83,77,39,168,0,72

46,11:15-11:30,0,4.16,26.8708,76.25,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,271.92,12.39,246.75,11.91,65.94,28.26,0,0,11.91,12.19,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,93.64,41,129.18,0,25.83,85,77,40,172,0,73

47,11:30-11:45,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,251,12.39,261.1,13.32,70.08,28.26,0,0,13.32,13.65,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,96.9,41,118.43,0,23.68,80,78,38,161,0,69

48,11:45-12:00,0,4.16,26.8708,67.83,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,230.81,12.39,261.1,13.57,70.08,28.26,0,0,13.57,13.92,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,99.9,41,118.96,0,23.79,81,78,39,165,0,70

49,12:00-12:15,0,4.16,26.8708,67.83,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,211.57,12.39,261.1,13.58,70.08,28.76,0,0,13.58,13.93,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,102.37,40,120.28,0,24.06,68,78,32,133,0,57

50,12:15-12:30,0,4.16,26.8708,67.83,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,192.34,12.39,261.1,13.61,70.08,28.76,0,0,13.61,13.95,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,104.42,41,121.51,0,24.3,68,78,32,133,0,57

51,12:30-12:45,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,173.11,12.39,261.1,10.66,65.94,28.76,0,0,10.66,10.92,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,95.95,38,175,0,35,59,75,28,126,0,54

52,12:45-13:00,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,14.05,131.95,12.39,261.1,10.67,65.94,28.76,0,0,10.67,10.93,33,33,7,33,16.67,7.5,7,22.5,7.5,16.67,86.85,38,175,0,35,59,73,28,126,0,54

53,13:00-13:15,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,11.75,131.95,12.39,261.1,10.64,65.94,28.76,0,0,10.64,10.91,33,33,7,33,17.33,7.5,7,22.5,7.5,17.33,104.42,32,170.83,0,34.17,71,73,34,144,0,61

54,13:15-13:30,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,11.75,131.95,12.39,261.1,10.67,65.94,28.76,0,0,10.67,10.92,33,33,7,33,18.33,6.67,7,20,6.66,18.33,98.73,32,170.83,0,34.17,71,73,34,144,0,61

55,13:30-13:45,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,11.75,131.95,12.39,261.1,4.3,65.94,27.25,0,0,4.3,4.39,33,33,7,33,19.33,6.67,7,20,6.66,19.33,104.73,25,166.67,0,33.33,71,55,34,147,0,63

56,13:45-14:00,0,4.16,26.8708,86.75,0,0,0,0,4.3,26.8708,0,0,100.19,0,11.75,131.95,12.39,261.1,4.35,65.94,27.25,0,0,4.35,4.45,33,33,7,33,20,6.67,7,20,6.66,20,103.32,26,162.5,0,32.5,71,53,34,154,0,66

57,14:00-14:15,0,4.16,26.8708,86.75,0,0,0,0,4.44,26.8708,0,0,100.19,0,11.75,131.95,12.39,261.1,4.27,65.94,26.74,0,0,4.27,4.38,33,33,7.2,33,21.67,6.67,7,20,6.66,21.67,101.75,8,158.33,0,31.67,71,52,34,84,0,36

58,14:15-14:30,0,4.16,24.0835,86.75,0,0,0,0,4.44,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,4.18,65.94,26.74,0,0,4.18,4.29,33,33,7.79,33,23.33,6.67,7,20,6.66,23.33,99.71,7.5,154.17,0,30.83,71,50,34,91,0,39

59,14:30-14:45,0,4.16,24.0835,86.75,0,0,0,0,4.44,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,3.21,65.94,26.74,0,0,3.21,3.3,33,33,7.87,33,24.33,6.67,7,20,6.66,24.33,94.93,7.5,104.17,0,20.83,71,17,34,74,0,31

60,14:45-15:00,0,4.16,24.0835,86.75,0,0,0,0,4.44,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,3.16,65.94,26.74,0,0,3.16,3.24,33,33,7.94,33,25.33,6.67,7.34,20,6.66,25.33,74.73,7.5,102.08,0,20.42,71,17,34,74,0,31

61,15:00-15:15,0,4.16,24.0835,86.75,0,0,0,0,4.99,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,3.03,114.92,26.74,0,0,3.03,3.11,33,33,8.16,33,26.33,6.67,8.34,20,6.66,26.33,63.67,7.5,98.75,0,19.75,66,15,32,67,0,28

62,15:15-15:30,0,4.16,24.0835,86.75,0,0,0,0,4.99,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,3.03,114.92,27.25,0,0,3.03,3.11,33,33,8.4,33,27.67,6.67,9,20,6.66,27.67,52.84,7.5,95.42,0,19.08,62,15,29,67,0,28

63,15:30-15:45,0,4.16,24.0835,86.75,0,0,0,0,4.99,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,3.03,114.92,27.25,0,0,3.03,3.11,33,33,8.37,33,29.33,6.67,9.34,20,6.66,29.33,48.6,7.5,25,0,5,61,13,29,60,0,25

64,15:45-16:00,0,4.16,24.0835,86.75,0,0,0,0,4.99,24.0835,0,0,100.19,0,11.75,131.95,12.39,261.1,3.03,114.92,27.75,0,0,3.03,3.11,33,33,8.33,33,31.67,6.67,9.66,20,6.66,31.67,44.29,7.5,25,0,5,58,12,27,60,0,25

65,16:00-16:15,0,4.16,24.0835,86.75,0,144.26,0,0,5.37,24.0835,0,0,100.19,0,17.08,131.95,12.39,261.1,2.86,114.92,27.75,0,0,2.86,2.93,33,33,8.06,33,35,6.67,10.66,20,6.66,35,39.67,7.5,25,0,5,53,12,25,88,0,37

66,16:15-16:30,0,4.16,24.0835,86.75,0,144.26,0,0,5.37,24.0835,0,0,100.19,0,17.08,131.95,12.39,261.1,2.55,114.92,27.75,0,0,2.55,2.61,33,33,7.76,33,36,6.67,10.66,20,6.66,36,34.82,7.5,25,0,5,47,12,23,84,0,36

67,16:30-16:45,0,4.16,24.0835,76.94,0,144.26,0,0,5.37,24.0835,0,0,100.19,0,17.08,131.95,12.39,261.1,2.3,114.92,27.75,0,0,2.3,2.35,33,33,8,33,37,10.17,8,30.5,10.16,37,28.03,7.5,25,0,5,43,10,20,81,0,34

68,16:45-17:00,0,4.16,18.9768,76.94,0,144.26,0,0,5.37,18.9768,0,0,100.19,0,17.08,131.95,12.39,261.1,1.97,114.92,27.75,0,0,1.97,2.03,33,24,8.22,33,38.33,10.5,8,31.5,10.5,38.33,26.25,7.5,25,0,5,36,10,17,70,0,30

69,17:00-17:15,48.08,4.16,18.9768,76.94,0,144.26,0,48.08,5.73,18.9768,192.34,0,91.91,0,17.08,131.95,12.39,261.1,1.63,114.92,27.75,0,0,1.63,1.66,33,17,8.65,32.03,39.33,10.83,8.66,32.5,10.84,39.33,23.99,7.5,25,0,5,30,10,14,63,0,27

70,17:15-17:30,48.08,4.16,18.9768,76.94,0,144.26,0,48.08,5.73,18.9768,192.34,0,91.91,0,17.08,131.95,12.39,261.1,1.33,114.92,27.75,0,0,1.33,1.36,31.92,8,9.06,26.02,40,11.33,8.66,34,11.34,40,21.18,7.5,25,0,5,24,8,11,53,0,22

71,17:30-17:45,48.08,4.16,18.9768,76.94,0,144.26,0,48.08,5.73,18.9768,192.34,0,91.91,0,17.08,131.95,12.39,261.1,1,114.92,27.75,0,0,1,1.03,25.42,3,8.82,20.73,40,11.67,9.34,35,11.66,40,16.15,7.5,25,0,5,17,8,8,42,0,18

72,17:45-18:00,48.08,4.16,18.9768,76.94,0,144.26,0,48.08,5.73,18.9768,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0.74,114.92,27.75,0,0,0.74,0.76,19.77,0,8.61,16.12,40,12,10,36,12,40,11.39,6.5,25,0,5,10,8,5,32,0,13

73,18:00-18:15,48.08,4.16,9.1736,76.94,0,144.26,0,48.08,6.47,9.1736,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0.57,114.92,28.76,0,7.91,0.57,0.58,0,0,8.56,0,40,12.67,13.34,38,12.66,40,7.36,7,25,0,5,7,7,3,18,0,7

74,18:15-18:30,48.08,4.16,9.1736,76.94,0,144.26,0,48.08,6.47,9.1736,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0.41,114.92,28.76,0,7.91,0.41,0.42,0,0,8.53,0,41.12,13,13,39,13,41.12,4.1,5,20.88,0,4.17,3,7,2,7,0,3

75,18:30-18:45,48.08,4.16,0,76.94,0,144.26,0,48.08,6.47,32,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0.19,114.92,28.76,0,7.91,0.19,0.2,0,0,8.31,0,40.28,13.33,15,40,13.34,40.28,1.14,3,14.83,0,2.96,1,6,1,4,0,1

76,18:45-19:00,48.08,4.16,0,76.94,0,144.26,0,48.08,6.47,32,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0.12,114.92,28.76,0,7.91,0.12,0.12,0,0,8.12,0,39.33,13.17,15,39.5,13.16,39.33,0,2,9.61,0,1.92,0,4,0,1,0,0

77,19:00-19:15,48.08,4.16,0,76.94,0,144.26,0,48.08,6.75,32,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0.02,114.92,28.76,90.4,7.91,0.02,0.02,0,0,7.74,0,50,15.83,15,47.5,15.84,50,0,1,5.63,0,1.13,0,2,0,1,0,0

78,19:15-19:30,48.08,4.16,0,76.94,0,144.26,0,48.08,6.75,32,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,28.76,90.4,7.91,0,0,0,0,7.41,0,49.33,15.33,14.66,46,15.34,49.33,0,0,1.35,0,0.27,0,1,0,0,0,0

79,19:30-19:45,48.08,4.16,0,76.94,0,144.26,0,48.08,6.75,32,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,7.18,0,48.67,14.67,14.66,44,14.66,48.67,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,48.08,4.16,0,76.94,0,144.26,0,48.08,6.75,32,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,6.93,0,48.33,14.17,14.34,42.5,14.16,48.33,0,0,0,0,0,0,0,0,0,0,0

