Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8128,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/6209,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/1044,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/08/20/5464,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/08/01/5784,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6187,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07)
6,01:15-01:30,26.75,87.07,5.98,0,130.61,48.26,70.4,0,2.78,0,0,19.22,0,0,5.83,3.33,3.34,3.33,0,0,0,0,0,37.02,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.86,-0,271.49,100.56,4.02,5.83,17.51,0,0,0

7,01:30-01:45,26.75,87.07,5.98,0,130.61,48.26,70.4,0,2.78,0,0,19.22,0,0,5.67,6.66,10,10,0,0,0,0,0,38.82,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.86,-0,271.49,100.56,4.02,5.67,16.99,0,0,0

8,01:45-02:00,26.75,87.07,5.98,0,130.61,48.26,70.4,0,2.78,0,0,19.22,0,0,5.67,6.66,10.67,10.67,0,0,0,0,0,38.82,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.86,-0,271.49,100.56,4.02,5.67,16.99,0,0,0

9,02:00-02:15,26.75,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,4.83,6.66,11,11,0,0,0,0,0,31.41,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.67,-0,271.49,100.56,4.02,4.83,14.51,0,0,0

10,02:15-02:30,26.75,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,4.83,6.66,11,11,0,0,0,0,0,31.01,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.67,-0,271.49,100.56,4.02,4.83,14.51,0,0,0

11,02:30-02:45,25.73,55.62,3.2,0,102.77,96.53,70.4,0,1.48,0,0,19.22,0,0,4.83,6,10.67,10.67,0,0,0,0,0,30.61,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.67,-0,271.49,70.47,2.13,4.83,14.51,0,0,0

12,02:45-03:00,25.73,55.62,3.2,0,102.77,96.53,70.4,0,1.48,0,0,19.22,0,0,5,5,10.67,10.67,0,0,0,0,0,30.61,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.67,-0,271.49,63.71,2.13,5,15,0,0,0

13,03:00-03:15,25.73,55.62,3.2,0,102.77,96.53,70.4,0,1.48,0,0,19.22,0,0,5,5,6.66,6.67,0,0,0,0,0,30.41,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.39,-0,271.49,100.56,2.13,5,15,0,0,0

14,03:15-03:30,25.73,55.62,3.2,0,102.77,96.53,70.4,0,1.48,0,0,19.22,0,0,5,5,6.66,6.67,0,0,0,0,0,29.61,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.39,-0,271.49,100.56,2.13,5,15,0,0,0

15,03:30-03:45,25.73,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,5.17,4.66,6.66,6.67,0,0,0,0,0,24.21,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.39,-0,271.49,100.56,4.02,5.17,15.49,0,0,0

16,03:45-04:00,25.73,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,5.17,4.34,6.66,6.67,0,0,0,0,0,24.01,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.39,-0,268.85,92.67,4.02,5.17,15.49,0,0,0

17,04:00-04:15,25.73,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,4.83,3.33,6.66,6.67,0,0,0,0,0,24.41,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.21,-0,271.49,92.67,4.02,4.83,14.51,0,0,0

18,04:15-04:30,25.73,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,5,3.33,6.66,6.67,0,0,0,0,0,24.81,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.21,-0,271.49,92.67,4.02,5,15,0,0,0

19,04:30-04:45,25.73,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,4.17,3.33,5,5,0,0,0,0,0,30.21,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.21,-0,271.49,92.67,4.02,4.17,12.49,0,0,0

20,04:45-05:00,25.73,55.62,5.98,0,102.77,96.53,70.4,0,2.78,0,0,19.22,0,0,4.17,3.33,5,5,0,0,0,0,0,31.01,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.21,-0,271.49,92.67,4.02,4.17,12.49,0,0,0

21,05:00-05:15,25.73,55.62,5.98,0,130.61,96.53,70.4,0,2.78,0,0,19.22,0,0,4.17,3.33,5,5,0,0,0,0,0,31.61,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.02,-0,271.49,92.67,4.02,4.17,12.49,0,0,0

22,05:15-05:30,25.73,55.62,6.98,0,130.61,96.53,70.4,0,3.25,0,0,19.22,0,0,4.17,3.33,5,5,0,0,0,0,0,31.81,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.02,-0,271.49,100.56,4.02,4.17,12.49,0,0,0

23,05:30-05:45,25.23,55.62,6.98,0,130.61,96.53,70.4,0,3.25,0,0,19.22,0,0,4.17,5,13.34,13.33,0,0,0,0,0,31.01,0,0,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.02,-0,271.49,100.56,4.02,4.17,12.49,0,0,0

24,05:45-06:00,25.23,67.12,6.78,0,130.61,96.53,70.4,0,3.24,0,0,19.22,0,0,4.17,5,13.34,13.33,0,0,0,0,0,31.41,0,0.74,0,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.02,-0,271.49,100.56,4.02,4.17,12.49,0,0,0

25,06:00-06:15,25.23,67.12,6.78,0,130.61,96.53,70.4,0,3.24,0,0,19.22,0.01,1,6.67,7.33,16.66,16.67,0.37,1,0,0,1,22.01,0,1.77,1,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,271.49,100.56,4.02,6.67,19.99,0.54,0.66,0

26,06:15-06:30,25.23,67.12,6.78,0,130.61,96.53,70.4,0,3.24,0,0,19.22,0.44,2,6.67,7.33,16.66,16.67,2.51,2,1,0,2,22.01,0.09,3.53,2,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,271.49,100.56,4.02,6.67,19.99,5.51,0.67,1

27,06:30-06:45,25.73,67.12,6.78,0.51,130.61,96.53,70.4,0.39,3.24,0,0.51,19.22,3.9,4,6.67,7.33,16.66,16.67,5.84,5,2,0,4,26.01,0.78,4.22,3,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,271.49,100.56,4.02,6.67,19.99,15.41,10.04,4

28,06:45-07:00,26.24,67.12,6.78,0.97,130.61,96.53,70.4,0.76,3.24,0,0.97,19.22,15.24,7,6.67,7.33,16.66,16.67,10.25,7,4,0,7,26.01,3.05,6.47,4,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,271.49,100.56,4.02,6.67,19.99,30.25,16.92,8

29,07:00-07:15,26.24,67.12,6.78,1.57,130.61,96.53,70.4,1.22,3.24,0,1.57,19.22,25.14,11,6.67,5,12.66,12.67,15.47,11,6,0,9,26.01,5.03,10.2,5,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,271.49,100.56,4.02,6.67,19.99,33,29.25,12

30,07:15-07:30,26.24,67.12,6.78,2.37,130.61,96.53,70.4,1.83,3.24,0,2.37,19.22,36.18,13,6.67,5,12.66,12.67,21.07,16,8,0,12,26.01,7.24,14.28,7,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,271.49,100.56,4.02,6.67,19.99,33,33,16

31,07:30-07:45,26.24,37.65,6.8,3.26,53.09,96.53,70.4,2.51,3.22,0,3.26,19.22,48.25,17,6.67,5,9.34,9.33,28.05,19,9,0,16,31.87,9.65,18.9,8,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,240.04,53.09,4.02,6.67,19.99,33,33,24

32,07:45-08:00,26.24,37.65,6.8,4.21,53.09,96.53,70.4,3.25,3.22,0,4.21,19.22,62.09,22,6.67,5,9.34,9.33,32.99,25,12,0,21,31.63,12.42,23.88,12,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.79,-0,226.47,53.09,4.02,6.67,19.99,32.9,32.9,32

33,08:00-08:15,26.24,37.65,6.8,5.15,53.09,96.53,70.4,3.99,3.22,0,5.15,14.6,76.08,28,6.67,5,16.66,16.67,37.63,32,16,0,27,24.81,15.22,29.65,16,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.55,-0,187.86,53.09,4.02,6.67,19.99,33,33,33

34,08:15-08:30,26.24,37.65,6.8,6.24,53.09,96.53,70.4,4.82,3.22,0,6.24,14.6,90.16,33,6.67,5,16.66,16.67,41.84,39,19,0,31,24.06,18.03,35.21,19,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.55,-0,181,53.09,4.02,6.67,19.99,33,33,33

35,08:30-08:45,25.23,37.65,6.8,7.3,53.09,96.53,70.4,5.64,3.22,0,7.3,14.6,104.82,35,6.67,5,17.34,17.33,49.35,45,23,0,34,23.13,20.97,40.71,22,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.55,-0,168.26,53.09,4.02,6.67,19.99,33,33,33

36,08:45-09:00,25.23,37.65,6.8,8.43,53.09,96.53,70.4,6.51,3.22,0,8.43,14.6,118.57,42,6.67,5,17.34,17.33,57.18,52,26,0,39,21.19,23.72,46.18,25,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.55,-0,160.02,53.09,4.02,6.67,19.99,33,33,33

37,09:00-09:15,25.23,55.62,6.84,9.41,85.06,96.53,70.4,7.27,3.24,0,9.41,14.6,131.32,47,6.67,8.33,17.66,17.67,65.56,57,28,0,46,13.01,26.27,51.68,27,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.55,-112.03,179.04,53.09,4.02,6.67,19.99,33,33,33

38,09:15-09:30,25.23,55.62,6.84,10.64,105.68,96.53,70.4,8.23,3.24,0,10.64,14.6,143.91,52,6.67,8.33,18.34,18.33,73.38,61,31,0,52,13.01,28.78,57.1,30,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,6.55,-224.05,217.66,53.09,4.02,6.67,19.99,33,33,33

39,09:30-09:45,26.24,55.62,6.84,11.73,102.43,96.53,70.4,9.06,3.24,0,11.73,14.6,148.03,62,6.67,8.33,18.34,18.33,80.01,63,32,0,55,11,29.61,59.92,32,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.95,-224.05,256.27,53.09,4.02,6.67,19.99,33,33,33

40,09:45-10:00,27.25,55.62,6.84,12.77,89.43,96.53,70.4,9.87,3.24,0,12.77,14.6,160.24,67,6.67,8.33,18.34,18.33,86.66,67,33,0,60,11,32.05,64.53,34,0,96.53,0,0,0,8.77,48.26,20.83,19.31,24.13,8.77,24.13,15.3,17.41,7.95,-224.05,271.49,53.09,4.02,6.67,19.99,33,33,33

41,10:00-10:15,27.25,55.62,6.84,13.55,91.07,96.53,70.4,10.46,3.24,0,13.55,14.6,164.87,80,6.67,8.33,18.34,18.33,92.03,73,37,0,64,11,32.98,68.01,36,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-224.05,271.49,53.09,4.02,6.67,19.99,33,33,33

42,10:15-10:30,27.25,55.62,6.84,14.12,93.06,96.53,70.4,10.91,3.24,0,14.12,14.6,177.92,82,6.67,8.33,18.34,18.33,95.85,79,39,0,69,11,35.59,71.61,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-224.05,271.49,53.09,4.02,6.67,19.99,33,33,33

43,10:30-10:45,27.25,55.62,6.91,14.67,94.44,96.53,70.4,11.34,3.24,0,14.67,14.6,208.33,86,6.67,8,18.34,18.33,97.76,83,42,0,73,11,41.67,89.03,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-224.05,271.49,53.09,4.02,6.67,19.99,33,33,33

44,10:45-11:00,27.25,55.62,6.91,15.51,94.76,96.53,70.4,11.98,3.24,0,15.51,14.6,212.5,88,6.67,8,18.34,18.33,99.63,87,43,0,78,11,42.5,92.93,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-224.05,271.49,53.09,4.02,6.67,19.99,33,33,33

45,11:00-11:15,27.25,55.62,12.69,15.67,95.9,96.53,70.4,12.11,5.92,0,15.67,12.29,229.17,91,6.67,7.67,18.34,18.33,100.61,90,45,0,81,11,45.83,94.38,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,6.55,-224.05,271.49,53.09,8.54,6.67,19.99,33,33,33

46,11:15-11:30,27.25,55.62,12.69,15.67,96.33,96.53,70.4,12.11,5.92,0,15.67,12.29,229.17,91,6.67,7.67,18.34,18.33,100.8,90,45,0,81,11,45.83,95.42,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,6.55,-224.05,271.49,53.09,8.54,6.67,19.99,33,33,33

47,11:30-11:45,27.25,55.62,12.69,15.67,97.14,96.53,70.4,12.11,5.92,0,15.67,12.29,229.17,91,6.67,7.33,18.34,18.33,98.49,90,45,0,82,11,45.83,95.15,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,6.55,-224.05,271.49,53.09,8.54,6.67,19.99,33,33,33

48,11:45-12:00,27.25,55.62,12.69,15.67,97.89,96.53,70.4,12.11,5.92,0,15.67,12.29,225,91,6.67,7,17.34,17.33,96.42,90,45,0,82,11,45,95.19,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,6.55,-224.05,271.49,53.09,8.54,6.67,19.99,33,33,33

49,12:00-12:15,27.25,55.62,12.69,15.67,97.91,96.53,70.4,12.11,5.92,0,15.67,12.29,216.67,91,6.67,7,23.34,23.33,93.98,90,45,0,82,11,43.33,96.67,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-112.03,271.49,53.09,8.54,6.67,19.99,33,33,33

50,12:15-12:30,27.25,55.62,12.69,15.67,98.01,96.53,70.4,12.11,5.92,0,15.67,12.29,216.67,91,6.67,6.67,22.66,22.67,91.19,90,45,0,82,11,43.33,96.67,41,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

51,12:30-12:45,27.25,55.62,12.69,15.67,98.82,96.53,70.4,12.11,5.92,0,15.67,12.29,216.67,86,6.67,6.67,29.34,29.33,87.27,87,43,0,76,11,43.33,96.67,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

52,12:45-13:00,27.25,55.62,12.69,15.67,97.4,96.53,70.4,12.11,5.92,0,15.67,12.29,216.67,86,6.67,6.67,28.66,28.67,78.05,87,43,0,76,11,43.33,96.67,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.43,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

53,13:00-13:15,27.25,55.62,12.69,15.67,93.13,96.53,70.4,12.11,5.92,0,15.67,19.22,214.7,83,6.67,6.67,28,28,74.06,85,43,0,75,10.73,42.94,95,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.89,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

54,13:15-13:30,27.25,55.62,12.69,15.67,92.22,96.53,70.4,12.11,5.92,0,15.67,19.22,211.69,83,6.67,6.67,27.34,27.33,70.4,84,42,0,75,11.35,42.34,93.33,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.89,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

55,13:30-13:45,27.75,55.62,12.69,15.41,94.37,96.53,70.4,11.91,5.92,0,15.41,19.22,209.5,83,6.67,6.67,26.66,26.67,73.05,88,44,0,75,11.61,41.9,93.33,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.89,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

56,13:45-14:00,27.75,55.62,12.69,15.17,96.78,96.53,70.4,11.72,5.92,0,15.17,19.22,210.06,82,6.67,6.67,26,26,74.23,87,43,0,75,12.41,42.01,91.67,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,8.89,-0,271.49,53.09,8.54,6.67,19.99,33,33,33

57,14:00-14:15,27.25,38.61,12.69,14.88,76.79,96.53,70.4,11.5,4.61,0,14.88,19.22,204.67,67,6.67,6.67,13.34,13.33,75.09,85,43,0,75,13.01,40.94,86.43,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.36,-0,271.49,82.05,8.54,6.67,19.99,33,33,33

58,14:15-14:30,27.25,49.14,12.69,14.58,78.28,96.53,70.4,11.27,4.61,0,14.58,19.22,188.77,63,6.67,6.67,13.34,13.33,75.31,83,42,0,73,13.41,37.76,82.8,39,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.36,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

59,14:30-14:45,28.25,67.12,12.69,14.84,111.86,96.53,70.4,11.47,4.61,0,14.84,19.22,171.72,75,6.67,6.67,13.34,13.33,68.5,87,43,0,75,15.01,34.35,78.43,36,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.36,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

60,14:45-15:00,28.77,67.12,12.69,14.23,112.86,96.53,70.4,11,4.61,0,14.23,19.22,153.17,73,6.67,6.67,13.34,13.33,61.59,85,43,0,72,17.01,30.64,73.93,35,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.36,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

61,15:00-15:15,28.77,67.12,12.69,13.48,113.65,96.53,70.4,10.41,4.61,0,13.48,19.22,143.97,70,6.67,6.67,13.34,13.33,54.58,83,42,0,69,17.41,28.8,69.23,34,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.64,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

62,15:15-15:30,28.77,67.12,12.69,12.88,113.36,96.53,70.4,9.94,4.61,0,12.88,19.22,134.62,65,6.67,6.67,13.34,13.33,47.15,80,40,0,64,19.01,26.93,64.7,33,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.64,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

63,15:30-15:45,29.27,67.12,12.69,12.27,112.81,96.53,70.4,9.48,4.61,0,12.27,19.22,119.25,63,6.67,6.67,13.34,13.33,45.36,75,37,0,60,21.01,23.85,57.9,30,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.64,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

64,15:45-16:00,29.27,67.12,12.69,11.43,112.12,96.53,70.4,8.82,4.61,0,11.43,19.22,108.12,62,6.67,6.67,13.34,13.33,43.23,69,35,0,55,25.01,21.63,53.57,27,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.64,-0,271.49,100.56,8.54,6.67,19.99,33,33,33

65,16:00-16:15,29.27,67.12,12.69,10.61,111.47,96.53,70.4,8.2,4.61,0,10.61,19.22,114.88,53,6.67,6.67,13.34,13.33,40.71,63,32,0,49,29.01,22.98,49.23,25,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,33,33,24

66,16:15-16:30,29.27,67.12,12.69,9.69,110.78,96.53,70.4,7.48,4.61,0,9.69,19.22,105.65,50,6.67,6.67,13.34,13.33,37.82,57,28,0,45,32.21,21.13,44.93,23,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,33,33,16

