Column1,Time,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/24/8633,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/4327,GNA/WR/2025/04/01/4420,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/6216,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/4565,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,NR/30092023/26122029/SH-06,GNA/SR/2025/04/01/2597,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/6490,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668
6,01:15-01:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,54,20.83,54,21.33,30.78,114.97,0,5.98,0,230.76,9.62,0,10.59,0,48.08,32,2.88,9.62,1.92,32,52.5,5.42,9.62,100.17,86.73,271.86,0,0,0,0,0,0,7.81,0,20.83,0,62.51,0,0,0,0,0

7,01:30-01:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,54.33,20.5,54.34,21,30.28,114.97,0,5.98,0,230.76,9.62,0,10.59,0,48.08,32,2.88,9.62,1.92,32,52.5,5.42,9.62,100.17,86.73,271.86,0,0,0,0,0,0,7.61,0,20.5,0,61.5,0,0,0,0,0

8,01:45-02:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,54.33,20.67,54.34,20.67,30.28,114.97,0,5.98,0,230.76,9.62,0,10.59,0,48.08,32,2.88,9.62,1.92,32,52.5,5.42,9.62,100.17,86.73,271.86,0,0,0,0,0,0,7.21,0,20.67,0,61.99,0,0,0,0,0

9,02:00-02:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,55,20.67,55,20.33,29.77,114.97,0,5.98,0,230.76,9.62,0,10.49,0,48.08,32,2.88,9.62,1.92,32,0,5.42,9.62,100.17,86.73,271.86,0,0,0,0,0,0,17.01,0,20.67,0,61.99,0,0,0,0,0

10,02:15-02:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,54.67,20.67,54.66,20.33,29.77,114.97,0,5.98,0,230.76,9.62,0,10.49,0,48.08,32,2.88,9.62,1.92,32,0,5.42,9.62,100.17,86.73,271.86,0,0,0,0,0,0,17.01,0,20.67,0,61.99,0,0,0,0,0

11,02:30-02:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,55,20.5,55,20,29.77,114.97,0,5.6,0,230.76,9.62,0,10.49,0,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,100.17,86.73,271.86,0,0,0,0,0,0,16.81,0,20.5,0,61.5,0,0,0,0,0

12,02:45-03:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,77.3,96.15,14.57,72.11,0,55.33,20.67,55.34,20,29.27,114.97,0,5.6,0,230.76,9.62,0,10.49,0,48.08,32,2.88,9.62,1.92,32,0,5.12,9.62,100.17,86.73,271.86,0,0,0,0,0,0,16.41,0,20.67,0,61.99,0,0,0,0,0

13,03:00-03:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,54.67,21,54.66,23,29.27,114.97,0,5.6,0,230.76,9.62,0,10.39,0,48.08,32,2.88,9.62,1.92,32,0,5.12,9.62,100.17,86.73,271.86,0,0,0,0,0,0,15.01,0,21,0,63,0,0,0,0,0

14,03:15-03:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,55,21.33,55,23.33,29.27,114.97,0,5.6,0,230.76,9.62,0,10.39,0,48.08,32,2.88,9.62,1.92,32,0,5.12,9.62,100.17,86.73,271.86,0,0,0,0,0,0,14.41,0,21.33,0,64.01,0,0,0,0,0

15,03:30-03:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,55.33,21.67,55.34,23.33,29.27,114.97,0,5.6,0,230.76,9.62,0,10.39,0,48.08,32,2.88,9.62,1.92,32,0,5.12,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8,0,21.67,0,64.99,0,0,0,0,0

16,03:45-04:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,56.33,22.5,56.34,23.33,29.27,114.97,0,5.6,0,230.76,9.62,0,10.39,0,48.08,32,2.88,9.62,1.92,32,0,5.12,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8,0,22.5,0,67.5,0,0,0,0,0

17,04:00-04:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,56.67,23.33,56.66,23.33,29.27,114.97,0,5.52,0,230.76,9.62,0,10.21,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8,0,23.33,0,70.01,0,0,0,0,0

18,04:15-04:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,57.33,24.33,57.34,23.33,29.27,114.97,0,5.52,0,230.76,9.62,0,10.21,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8,0,24.33,0,73.01,0,0,0,0,0

19,04:30-04:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,65.33,27.17,65.34,23.33,29.27,114.97,0,5.52,0,230.76,9.62,0,10.21,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,86.73,271.86,0,0,0,0,0,0,11,0,27.17,0,81.49,0,0,0,0,0

20,04:45-05:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,65.33,27.5,65.34,23.67,29.27,114.97,0,5.52,0,230.76,9.62,0,10.21,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,86.73,271.86,0,0,0,0,0,0,11,0,27.5,0,82.5,0,0,0,0,0

21,05:00-05:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,53.33,27.67,53.33,23.67,29.27,114.97,0,5.44,0,230.76,9.62,0,10.03,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,86.73,271.86,0,0,0,0,0,0,10.8,0,27.67,0,82.99,0,0,0,0,0

22,05:15-05:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,54,27.33,54,23.33,29.27,114.97,0,5.44,0,184.21,9.62,0,10.03,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,63.06,271.86,0,0,0,0,0,0,10.4,0,27.33,0,82.01,0,0,0,0,0

23,05:30-05:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,65.33,27.17,65.33,23.33,29.27,114.97,0,5.29,0,184.21,9.62,0,10.03,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,63.06,271.86,0,0,0,0,0,0,9.6,0,27.17,0,81.49,0,0,0,0,0

24,05:45-06:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,50.77,96.15,14.57,72.11,0,65.67,27.33,65.67,23.67,29.27,114.97,0,5.29,0,184.21,9.62,0,10.03,0,48.08,32,2.88,9.62,1.92,32,0,4.96,9.62,100.17,63.06,271.86,0,0,0,0,0,0,9,0,27.33,0.02,82.01,0,0,0,0,0

25,06:00-06:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,66.33,28,66.34,24,28.26,114.97,0,5.13,0,184.21,9.62,0,9.85,0,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,63.06,271.86,0,0,0,1,0,2,8.4,0.01,28,1.38,84,0.07,0,0,1,0

26,06:15-06:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,64,27,64,24,28.26,114.97,0,5.13,0,184.21,9.62,0,9.85,0,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,63.06,271.86,1,0,5.2,2,0,4,7.6,0.15,27,4.12,81,0.75,0,5.3,5,0.25

27,06:30-06:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,60.67,25.33,60.66,23.33,27.25,84.81,0,5.13,0,184.21,9.62,0,9.85,0,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,63.06,271.86,2,0,15.6,3,1,8,7.2,1.48,25.33,8.78,76.01,7.37,1,15.6,7,1.87

28,06:45-07:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,57.67,23.83,57.66,22.33,26.24,65.97,0,5.13,1.04,184.21,9.62,1.04,9.85,1.04,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,63.06,271.86,3,1,30.5,4,3,12,7,2.89,23.83,15.39,71.51,14.45,4,22.6,9,5.95

29,07:00-07:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,57,23,57,21.67,26.24,65.97,0,4.98,1.91,164.11,9.62,1.91,9.75,1.91,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,50.87,271.86,7,6,33,7,5,15,6.4,5.62,23,23.62,69,28.09,14,33,13,10.45

30,07:15-07:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,52,19.67,52,20,26.24,65.97,0,4.98,2.98,164.11,9.62,2.98,9.75,2.98,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,50.87,249.99,12,12,33,9,7,18,6.2,8.61,19.67,32.8,58.99,43.04,28,33,19,16.86

31,07:30-07:45,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,47,16.33,47,21.67,26.24,65.97,0,4.98,4.13,164.11,9.62,4.13,9.75,4.13,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,50.87,230.76,19,18,33,15,12,24,6,11.77,16.33,42.29,49.01,58.87,42,33,30,24.23

32,07:45-08:00,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,56.92,96.15,14.57,72.11,0,41,13,41,20,26.24,65.97,0,4.98,5.36,164.11,9.62,5.36,9.75,5.36,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,40.38,210.57,27,24,33,18,16,31,6,15.36,13,51.97,39,76.77,56,33,37,32.87

33,08:00-08:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,38.33,11.17,38.34,17.67,27.25,70.11,0,4.98,6.76,129.8,9.62,6.76,9.66,6.76,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,36,37,33,22,22,33,6,19.22,11.17,61.53,33.49,96.11,88,33,43,41.5

34,08:15-08:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,36,9.33,36,14.33,27.25,70.11,0,4.98,8.22,129.8,9.62,8.22,9.66,8.22,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,42,45,33,26,27,33,6,23.25,9.33,70.99,28.01,116.24,105,33,52,49.61

35,08:30-08:45,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,34,8,34,11,27.25,70.11,0,4.98,9.57,129.8,9.62,9.57,9.66,9.57,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,49,52,33,30,30,33,6,27.31,8,79.96,24,136.57,123,33,60,57.58

36,08:45-09:00,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,33.33,8,33.34,10,27.25,70.11,0,4.98,10.81,129.8,9.62,10.81,9.66,10.81,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,56,58,33,33,33,33,6,31.3,8,103.21,24,156.47,137,33,67,65.28

37,09:00-09:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,38.33,7.5,38.34,9.67,26.24,70.11,0,4.98,12.02,129.8,9.62,12.02,9.57,12.02,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,66,64,33,37,35,33,6,35.16,7.5,111.98,22.5,175.81,151,33,73,72.47

38,09:15-09:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,33.33,7.17,33.34,8.67,26.24,70.11,0,4.98,13.06,129.8,9.62,13.06,9.57,13.06,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,72,70,33,40,37,33,6,38.76,7.17,120.15,21.49,193.82,165,33,80,78.91

39,09:30-09:45,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,30,6.67,30,7.67,26.75,70.11,0,4.98,14.09,129.8,9.62,14.09,9.57,14.09,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,78,75,33,42,40,33,6,41.1,6.67,127.75,19.99,205.51,175,33,85,83.7

40,09:45-10:00,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,26.67,6.67,26.66,7,26.75,70.11,0,4.98,14.99,129.8,9.62,14.99,9.57,14.99,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,50.96,40.38,210.57,83,81,33,45,41,33,6,43.77,6.67,134.86,19.99,218.86,189,33,90,89.1

41,10:00-10:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,15,6.67,15,6.67,27.25,70.11,0,4.83,15.87,129.8,9.62,15.87,9.48,15.87,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,87,84,33,47,43,33,6,46.48,6.67,141.19,19.99,232.41,196,33,93,93.77

42,10:15-10:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,15,6.67,15,6.67,27.25,70.11,0,4.83,16.63,129.8,9.62,16.63,9.48,16.63,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,91,87,33,48,45,33,5.8,48.49,6.67,146.83,19.99,242.43,203,33,97,98.21

43,10:30-10:45,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,15,6.67,15,6.67,27.76,70.11,0,4.83,17.27,129.8,9.62,17.27,5.53,17.27,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,93,90,33,50,46,33,5.6,49.17,6.67,149.76,19.99,245.83,210,33,100,100

44,10:45-11:00,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,15,6.67,15,6.67,28.26,70.11,0,4.83,17.81,129.8,9.62,17.81,5.53,17.81,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,96,90,33,50,47,33,5.4,49.17,6.67,151.9,19.99,245.83,210,33,100,100

45,11:00-11:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,15,6.67,15,6.67,28.26,70.11,0,4.83,17.9,129.8,9.62,17.9,5.53,17.9,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,99,90,33,50,48,33,5.2,49.17,6.67,153.94,19.99,245.83,210,33,100,100

46,11:15-11:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,15,6.67,15,6.67,28.26,70.11,0,4.83,17.9,129.8,9.62,17.9,5.53,17.9,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,99,90,33,50,48,33,5,49.17,6.67,154.82,19.99,245.83,210,33,100,100

47,11:30-11:45,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,25.67,9.5,25.66,9.33,28.26,70.11,0,4.83,17.9,129.8,9.62,17.9,5.53,17.9,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,99,90,33,50,49,33,5,49.17,9.5,155.11,28.5,245.83,210,33,100,100

48,11:45-12:00,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,26.33,9.67,26.34,9.67,28.26,70.11,0,4.83,17.9,129.8,9.62,17.9,5.53,17.9,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,40.38,210.57,99,90,33,50,49,33,5,49.17,9.67,155.69,28.99,245.83,210,33,100,100

49,12:00-12:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,26.33,9.5,26.34,10,28.26,70.11,0,4.98,17.9,129.8,9.62,17.9,5.43,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,88,33,50,49,33,5,49.17,9.5,155.89,28.5,245.83,207,33,100,100

50,12:15-12:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,28,9.83,28,10.33,28.26,70.11,0,4.98,17.9,129.8,9.62,17.9,5.43,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,88,33,50,49,33,5,49.17,9.83,155.99,29.51,245.83,207,33,100,100

51,12:30-12:45,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,41,13,41,10.67,28.26,70.11,0,4.98,17.9,129.8,9.62,17.9,5.43,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,90,33,50,49,33,5,49.17,13,155.99,39,245.83,210,33,100,100

52,12:45-13:00,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,44.67,13.83,44.66,11,28.26,70.11,0,4.98,17.9,129.8,9.62,17.9,5.43,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,90,33,50,49,33,5,49.17,13.83,155.79,41.51,245.83,210,33,100,100

53,13:00-13:15,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,48.33,14.83,48.34,11.33,28.26,70.11,0,4.98,17.9,129.8,9.62,17.9,5.34,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,90,33,50,49,33,5,49.17,14.83,155.31,44.51,245.83,210,33,100,100

54,13:15-13:30,8.41,2.88,19.23,4.04,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,51,15.5,51,11.67,28.26,70.11,0,4.98,17.9,129.8,9.62,17.9,5.34,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,90,33,50,49,33,5,49.17,15.5,154.43,46.5,245.83,210,33,100,100

55,13:30-13:45,8.41,2.88,19.23,0,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,53.33,16,53.34,12,28.76,70.11,0,4.98,17.9,129.8,9.62,17.9,5.34,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,90,33,50,48,33,5,49.17,16,152.58,48,245.83,210,33,100,100

56,13:45-14:00,8.41,2.88,19.23,0,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,55,16.5,55,13,29.27,70.11,0,4.98,17.9,129.8,9.62,17.9,5.34,17.9,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,210.57,99,90,33,50,48,33,5,49.17,16.5,150.44,49.5,245.83,210,33,100,100

57,14:00-14:15,8.41,2.88,19.23,0,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,45,17.17,45,13.67,28.26,70.11,0,5.21,17.75,166.04,9.62,17.75,5.25,17.75,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,40.38,230.76,98,88,33,50,47,33,5,49.17,17.17,144.79,51.49,245.83,207,33,100,100

58,14:15-14:30,8.41,2.88,19.23,0,72.11,6.32,43.7,2.88,22.04,0,96.15,14.57,72.11,0,45.67,18,45.66,14.33,28.26,70.11,0,5.21,17.22,166.04,9.62,17.22,5.25,17.22,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,52.57,249.99,96,87,33,49,46,33,5.4,49.17,18,138.75,54,245.83,203,33,98,100

59,14:30-14:45,5.66,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,0,96.15,14.57,72.11,0,46,18.67,46,15.33,28.26,70.11,0,5.21,16.66,166.04,9.62,16.66,5.25,16.66,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,52.57,271.86,92,84,33,48,45,33,6,49.17,18.67,132.33,55.99,245.83,196,33,95,100

60,14:45-15:00,5.66,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,0,96.15,14.57,72.11,0,46.33,19.17,46.34,16.33,28.76,94.24,0,5.21,16.02,166.04,9.62,16.02,5.25,16.02,48.08,32,2.88,9.62,1.92,32,0,4.35,9.62,50.96,52.57,271.86,91,81,33,46,44,33,6,49.17,19.17,126.97,57.49,245.83,189,33,91,100

