Block,Time,DHAULIGNGA,KHSTPP-I,TANAKPUR,UNCHAHAR3,DADRI_GF,DADRI_LF,KGSU3AND4,KISHANGANGA,KUDGI,NLCIIST2,PARBATI3,RIHAND2,SALAL,SIMHST1,SIMHST2,TALA,ANTA_LF,ANTA_RF,AURY_LF,CHAMERA1,KKNPPU2,NAPP,NJPC,RIHAND3,SEWA2,SINGRAULI,UNCHAHAR2,AURY_GF,NNTPP,RIHAND1,UNCHAHAR4,AURY_RF,DADRI_RF,CHAMERA2,CHAMERA3,JHAJJAR,KHSTPP-II,MAPS,RAPPD,SINGRAULI_HYDRO,TALST2,TEHRIPSP,ANTA_CRF,BRBCL,FSTPP I & II,KGSU1AND2,KOTESHWR,RAPPB,RAPPC,ANTA_GF,AURY_CRF,BSIUL,DADRT2,DULHASTI,KKNP,KOLDAM,NLCIIST1,PARBATI2,RSTPSU7,SASAN,NLCEXP,NLCTS2EXP,NTPL,RAMPUR,RSTPSU1TO6,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,URI,URI2,VALLURNTECL,DADRI_CRF
6,01:15-01:30,0,32.78,13.06,27.69,0,0,0,7.05,0,0,32.71,125.27,84.24,0,0,7.08,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.74,52.7,47.12,33.94,580.05,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,26.49,38.97,0,0

7,01:30-01:45,0,32.78,13.06,27.69,0,0,0,7.05,0,0,32.71,125.27,84.24,0,0,7.08,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.74,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,26.49,23.38,0,0

8,01:45-02:00,0,32.78,13.06,27.69,0,0,0,7.05,0,0,32.71,125.27,84.24,0,0,7.08,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.74,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

9,02:00-02:15,0,32.78,13.06,27.69,0,0,0,7.05,0,0,22.3,125.27,84.24,0,0,7,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

10,02:15-02:30,0,32.78,13.06,27.69,0,0,0,7.05,0,0,22.3,125.27,84.24,0,0,7,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

11,02:30-02:45,0,32.78,13.06,27.69,0,0,0,7.05,0,0,22.3,125.27,84.24,0,0,7,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

12,02:45-03:00,0,32.78,13.06,27.69,0,0,0,7.05,0,0,22.3,125.27,84.24,0,0,7,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

13,03:00-03:15,0,32.78,11.91,27.49,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.5,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.55,30.91,23.38,0,0

14,03:15-03:30,0,32.78,11.91,27.49,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.5,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.55,30.91,23.38,0,0

15,03:30-03:45,0,32.78,11.91,27.49,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.5,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.55,30.91,23.38,0,0

16,03:45-04:00,0,32.78,11.91,27.49,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,7,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.5,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.65,30.91,23.38,0,0

17,04:00-04:15,0,32.78,11.91,27.49,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,6.49,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.5,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.55,30.91,23.38,0,0

18,04:15-04:30,0,32.78,11.91,27.43,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,6.49,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.47,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.55,30.91,23.38,0,0

19,04:30-04:45,0,32.78,11.91,27.43,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,8.17,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.47,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.5,30.91,23.38,0,0

20,04:45-05:00,0,32.78,11.91,27.43,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,8.06,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.47,0,0,98.32,2.62,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,40.57,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.5,30.91,23.38,0,0

21,05:00-05:15,0,32.78,11.91,27.43,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,6.21,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.47,0,0,98.32,2.53,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,30.43,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.5,33.12,23.38,0,0

22,05:15-05:30,0,32.78,11.91,27.43,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,5.97,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.47,0,0,98.32,2.53,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,30.43,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.65,33.12,23.38,0,0

23,05:30-05:45,0,32.78,11.91,27.43,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.59,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,44.52,0,0,98.32,2.53,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,30.43,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.65,52.36,23.38,0,0

24,05:45-06:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.47,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,2.53,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,30.43,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.65,52.36,23.38,0,0

25,06:00-06:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.35,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,2.53,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,20.51,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.65,52.36,23.38,0,0

26,06:15-06:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.32,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,2.53,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,4.83,58.59,0,21.65,24.29,23.38,0,0

27,06:30-06:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.23,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,24.29,23.38,0,0

28,06:45-07:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.23,0,51.84,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,80,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,24.29,23.38,0,0

29,07:00-07:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.23,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.48,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

30,07:15-07:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,80.76,0,0,7.23,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.48,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,19.46,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,23.38,0,0

31,07:30-07:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,9.58,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.48,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,52.36,38.97,0,0

32,07:45-08:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,32.71,125.27,80.76,0,0,10.68,0,51.2,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.48,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,342,0,0,0,5.7,0,5.73,58.59,0,21.65,52.36,38.97,0,0

33,08:00-08:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,10.73,0,50.57,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,43.95,0,21.65,52.36,38.97,0,0

34,08:15-08:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,10.73,0,50.57,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,29.3,0,21.65,52.36,38.97,0,0

35,08:30-08:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,11.78,0,50.57,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,14.65,0,21.65,28.71,38.97,0,0

36,08:45-09:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,11.78,0,50.57,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,28.71,38.97,0,0

37,09:00-09:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,17.15,0,49.31,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,28.71,23.38,0,0

38,09:15-09:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,17.15,0,49.31,0,28.1,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,28.71,23.38,0,0

39,09:30-09:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,17.15,0,49.31,0,14.05,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,23.38,0,0

40,09:45-10:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.76,0,0,17.15,0,49.31,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,79.22,52.7,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,23.38,0,0

41,10:00-10:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.18,0,0,17.15,0,49.31,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,78.44,67.18,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,24.94,0,0

42,10:15-10:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,19.32,125.27,80.18,0,0,17.15,0,49.31,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,78.44,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,24.94,0,0

43,10:30-10:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,32.71,125.27,80.18,0,0,17.17,0,49.31,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,77.66,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,24.94,0,0

44,10:45-11:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,17.19,0,49.31,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,77.66,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,24.94,0,0

45,11:00-11:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,15.15,0,48.68,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,77.66,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,23.38,0,0

46,11:15-11:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,15.15,0,48.68,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,77.66,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,23.38,0,0

47,11:30-11:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,13.67,0,48.68,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,23.38,0,0

48,11:45-12:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,13.67,0,48.68,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,23.38,0,0

49,12:00-12:15,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,13.67,0,48.04,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,23.38,0,0

50,12:15-12:30,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,13.67,0,48.04,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,30.91,23.38,0,0

51,12:30-12:45,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,13.67,0,48.04,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,23.38,0,0

52,12:45-13:00,0,32.78,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,13.67,0,48.04,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,23.38,0,0

53,13:00-13:15,0,33.99,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,48.04,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,23.38,0,0

54,13:15-13:30,0,33.99,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,47.41,0,0,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,23.38,0,0

55,13:30-13:45,0,35.2,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,47.41,0,14.05,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,24.94,0,0

56,13:45-14:00,0,35.2,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,47.41,0,28.1,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,35.33,24.94,0,0

