Block,Time Block,KHSTPP-II,KHSTPP-I,KGSU1AND2,JHAJJAR,DHAULIGNGA,CHAMERA3,DADRT2,FSTPP I & II,DULHASTI,MAPS,KUDGI,DADRI_RF,DADRI_LF,CHAMERA2,CHAMERA1,BSIUL,BRBCL,KOTESHWR,PARBATI2,UNCHAHAR1,TEHRIPSP,TEHRI,UNCHAHAR2,TelanganaSTPP,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,AURY_RF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI,TALST2,TANDA2,TANAKPUR,KKNPPU2,KOLDAM,KKNP,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,TALA,RAPPC,RIHAND2,PARBATI3,RAPPB,RIHAND1,RIHAND3,RAPPD,RAMPUR,SASAN,SIMHST1,SIMHST2,SINGRAULI,RSTPSU1TO6,SALAL,SEWA2,RSTPSU7,SINGRAULI_HYDRO,NTPL,NNTPP,NLCTS2EXP,KGSU3AND4,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,93.62,43.7,0,445.46,0,32.58,546.4,18.68,51.71,0,0,0,0,45.23,40.46,0,11.38,42.19,14.86,19.97,170.06,71.64,40.54,0,0,0,0,1.55,0,0,0,0,35.92,25.36,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

7,01:30-01:45,93.62,43.7,0,445.46,0,32.58,458.93,18.68,51.71,0,0,0,0,45.23,40.46,0,12.19,42.19,14.86,19.97,170.06,71.64,41.86,0,0,0,0,1.86,0,0,0,0,31.42,25.66,0,0,0,0,45.56,0,1.36,3.7,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

8,01:45-02:00,93.62,43.7,0,415.59,0,32.58,395.58,18.68,51.71,0,0,0,0,45.23,40.46,0,11.95,42.19,14.86,20.38,170.06,71.64,41.86,0,0,0,0,0.83,0,0,0,0,31.42,25.26,0,0,0,0,45.56,0,1.36,3.7,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

9,02:00-02:15,93.62,43.7,0,358.01,0,32.58,401.82,18.68,51.71,0,0,0,0,45.23,40.46,0,12.08,42.19,14.86,20.38,170.06,71.64,38.01,0,0,0,0,1.46,0,0,0,0,35.92,25.27,0,0,0,0,42.38,0,1.36,3.7,0,8.27,0,0,0,0,0,24,19.92,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

10,02:15-02:30,93.62,43.7,0,300.42,0,32.58,398.46,18.68,51.71,0,0,0,0,45.23,40.46,0,13.76,42.19,14.86,20.38,170.06,71.64,39.22,0,0,0,0,1.46,0,0,0,0,35.92,25.27,0,0,0,0,42.38,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.92,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

11,02:30-02:45,93.62,43.7,0,238.03,0,32.58,388.86,18.68,51.71,0,0,0,0,45.23,40.46,0,15.1,42.19,14.86,17.21,170.06,71.64,34.69,0,0,0,0,1.46,0,0,0,0,31.42,23.46,0,0,0,0,42.38,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.92,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

12,02:45-03:00,93.62,43.7,0,269.7,0,32.58,309.68,18.68,51.71,0,0,0,0,45.23,40.46,0,16.92,42.19,14.86,20.38,170.06,71.64,33.35,0,0,0,0,1.46,0,0,0,0,31.42,22.8,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.92,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,80.31,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

13,03:00-03:15,93.62,43.7,0,279.42,0,32.58,298.64,18.55,51.71,0,0,0,0,45.23,40.46,0,15.24,42.19,14.86,20.38,170.06,71.64,36.84,0,0,0,0,1.46,0,0,0,0,35.92,25.27,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.92,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

14,03:15-03:30,93.62,43.7,0,279.42,0,32.58,275.61,18.55,51.71,0,0,0,0,45.23,40.46,0,16.1,42.19,14.86,20.38,170.06,71.64,37.3,0,0,0,0,1.46,0,0,0,0,35.92,25.27,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.92,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

15,03:30-03:45,93.62,43.7,0,279.42,0,32.58,281.37,18.55,51.71,0,0,0,0,45.23,40.46,0,12.03,42.19,14.86,20.38,170.06,71.64,38.13,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

16,03:45-04:00,93.62,43.7,0,279.42,0,32.58,271.77,18.55,51.71,0,0,0,0,45.23,40.46,0,13.7,42.19,14.86,20.38,170.06,71.64,38.13,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

17,04:00-04:15,93.62,43.7,0,279.42,0,32.58,309.2,18.55,51.71,0,0,0,0,45.23,40.46,0,16.93,42.19,14.86,20.38,170.06,71.64,38.13,0,0,0,0,1.46,0,0,0,0,35.92,25.91,0,0,0,0,42.38,0,1.36,12.53,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

18,04:15-04:30,93.62,43.7,0,279.42,0,32.58,304.4,18.55,51.71,0,0,0,0,45.23,40.46,0,17.22,42.19,14.86,20.17,170.06,71.64,38.13,0,0,0,0,1.46,0,0,0,0,35.92,25.91,0,0,0,0,42.38,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.78,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

19,04:30-04:45,93.62,43.7,0,279.42,0,32.58,302.48,16.54,51.71,0,0,0,0,45.23,40.46,0,18.71,42.19,14.86,19.14,170.06,71.64,38.13,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,42.38,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.64,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

20,04:45-05:00,93.62,43.7,0,279.42,0,32.58,259.29,16.54,51.71,0,0,0,0,45.23,40.46,0,18.98,42.19,14.86,18.84,170.06,71.64,38.13,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,42.38,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.64,62.79,120.23,54.22,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

21,05:00-05:15,93.62,43.7,0,279.42,0,32.58,285.68,16.54,51.71,0,0,0,0,45.23,40.46,0,22.24,42.19,14.86,18.9,85.03,71.64,36.84,0,0,0,0,1.46,0,0,0,0,35.92,25.27,0,0,0,0,50.26,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.35,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

22,05:15-05:30,93.62,43.7,0,279.42,0,32.58,381.66,16.54,51.71,0,0,0,0,45.23,40.46,0,21.97,42.19,14.86,17.45,0,71.64,36.84,0,0,0,0,1.46,0,0,0,0,35.92,25.27,0,0,0,0,50.26,0,1.36,11.43,0,8.27,0,0,0,0,0,24,19.19,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

23,05:30-05:45,93.62,43.7,0,330.86,0,32.58,483.12,16.54,51.71,0,0,0,0,45.23,40.46,0,22.27,42.19,14.86,19.97,0,71.64,36.84,0,0,0,0,1.46,0,0,0,0,31.42,25.36,0,0,0,0,50.26,0,1.36,11.43,0,8.27,0,0,0,0,0,24,18.68,62.79,120.23,49.94,0,94.37,125.58,23.17,0,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

24,05:45-06:00,93.62,43.7,0,394.59,0,32.58,511.18,16.54,51.71,0,0,0,0,45.23,40.46,0,20.61,42.19,14.86,19.97,0,71.64,36.84,0,0,0,0,1.46,0,0,0,0,31.42,25.36,0,0,0,0,38.15,0,1.36,11.43,0,8.27,0,0,0,0,25.8,24,18.51,62.79,120.23,49.94,0,94.37,125.58,23.17,0.84,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

25,06:00-06:15,93.62,43.7,0,362.92,0,32.58,469.61,16.54,51.71,0,0,0,0,45.23,40.46,0,19.64,42.19,14.86,19.97,0,71.64,36.84,0,0,0,0,1.55,0,0,0,0,31.42,25.36,0,0,0,0,38.15,0,1.36,11.43,0,8.27,0,0,0,0,51.61,24,18.37,62.79,120.23,49.94,0,94.37,125.58,23.17,1.69,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

26,06:15-06:30,93.62,43.7,0,424.4,0,32.58,434.4,16.54,51.71,0,0,0,0,45.23,40.46,0,23.99,42.19,14.86,19.97,0,71.64,36.84,0,0,0,0,1.55,0,0,0,0,31.42,25.36,0,0,0,0,38.15,0,1.36,11.43,0,8.27,0,0,0,0,77.41,24,18.23,62.79,120.23,49.94,0,94.37,125.58,23.17,2.54,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

27,06:30-06:45,93.62,43.7,0,424.4,0,32.58,405.6,16.54,51.71,0,0,0,0,45.23,40.46,0,23.99,42.19,14.86,19.97,0,71.64,36.84,0,0,0,0,1.55,0,0,0,0,31.42,25.36,0,0,0,0,38.15,0,1.36,3.7,0,8.27,0,0,0,0,103.22,24,17.97,62.79,120.23,49.94,0,94.37,125.58,23.17,3.39,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

28,06:45-07:00,93.62,43.7,0,424.4,0,32.58,357.61,16.54,51.71,0,0,0,0,45.23,40.46,0,20.04,42.19,14.86,19.97,0,71.64,36.84,0,0,0,0,1.55,0,0,0,0,31.42,25.36,0,0,0,0,38.15,0,1.36,3.7,0,8.27,0,0,0,0,129.03,24,17.97,62.79,120.23,49.94,0,94.37,125.58,23.17,4.24,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

29,07:00-07:15,93.62,43.7,0,564.1,0,32.58,240.67,16.54,51.71,0,0,0,0,45.23,40.46,0,18.79,42.19,14.86,17.33,0,71.64,32.73,0,0,0,0,1.86,0,0,0,0,31.42,23.27,0,0,0,0,50.26,0,1.36,3.7,0,8.27,0,0,0,0,154.83,24,17.97,62.79,120.23,49.94,0,94.37,125.58,23.17,5.09,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

30,07:15-07:30,93.62,43.7,0,452.17,0,32.58,162.48,16.54,51.71,0,0,0,0,45.23,40.46,0,21.83,42.19,14.86,19.97,0,71.64,41.86,0,0,0,0,1.19,0,0,0,0,31.42,22.87,0,0,0,0,50.26,0,1.36,11.43,0,8.27,0,0,0,0,168.72,24,17.97,62.79,120.23,49.94,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

31,07:30-07:45,93.62,43.7,0,270.78,0,32.58,86.53,14.93,51.71,0,0,0,0,45.23,40.46,0,19.1,42.19,4.05,12.3,0,71.64,38.81,0,0,0,0,2,0,0,0,0,31.42,23.04,0,0,0,0,50.26,0,2.51,11.43,0,8.27,0,0,0,0,168.72,24,18.82,62.79,120.23,49.94,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

32,07:45-08:00,81.14,37.66,0,240.91,0,32.58,67.33,11.95,51.71,0,0,0,0,45.23,40.46,0,18.47,42.19,4.05,12.3,0,71.64,28.99,0,0,0,0,0.94,0,0,0,0,31.42,19.39,0,0,0,0,42.38,0,1.58,11.43,0,8.27,0,0,0,0,168.72,24,18.82,62.79,120.23,49.94,0,93.58,125.58,23.17,5.44,401.94,0,0,95.09,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

33,08:00-08:15,93.62,30.96,0,237.07,0,32.58,33.74,11.41,51.71,0,0,0,0,45.23,40.46,0,19.27,42.19,4.05,12.86,0,71.64,28.79,0,0,0,0,0.59,0,0,0,0,31.42,16.47,0,0,0,0,42.38,0,1.58,11.43,0,8.27,0,0,0,0,168.72,24,18.94,62.79,120.23,49.94,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

34,08:15-08:30,93.62,30.05,0,237.07,0,32.58,24.14,11.41,51.71,0,0,0,0,45.23,40.46,0,20.49,42.19,4.05,12.86,0,71.64,28.79,0,0,0,0,0.59,0,0,0,0,31.42,16.47,0,0,0,0,42.38,0,1.58,11.43,0,8.27,0,0,0,0,168.72,24,18.94,62.79,120.23,49.94,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

35,08:30-08:45,93.62,30.48,0,237.07,0,32.58,4.94,11.41,51.71,0,0,0,0,45.23,40.46,0,20.73,29.42,4.05,12.86,0,53.72,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,42.38,0,1.58,0,0,8.27,0,0,0,0,168.72,24,19.07,62.79,120.23,44.23,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

36,08:45-09:00,93.62,34.1,0,237.07,0,32.58,4.94,11.41,51.71,0,0,0,0,45.23,40.46,0,18.21,19.47,4.05,12.86,0,35.81,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,50.26,0,1.58,0,0,8.27,0,0,0,0,168.72,24,19.07,62.79,120.23,44.23,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

37,09:00-09:15,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,0,17.24,19.47,4.05,12.51,0,17.91,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,50.26,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.77,62.79,120.23,44.23,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

38,09:15-09:30,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,0,19.25,9.73,4.05,12.51,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,42.38,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.77,62.79,120.23,44.23,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

39,09:30-09:45,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,0,17.76,9.73,4.05,12.51,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,42.38,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.93,62.79,120.23,49.94,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

40,09:45-10:00,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,6.26,23.99,9.73,14.86,12.51,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,42.38,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.93,62.79,120.23,49.94,0,94.37,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

41,10:00-10:15,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,12.52,19.36,9.73,14.86,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,33.91,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,91.08,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

42,10:15-10:30,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,16.35,9.73,14.86,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,33.91,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,91.08,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

43,10:30-10:45,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,13.97,9.73,14.86,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,33.91,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.93,62.79,120.23,55.65,0,88.77,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

44,10:45-11:00,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,13.97,9.73,14.86,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,33.91,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.93,62.79,120.23,55.65,0,88.77,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

45,11:00-11:15,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,13.76,9.73,14.86,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,50.26,0,2.51,0,0,8.27,0,0,0,0,168.72,24,19.93,62.79,120.23,55.65,0,88.77,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

46,11:15-11:30,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,16.12,9.73,14.86,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,50.26,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,87.12,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

47,11:30-11:45,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,16.13,9.73,23.64,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,33.91,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.72,62.79,120.23,55.65,0,87.12,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

48,11:45-12:00,93.62,43.7,0,237.07,0,32.58,4.94,10.4,51.71,0,0,0,0,45.23,40.46,18.77,19.36,9.73,23.64,12.86,0,0,28.79,0,0,0,0,0.59,0,0,0,0,29.92,15.44,0,0,0,0,38.15,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.72,62.79,120.23,55.65,0,78.56,125.58,23.17,5.44,401.94,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

49,12:00-12:15,93.62,43.7,0,237.07,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,22.55,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,38.15,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

50,12:15-12:30,93.62,43.7,0,237.07,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,19.17,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,38.15,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

51,12:30-12:45,93.62,43.7,0,237.07,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,17.39,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,38.15,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

52,12:45-13:00,93.62,43.7,0,237.07,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,17.79,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,38.15,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,55.65,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

53,13:00-13:15,81.14,37.66,0,237.07,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,19.49,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,62.79,0,78.56,125.58,23.17,5.44,334.95,0,0,95.09,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

54,13:15-13:30,81.14,37.66,0,237.07,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,17.56,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,62.79,0,78.56,125.58,23.17,5.44,334.95,0,0,95.09,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

