Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,L_NR_2019_19,GNA/NR/2025/08/01/2414,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/3698,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/6187,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6452,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/07/5932,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/SR/2025/01/13/4532
6,01:15-01:30,0,0,0,0,5,0,19,0,0,7.72,7.72,0,23.13,19,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.5,8.76,3.24,19.27,96.35,24.09,15.27,20.79,48.18,8.76,0,0,17.38,0,130.36,30.5,24.09,0,100.38,270.98,-0,34.95,4.01,27.75,34.42

7,01:30-01:45,0,0,0,0,3.33,0,6.66,0,0,8.17,8.17,0,24.5,6.67,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,48.18,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,27.75,40.02

8,01:45-02:00,0,0,0,0,3.33,0,5.66,0,0,8.53,8.53,0,25.61,5.67,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,48.18,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,27.25,40.02

9,02:00-02:15,0,0,0,0,3.33,0,5.66,0,0,7.34,7.34,0,22.01,5.67,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,27.25,38.22

10,02:15-02:30,0,0,0,0,3.33,0,6.34,0,0,7.54,7.54,0,22.62,6.33,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,27.25,36.01

11,02:30-02:45,0,0,0,0,3.33,0,7,0,0,8.11,8.11,0,24.33,7,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,27.25,33.41

12,02:45-03:00,0,0,0,0,3.33,0,8,0,0,8.31,8.31,0,24.9,8,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,27.25,31.01

13,03:00-03:15,0,0,0,0,3.33,0,7.66,0,0,5.47,5.47,0,16.4,7.67,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,27.25,40.02

14,03:15-03:30,0,0,0,0,3.33,0,6.66,0,0,5.62,5.62,0,16.85,6.67,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,27.25,40.02

15,03:30-03:45,0,0,0,0,3.33,0,5.66,0,0,5.62,5.62,0,16.86,5.67,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,27.25,40.02

16,03:45-04:00,0,0,0,0,3.33,0,5.66,0,0,5.6,5.6,0,16.81,5.67,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,28.26,40.02

17,04:00-04:15,0,0,0,0,1.33,0,3.34,0,0,5.57,5.57,0,16.68,3.33,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,28.26,40.22

18,04:15-04:30,0,0,0,0,1.33,0,3.34,0,0,5.55,5.55,0,16.67,3.33,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,28.26,38.82

19,04:30-04:45,0,0,0,0,1.33,0,3.34,0,0,5.56,5.56,0,16.67,3.33,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,0,37.22

20,04:45-05:00,0,0,0,0,1.33,0,3.34,0,0,5.59,5.59,0,16.74,3.33,0,0,0,0,0,43.7,0,9.69,86.91,19.37,0,26.93,8.76,3.17,19.27,96.35,0,15.27,20.79,96.35,8.76,0,0,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,2.02,0,37.42

21,05:00-05:15,0,0,0,0,1.33,0,3.34,0,0,5.56,5.56,0,16.69,3.33,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,0,15.27,20.79,96.35,8.76,0,6.35,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,0,37.42

22,05:15-05:30,0,0,0,0,1.33,0,3.34,0,0,5.47,5.47,0,16.4,3.33,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,0,15.27,20.79,96.35,8.76,0,6.35,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,0,37.42

23,05:30-05:45,0,0,0,0,1.33,0,3.34,0,0,5.46,5.46,0,16.4,3.33,0,0,0,0,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,0,15.27,20.79,96.35,8.76,0,6.35,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,0,38.62

24,05:45-06:00,0,0,0,0,1.33,0,3.34,0,0,5.47,5.47,0,16.4,3.33,0,0,0,0.08,0,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,0,15.27,20.79,96.35,8.76,0,6.35,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,0,40.62

25,06:00-06:15,0,2.5,0,1,1.33,0,3.34,0,1,5.62,5.62,0,16.85,3.33,1,5.22,1,0.56,0.83,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,0,6.35,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,0,43.22

26,06:15-06:30,0,8.2,0.09,2,1.33,0.47,3.34,1,2,5.62,5.62,0,16.86,3.33,2,7.73,2,1.4,3.35,43.7,0,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,0,6.35,17.38,0,130.36,26.93,24.09,0,100.38,270.98,-0,34.95,4.01,0,44.02

27,06:30-06:45,3,11.94,0.42,5,1.33,2.08,3.34,2,4,5.6,5.6,0,16.81,3.33,4,10.24,3,2.75,6.54,43.7,0.42,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,0.55,6.35,17.38,0,130.36,26.93,24.09,0.55,100.38,270.98,-0,34.95,4.01,0,35.01

28,06:45-07:00,5,18.56,1.75,7,1.33,8.75,3.34,4,7,5.57,5.57,0,16.68,3.33,6,12.75,4,4.67,10.43,43.7,0.76,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,0.98,6.35,17.38,0,130.36,26.93,24.09,0.98,100.38,270.98,-0,34.95,4.01,0,35.01

29,07:00-07:15,8,25.81,3.1,11,1.33,15.5,3.34,6,11,5.55,5.55,0,16.67,3.33,7,15.15,5,7.09,14.89,43.7,1.23,12.67,86.91,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,1.58,6.17,17.38,0,130.36,26.93,24.09,1.58,100.38,270.98,-0,35.14,4.01,0,35.61

30,07:15-07:30,13,33,4.75,16,1.33,23.75,3.34,8,13,5.56,5.56,0,16.67,3.33,10,20.76,7,10.05,19.76,43.7,1.78,12.67,66.99,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,2.31,6.17,17.38,0,102.57,26.93,24.09,2.31,100.38,232.44,-0,35.14,4.01,0,36.42

31,07:30-07:45,20,33,6.75,21,1.33,33.73,3.34,11,15,5.59,5.59,0,16.74,3.33,12,26.38,8,13.8,17.25,43.7,2.4,12.67,66.99,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,3.1,6.17,17.38,0,102.57,26.93,24.09,3.1,100.38,231.24,-0,35.14,4.01,0,40.02

32,07:45-08:00,26,33,8.67,28,1.33,43.33,3.34,14,18,5.56,5.56,0,16.69,3.33,15,32,12,18,19.07,43.7,2.53,12.67,66.99,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,3.27,6.17,17.38,0,102.57,26.93,24.09,3.27,100.38,231.24,-0,35.14,4.01,0,40.62

33,08:00-08:15,33,33,11.33,20,1.33,56.67,3.34,10,21,5.45,5.45,0,16.32,3.33,18,33,16,22.45,21.11,48.18,2.99,12.67,56.48,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,3.87,6.17,17.38,0,102.57,26.93,24.09,3.87,100.38,231.24,-0,35.14,4.01,0,41.62

34,08:15-08:30,33,33,13.33,27,1.33,66.67,3.34,13,24,5.46,5.46,0,16.39,3.33,21,33,19,27.3,26.07,48.18,3.56,12.67,56.48,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,4.61,6.17,17.38,0,102.57,26.93,24.09,4.61,100.38,231.24,-0,35.14,4.01,0,42.42

35,08:30-08:45,33,33,16.08,54,1.33,80.39,3.34,27,25,5.45,5.45,0,16.34,3.33,24,33,12,32.15,28.54,48.18,4.13,12.67,56.48,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,5.36,6.17,17.38,0,102.57,26.93,24.09,5.36,100.38,231.24,-0,35.14,4.01,0,35.01

36,08:45-09:00,33,33,18.89,60,1.33,94.47,3.34,30,27,5.47,5.47,0,16.42,3.33,27,33,14,37.35,29.53,48.18,4.74,12.67,56.48,19.37,0,26.93,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,6.13,6.17,17.38,0,102.57,26.93,24.09,6.13,100.38,231.24,-0,35.14,4.01,0,35.01

37,09:00-09:15,33,33,23.64,60,1.33,118.2,3.34,30,29,5.54,5.54,0,16.62,3.33,36,33,16,42.69,41.98,48.18,3.67,6.78,56.48,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,4.74,6.02,17.38,0,102.57,26.94,24.09,4.74,100.38,231.24,-0,35.14,4.01,0,35.61

38,09:15-09:30,33,33,24.44,65,1.33,122.18,3.34,33,32,5.57,5.57,0,16.68,3.33,39,33,18,47.59,46.21,48.18,3.99,6.78,56.48,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,5.16,6.02,17.38,0,102.57,26.94,24.09,5.16,100.38,270.98,-0,35.14,4.01,0,36.42

39,09:30-09:45,33,33,20.83,43,1.33,104.17,3.34,22,37,5.53,5.53,0,16.59,3.33,39,33,19,46.47,51.09,48.18,4.65,6.78,56.48,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,6.01,6.02,17.38,0,110.66,26.94,24.09,6.01,81.9,270.98,-0,35.14,4.01,0,37.22

40,09:45-10:00,33,33,22.5,45,1.33,112.5,3.34,23,38,5.56,5.56,0,16.67,3.33,42,33,20,50.53,55.83,48.18,4.97,6.78,56.48,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,6.43,6.02,17.38,0,102.57,26.94,24.09,6.43,52.99,270.98,-0,35.14,4.01,0,38.42

41,10:00-10:15,33,33,25,48,1.33,125,3.34,24,46,5.76,5.76,0,17.28,3.33,42,33,21,72.97,59.6,48.18,5.79,6.21,56.48,19.37,0,26.94,8.76,3.22,19.27,96.35,24.09,15.27,20.79,96.35,8.76,7.48,6.02,17.38,0,110.49,26.94,24.09,7.48,81.9,270.98,-0,35.14,2.02,25.22,39.02

42,10:15-10:30,33,33,27.5,50,1.33,137.5,3.34,25,50,5.82,5.82,0,17.44,3.33,45,33,23,76,62.05,48.18,6.6,6.21,74.78,19.37,0,26.94,8.76,3.22,19.27,96.35,24.09,15.27,20.79,96.35,8.76,8.54,6.02,17.38,0,130.36,26.94,24.09,8.54,100.38,270.98,-0,35.14,2.02,25.22,39.62

43,10:30-10:45,33,33,30,63,1.33,150,3.34,32,67,5.83,5.83,0,17.48,3.33,48,33,25,79.02,68.18,48.18,7.41,6.21,77.16,19.37,0,26.94,8.76,3.22,19.27,96.35,24.09,15.27,20.79,96.35,8.76,9.59,6.02,17.38,0,130.36,26.94,24.09,9.59,100.38,270.98,-0,35.14,2.02,25.22,41.02

44,10:45-11:00,33,33,32.46,65,1.33,162.28,3.34,33,70,5.88,5.88,0,17.62,3.33,51,33,27,82.04,74.73,48.18,8.23,6.21,77.68,19.37,0,26.94,8.76,3.22,19.27,96.35,24.09,15.27,20.79,96.35,8.76,10.64,6.02,17.38,0,130.36,26.94,24.09,10.64,100.38,270.98,-0,35.14,2.02,25.22,42.02

45,11:00-11:15,33,33,35.76,53,1.33,178.79,3.34,27,70,5.94,5.94,0,17.81,3.33,51,33,30,83.24,81.08,48.18,8.96,6.78,77.52,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,11.59,5.14,17.38,0,130.36,26.94,24.09,11.59,100.38,270.98,-112.24,35.14,4.01,25.22,43.02

46,11:15-11:30,33,33,38.81,53,1.33,194.03,3.34,27,70,6.01,6.01,0,18,3.33,51,33,33,84.07,86.43,48.18,9.37,6.78,78.28,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,12.12,5.14,17.38,0,130.36,26.94,24.09,12.12,100.38,270.98,-220.15,35.14,4.01,25.22,43.02

47,11:30-11:45,33,33,41.61,37,1.33,208.06,3.34,18,75,6.12,6.12,0,18.35,3.33,36,33,34,81.67,87.56,48.18,9.77,6.78,79.8,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,12.65,0,17.38,0,130.36,26.94,24.09,12.65,100.38,270.98,-220.15,35.14,4.01,25.22,43.02

48,11:45-12:00,33,33,44.32,39,1.33,221.62,3.34,19,73,6.15,6.15,0,18.43,3.33,36,33,34,83.33,95.64,48.18,9.77,6.78,80.12,19.37,0,26.94,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,12.65,0,17.38,0,130.36,26.94,24.09,12.65,100.38,270.98,-220.15,35.14,4.01,25.22,43.02

49,12:00-12:15,33,33,44.36,40,1.33,221.79,3.34,20,69,6.69,6.69,0,20.04,3.33,33,33,34,83.58,96.62,48.18,9.77,6.78,70.3,14.57,0,26.95,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,12.65,5.61,17.38,0,112.69,26.95,24.09,12.65,81.9,270.98,-220.15,35.14,4.01,25.22,43.02

50,12:15-12:30,33,33,44.36,43,1.33,221.79,3.34,22,67,6.69,6.69,0,20.04,3.33,34,33,34,83.72,97.99,48.18,9.77,6.78,70.67,14.57,0,26.95,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,12.65,5.61,17.38,0,112.69,26.95,24.09,12.65,52.99,270.98,-220.15,35.14,4.01,25.22,43.02

51,12:30-12:45,33,33,44.35,57,1.33,221.73,3.34,28,68,6.69,6.69,0,20.04,3.33,39,33,34,81.67,100.11,48.18,11.4,6.78,70.71,14.57,0,26.95,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,14.75,6.07,17.38,0,112.69,26.95,24.09,14.75,52.99,270.98,-220.15,35.14,4.01,25.74,43.02

52,12:45-13:00,33,33,44.33,59,1.33,221.66,3.34,29,67,6.69,6.69,0,20.04,3.33,39,33,34,83.33,92.55,48.18,11.4,6.78,70.48,14.57,0,26.95,8.76,3.24,19.27,96.35,24.09,15.27,20.79,96.35,8.76,14.75,6.07,17.38,0,112.69,26.95,24.09,14.75,52.99,270.98,-220.15,35.14,4.01,25.74,43.02

53,13:00-13:15,33,33,39.69,63,1.33,198.47,3.34,32,82,6.69,6.69,0,20.04,3.33,43,33,34,78.2,90.6,48.18,12.83,6.78,67.49,14.57,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,16.59,6.54,28.97,0,112.69,26.95,24.09,16.59,52.99,270.98,-220.15,35.14,4.01,25.74,43.02

54,13:15-13:30,33,33,39.31,65,1.33,196.52,3.34,33,82,6.69,6.69,0,20.04,3.33,42,33,34,79.73,87.68,48.18,12.63,6.78,56.48,14.57,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,16.33,6.54,28.97,0,112.53,26.95,24.09,16.33,52.99,270.98,-220.15,35.14,4.01,25.74,43.02

55,13:30-13:45,33,33,33.33,63,1.33,166.67,3.34,32,75,5,5,0,15,3.33,51,33,34,79.73,87.68,48.18,12.34,6.78,68.91,14.57,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,15.97,6.54,28.97,0,112.69,26.95,24.09,15.97,52.99,270.98,-220.15,35.14,4.01,27.75,43.02

56,13:45-14:00,33,33,33.33,61,1.33,166.67,3.34,31,72,5,5,0,15,3.33,51,33,34,79.73,84.72,48.18,12.15,6.78,70.17,14.57,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,15.71,6.54,28.97,0,112.69,26.95,24.09,15.71,52.99,270.98,-220.15,35.14,4.01,28.26,43.02

57,14:00-14:15,33,33,33.33,67,1.33,166.67,3.34,33,72,5,5,0,15,3.33,54,33,33,72.59,101.08,48.18,11.91,6.78,56.48,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,15.41,7,28.97,0,84.9,26.95,24.09,15.41,52.99,244.93,-226.3,35.14,4.01,28.26,43.02

58,14:15-14:30,33,33,32.89,65,1.33,164.47,3.34,33,71,5,5,0,15,3.33,52,33,32,71.86,102.26,48.18,11.67,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,15.1,7,28.97,0,112.69,26.95,24.09,15.1,52.99,270.98,-112.24,35.14,4.01,28.26,43.02

59,14:30-14:45,33,33,29.9,57,1.33,149.5,15,28,71,5,5,0,15,15,45,33,33,68.59,100.4,48.18,11.32,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,14.65,7,28.97,0,112.69,26.95,24.09,14.65,52.99,270.98,-0,35.14,4.01,28.26,43.02

60,14:45-15:00,33,33,27.93,53,1.33,139.65,15,27,70,5,5,0,15,15,43,33,33,67.05,98.21,48.18,10.85,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,14.03,7,28.97,0,112.69,26.95,24.09,14.03,52.99,270.98,-0,35.14,4.01,28.76,43.02

61,15:00-15:15,33,33,25.26,52,1.33,126.29,15,26,67,5,5,0,15,15,40,33,30,64.05,95.66,48.18,10.28,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,13.31,8.41,28.97,0,112.69,26.95,24.09,13.31,52.99,270.98,-0,35.14,4.01,28.76,43.02

62,15:15-15:30,33,33,23.88,50,1.33,119.41,15,25,63,5,5,0,15,15,39,33,29,60.79,86.78,48.18,9.82,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,12.7,8.41,28.97,0,112.69,26.95,24.09,12.7,52.99,270.98,-0,35.14,4.01,28.76,43.02

63,15:30-15:45,33,33,25.96,50,1.33,129.8,9,25,55,5,5,0,15,9,42,33,27,57.47,78.9,48.18,9.36,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,12.11,8.87,28.97,0,112.69,26.95,24.09,12.11,52.99,270.98,-0,35.14,4.01,28.76,43.02

64,15:45-16:00,33,33,23.85,47,1.33,119.22,9,23,51,5,5,0,15,9,39,33,25,54.12,71.18,48.18,8.72,6.78,76.4,0,0,26.95,14.6,3.22,19.27,96.35,24.09,15.27,20.79,96.35,14.6,11.28,8.87,28.97,0,112.69,26.95,24.09,11.28,52.99,270.98,-0,35.14,4.01,29.26,43.02

65,16:00-16:15,24,33,25.85,47,4.33,129.27,9,23,45,5,5,0,15,9,37,33,23,54.01,68.4,48.18,6.48,6.21,76.4,0,0,26.95,14.6,3.19,19.27,96.35,24.09,15.27,20.79,96.35,14.6,8.37,9.35,28.97,0,112.69,26.95,24.09,8.37,52.99,270.98,-0,35.14,2.02,27.25,43.02

66,16:15-16:30,16,33,23.76,43,4.33,118.78,9,22,40,5,5,0,15,9,36,33,21,48.97,61.3,48.18,5.91,6.21,76.4,0,0,26.95,14.6,3.19,19.27,96.35,24.09,15.27,20.79,96.35,14.6,7.64,9.35,28.97,0,112.69,26.95,24.09,7.64,52.99,270.98,-0,35.14,2.02,27.25,43.02

67,16:30-16:45,8,33,24.17,39,4.33,120.83,9,19,32,5,5,0,15,9,33,33,18,43.7,54.94,48.18,5.15,6.21,76.4,0,0,26.95,14.6,3.19,19.27,96.35,24.09,15.27,20.79,96.35,14.6,6.68,0,28.97,0,112.69,26.95,24.09,6.68,52.99,270.98,-0,35.14,2.02,27.25,43.02

