Block,Time,BSIUL,KUDGI,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPC,RSTPSU7,UNCHAHAR3,URI,AURY_LF,DADRI_CRF,DADRI_LF,DADRT2,KGSU3AND4,NLCEXP,SASAN,SIMHST1,TEHRI,VALLURNTECL,BRBCL,KHSTPP-II,SINGRAULI_HYDRO,UNCHAHAR4,CHAMERA1,CHAMERA2,RSTPSU1TO6,TelanganaSTPP,DADRI_RF,CHAMERA3,KOTESHWR,SIMHST2,TANDA2,DULHASTI,KGSU1AND2,KISHANGANGA,KKNPPU2,NJPC,NTPL,RAPPB,RIHAND1,RIHAND3,SEWA2,SINGRAULI,UNCHAHAR2,URI2,ANTA_GF,ANTA_RF,AURY_CRF,AURY_GF,AURY_RF,DADRI_GF,JHAJJAR,KHSTPP-I,NAPP,NNTPP,RAMPUR,RIHAND2,SALAL,TANAKPUR,UNCHAHAR1,DHAULIGNGA,FSTPP I & II,KKNP,KOLDAM,MAPS,NLCIIST1,TALA,TALST2,ANTA_CRF,ANTA_LF
19,04:30-04:45,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,411.75,0,14.93,0,15,98.87,0,0,11.85,10.67,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,75.76,0,0,46,124.32,0,119.25,42.4,9.42,0,28.35,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,10.17,0,0,0

20,04:45-05:00,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,411.75,0,15.56,0,15,98.87,0,0,11.85,10.67,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,75.76,0,0,46,124.32,0,126,42.4,9.42,0,28.35,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,10.14,0,0,0

21,05:00-05:15,1.1,0,0,0,3.56,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,31.13,0,15,98.87,0,0,14.05,10.67,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,75.76,0,0,46,124.32,0,132,42.4,9.42,0,28.35,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,10.09,0,0,0

22,05:15-05:30,6.52,0,0,0,5.09,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,31.13,0,15,98.87,0,0,14.05,10.67,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,75.76,0,0,46,124.32,0,132,42.4,9.42,0,28.35,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,9.74,0,0,0

23,05:30-05:45,6.52,0,0,0,7.64,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,14.05,12,0,0,88.77,19.36,17.75,0,0,49.43,0,0,0,75.76,0,0,46,124.32,0,132,42.4,9.42,0,28.35,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,9.29,0,0,0

24,05:45-06:00,6.52,0,0,0,49.01,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,14.05,16.67,0,0,88.77,19.36,26.62,0,0,49.43,0,0,0,75.76,0,0,46,124.32,0,132,42.4,9.42,0,28.35,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,63.92,11.53,20.56,27.48,20.8,0,0,0,0,9.06,0,0,0

25,06:00-06:15,19.56,0,0,0,49.01,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,14.05,40.79,0,0,88.77,30.56,39.44,0,0,49.93,0,0,0,116.95,0,0,46,124.32,0,132,42.4,9.42,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,79.38,11.53,20.56,37.65,20.8,0,0,0,0,8.82,0,0,0

26,06:15-06:30,19.56,0,0,0,49.01,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,13.43,40.79,0,0,88.77,30.56,39.44,0,0,49.93,0,0,0,116.95,0,0,46,124.32,0,132,42.4,9.42,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,79.38,11.53,20.56,37.65,20.8,0,0,0,0,8.7,0,0,0

27,06:30-06:45,19.56,0,0,0,49.01,51.39,0,0,13.25,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,0,40.79,0,0,88.77,30.56,39.44,0,0,49.93,0,0,0,116.95,0,0,46,124.32,0,132,42.4,9.42,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,79.38,11.53,20.56,37.65,20.8,0,0,0,0,8.61,0,0,0

28,06:45-07:00,19.56,0,0,0,49.01,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,0,40.79,0,0,88.77,30.56,39.44,0,0,49.93,0,0,0,116.95,0,0,46,124.32,0,132,42.4,9.42,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,79.38,11.53,20.56,37.65,20.8,0,0,0,0,8.61,0,0,0

29,07:00-07:15,6.52,0,0,0,49.01,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,39.51,0,0,88.77,19.36,19.72,0,0,49.43,0,0,0,116.95,0,0,46,124.32,0,135,42.4,8.75,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,63.92,11.53,20.56,27.48,20.8,0,0,0,0,9.7,0,0,0

30,07:15-07:30,6.52,0,0,0,15.28,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,26.34,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,116.95,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.7,0,0,0

31,07:30-07:45,6.52,0,0,0,3.56,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,26.34,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.7,0,0,0

32,07:45-08:00,6.52,0,0,0,3.56,51.39,0,0,14.35,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,26.34,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,474.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.7,0,0,0

33,08:00-08:15,6.52,0,0,0,0,51.39,0,0,14.35,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,26.34,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.11,0,0,0

34,08:15-08:30,6.52,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,26.34,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.11,0,0,0

35,08:30-08:45,6.52,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.11,0,0,0

36,08:45-09:00,6.52,0,0,0,0,51.39,0,0,13.25,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,27.48,20.8,0,0,0,0,9.11,0,0,0

37,09:00-09:15,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,9.11,0,0,0

38,09:15-09:30,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,9.11,0,0,0

39,09:30-09:45,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,9.55,0,0,0

40,09:45-10:00,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,138.75,42.4,8.75,0,27.3,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,9.55,0,0,0

41,10:00-10:15,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,8.75,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,9.55,0,0,0

42,10:15-10:30,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,8.75,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

43,10:30-10:45,6.52,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,8.75,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

44,10:45-11:00,6.52,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,8.75,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

45,11:00-11:15,6.52,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,8.75,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

46,11:15-11:30,6.52,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,9.33,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,8.75,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

47,11:30-11:45,0,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,138.75,42.4,25.02,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

48,11:45-12:00,0,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,88.77,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,138.75,42.4,25.02,0,27.09,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

49,12:00-12:15,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,25.02,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

50,12:15-12:30,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,25.02,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

51,12:30-12:45,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,25.02,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

52,12:45-13:00,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,25.02,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

53,13:00-13:15,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

54,13:15-13:30,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

55,13:30-13:45,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

56,13:45-14:00,0,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,12.35,0,0,0

57,14:00-14:15,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,9.5,0,0,0

58,14:15-14:30,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,10.67,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,9.5,0,0,0

59,14:30-14:45,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,0,0,15,98.87,0,0,0,2.14,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,9.85,0,0,0

60,14:45-15:00,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,44.92,40.69,0,0,118.76,79.38,11.53,20.56,18.23,20.8,0,0,0,0,9.85,0,0,0

61,15:00-15:15,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,79.38,11.53,20.56,9.11,20.8,0,0,0,0,9.85,0,0,0

62,15:15-15:30,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,79.38,11.53,20.56,9.11,20.8,0,0,0,0,9.85,0,0,0

