Column1,Time,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/8090,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/9821,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/3451,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6566,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/7196,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/6020
7,01:30-01:45,0,25.01,0,232.44,0,56.67,15,0,21.66,0,56.67,0,0,21.67,0,65,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,32.93,4.66,0,17.51,41.16,12.57,0,64.56,0,20.58,28.26,67.8,18.4,41.16,3.53,82.32,82.32

8,01:45-02:00,0,25.21,0,232.44,0,56.67,14.34,0,21.66,0,56.67,0,0,21.67,0,65,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,32.93,4.66,0,17.51,41.16,12.57,0,64.56,0,20.58,28.26,53.27,18.4,41.16,3.53,82.32,82.32

9,02:00-02:15,0,25.61,0,193.7,0,71.67,15,0,25,0,71.67,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,32.93,4.66,0,17.51,41.16,12.48,0,64.56,0,20.58,28.26,53.27,18.4,41.16,3.53,82.32,82.32

10,02:15-02:30,0,26.01,0,150.61,0,71,15,0,25,0,71,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,32.93,4.66,0,17.51,41.16,12.48,0,64.56,0,20.58,28.26,53.27,18.4,41.16,3.53,82.32,82.32

11,02:30-02:45,0,26.41,0,150.61,0,70.67,21.66,0,25,0,70.67,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,32.93,4.66,0,17.51,41.16,12.48,0,64.56,0,20.58,28.26,53.27,18.4,41.16,3.53,82.32,82.32

12,02:45-03:00,0,26.21,0,150.61,0,70.67,21.34,0,25,0,70.67,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,32.93,4.66,0,17.51,41.16,12.48,0,64.56,0,20.58,28.26,53.27,18.4,41.16,3.53,82.32,82.32

13,03:00-03:15,0,26.01,0,150.61,0,70.33,21,0,25,0,70.33,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.76,53.27,18.4,41.16,3.53,82.32,82.32

14,03:15-03:30,0,25.61,0,150.61,0,69.67,20.66,0,25,0,69.67,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.76,53.27,18.4,41.16,3.53,82.32,82.32

15,03:30-03:45,0,26.01,0,150.61,0,69.33,29.66,0,25,0,69.33,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.76,53.27,18.4,41.16,3.53,82.32,82.32

16,03:45-04:00,0,25.81,0,150.61,0,68.33,29.34,0,25,0,68.33,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.76,53.27,18.4,41.16,3.53,82.32,82.32

17,04:00-04:15,0,25.81,0,150.61,0,68.33,24,0,25,0,68.33,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.76,53.27,18.4,41.16,3.53,82.32,82.32

18,04:15-04:30,0,25.61,0,150.61,0,68,23.66,0,25,0,68,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.76,53.27,18.4,41.16,3.53,82.32,82.32

19,04:30-04:45,0,25.21,0,150.61,0,67.67,20,0,25,0,67.67,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.25,53.27,18.4,41.16,3.53,82.32,82.32

20,04:45-05:00,0,25.01,0,150.61,0,67.67,19.34,0,25,0,67.67,0,0,25,0,75,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.39,0,64.56,0,20.58,27.25,53.27,18.4,41.16,3.53,82.32,82.32

21,05:00-05:15,0,24.61,0,150.61,0,67.33,18.66,0,24.84,0,67.33,0,0,24.83,0,74.5,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.2,0,64.56,0,20.58,27.25,53.27,18.4,41.16,3.53,82.32,82.32

22,05:15-05:30,0,24.41,0,150.61,0,66.67,18.34,0,24.66,0,66.67,0,0,24.67,0,74,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.2,0,64.56,0,20.58,27.25,53.27,18.4,41.16,3.53,82.32,82.32

23,05:30-05:45,0,24.01,0,150.61,0,60,17.66,0,22,0,60,0,0,22,0,66,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.2,0,64.56,0,20.58,27.25,53.27,18.4,41.16,3.53,82.32,82.32

24,05:45-06:00,0,23.81,0,150.61,0,59.33,16.66,0,21.84,0,59.33,0,0,21.83,0,65.5,0,0,0,0,0,0,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.2,0,64.56,0,20.58,27.24,53.27,18.4,41.16,3.53,82.32,82.32

25,06:00-06:15,0.75,23.61,0,150.61,0,64.67,18.34,1,23.34,0,64.67,13.56,1,23.33,0,70,0,0,1,3.6,0,13.4,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.2,0,64.56,0,20.58,27.24,72.64,18.4,41.16,3.53,82.32,82.32

26,06:15-06:30,4.89,23.01,0,150.61,0,63.67,18,1,23.16,1,63.67,23.85,2,23.17,0,69.5,0,0,4,9,1,23.57,57.82,8.8,111.38,0,0,0,0,4.66,0,17.51,41.16,12.2,0,64.56,0,20.58,27.24,80.39,18.4,41.16,3.53,82.32,82.32

27,06:30-06:45,11.22,18.01,0,150.61,0,54,13.34,3,20,3,54,29.25,5,20,1,60,0.2,0.99,7,11.7,3,29.25,57.82,8.8,146.17,0,0.44,0,0,4.66,0.43,17.51,41.16,12.2,0,64.56,0.43,20.58,27.24,100.9,18.4,41.16,3.53,82.32,82.32

28,06:45-07:00,17.91,18.01,0,150.61,0,53.33,13.34,6,20.16,7,53.33,30.07,8,20.17,3,60.5,0.79,3.95,14,15.3,4,30.07,57.82,8.8,146.17,0,0.77,0,0,4.66,0.75,17.51,41.16,12.2,0,64.56,0.75,20.58,27.24,100.9,18.4,41.16,3.53,82.32,82.32

29,07:00-07:15,25.35,15.01,0,150.61,0,53,13.34,9,20,10,53,29.15,10,20,5,60,1.78,8.89,21,18.9,5,29.15,57.82,8.8,146.17,0,1.31,0,0,4.66,1.28,17.51,41.16,12.12,0,64.56,1.28,20.58,27.24,100.9,18.4,41.16,3.53,82.32,82.32

30,07:15-07:30,34.56,15.01,0,150.61,0,52.67,13.34,13,20.5,13,52.67,26.55,15,20.5,8,61.5,3.16,15.82,32,26.1,7,26.55,57.82,8.8,146.17,0,2.05,0,0,4.66,2.01,17.51,41.16,12.12,0,64.56,2.01,20.58,27.24,100.9,18.4,41.16,3.53,82.32,82.32

31,07:30-07:45,45.01,15.01,0,150.61,0,52,13.34,18,20.66,17,52,28.74,18,20.67,11,62,5.93,29.63,42,28.73,9,28.73,57.82,8.8,146.17,0,2.96,0,0,4.66,2.88,17.51,41.16,12.12,0,64.56,2.88,20.58,28.26,100.9,18.4,41.16,3.53,82.32,82.32

32,07:45-08:00,55.88,15.21,0,150.61,0,51.67,13.34,22,20.84,20,51.67,29.4,25,20.83,16,62.5,9.62,48.1,53,29.4,12,29.4,57.82,8.8,146.17,0,3.65,0,0,4.66,3.56,17.51,41.16,12.12,0,64.56,3.56,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

33,08:00-08:15,66.38,15.41,0,150.61,0,49.67,13.34,28,20.66,24,49.67,30.06,32,20.67,20,62,13.6,68.03,67,30.07,15,30.07,57.82,8.8,146.17,0,4.67,0,0,4.66,4.56,17.51,41.16,12.12,0,64.56,4.56,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

34,08:15-08:30,75.94,15.41,0,150.61,0,48.33,13.34,34,20.5,31,48.33,31.74,39,20.5,23,61.5,17.62,88.1,81,31.73,19,31.73,57.82,8.8,146.17,0,5.77,0,0,4.66,5.62,17.51,41.16,12.12,0,64.56,5.62,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

35,08:30-08:45,84.67,15.41,0,150.61,0,60,19.34,38,20,38,60,32.66,46,20,26,60,21.56,107.81,89,32.67,22,32.67,57.82,8.8,111.38,0,6.81,0,0,4.66,6.65,17.51,41.16,12.12,0,64.56,6.65,20.58,26.25,100.9,18.4,41.16,3.53,82.32,82.32

36,08:45-09:00,92.86,15.41,0,150.61,0,60.67,20,44,20.66,45,60.67,32.66,53,20.67,29,62,24.28,121.41,104,32.67,25,32.67,57.82,8.8,111.38,0,7.89,0,0,4.66,7.7,17.51,41.16,12.12,0,64.56,7.7,20.58,26.25,71.84,18.4,41.16,3.53,82.32,82.32

37,09:00-09:15,100.12,20,0,150.61,0,61.33,21,52,21,52,61.33,33,60,21,33,63,27.25,136.24,123,33,28,33,57.82,8.8,111.38,0,8.82,0,0,4.66,8.6,17.51,41.16,12.02,0,64.56,8.6,20.58,25.74,53.27,18.4,41.16,3.53,82.32,82.32

38,09:15-09:30,106.22,21.01,0,150.61,0,61.67,21.66,58,21.34,57,61.67,33,66,21.33,35,64,30.21,151.07,137,33,32,33,57.82,8.8,111.38,0,9.76,0,0,4.66,9.52,17.51,41.16,12.02,0,64.56,9.52,20.58,25.74,53.27,18.4,41.16,3.53,82.32,82.32

39,09:30-09:45,111.36,20.61,0,150.61,0,55.33,19.34,64,21.34,65,55.33,33,77,21.33,39,64,33.18,165.9,151,33,37,33,57.82,8.8,111.38,0,10.7,0,0,4.66,10.43,17.51,41.16,12.02,0,64.56,10.43,20.58,24.23,53.27,18.4,41.16,3.53,82.32,82.32

40,09:45-10:00,115.63,21.01,0,150.61,0,55.67,20,69,21.66,72,55.67,33,81,21.67,40,65,36.15,180.73,161,33,39,33,57.82,8.8,111.38,0,11.88,0,0,4.66,11.59,17.51,41.16,12.02,0,64.56,11.59,20.58,24.23,53.27,18.4,41.16,3.53,82.32,82.32

41,10:00-10:15,119.93,20.41,0,150.61,0,57.67,21,73,22.5,79,57.67,33,87,22.5,41,67.5,38.11,190.55,172,33,41,33,57.82,8.8,111.38,0,12.53,0,0,4.66,12.22,17.51,0,12.02,0,64.56,12.22,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

42,10:15-10:30,124.48,20.61,0,150.61,0,59.33,21.66,76,23.5,83,59.33,33,90,23.5,43,70.5,40.07,200.38,179,33,43,33,57.82,8.8,111.38,0,13.7,0,0,4.66,13.37,17.51,0,12.02,0,64.56,13.37,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

43,10:30-10:45,128.57,20.01,0,150.61,0,63,28.34,79,24.16,87,63,33,93,24.17,44,72.5,39.1,195.48,186,33,44,33,57.82,8.8,111.38,0,14.22,0,0,4.66,13.88,17.51,0,12.02,0,64.56,13.88,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

44,10:45-11:00,131.93,20.61,0,150.61,0,65,29,82,24.66,89,65,33,95,24.67,45,74,40.92,204.62,193,33,45,33,57.82,8.8,111.38,0,15.18,0,0,4.66,14.82,17.51,0,12.02,0,64.56,14.82,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

45,11:00-11:15,134.58,20.4,0,150.61,0,71.67,29.66,84,29.16,91,71.67,33,95,29.17,45,87.5,41.48,207.39,196,33,45,33,57.82,8.8,111.38,0,15.46,0,0,4.66,15.09,17.51,0,11.93,0,64.56,15.09,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

46,11:15-11:30,136.62,20.6,0,150.61,0,71.67,30.66,84,29.84,91,71.67,33,95,29.83,46,89.5,41.77,208.85,196,33,45,33,57.82,8.8,111.38,0,15.71,0,0,4.66,15.33,17.51,0,11.93,0,64.56,15.33,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

47,11:30-11:45,137.78,21.01,0,150.61,0,71.67,30.66,85,30.34,91,71.67,33,95,30.33,47,91,43.33,216.67,200,33,45,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

48,11:45-12:00,138.54,22.01,0,150.61,0,71.67,30.66,85,30.66,92,71.67,33,95,30.67,47,92,45,225,200,33,45,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,24.23,53.27,18.4,41.16,3.53,0,82.32

49,12:00-12:15,137.75,20.01,0,150.61,0,71.67,30.66,85,30.66,92,71.67,33,95,30.67,47,92,46,230,200,33,45,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

50,12:15-12:30,134.97,20.41,0,150.61,0,71.67,30.66,85,30.34,92,71.67,33,95,30.33,47,91,46,230,200,33,45,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

51,12:30-12:45,132.05,22.01,0,150.61,0,71.67,27,79,30.5,90,71.67,33,95,30.5,47,91.5,46,230,186,33,45,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

52,12:45-13:00,129.2,23.01,0,150.61,0,71.67,27,79,31,90,71.67,33,95,31,47,93,46,230,186,33,45,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

53,13:00-13:15,124.78,24.41,0,150.61,0,71.67,27,78,31,90,71.67,33,90,31,47,93,46,230,182,33,43,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

54,13:15-13:30,119.09,26.01,0,150.61,0,71.67,26.66,78,31,90,71.67,33,90,31,47,93,46,230,182,33,43,33,57.82,8.8,111.38,0,16.15,0,0,4.66,15.76,17.51,0,11.93,0,64.56,15.76,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

55,13:30-13:45,113.45,28.41,0,150.61,0,71.67,26.66,78,30.84,92,71.67,33,91,30.83,46,92.5,46,230,182,33,44,33,57.82,8.8,111.38,0,15.88,0,0,4.66,15.49,17.51,0,11.93,0,64.56,15.49,20.58,26.25,53.27,18.4,41.16,3.53,0,82.32

56,13:45-14:00,106.32,31.41,0,150.61,0,71.67,26.66,76,30.66,92,71.67,33,91,30.67,45,92,46,230,179,33,44,33,57.82,8.8,111.38,0,15.57,0,0,4.66,15.18,17.51,0,11.93,0,64.56,15.18,20.58,26.25,53.27,18.4,41.16,3.53,0,82.32

57,14:00-14:15,100.62,35.01,0,150.61,0,71.67,26.66,76,29,91,71.67,33,91,29,44,87,46,230,179,33,43,33,57.82,8.8,111.38,0,15.37,0,0,4.66,14.99,17.51,0,12.2,0,64.56,14.99,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

58,14:15-14:30,96.65,37.62,0,150.61,0,71.67,26.66,76,28.5,90,71.67,33,88,28.5,43,85.5,45.55,227.74,179,33,42,33,57.82,8.8,111.38,0,14.84,0,0,4.66,14.48,17.51,0,12.2,0,64.56,14.48,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

59,14:30-14:45,92.46,38.62,0,150.61,0,71.67,26.34,75,29.5,88,71.67,33,87,29.5,43,88.5,44.46,222.31,175,33,41,33,57.82,8.8,111.38,0,14.45,0,0,5.87,14.1,17.51,0,12.2,0,64.56,14.1,20.58,25.74,53.27,18.4,41.16,3.53,0,82.32

60,14:45-15:00,87.73,41.02,0,150.61,0,71.67,26,72,28.84,85,71.67,33,83,28.83,42,86.5,42.25,211.24,168,33,39,33,57.82,8.8,111.38,0,13.76,0,0,5.87,13.43,17.51,0,12.2,0,64.56,13.43,20.58,26.75,53.27,18.4,41.16,3.53,0,82.32

61,15:00-15:15,82.29,35.01,0,193.7,0,71,25.34,67,28.16,80,71,33,78,28.17,41,84.5,39.41,197.07,158,33,37,33,57.82,8.8,110.41,0,12.82,0,0,6.05,12.5,17.51,0,12.48,0,64.56,12.5,20.58,26.75,53.27,18.4,41.16,3.53,0,82.32

62,15:15-15:30,74.32,35.61,0,232.44,0,71,25,63,27.66,74,71,33,72,27.67,38,83,36.16,180.81,147,33,35,33,57.82,8.8,110.41,0,11.87,0,0,6.05,11.58,17.51,0,12.48,0,64.56,11.58,20.58,26.75,53.27,18.4,41.16,3.53,0,82.32

63,15:30-15:45,67.38,38.02,0,273.84,0,71,24.66,63,27.16,70,71,33,67,27.17,36,81.5,36.67,183.33,147,33,32,33,57.82,8.8,158.83,0,10.93,0,0,6.05,10.66,17.51,0,12.48,0,64.56,10.66,20.58,25.73,53.27,18.4,41.16,3.53,0,82.32

64,15:45-16:00,61.31,40.02,0,273.84,0,71,24.34,58,26.84,65,71,33,60,26.83,33,80.5,34.94,174.73,137,33,29,33,57.82,8.8,166.53,0,9.98,0,0,6.05,9.74,17.51,0,12.48,0,64.56,9.74,20.58,23.72,53.27,18.4,41.16,3.53,0,82.32

65,16:00-16:15,54.5,40.02,0,273.84,0,69.33,24,52,26.34,59,69.33,33,53,26.33,30,79,31.04,155.18,123,33,25,33,57.82,8.8,166.53,0,8.86,0,0,6.33,8.65,17.51,0,12.76,0,64.56,8.65,20.58,24.22,53.27,18.4,41.16,3.53,0,82.32

66,16:15-16:30,47.02,40.02,0,273.84,0,68.33,23.66,46,25.5,55,68.33,33,45,25.5,27,76.5,27.61,138.07,109,33,22,33,57.82,8.8,166.53,0,7.96,0,0,6.33,7.77,17.51,0,12.76,0,64.56,7.77,20.58,25.23,53.27,18.4,41.16,3.53,0,82.32

67,16:30-16:45,39.21,40.02,0,273.84,0,66.33,23.34,40,22.16,47,66.33,33,38,22.17,21,66.5,23.61,118.08,95,33,18,33,57.82,8.8,166.53,0,7.03,0,0,6.33,6.86,17.51,0,12.76,0,64.56,6.86,20.58,25.23,53.27,18.4,41.16,3.53,0,82.32

68,16:45-17:00,30.86,40.02,0,273.84,0,65.33,23,33,22,40,65.33,33,30,22,17,66,20.3,101.53,77,22.5,15,33,57.82,8.8,166.53,0,5.98,0,0,6.33,5.84,17.51,0,12.76,0,64.56,5.84,20.58,25.23,53.27,18.4,41.16,3.53,0,82.32

69,17:00-17:15,22.46,40.02,0,273.84,0,64,20.34,27,21.5,32,64,33,24,21.5,15,64.5,16.94,84.68,63,15.3,11,33,57.82,8.8,166.53,0,4.98,0,0,6.61,4.85,17.51,41.16,13.04,0,64.56,4.85,20.58,26.25,53.27,18.4,41.16,3.53,82.32,82.32

70,17:15-17:30,14.9,40.02,0,273.84,0,62.67,20,18,20.84,25,62.67,33,18,20.83,11,62.5,13.97,69.88,42,8.1,9,33,57.82,8.8,214.96,0,4.06,0,0,6.61,3.96,17.51,41.16,13.04,0,64.56,3.96,20.58,26.25,53.27,18.4,41.16,3.53,82.32,82.32

71,17:30-17:45,9.2,40.02,0,273.84,0,61,19.34,13,20.34,18,61,33,14,20.33,8,61,9.26,46.32,32,2.7,6,33,76.79,8.8,247.53,0,3.09,0,0,6.61,3.02,17.51,41.16,13.04,0,64.56,3.02,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

72,17:45-18:00,5.61,40.02,0,273.84,0,60,18.66,9,19.84,15,60,23.86,11,19.83,7,59.5,5.54,27.73,21,0,5,23.6,76.79,8.8,247.53,0,2.23,0,0,6.61,2.18,17.51,41.16,13.04,0,64.56,2.18,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

73,18:00-18:15,3.03,43.02,0,273.84,0,48.33,18.66,4,16.66,12,48.33,0,7,16.67,5,50,4.16,20.8,11,0,3,0,76.79,8.8,247.53,0,1.7,0,0,6.98,1.66,17.51,41.16,13.22,0,64.56,1.66,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

74,18:15-18:30,0.74,43.02,0,273.84,0,46.67,18,1,16.5,8,46.67,0,3,16.5,2,49.5,2.66,13.31,4,0,2,0,76.79,8.8,247.53,0,1.21,0,0,6.98,1.18,17.51,41.16,13.22,0,64.56,1.18,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

75,18:30-18:45,0,43.02,0,273.84,0,45.67,17.34,1,15.84,6,45.67,0,1,15.83,0,47.5,1.5,7.49,1,0,1,0,76.79,8.8,247.53,0,0.61,0,0,6.98,0.6,17.51,41.16,13.22,0,70.59,0.6,20.58,27.25,100.9,18.4,41.16,3.53,82.32,82.32

76,18:45-19:00,0,43.02,0,273.84,0,45,16.34,0,15,4,45,0,0,15,0,45,0.17,0.87,1,0,0,0,76.79,8.8,247.53,0,0.23,0,0,6.98,0.22,17.51,41.16,13.22,0,70.59,0.22,20.58,28.26,100.9,18.4,41.16,3.53,82.32,82.32

77,19:00-19:15,0,43.02,0,273.84,0,44.33,16,0,14.66,2,44.33,0,0,14.67,0,44,0.13,0.67,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.98,0,17.51,41.16,13.22,0,70.59,0,20.58,27.24,100.9,18.4,41.16,3.53,82.32,82.32

78,19:15-19:30,0,43.02,0,273.84,0,43.67,15.66,0,14.34,0,43.67,0,0,14.33,0,43,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.98,0,17.51,41.16,13.22,0,70.59,0,20.58,27.24,100.9,18.4,41.16,0,82.32,82.32

79,19:30-19:45,0,43.02,0,273.84,0,41.67,15.66,0,13.84,0,41.67,0,0,13.83,0,41.5,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.98,0,17.51,41.16,13.22,0,70.59,0,20.58,27.24,100.9,18.4,41.16,0,82.32,82.32

80,19:45-20:00,0,43.02,0,273.84,0,40.33,15,0,13.16,0,40.33,0,0,13.17,0,39.5,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.98,0,17.51,41.16,13.22,0,70.59,0,20.58,27.24,100.9,18.4,41.16,0,82.32,82.32

