Block,Time Block,RAPPB,RAMPUR,DADRT2,CHAMERA3,CHAMERA2,DADRI_RF,RIHAND1,RSTPSU1TO6,RAPPC,RIHAND3,RIHAND2,DADRI_CRF,DADRI_GF,DADRI_LF,KOTESHWR,CHAMERA1,BRBCL,BSIUL,VALLURNTECL,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,NTPL,NLCEXP,PARBATI3,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,ANTA_CRF,KUDGI,MAPS,URI,URI2,DULHASTI,FSTPP I & II,SINGRAULI,SINGRAULI_HYDRO,KKNP,KGSU1AND2,KGSU3AND4,KKNPPU2,KOLDAM,KHSTPP-II,KISHANGANGA,JHAJJAR,KHSTPP-I,DHAULIGNGA,SASAN,SIMHST1,SIMHST2,RSTPSU7,SALAL,SEWA2,UNCHAHAR1,TALA,TEHRI,UNCHAHAR3,UNCHAHAR4,TANDA2,TelanganaSTPP,UNCHAHAR2,TALST2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,40.82,12.51,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,43.3,35.2,52.1,15.47,132.21,0,0,0,0,0,3.88,84.03,1.39,138.87,38.27,39.13,333.41,0,0,0,73.14,0,11.85,9.68,68.64,0,0,0,0,23.28,0,12.59,0,0,0,0,0

12,02:45-03:00,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,13.81,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,43.3,35.2,52.1,13.05,132.21,0,0,0,0,0,3.88,84.03,1.39,138.87,38.27,39.13,333.41,0,0,0,73.14,0,11.85,9.68,68.64,0,0,0,0,23.28,0,12.59,0,0,0,0,0

13,03:00-03:15,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,14.02,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.81,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.68,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

14,03:15-03:30,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,13.55,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.81,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.68,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

15,03:30-03:45,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,13.02,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,9.7,132.21,0,0,0,0,0,3.88,52.67,1.39,138.87,27.41,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

16,03:45-04:00,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,13.71,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,9.7,132.21,0,0,0,0,0,3.88,52.67,1.39,138.87,24.72,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

17,04:00-04:15,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,14.89,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.81,1.39,138.87,24.74,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

18,04:15-04:30,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,15.48,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.81,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

19,04:30-04:45,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,17.25,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.81,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

20,04:45-05:00,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,18.73,6.31,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.81,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.64,0,0,0,0,23.28,0,11.53,0,0,0,0,0

21,05:00-05:15,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,19.37,12.63,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.25,68.09,0,0,0,0,23.28,0,11.53,0,0,0,0,0

22,05:15-05:30,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,19.37,12.63,0,0,0,0,0,0,0,0,0,0,5.44,0,135.28,0,0,0,43.68,0,0,0,42.77,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,30.83,333.41,0,0,0,73.14,0,11.85,9.17,65.87,0,0,0,0,23.28,0,11.53,0,0,0,0,0

23,05:30-05:45,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,27.21,19.37,12.63,0,0,0,0,0,0,0,0,0,0,8.16,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.72,65.87,0,0,0,0,23.28,0,11.53,0,0,0,0,0

24,05:45-06:00,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,25.25,18.37,12.63,0,0,0,0,0,0,0,0,0,0,52.41,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.68,65.87,0,0,0,0,23.28,0,11.53,0,0,0,0,0

25,06:00-06:15,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,25.25,19.1,12.63,0,0,0,0,0,0,0,0,0,0,52.41,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.74,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,15.01,8.68,65.87,0,0,0,0,30.78,0,11.53,0,0,0,0,0

26,06:15-06:30,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,13.01,19.37,12.63,0,0,0,0,0,0,0,0,0,0,52.41,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,13.74,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,15.01,8.68,65.87,0,0,0,0,30.78,0,11.53,0,0,0,0,0

27,06:30-06:45,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,13.01,19.37,12.63,0,0,0,0,0,0,0,0,0,0,52.41,0,135.28,0,0,0,43.68,0,0,0,47.58,32.91,52.1,13.74,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,15.01,8.68,65.87,0,0,0,0,30.78,0,11.53,0,0,0,0,0

28,06:45-07:00,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,12.62,19.37,12.63,0,0,0,0,0,0,0,0,0,0,52.41,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.74,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,15.01,8.68,65.87,0,0,0,0,30.78,0,11.53,0,0,0,0,0

29,07:00-07:15,0,2.94,365.45,16.34,21.68,0,44.55,0,58.48,120.4,115.02,0,0,0,28.07,12.62,19.37,12.63,0,0,0,0,0,0,0,0,0,0,52.41,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.74,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,15.01,8.22,65.87,0,0,0,0,30.78,0,11.53,0,0,0,0,0

30,07:15-07:30,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,12.62,19.37,12.63,0,0,0,0,0,0,0,0,0,0,6.81,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.74,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,15.01,8.22,65.87,0,0,0,0,30.78,0,11.53,0,0,0,0,0

31,07:30-07:45,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,12.62,16.75,12.63,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.22,65.87,0,0,0,0,24.59,0,11.53,0,0,0,0,0

32,07:45-08:00,0,2.94,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,12.62,17.06,12.63,0,0,0,0,0,0,0,0,0,0,3.4,0,135.28,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.22,65.87,0,0,0,0,23.28,0,11.53,0,0,0,0,0

33,08:00-08:15,0,2.59,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,12.62,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.22,65.87,0,0,0,0,23.28,0,3.73,0,0,0,0,0

34,08:15-08:30,0,2.59,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,12.62,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.22,65.87,0,0,0,0,23.28,0,2.48,0,0,0,0,0

35,08:30-08:45,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,12.62,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.22,65.87,0,0,0,0,23.28,0,3.73,0,0,0,0,0

36,08:45-09:00,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.22,65.87,0,0,0,0,23.28,0,11.17,0,0,0,0,0

37,09:00-09:15,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,70.41,1.39,138.87,32.08,39.13,333.41,0,0,0,73.14,0,11.85,8.54,65.87,0,0,0,0,23.28,0,11.17,0,0,0,0,0

38,09:15-09:30,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,13.05,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,73.14,0,11.85,8.68,65.87,0,0,0,0,23.28,0,11.17,0,0,0,0,0

39,09:30-09:45,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.27,39.13,333.41,0,0,0,73.14,0,11.85,9.25,65.87,0,0,0,0,23.28,0,11.17,0,0,0,0,0

40,09:45-10:00,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.27,39.13,333.41,0,0,0,73.14,0,11.85,9.2,65.87,0,0,0,0,23.28,0,11.17,0,0,0,0,0

41,10:00-10:15,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.27,39.13,333.41,0,0,0,73.14,0,11.85,11.71,51.49,0,0,0,0,23.28,0,11.17,0,0,0,0,0

42,10:15-10:30,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,12.63,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.27,39.13,333.41,0,0,0,73.14,0,11.85,11.67,51.49,0,0,0,0,23.28,0,11.17,0,0,0,0,0

43,10:30-10:45,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,16.56,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.27,39.13,333.41,0,0,0,73.14,0,11.85,11.64,51.49,0,0,0,0,23.28,0,11.17,0,0,0,0,0

44,10:45-11:00,0,2.43,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,17.29,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,112.23,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.27,39.13,333.41,0,0,0,73.14,0,11.85,11.56,51.49,0,0,0,0,23.28,0,11.17,0,0,0,0,0

45,11:00-11:15,0,2.61,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,17.17,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,73.14,0,11.85,11.76,51.49,0,0,0,0,23.28,0,11.53,0,0,0,0,0

46,11:15-11:30,0,2.61,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,13.99,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,73.14,0,11.85,11.67,51.49,0,0,0,0,23.28,0,11.53,0,0,0,0,0

47,11:30-11:45,0,2.61,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,14.47,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.84,51.49,0,0,0,0,28.39,0,11.53,0,0,0,0,0

48,11:45-12:00,0,2.61,365.45,16.34,21.68,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,17.99,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,11.6,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.9,51.49,0,0,0,0,28.39,0,11.53,0,0,0,0,0

49,12:00-12:15,0,2.61,365.45,16.34,21.68,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,18.52,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.86,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

50,12:15-12:30,0,2.61,365.45,16.34,21.68,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.98,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

51,12:30-12:45,0,2.61,365.45,16.34,21.68,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,18.41,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.96,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

52,12:45-13:00,0,2.61,365.45,16.34,21.68,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,12.05,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

53,13:00-13:15,0,2.61,365.45,16.34,21.68,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.9,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

54,13:15-13:30,0,2.61,365.45,16.34,21.68,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,120.25,0,0,0,43.68,0,0,0,43.3,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,11.93,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

55,13:30-13:45,0,2.61,365.45,16.34,20.23,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.23,6.31,0,0,0,0,0,0,0,0,0,0,0,0,120.25,0,0,0,43.68,0,0,0,43.84,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,12.08,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

56,13:45-14:00,0,2.61,365.45,16.34,20.23,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.12,6.31,0,0,0,0,0,0,0,0,0,0,0,0,120.25,0,0,0,43.68,0,0,0,43.84,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,72.03,0,11.85,12.16,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

