Block,Time,WR/01102023/31032046/L_NR_2020_05,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/23032024/30032024/HP-57,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31032024/ ChanjuII,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,WR/01102023/24112044/L_NR_2020_07,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/23032024/30032024/HP-60,NR/23032024/30032024/HP-64,SR/01102023/07102043/L_NR_2018_61,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07
23,05:30-05:45,48,48.35,173.290000,48.35,193.400000,25.480000,27.080000,0.000000,2.770000,10.340000,0,271.970000,87.220000,16,0,0,25.480000,39,0,100.200000,16,0.000000,74.210000,29.590000,6.01,0,0,0,0,48.350000,2.930000,10.34,0,0,0.000000,2.960000,39,0.000000,0,0,261.670000,0.000000,0,0,0

24,05:45-06:00,46.5,48.35,173.290000,48.35,193.400000,19.530000,27.080000,0.000000,2.770000,10.340000,0,271.970000,87.220000,15.5,0,0,19.530000,37.67,0,100.200000,15.5,0.000000,74.210000,29.590000,6.01,0,0,0,0,48.350000,2.930000,9.66,0,0,0.000000,2.960000,37.67,0.000000,0,0,261.670000,0.000000,0,0,0

25,06:00-06:15,59.5,48.35,0.000000,48.35,96.700000,8.110000,27.080000,0.000000,2.770000,10.250000,0,271.970000,87.220000,19.83,0,0,19.530000,42.67,0,100.200000,19.84,0.000000,0.000000,0.000000,6.01,0,0,0,0,48.350000,2.780000,14.34,0,0,0.000000,2.960000,42.67,0.000000,0,0,261.670000,0.000000,0,0,0

26,06:15-06:30,57.5,48.35,0.000000,48.35,96.700000,8.110000,27.080000,0.000000,2.770000,10.250000,0,271.970000,87.220000,19.17,0,0,19.530000,41.67,0,100.200000,19.16,0.000000,0.000000,0.000000,6.01,0,1.22,0,0,48.350000,2.780000,14,0,0,0.000000,2.960000,41.67,0.000000,0,1.839348,261.670000,0.000000,0.01,0,0

27,06:30-06:45,55,48.35,0.000000,48.35,96.700000,23.760000,27.080000,0.000000,2.770000,10.250000,2.22,251.420000,68.200000,18.33,0,0,25.480000,54,0,100.200000,18.34,0.000000,0.000000,0.000000,6.01,0,5.4,0,0,48.350000,2.750000,19.34,0.5,0,0.000000,2.960000,54,0.000000,7,6.637224,261.670000,0.000000,0.01,0,1

28,06:45-07:00,52.5,48.35,0.000000,48.35,96.700000,23.760000,27.080000,0.030000,2.770000,10.250000,6.78,232.080000,68.200000,17.5,0,0,25.480000,52.67,0,100.200000,17.5,0.000000,0.000000,0.000000,6.01,0,11.48,1,0,48.350000,2.750000,18.34,1,0,0.030000,2.960000,52.67,0.030000,16,12.048216,261.670000,0.000000,0.01,0.27,4

29,07:00-07:15,74.5,48.35,0.000000,48.35,96.700000,23.760000,26.110000,0.340000,2.690000,10.250000,12.49,271.970000,68.200000,24.83,0,0,25.480000,50.67,0.5,100.200000,24.84,0.000000,0.000000,0.000000,6.01,0,20.49,4,2,48.350000,2.750000,17.66,2,1,0.340000,2.960000,50.67,0.350000,25.82,18.364284,261.670000,0.000000,2.49,2.28,11

30,07:15-07:30,70.5,48.35,0.000000,48.35,96.700000,23.760000,26.110000,0.820000,2.690000,10.250000,21.47,271.970000,77.640000,23.5,0,0,25.480000,49.33,2.19,100.200000,23.5,0.000000,0.000000,0.000000,6.01,0,28.74,7,9,48.350000,2.750000,17,5,4,0.820000,2.960000,49.33,0.840000,28.74,26.32506,261.670000,0.000000,10.98,5.8,18

31,07:30-07:45,68,48.35,0.000000,48.35,96.700000,25.480000,25.140000,1.520000,2.690000,10.250000,26.99,271.970000,77.640000,22.67,0,0,25.480000,47.33,4.83,100.200000,22.66,0.000000,0.000000,0.000000,6.01,0,26.98,12,15,48.350000,2.750000,16.34,8,7,1.520000,2.960000,47.33,1.560000,26.98,36.027864,261.670000,0.000000,24.15,10.95,28

32,07:45:08:00,61,48.35,0.000000,48.35,96.700000,25.480000,25.140000,2.460000,2.690000,10.250000,27.15,271.970000,58.620000,20.33,0,0,25.480000,46,8.6,100.200000,20.34,0.000000,0.000000,0.000000,6.01,0,27.15,18,23,48.350000,2.750000,15,12,11,2.460000,2.960000,46,2.520000,27.15,47.083416,261.670000,0.000000,43.03,17.63,42

33,08:00-08:15,58,48.35,0.000000,48.35,96.700000,25.480000,24.180000,3.590000,2.610000,10.070000,29.19,271.970000,58.620000,19.33,0,0,25.480000,39,13.14,100.200000,19.34,0.000000,0.000000,0.000000,6.01,0,29.18,27,32,48.350000,2.750000,14,18,16,3.590000,2.800000,39,3.680000,29.18,58.070844,261.670000,0.000000,65.69,25.09,63

34,08:15-08:30,50.5,48.35,0.000000,48.35,96.700000,25.480000,24.180000,4.860000,2.610000,10.070000,29.19,271.970000,58.620000,16.83,0,0,25.480000,36.33,17.93,100.200000,16.84,0.000000,0.000000,0.000000,6.01,0,29.18,34,39,48.350000,2.750000,12.66,23,19,4.860000,2.800000,36.33,4.980000,29.18,68.279712,234.890000,0.000000,89.65,32.19,81

35,08:30-08:45,45.5,48.35,0.000000,48.35,96.700000,25.480000,24.180000,6.190000,2.610000,10.070000,29.69,271.970000,58.620000,15.17,0,0,25.480000,33.67,22.67,100.200000,15.16,0.000000,0.000000,0.000000,6.01,0,29.68,42,50,48.350000,2.750000,11.66,27,25,6.190000,2.800000,33.67,6.340000,29.68,77.90466,234.890000,0.000000,113.36,39.81,98

36,08:45:09:00,42.5,48.35,0.000000,48.35,96.700000,25.480000,24.180000,7.530000,2.610000,10.070000,29.69,271.970000,58.620000,14.17,0,0,25.480000,33,27.36,100.200000,14.16,0.000000,0.000000,0.000000,6.01,0,29.68,49,57,48.350000,2.750000,11,30.9,28,7.530000,2.800000,33,7.710000,29.68,87.276576,234.890000,0.000000,136.78,47.37,116

37,09:00:09:15,36,48.35,0.000000,48.35,96.700000,25.480000,24.180000,8.810000,2.610000,10.070000,29.69,271.970000,58.620000,12,24.18,29.01,25.480000,29,31.81,100.200000,12,0.000000,0.000000,0.000000,6.01,0,29.68,57,63,48.350000,2.750000,10.34,34.3,32,8.810000,2.800000,29,9.020000,29.68,84.824112,234.890000,0.000000,159.05,54.56,133

38,09:15-09:30,33.5,48.35,0.000000,48.35,96.700000,25.480000,25.140000,10.010000,2.610000,10.070000,29.69,271.970000,58.620000,11.17,24.18,29.01,25.480000,27.33,35.79,100.200000,11.16,0.000000,0.000000,0.000000,6.01,0,29.68,64,69,48.350000,2.750000,9.34,37.4,35,10.010000,2.800000,27.33,10.260000,29.68,92.006328,234.890000,0.000000,178.97,61.16,151

39,09:30-09:45,31.5,48.35,0.000000,48.35,96.700000,25.480000,25.140000,11.130000,2.610000,10.070000,30.54,271.970000,58.620000,10.5,24.18,29.01,25.480000,25.67,39.63,100.200000,10.5,0.000000,0.000000,0.000000,5.01,0,30.53,70,76,48.350000,2.750000,8.34,39.5,38,11.130000,2.800000,25.67,11.410000,30.53,98.478108,261.670000,0.000000,198.18,67.52,165

40,09:45-10:00,29.5,48.35,0.000000,48.35,96.700000,25.480000,25.140000,12.150000,2.610000,10.070000,30.54,271.970000,77.640000,9.83,24.18,29.01,25.480000,23.67,43.27,100.200000,9.84,0.000000,0.000000,0.000000,5.01,0,30.53,75,82,48.350000,2.750000,7.34,42.5,41,12.150000,2.800000,23.67,12.450000,30.53,104.404896,261.670000,0.000000,216.35,73.53,175

41,10:00-10:15,26.5,48.35,0.000000,48.35,96.700000,25.480000,25.140000,13.070000,2.530000,10.070000,30.54,271.970000,77.640000,8.83,0,0,25.480000,23,46.64,71.190000,8.84,0.000000,0.000000,0.000000,5.01,14.51,30.53,78,90,48.350000,2.700000,6.34,45.1,45,13.070000,2.800000,23,13.400000,30.53,109.82562,261.670000,0.000000,233.21,79,182

42,10:15-10:30,26.5,48.35,0.000000,48.35,96.700000,25.480000,25.140000,13.910000,2.530000,10.070000,30.54,271.970000,77.640000,8.83,0,0,25.480000,23,48.67,100.200000,8.84,0.000000,0.000000,0.000000,5.01,14.51,30.53,81,93,48.350000,2.700000,6,46.7,47,13.910000,2.800000,23,14.270000,30.53,114.779208,261.670000,0.000000,243.33,83.78,189

43,10:30-10:45,45,48.35,0.000000,48.35,96.700000,25.480000,26.110000,14.680000,2.530000,10.070000,30.54,271.970000,77.640000,15,0,0,25.480000,37.67,48.67,71.190000,15,0.000000,0.000000,0.000000,5.01,14.51,30.53,84,94,48.350000,2.700000,6,47,47,14.680000,3.420000,37.67,15.040000,30.53,125.075664,232.000000,0.000000,243.33,87.98,196

44,10:45-11:00,45,48.35,0.000000,48.35,96.700000,25.480000,26.110000,16.900000,2.530000,10.070000,30.5,271.970000,77.640000,15,0,0,25.480000,37.33,48.67,54.150000,15,0.000000,0.000000,0.000000,5.01,14.51,30.5,87,95,48.350000,2.700000,6,48,47,16.900000,3.420000,37.33,17.320000,30.5,128.968464,241.670000,0.000000,243.33,91.39,203

45,11:00-11:15,44,48.35,0.000000,48.35,96.700000,25.480000,26.110000,17.520000,2.530000,11.720000,30.5,271.970000,77.640000,14.67,0,0,25.480000,33.33,48.67,54.150000,14.66,0.000000,0.000000,0.000000,5.01,14.51,30.5,90,95,48.350000,2.700000,6.34,48.2,47,17.520000,3.420000,33.33,17.950000,30.5,132.384396,261.670000,0.000000,243.33,92.31,210

46,11:15-11:30,41,48.35,0.000000,48.35,96.700000,25.480000,26.110000,17.940000,2.530000,11.720000,30.5,271.970000,77.640000,13.67,0,0,25.480000,32.67,48.67,54.150000,13.66,0.000000,0.000000,0.000000,5.01,14.51,30.5,90,95,48.350000,2.700000,6.66,48.2,47,17.940000,3.420000,32.67,18.390000,30.5,134.914716,261.670000,0.000000,243.33,92.92,210

47,11:30-11:45,40,48.35,0.000000,48.35,96.700000,25.480000,26.110000,18.050000,2.530000,11.720000,30.5,271.970000,77.640000,13.33,0,0,25.480000,32,48.67,54.150000,13.34,0.000000,0.000000,0.000000,5.01,14.51,30.5,90,95,48.350000,2.700000,6.66,48.2,47,18.050000,3.350000,32,18.510000,30.5,136.763796,261.670000,0.000000,243.33,92.16,210

48,11:45-12:00,38.5,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.530000,11.720000,30.5,271.970000,77.640000,12.83,0,0,25.480000,31.67,48.67,54.150000,12.84,0.000000,0.000000,0.000000,5.01,14.51,30.5,90,95,48.350000,2.700000,6.66,48.2,47,18.050000,3.350000,31.67,18.510000,30.5,138.126276,241.670000,0.000000,243.33,92.16,210

49,12:00-12:15,35,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.470000,11.720000,30.5,271.970000,77.640000,11.67,0,0,25.480000,31.67,48.67,54.150000,11.66,0.000000,0.000000,0.000000,5.01,14.51,30.5,90,95,48.350000,2.700000,7.34,48.2,47,18.050000,3.350000,31.67,18.510000,30.5,143.605392,246.510000,0.000000,243.33,92.16,210

50,12:15-12:30,34,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.470000,11.720000,30.5,271.970000,77.640000,11.33,0,0,25.480000,31.67,48.67,54.150000,11.34,0.000000,0.000000,0.000000,5.41,14.51,30.5,90,95,48.350000,2.700000,7.66,48.2,47,18.050000,3.350000,31.67,18.510000,30.5,142.846296,246.510000,0.000000,243.33,92.16,210

51,12:30-12:45,33.5,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.770000,11.720000,30.5,271.970000,77.640000,11.17,24.18,29.01,25.480000,33.33,48.67,54.150000,11.16,0.000000,0.000000,0.000000,6.01,0,30.5,90,95,48.350000,2.700000,8,48.2,47,18.050000,4.590000,33.33,18.510000,30.5,141.678456,246.510000,0.000000,243.33,92.16,210

52,12:45-13:00,33.5,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.770000,11.720000,30.5,271.970000,58.620000,11.17,24.18,29.01,25.480000,34,48.67,54.150000,11.16,0.000000,0.000000,0.000000,6.01,0,30.5,90,95,48.350000,2.700000,8.34,48.2,47,18.050000,4.590000,34,18.510000,30.5,139.887768,246.510000,0.000000,243.33,92.16,210

53,13:00-13:15,35.5,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.770000,11.630000,30.5,232.080000,58.620000,11.83,24.18,29.01,25.480000,34.33,48.67,54.150000,11.84,0.000000,0.000000,0.000000,6.81,0,30.5,90,95,48.350000,2.780000,8.66,48.2,47,18.050000,4.590000,34.33,18.510000,30.5,137.844048,203.290000,0.000000,243.33,92.16,210

54,13:15-13:30,37,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.770000,11.630000,30.5,232.080000,58.620000,12.33,24.18,29.01,25.480000,34.67,48.67,54.150000,12.34,0.000000,0.000000,0.000000,7.21,0,30.5,90,95,48.350000,2.780000,9,48.2,47,18.050000,4.590000,34.67,18.510000,30.5,135.206676,174.280000,0.000000,243.33,92.16,210

55,13:30-13:45,39,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.770000,11.630000,30.84,271.970000,58.620000,13,24.18,29.01,25.480000,35,48.67,54.150000,13,0.000000,0.000000,0.000000,9.01,0,30.83,90,95,48.350000,2.780000,9.34,48,47,18.050000,4.590000,35,18.510000,30.83,124.501476,174.280000,0.000000,243.33,92.16,210

56,13:45-14:00,41.5,48.35,0.000000,48.35,96.700000,25.480000,27.080000,18.050000,2.770000,11.630000,30.84,271.970000,58.620000,13.83,24.18,29.01,25.480000,35.67,48.67,54.150000,13.84,0.000000,0.000000,0.000000,9.21,0,30.83,90,95,48.350000,2.780000,9.66,48,47,18.050000,4.590000,35.67,18.510000,30.83,121.231524,205.820000,0.000000,243.33,92.16,210

57,14:00-14:15,44,48.35,0.000000,48.35,96.700000,25.480000,28.040000,17.590000,2.840000,11.540000,30.84,271.970000,58.620000,14.67,0,0,25.480000,36.33,48.67,54.150000,14.66,0.000000,0.000000,0.000000,9.41,14.51,30.83,84,95,48.350000,2.780000,10,48,47,17.590000,3.730000,36.33,18.030000,30.83,117.387384,232.590000,0.000000,243.33,92.16,196

58,14:15-14:30,45.5,48.35,0.000000,48.35,96.700000,25.480000,28.040000,17.110000,2.840000,11.540000,31,271.970000,58.620000,15.17,0,0,25.480000,37,48.67,54.150000,15.16,0.000000,0.000000,0.000000,9.41,14.51,31,82,95,48.350000,2.780000,10.66,48,47,17.110000,3.730000,37,17.540000,31,112.482456,232.590000,0.000000,243.33,92.16,193

59,14:30-14:45,48.5,48.35,0.000000,48.35,96.700000,25.480000,28.040000,16.490000,2.840000,11.540000,31,271.970000,58.620000,16.17,0,0,25.480000,37.67,48.67,54.150000,16.16,0.000000,0.000000,0.000000,9.61,14.51,31,81,95,48.350000,2.780000,11,47.8,47,16.490000,3.730000,37.67,16.900000,31,107.412084,232.590000,0.000000,243.33,92.16,189

60,14:45-15:00,50.5,48.35,0.000000,48.35,96.700000,25.480000,28.040000,15.740000,2.840000,11.540000,31,271.970000,77.640000,16.83,0,0,25.480000,38,48.67,54.150000,16.84,0.000000,0.000000,0.000000,10.01,14.51,31,76,84,48.350000,2.780000,11.66,46.2,42,15.740000,3.730000,38,16.130000,31,101.932968,232.590000,0.000000,243.33,92.16,179

61,15:00-15:15,52,48.35,0.000000,48.35,96.700000,25.480000,29.010000,14.930000,2.840000,11.540000,31,271.970000,77.640000,17.33,0,0,25.480000,38.33,48.67,54.150000,17.34,0.000000,0.000000,0.000000,10.61,14.51,31,78,85,48.350000,2.880000,12,43.6,42,14.930000,3.660000,38.33,15.300000,31,101.397708,232.590000,0.000000,243.33,92.16,182

62,15:15-15:30,54,48.35,0.000000,48.35,96.700000,25.480000,29.010000,14.060000,2.840000,11.540000,31,271.970000,77.640000,18,0,0,25.480000,39,48.67,83.160000,18,0.000000,0.000000,0.000000,11.01,14.51,31,73,80,48.350000,2.880000,12.34,41.5,40,14.060000,3.660000,39,14.400000,31,93.563448,261.670000,0.000000,243.33,88.27,172

63,15:30-15:45,56,48.35,0.000000,48.35,96.700000,25.480000,29.010000,13.090000,2.840000,11.540000,31,271.970000,77.640000,18.67,24.18,29.01,25.480000,39.67,46.46,100.200000,18.66,0.000000,0.000000,0.000000,11.21,0,31,67,75,48.350000,2.880000,13,39.3,37,13.090000,3.660000,39.67,13.420000,31,85.330176,261.670000,0.000000,232.29,82.65,158

