Block,Time,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01072024/31072024/R2,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/11072024/11072024/IEX_240710_01473,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16
6,01:15-01:30,81.880000,29.860000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,29.860000,0.000000,29.780000,10.580000,81.880000,258.690000,10.380000,0.000000,90.990000,144.500000,132.160000,0.000000,5.790000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,18.84,0,0,41.67,0,0,0,18.83,41.67,56.5,16.34,0,0,0,33.42,0,0,0

7,01:30-01:45,81.880000,29.860000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,29.860000,0.000000,29.780000,10.580000,81.880000,258.690000,10.380000,0.000000,90.990000,144.500000,132.160000,0.000000,5.790000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,19,0,0,38.33,0,0,0,19,38.33,57,15.66,0,0,0,33.62,0,0,0

8,01:45-02:00,81.880000,29.860000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,29.860000,0.000000,29.780000,10.580000,81.880000,258.690000,10.380000,0.000000,90.990000,144.500000,132.160000,0.000000,5.790000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,19.16,0,0,38,0,0,0,19.17,38,57.5,15.34,0,0,0,33.82,0,0,0

9,02:00-02:15,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,30.830000,0.000000,29.270000,10.350000,81.880000,258.690000,10.230000,0.000000,90.990000,144.500000,132.160000,0.000000,5.650000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,19.34,0,0,45,0,0,0,19.33,45,58,15,0,0,0,34.02,0,0,0

10,02:15-02:30,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,30.830000,0.000000,28.760000,10.350000,81.880000,258.690000,10.230000,0.000000,90.990000,144.500000,132.160000,0.000000,5.650000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,19.66,0,0,45.33,0,0,0,19.67,45.33,59,15,0,0,0,33.82,0,0,0

11,02:30-02:45,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,30.830000,0.000000,28.760000,10.350000,81.880000,258.690000,10.230000,0.000000,90.990000,144.500000,132.160000,0.000000,5.650000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,20.34,0,0,45,0,0,0,20.33,45,61,14.66,0,0,0,24.61,0,0,0

12,02:45-03:00,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,32.750000,12.410000,30.830000,0.000000,28.760000,10.350000,81.880000,258.690000,10.230000,0.000000,90.990000,144.500000,132.160000,0.000000,5.650000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,20.66,0,0,44.33,0,0,0,20.67,44.33,62,14,0,0,0,23.81,0,0,0

13,03:00-03:15,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.920000,0.000000,90.990000,144.500000,132.160000,0.000000,5.510000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,21,0,0,44,0,0,0,21,44,63,14,0,0,0,17,0,0,0

14,03:15-03:30,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.920000,0.000000,90.990000,144.500000,132.160000,0.000000,5.510000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,21.34,0,0,43.67,0,0,0,21.33,43.67,64,13.66,0,0,0,16.6,0,0,0

15,03:30-03:45,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.920000,0.000000,90.990000,144.500000,132.160000,0.000000,5.510000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,14.16,0,0,43.33,0,0,0,14.17,43.33,42.5,13.34,0,0,0,16.2,0,0,0

16,03:45-04:00,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.920000,0.000000,90.990000,144.500000,132.160000,0.000000,5.510000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,13.84,0,0,43,0,0,0,13.83,43,41.5,13.34,0,0,0,15.8,0,0,0

17,04:00-04:15,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.600000,0.000000,90.990000,144.500000,132.160000,0.000000,5.380000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,13.5,0,0,50,0,0,0,13.5,50,40.5,13.34,0,0,0,16,0,0,0

18,04:15-04:30,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.600000,0.000000,90.990000,144.500000,132.160000,0.000000,5.380000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,13.34,0,0,49.33,0,0,0,13.33,49.33,40,13.34,0,0,0,15.6,0,0,0

19,04:30-04:45,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.600000,0.000000,90.990000,144.500000,132.160000,0.000000,5.380000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,20.66,0,0,49,0,0,0,20.67,49,62,13.34,0,0,0,15,0,0,0

20,04:45-05:00,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.760000,9.960000,81.880000,258.690000,9.600000,0.000000,90.990000,144.500000,132.160000,0.000000,5.380000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,20.34,0,0,48.67,0,0,0,20.33,48.67,61,13.34,0,0,0,14.6,0,0,0

21,05:00-05:15,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.260000,9.810000,81.880000,258.690000,9.300000,0.000000,90.990000,144.500000,132.160000,0.000000,5.190000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,19.84,0,0,48.33,0,0,0,19.83,48.33,59.5,16.66,0,0,0,11.21,0,0,0

22,05:15-05:30,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.260000,9.810000,81.880000,258.690000,9.300000,0.000000,90.990000,144.500000,132.160000,0.000000,5.190000,0.000000,61.410000,0.000000,14.530000,115.150000,86.890000,0,0,0,19.34,0,0,48,0,0,0,19.33,48,58,16.66,0,0,0,10.61,0,0,0

23,05:30-05:45,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.260000,9.810000,81.880000,258.690000,7.740000,0.000000,90.990000,144.500000,132.160000,0.000000,5.190000,0.000000,61.410000,0.000000,14.530000,101.370000,86.890000,0,0,0,14.16,0,0,47.67,0,0,0,14.17,47.67,42.5,16.66,0,0,0,10.21,0,0,0

24,05:45-06:00,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.000000,28.260000,9.810000,81.880000,258.690000,8.760000,0.000000,90.990000,144.500000,132.160000,0.000000,5.190000,0.000000,61.410000,0.000000,14.530000,101.370000,86.890000,0,0,0.25,14.16,0,0,47.33,0,0,1.432809,14.17,47.33,42.5,16.66,0,0.2,1.27,10.01,0,0,0

25,06:00-06:15,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,0.000000,28.260000,9.580000,81.880000,258.690000,8.760000,0.000000,100.360000,144.500000,132.160000,0.000000,5.050000,0.000000,61.410000,0.000000,14.530000,101.370000,86.890000,1,0,0.44,14,6.25,0.94,47,1,1,3.723354,14,47,42,16.66,0,1,2.23,9.81,0,11.08,0

26,06:15-06:30,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,0.200000,27.250000,9.580000,81.880000,258.690000,8.760000,0.190000,100.360000,144.500000,132.160000,0.000000,5.050000,0.190000,61.410000,0.000000,14.530000,101.370000,86.890000,4,0,0.94,13.84,9.09,3.31,46.67,2,1,7.690383,13.83,46.67,41.5,16.66,2,2,4.69,9.81,1,17.33,0

27,06:30-06:45,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,0.600000,27.250000,9.580000,81.880000,258.690000,8.760000,0.580000,100.360000,144.500000,132.160000,0.000000,5.050000,0.580000,61.410000,0.000000,14.530000,101.370000,86.890000,7,0,1.89,13.66,13.1,5.32,47,5,3,11.140821,13.67,47,41,16.66,5,5,9.48,10.21,3,24.93,0

28,06:45-07:00,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,0.950000,27.750000,9.580000,81.880000,258.690000,8.760000,0.920000,100.360000,144.500000,132.160000,0.000000,5.050000,0.920000,61.410000,0.000000,14.530000,66.070000,86.890000,14,0,3.23,13.5,22.03,7.98,47.33,8,6,14.562018,13.5,47.33,40.5,16.66,9,6,16.14,10.61,4,33,0

29,07:00-07:15,81.880000,24.910000,163.760000,20.470000,15.520000,0.000000,11.790000,0.000000,12.410000,30.830000,1.380000,28.760000,9.420000,81.880000,198.360000,8.530000,1.350000,100.360000,144.500000,132.160000,0.000000,4.910000,1.350000,61.410000,0.000000,14.070000,66.070000,67.990000,21,0,4.76,13.84,33,11.95,31.67,11,9,17.914986,13.83,31.67,41.5,11.66,16,7,23.81,10.81,5,33,0

30,07:15-07:30,81.880000,24.910000,163.760000,20.470000,15.520000,0.000000,11.790000,0.000000,12.410000,30.830000,1.890000,29.270000,9.420000,81.880000,198.360000,8.530000,1.840000,100.360000,144.500000,132.160000,0.000000,4.910000,1.840000,61.410000,0.000000,14.070000,66.070000,67.990000,35,0,6.6,14.16,33,17.22,32,16,15,21.258207,14.17,32,42.5,11.66,26,11.5,32.98,11.01,8,33,0

31,07:30-07:45,81.880000,25.360000,163.760000,20.470000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,2.480000,29.780000,9.420000,81.880000,195.860000,8.530000,2.420000,100.360000,144.500000,132.160000,0.000000,4.910000,2.420000,61.410000,0.000000,14.070000,66.070000,67.990000,42,0,8.77,14.66,33,16.67,41.67,20,18,32.418522,14.67,41.67,44,12,33,15.5,43.87,10.81,10,33,0

32,07:45:08:00,81.880000,25.360000,163.760000,20.470000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,3.410000,29.780000,9.420000,81.880000,198.360000,8.530000,3.320000,100.360000,144.500000,132.160000,0.000000,4.910000,3.320000,61.410000,0.000000,14.070000,66.070000,67.990000,53,0,11.05,14.84,33,18.34,42,27,22,36.366057,14.83,42,44.5,12.34,33,18.5,55.28,10.81,13,33,0

33,08:00-08:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,4.360000,29.270000,9.190000,0.000000,198.360000,8.140000,4.260000,100.360000,144.500000,132.160000,0.000000,4.770000,4.260000,0.000000,0.000000,14.070000,70.220000,67.990000,67,0,15.62,15.34,33,25,42.67,30,28,40.050423,15.33,42.67,46,12.66,33,22.5,78.12,14.6,15,33,0

34,08:15-08:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,5.330000,29.270000,9.190000,0.000000,198.360000,8.140000,5.200000,100.360000,144.500000,132.160000,0.000000,4.770000,5.200000,0.000000,0.000000,14.070000,70.220000,67.990000,81,0,18.77,15.84,33,32,43.33,36,34,43.500861,15.83,43.33,47.5,13,33,25.5,93.83,15,17,33,0

35,08:30-08:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,6.310000,29.270000,9.190000,0.000000,198.360000,8.140000,6.160000,71.460000,144.500000,132.160000,0.000000,4.770000,6.160000,0.000000,0.000000,14.070000,70.220000,57.510000,81,0,21.77,16.34,33,38,43.33,40,34,47.380167,16.33,43.33,49,14,33,28.5,108.86,15.4,19,33,0

36,08:45:09:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,7.230000,29.270000,9.190000,0.000000,198.360000,8.140000,7.050000,52.980000,144.500000,132.160000,0.000000,4.770000,7.050000,0.000000,0.000000,14.070000,70.220000,57.510000,95,0,24.78,16.66,33,45,43.33,47,40,51.07428,16.67,43.33,50,14.34,33,31.5,123.92,15.8,22,33,0

37,09:00:09:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,8.070000,27.240000,9.190000,0.000000,198.360000,7.740000,7.870000,52.980000,144.500000,132.160000,0.000000,4.630000,7.870000,0.000000,0.000000,14.070000,70.220000,57.510000,109,0,27.96,17.5,33,50,43.33,53,46,49.768182,17.5,43.33,52.5,14.66,33,32.5,139.79,12.01,26,33,0

38,09:15-09:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,9.740000,27.240000,9.190000,0.000000,198.360000,7.740000,9.510000,52.980000,144.500000,132.160000,0.000000,4.630000,9.510000,0.000000,0.000000,14.070000,70.220000,57.510000,119,0,31.41,18,33,56,44,59,51,52.663041,18,44,54,14.66,33,34.5,157.05,12.01,28,33,0

39,09:30-09:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,10.530000,28.250000,9.050000,0.000000,109.820000,7.740000,10.280000,52.980000,144.500000,112.710000,0.000000,4.630000,10.280000,0.000000,0.000000,14.070000,70.220000,57.510000,130,0,34.57,18.34,33,61,44.67,64,55,60.314436,18.33,44.67,55,15,33,39.5,172.87,12.01,30,33,0

40,09:45-10:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,11.280000,28.250000,9.050000,0.000000,109.820000,7.740000,11.000000,52.980000,144.500000,112.710000,0.000000,4.630000,11.000000,0.000000,0.000000,14.070000,70.220000,57.510000,140,0,37.47,19.16,33,67,45,70,60,68.472675,19.17,45,57.5,15.34,33,39.5,187.36,12.01,33,33,0

41,10:00-10:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,12.530000,28.250000,9.050000,0.000000,109.820000,7.740000,12.220000,52.980000,144.500000,112.710000,0.000000,4.540000,12.220000,0.000000,0.000000,14.070000,66.070000,57.510000,158,0,39.67,19.66,33,72,46,74,67,76.679649,19.67,46,59,16,33,40.5,198.36,12.6,35,33,0

42,10:15-10:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,13.920000,28.250000,9.050000,0.000000,109.820000,7.740000,13.580000,52.980000,144.500000,132.160000,0.000000,4.540000,13.580000,0.000000,0.000000,14.070000,66.070000,57.510000,168,0,41.69,20.5,33,76,47.33,79,72,84.847635,20.5,47.33,61.5,16.34,33,42.5,208.45,13.6,38,33,0

43,10:30-10:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,14.750000,28.760000,9.050000,0.000000,138.720000,7.740000,14.380000,52.980000,144.500000,132.160000,0.000000,4.540000,14.380000,0.000000,0.000000,14.070000,66.070000,57.510000,175,0,45.33,20.84,33,79,48.33,83,75,103.990743,20.83,48.33,62.5,17.34,33,43,226.67,14.2,40,33,0

44,10:45-11:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,15.590000,28.760000,9.050000,0.000000,162.800000,7.740000,15.200000,52.980000,144.500000,132.160000,0.000000,4.540000,15.200000,0.000000,0.000000,14.070000,66.070000,57.510000,179,0,46,21.16,33,82,49.33,88,76,103.834791,21.17,49.33,63.5,17.66,33,44,230,15,42,33,0

45,11:00-11:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.030000,27.760000,9.050000,0.000000,162.800000,8.220000,15.640000,52.980000,144.500000,132.160000,0.000000,4.450000,15.640000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,21.66,33,85,50,91,78,103.133007,21.67,50,65,18.34,33,45,230,11.01,44,33,0

46,11:15-11:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.310000,27.760000,9.050000,0.000000,162.800000,8.220000,15.920000,52.980000,144.500000,132.160000,0.000000,4.450000,15.920000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,22.5,33,87,50.67,91,78,101.875644,22.5,50.67,67.5,18.66,33,45,230,11.01,44,33,0

47,11:30-11:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.630000,27.250000,8.580000,0.000000,162.800000,8.220000,16.220000,52.980000,144.500000,132.160000,0.000000,4.450000,16.220000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,23.34,33,88,56.33,89,78,109.088424,23.33,56.33,70,18.34,33,45,230,11.01,43,33,0

48,11:45-12:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.700000,27.250000,8.580000,0.000000,162.800000,8.220000,16.290000,52.980000,144.500000,132.160000,0.000000,4.450000,16.290000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,24.16,33,88,57,89,78,115.258275,24.17,57,72.5,18.66,33,46,230,11.01,43,33,0

49,12:00-12:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.790000,27.250000,8.580000,0.000000,162.800000,8.370000,16.380000,52.980000,144.500000,132.160000,0.000000,4.450000,16.380000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,21.84,33,88,57.67,89,78,116.535132,21.83,57.67,65.5,18.66,33,46,230,11.41,43,33,0

50,12:15-12:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.860000,28.260000,8.580000,0.000000,162.800000,8.370000,16.450000,52.980000,144.500000,132.160000,0.000000,4.450000,16.450000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,21.5,33,88,58.33,89,78,122.773212,21.5,58.33,64.5,19,33,46,230,11.81,43,33,0

51,12:30-12:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.810000,28.260000,8.580000,0.000000,174.360000,8.370000,16.400000,52.980000,144.500000,132.160000,0.000000,4.450000,16.400000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,21.84,33,88,59.67,89,78,118.611243,21.83,59.67,65.5,19.66,33,46,230,7.01,43,33,0

52,12:45-13:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.780000,28.260000,8.580000,0.000000,174.360000,8.370000,16.370000,52.980000,144.500000,132.160000,0.000000,4.450000,16.370000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,22.5,33,88,61,89,78,113.981418,22.5,61,67.5,20.34,33,45,230,7.01,43,33,0

53,13:00-13:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.700000,28.260000,9.050000,0.000000,121.380000,8.370000,16.290000,52.980000,144.500000,132.160000,0.000000,4.630000,16.290000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,23.16,33,88,62.67,89,78,107.938278,23.17,62.67,69.5,21,33,45,230,7.01,43,33,0

54,13:15-13:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.590000,28.260000,9.050000,0.000000,126.190000,8.370000,16.190000,52.980000,144.500000,132.160000,0.000000,4.630000,16.190000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,24,33,86,64.33,89,78,100.910691,24,64.33,72,21.66,33,45,230,7.01,43,33,0

55,13:30-13:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,16.290000,28.260000,9.050000,0.000000,160.680000,8.530000,15.890000,52.980000,144.500000,132.160000,0.000000,4.630000,15.890000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,24.66,33,86,65,89,78,113.435586,24.67,65,74,22.34,33,44,230,7.01,43,33,0

56,13:45-14:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,3.850000,0.000000,12.410000,30.830000,15.990000,29.270000,9.050000,0.000000,160.680000,8.530000,15.600000,52.980000,144.500000,132.160000,0.000000,4.630000,15.600000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,25.34,33,86,66,89,78,108.620568,25.33,66,76,23,33,44,230,7.01,43,33,0

