Block,Time Block,DADRI_GF,DADRI_LF,DADRI_CRF,AURY_RF,DADRI_RF,TelanganaSTPP,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,SIMHST2,TALST2,SINGRAULI_HYDRO,TALA,SINGRAULI,TANAKPUR,TANDA2,TEHRI,JHAJJAR,FSTPP I & II,SIMHST1,SALAL,SEWA2,SASAN,RIHAND3,RAPPB,NLCIIST2,RIHAND2,NLCTS2EXP,NNTPP,RAMPUR,RIHAND1,NTPL,RSTPSU1TO6,PARBATI3,RAPPC,RSTPSU7,NLCIIST1,MAPS,NAPP,NJPC,NLCEXP,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,BRBCL,CHAMERA2,KISHANGANGA,KUDGI,KHSTPP-II,KGSU1AND2,KHSTPP-I,KGSU3AND4,KKNP,KKNPPU2,KOTESHWR,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0,0,0,0,0,0,0,22.38,0,0.63,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,1.48,0,0,229.52,10.98,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,78.32,0,18.38,0,0,0,8.52,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,22.38,0,0.63,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,1.48,0,14.15,229.52,10.98,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,78.32,0,18.38,0,0,0,8.52,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,22.38,0,0.63,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,1.48,0,14.15,229.52,10.98,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,78.32,0,18.38,0,0,0,8.52,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,22.38,0,0.63,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,1.48,0,14.15,229.52,10.98,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,78.32,0,18.38,0,0,0,8.52,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,22.38,0,0.63,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,1.48,0,14.15,229.52,10.98,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,78.32,0,18.38,0,0,0,8.52,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,22.38,0,0.63,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,1.48,0,14.15,229.52,10.98,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,91.85,0,18.38,0,0,0,8.52,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,29.4,0,0.63,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.62,0,134.12,1.48,0,28.3,229.52,13.58,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,120.78,0,24.51,0,0,0,8.52,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,29.4,0,0.63,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.62,0,134.12,1.48,0,28.3,229.52,13.58,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,29.4,0,0.63,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.62,0,134.12,1.48,0,28.3,291.17,13.58,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,18.18,0,0,15.82,393.88,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.34,0,0,0,0.62,0,134.12,0,0,42.46,350.7,18.94,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,36.37,0,0,15.82,482.67,0,0,0,19.2,0,0,0,142.38,0,31.62,0,0,0,8.52,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,42.46,414.94,18.94,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,3.43,51.78,0,0,0,42.24,55.73,0,8.78,15.82,548.96,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,17.04,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,42.46,417.31,18.94,0,1.34,0,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,3.43,51.78,0,0,0,42.24,82.74,0,26.32,31.64,596.2,13.49,2.11,9.29,19.2,2.55,0,0,142.38,0,31.76,0,0,0,25.56,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,1.34,7.58,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,3.43,51.78,0,0,0,42.24,109.11,0,35.09,31.64,599.08,26.93,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,1.34,7.58,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,15.88,51.78,0,0,0,42.24,109.11,0,35.09,31.64,644.92,26.93,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,1.34,7.86,402.06,59.68,0,0,114.02,0,0,0,43.2,0,0,15.88,51.78,0,0,0,42.24,109.11,0,35.09,31.64,655.88,26.93,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,8.92,7.86,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,15.88,51.78,0,0,0,42.24,109.11,0,35.09,31.64,655.88,26.93,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,40.16,7.86,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,3.43,51.78,0,0,0,42.24,109.11,0,26.32,31.64,655.88,26.93,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,40.16,7.86,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,109.11,0,17.54,31.64,655.88,26.93,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,40.7,0,0.63,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0,0,56.62,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,109.11,0,0,31.64,655.88,26.93,2.11,9.29,19.2,1.92,0,0,142.38,0,31.76,0,0,0,25.56,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,40.7,0,2.12,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,5.53,0,56.62,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,82.83,0,0,31.64,655.88,13.49,0,9.29,19.2,0,0,0,142.38,0,31.76,0,0,0,25.56,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,5.53,0,56.62,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,60.02,0,0,31.64,655.88,13.49,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,17.04,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,5.53,0,56.62,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,40.01,0,0,15.82,655.88,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,17.04,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,5.53,0,56.62,417.31,18.94,0,8.92,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,18.18,0,0,15.82,655.88,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,17.04,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,40.7,0,2.12,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,5.53,0,56.62,417.31,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,655.88,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,40.7,0,2.12,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,5.53,0,56.62,417.31,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,655.88,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,40.7,0,1.07,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,0,0,42.46,360.69,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,537.66,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,40.7,0,1.07,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,0,0,42.46,301.16,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,463.73,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,40.7,0,1.07,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,0,0,28.3,251.24,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,40.7,0,8.48,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,0,0,28.3,251.24,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,128.17,0,0,28.3,251.24,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,142.38,0,31.76,0,0,0,8.52,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,33.97,0,25.43,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.62,0,128.17,0,0,28.3,251.24,17.14,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,33.97,0,25.43,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.62,0,128.17,0,0,28.3,251.24,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,33.97,0,5.3,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.62,0,128.17,0,0,14.15,251.24,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,33.97,0,1.59,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.62,0,128.17,0,0,0,230.68,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,33.97,0,1.59,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.62,0,128.17,0,0,0,230.68,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,303.39,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,33.97,0,1.59,0,7.81,0,0,0,0,0,10.33,21.41,0,0,0,0.62,0,133.23,0.24,0,0,229.52,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,10.33,19.2,0,0,0,0.62,0,134.12,0.24,0,0,229.52,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,26.82,0,0,0,8.52,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,23.66,0,1.07,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,0.62,0,134.12,0.24,0,0,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,24.51,0,0,0,8.52,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,22.38,0,1.07,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,0.62,0,134.12,0.24,0,0,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,24.51,0,0,0,8.52,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,0.62,0,134.12,0.24,0,0,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,24.51,0,0,0,8.52,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,10.33,13.94,0,0,0,0.62,0,134.12,0.24,0,0,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,24.51,0,0,0,8.52,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,0.24,0,14.09,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,18.38,0,0,0,8.52,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,0.24,0,14.09,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,120.78,0,18.38,0,0,0,8.52,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,0.24,0,28.19,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,265.13,0,0,0,19.2,0,0,0,92.81,0,18.38,0,0,0,8.52,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,0.24,0,28.19,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,321.09,0,0,0,19.2,0,0,0,92.81,0,18.38,0,0,0,8.52,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,22.38,0,0.84,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,0.62,0,134.12,0.24,0,28.19,229.52,10.98,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,92.81,0,20.55,0,0,0,8.52,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,25.7,0,0.84,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,28.19,229.52,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,92.81,0,20.55,0,0,0,8.52,0,0,0,0,0,0

