Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/2197,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1766,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/3428,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1475,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/12/20/4544,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/7739,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07
11,02:30-02:45,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.84,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,40,0,88.66,40,120,37,88.67,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.84,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,40,0,88.66,40,120,36.67,88.67,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,39.67,0,86.66,39.66,119,31,86.67,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,39.67,0,86.66,39.66,119,31,86.67,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,39.17,0,86.66,39.16,117.5,27.67,86.67,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,38.33,0,85,38.34,115,27.33,85,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.74,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,30,0,73.34,30,90,21.67,73.33,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.23,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,29.67,0,73.34,29.67,88.99,21.33,73.33,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.23,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,29.17,0,73.34,29.17,87.49,17.67,73.33,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,6,95.13,25.97,0,8.66,25.97,64.44,8.66,0,57.42,25.97,0,1.57,1.74,25.23,0,0,0,0,70.13,0,0.69,31.71,0,52.9,150,1.14,28.67,0,71.66,28.67,85.99,17.33,71.67,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,6,95.13,25.97,0,8.66,25.97,88.49,8.66,0,57.42,25.97,0,1.57,1.74,24.22,0,0,0,0,70.13,0,0.69,31.71,0,59.63,150,1.14,26.67,0,71.66,26.67,79.99,17,71.67,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,6,95.13,25.97,0,8.66,25.97,112.53,8.66,0,79.15,25.97,0,1.57,1.74,24.22,0,0,0,0,70.13,0,0.69,31.71,0,59.63,150,1.14,26.67,0,71.66,26.67,79.99,16.67,71.67,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,6,95.13,25.97,0,8.66,25.97,112.81,8.66,0,79.15,25.97,0,1.57,1.74,24.22,0,0,0,0,70.13,0,0.69,31.71,0,59.63,150,1.14,26.67,0,70,26.67,79.99,16.67,70,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,6,95.13,25.97,0,8.66,25.97,112.81,8.66,0,79.15,25.97,0,1.57,1.74,24.22,0,0,0,0,65.99,0,0.69,31.71,0,59.63,150,1.14,26.33,0,70,26.33,79.01,16.67,70,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,6,0,28.85,0,8.66,28.85,112.81,8.66,0,79.15,28.85,0,1.57,1.74,24.22,0,0,0,0,65.99,0,0.69,0,0,88.49,150,1.14,23.33,0,70,23.33,70.01,16.67,70,0.71,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,6,0,28.85,0,8.66,28.85,112.81,8.66,0,79.15,28.85,0,1.57,1.74,24.22,0,0,0,0,65.99,0,0.69,0,0,94.26,150,1.14,23.33,0,70,23.33,70.01,16.67,70,1.3,0,0,0,0,0,0,0,0.3,0

27,06:30-06:45,0,0,6,0,31.74,0,8.66,31.74,130.56,8.66,0,86.75,31.74,0,1.57,1.74,24.22,0,0,0,32,74.47,0,0.69,0,0,100.2,150,1.14,29.17,1,70,29.17,87.49,18.67,70,3.02,0.18,0,0,0,0,0,0,0.73,0

28,06:45-07:00,0,0,6,0,31.74,0,8.66,31.74,130.56,8.66,0,86.75,31.74,0.16,1.57,1.74,24.22,0,0.16,0,32,82.96,0,0.69,0,0.16,100.2,150,1.14,28.67,6,70,28.67,85.99,18.33,70,6.1,3.75,0,0,0,0,0,0,1.07,0

29,07:00-07:15,0.11,0,6,0,31.74,32,8.66,31.74,130.56,8.66,0,86.75,31.74,0.36,1.57,1.84,24.22,0,0.35,0,32,115,22.12,0.69,0,0.35,100.2,150,1.14,28.33,11,70,28.33,85.01,21.67,70,14.7,13.77,0.16,2,0,1,0,0.58,3.03,1

30,07:15-07:30,0.54,1,6,0,31.74,32,8.66,31.74,130.56,8.66,0,86.75,31.74,0.71,1.57,1.84,24.22,0,0.69,0,32,115,11.54,0.69,0,0.69,100.2,150,1.14,28.33,18,70,28.33,85.01,21.67,70,25.38,25.45,6.3,3,1,2,1,2.68,5.46,4

31,07:30-07:45,1.18,3,6,0,34.62,32,8.66,34.62,130.56,8.66,0,86.75,34.62,1.2,1.57,1.84,24.22,0,1.17,0,32,115,11.54,0.69,0,1.17,100.2,150,1.07,30,24,61.66,30,90,21.67,61.67,27.25,27.25,14.79,6,2,5,3,5.89,8.23,7

32,07:45-08:00,3.34,4,6,0,34.62,32,8.66,34.62,130.56,8.66,0,86.75,34.62,1.86,1.57,1.84,24.22,0,1.81,0,32,115,9.62,0.69,0,1.81,100.2,150,1.07,29.67,26.84,60,29.67,88.99,21.67,60,26.83,26.83,24.08,8,4,8,4,16.69,11,11

33,08:00-08:15,6.54,8,6,0,36.55,32,11.54,36.55,130.56,11.54,0,86.75,36.55,2.97,1.57,1.74,24.22,0,2.9,0,32,115,14.43,0.69,0,2.9,100.2,150,1.07,29.17,29.9,56.66,29.17,87.49,21.67,56.67,29.9,29.9,33.1,13,5,17,7,32.68,17.59,18

34,08:15-08:30,10.81,12,6,0,36.55,32,11.54,36.55,130.56,11.54,0,86.75,36.55,3.6,1.57,1.74,24.22,0,3.51,0,32,115,18.27,0.69,0,3.51,100.2,150,1.07,28.67,29.9,53.34,28.67,85.99,21.67,53.33,29.9,29.9,42.25,22,7,23,12,54.06,24.24,28

35,08:30-08:45,15.34,15,6,0,36.55,32,14.43,36.55,130.56,14.43,0,86.75,36.55,4.46,1.57,1.74,24.22,0,4.35,0,0,115,24.04,0.69,0,4.35,100.2,150,1.07,28,30.4,51.66,28,84,21.67,51.67,30.4,30.4,51.2,25,12,31,18,76.71,30.83,42

36,08:45-09:00,19.75,19,6,0,36.55,32,14.43,36.55,130.56,14.43,0,86.75,36.55,5.43,1.57,1.74,24.22,0,5.3,0,0,115,27.89,0.69,0,5.3,100.2,150,1.07,27.5,30.8,50.34,27.5,82.5,21.67,50.33,30.8,30.8,59.6,37,18,39,24,98.74,37.44,56

37,09:00-09:15,24.2,19,2.4,0,28.85,32,14.43,28.85,130.56,14.43,0,86.75,28.85,6.7,1.57,1.74,24.22,0,6.54,0,32,115,0,0.69,0,6.54,100.2,150,1.07,25.83,30.8,42.66,25.83,77.51,18,42.67,30.8,30.8,84.39,46,22,39,30,121.03,44.13,70

38,09:15-09:30,28.4,23,2.4,0,28.85,32,14.43,28.85,130.56,14.43,0,86.75,28.85,7.64,1.57,1.74,24.22,0,7.46,0,32,115,0,0.69,0,7.46,100.2,150,1.07,25,30.8,40,25,75,17.67,40,30.8,30.8,92.15,55,26,47,36,142.02,50.73,84

39,09:30-09:45,32.49,25,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,8.65,1.57,1.74,24.22,0,8.44,0,0,115,0,0.69,0,8.44,100.2,150,1.07,23.5,30.8,38.34,23.5,70.5,17.33,38.33,30.8,30.8,98.73,58,29,50,39,162.44,57.53,91

40,09:45-10:00,36.19,29,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,10.24,1.57,1.74,24.22,0,9.99,0,0,65.99,0,0.69,0,9.99,100.2,150,1.07,21.83,30.8,36.66,21.83,65.51,18,36.67,30.8,30.8,104.53,65,31,57,45,180.96,63.6,105

41,10:00-10:15,40.6,30,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,11.13,1.62,1.74,23.22,0,10.86,0,0,65.99,0,0,0,10.86,100.2,150,1.07,25.83,30.8,36.66,25.83,77.51,18.33,36.67,30.8,30.8,108.8,68,33,60,51,203,72.17,119

42,10:15-10:30,43.43,33,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,11.82,1.62,1.74,23.22,0,11.54,0,0,65.99,0,0,0,11.54,100.2,150,1.07,25.5,30.8,39,25.5,76.5,18.33,39,30.8,30.8,111.55,74,35,67,57,217.13,76.75,133

43,10:30-10:45,45.85,35,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,12.58,1.62,1.74,23.22,0,12.27,0,0,65.99,0,0.69,0,12.27,100.2,150,1.07,21.67,30.8,39.66,21.67,64.99,19,39.67,30.8,30.8,93.27,77,37,70,63,229.24,79.78,147

44,10:45-11:00,47.85,37,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,13.28,1.62,1.74,23.22,0,12.96,0,0,65.99,0,0.69,0,12.96,100.2,150,1.07,21.67,30.8,41,21.67,64.99,19.67,41,30.8,30.8,97.86,80,38,75,69,239.25,83.86,161

45,11:00-11:15,45.92,35,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,13.71,1.62,1.84,22.21,0,13.38,0,0,65.99,0,0.69,0,13.38,100.2,150,0.99,17.67,30.8,42,17.67,52.99,16.67,42,30.8,30.8,102.11,84,40,70,67,229.58,84.99,158

46,11:15-11:30,45.92,37,2.4,0,28.85,0,14.43,28.85,130.56,14.43,0,86.75,28.85,14.29,1.62,1.84,22.21,0,13.93,0,0,65.99,0,0.69,0,13.93,100.2,150,0.99,18.83,30.8,44.34,18.83,56.51,17.33,44.33,30.8,30.8,106.14,87,41,73,70,229.58,84.99,165

47,11:30-11:45,45.92,33,2.4,0,28.85,0,14.43,28.85,112.32,14.43,0,76.49,28.85,14.49,1.62,1.84,22.21,0,14.13,0,0,65.99,0,0.69,0,14.13,100.2,150,0.99,20,30.8,46.66,20,60,18,46.67,30.8,30.8,109.79,88,41,67,61,229.58,84.99,144

48,11:45-12:00,45.92,35,2.4,0,28.85,0,14.43,28.85,112.32,14.43,0,76.49,28.85,14.49,1.62,1.84,22.21,0,14.13,0,0,65.99,0,0.69,0,14.13,100.2,150,0.99,21.33,30.8,48.66,21.33,64.01,18.67,48.67,30.8,30.8,112.99,88,42,70,63,229.58,84.99,147

49,12:00-12:15,45.92,33,2.4,0,28.85,0,14.43,28.85,112.32,14.43,0,76.49,28.85,14.49,1.66,1.74,22.21,0,14.13,0,0,65.99,0,0.69,0,14.13,100.2,150,0.99,20,30.8,45,20,60,18.33,45,30.8,30.8,112.92,88,42,67,64,229.58,84.99,151

50,12:15-12:30,45.92,33,2.4,0,28.85,0,14.43,28.85,112.32,14.43,0,76.49,28.85,14.49,1.66,1.74,22.21,0,14.13,0,0,65.99,0,0.69,0,14.13,100.2,150,0.99,21.67,30.8,47,21.67,64.99,21,47,30.8,30.8,114.09,88,43,67,64,229.58,84.99,151

51,12:30-12:45,45.92,33,2.4,0,28.85,0,14.43,28.85,112.32,14.43,0,76.49,28.85,14.49,1.66,1.74,22.21,0,14.13,0,0,65.99,0,0.69,0,14.13,100.2,150,0.99,27.67,30.8,59.66,27.67,82.99,22.33,59.67,30.8,30.8,114.63,88,42,67,61,229.58,84.99,144

52,12:45-13:00,45.92,33,2.4,0,28.85,0,14.43,28.85,112.32,14.43,0,71.77,28.85,14.49,1.66,1.74,22.21,0,14.13,0,0,65.99,0,0.69,0,14.13,100.2,150,0.99,29.17,30.8,62,29.17,87.49,22.67,62,30.8,30.8,114.64,88,42,67,61,229.58,84.99,144

53,13:00-13:15,45.92,33,2.4,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,14.49,1.66,1.74,23.22,0,14.13,0,0,70.13,0,0.73,0,14.13,100.2,150,1.07,30.5,30.8,64.34,30.5,91.5,23,64.33,30.8,30.8,113.49,88,42,67,61,229.58,78.22,144

54,13:15-13:30,45.92,33,2.4,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,14.49,1.66,1.74,23.22,0,14.13,0,0,70.13,0,0.73,0,14.13,57.71,150,1.07,31.5,30.8,65,31.5,94.5,23.33,65,30.8,30.8,111.16,88,41,67,61,229.58,76.41,144

55,13:30-13:45,45.92,32,3,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,14.08,1.66,1.74,23.22,0,13.73,0,0,70.13,0,0.73,0,13.73,54.82,150,1.07,32.33,30.8,65,32.33,97.01,29.33,65,30.8,30.8,106.47,86,40,63,57,229.58,74.61,133

56,13:45-14:00,45.92,31,3.6,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,13.83,1.66,1.74,23.22,0,13.49,0,0,70.13,0,0.73,0,13.49,54.82,150,1.07,32.83,30.8,65,32.83,98.51,29.67,65,30.8,30.8,102.71,84,39,61,55,229.58,72.8,130

57,14:00-14:15,45.46,27,4,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,13.22,1.71,1.74,23.22,0,12.89,0,0,70.13,0,0.73,0,12.89,62.52,150,1.14,24.17,30.8,54.34,24.17,72.49,30,54.33,30.8,30.8,98.21,77,38,55,51,227.29,69.02,119

58,14:15-14:30,44.66,25,4.4,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,12.46,1.71,1.74,23.22,0,12.16,0,0,70.13,0,0.73,0,12.16,62.52,150,1.14,24.17,30.8,55,24.17,72.49,30.67,55,30.8,30.8,93.47,73,36,50,48,223.32,65.25,112

59,14:30-14:45,42.79,23,5,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,11.74,1.71,1.74,23.22,0,11.45,0,0,70.13,0,0,0,11.45,86.56,150,1.14,22,30.8,48.34,22,66,31.33,48.33,30.8,30.8,88.07,67,34,47,45,213.95,61.47,105

60,14:45-15:00,40.29,22,6,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,10.83,1.71,1.74,23.22,0,10.56,0,0,70.13,0,0,0,10.56,100.2,150,1.14,22.5,30.8,48.34,22.5,67.5,31.67,48.33,30.8,30.8,82.35,63,32,43,40,201.45,57.7,95

61,15:00-15:15,37.63,20,7,0,28.85,0,8.66,28.85,94.56,8.66,0,66,28.85,9.92,1.71,1.84,23.22,0,9.67,0,0,70.13,0,0.73,0,9.67,100.2,150,1.22,22.5,31.3,61.66,22.5,67.5,31.67,61.67,31.3,31.3,73.21,59,27,40,36,188.17,52.44,84

62,15:15-15:30,34.93,18,7,0,28.85,0,8.66,28.85,112.32,8.66,0,66,28.85,8.77,1.71,1.84,23.22,0,8.56,0,0,70.13,0,0.73,0,8.56,100.2,150,1.22,22.5,31.3,62,22.5,67.5,31.67,62,31.3,31.3,66.84,55,25,35,31,174.65,47.19,74

63,15:30-15:45,31.94,15,7,0,28.85,0,8.66,28.85,112.32,8.66,0,76.49,28.85,7.75,1.71,1.84,23.22,0,7.56,0,0,65.99,0,0.73,0,7.56,100.2,150,1.22,22.5,30,75,22.5,67.5,31.67,75,31.95,31.95,59.55,46,22,30,27,159.73,41.93,63

64,15:45-16:00,28.73,13,7,0,28.85,0,8.66,28.85,112.32,8.66,0,76.49,28.85,6.74,1.71,1.84,23.22,0,6.58,0,0,65.99,0,0.73,0,6.58,100.2,150,1.22,22.5,25.99,75,22.5,67.5,31.67,75,32.9,32.9,52.1,40,18,27,24,143.64,36.67,56

65,16:00-16:15,25.27,11,7,0,28.85,0,8.66,28.85,130.56,8.66,0,86.75,28.85,5.69,1.71,1.74,23.22,0,5.55,0,0,65.99,0,0.73,0,5.55,100.2,150,1.3,22.5,20,79.34,22.5,67.5,31.67,79.33,33,33,43.08,32,14,22,19,126.33,30.99,46

66,16:15-16:30,21.6,9,7,0,28.85,0,8.66,28.85,130.56,8.66,0,86.75,28.85,4.6,1.71,1.74,24.22,0,4.49,0,0,74.47,0,0.73,0,4.49,100.2,150,1.3,22.5,13,78.34,22.5,67.5,31.67,78.33,26.02,33,33,24,8,18,15,108.03,25.3,35

67,16:30-16:45,17.54,7,7,0,34.62,0,8.66,34.62,130.56,8.66,0,86.75,34.62,3.5,1.71,1.74,24.22,0,3.42,0,31,82.96,0,0.77,0,3.42,100.2,150,1.3,22.5,7,77,22.5,67.5,31.67,77,14.9,24.02,21.71,17,5,13,10,87.68,19.62,25

68,16:45-17:00,12.54,4,7,0,34.62,0,8.66,34.62,130.56,8.66,0,86.75,34.62,2.43,1.71,1.74,24.22,0,2.37,0,31,115,173.12,0.77,0,2.37,100.2,150,1.3,22.5,1,76.66,22.5,67.5,31,76.67,6.22,9.75,14.76,13,5,9,6,62.71,13.94,14

69,17:00-17:15,7.77,3,7,0,38.47,0,14.43,38.47,130.56,14.43,0,86.75,38.47,1.78,1.71,1.74,24.22,0,1.73,0,31,115,156.77,0.77,0,1.73,100.2,150,1.38,22.5,0,80,22.5,67.5,26.67,80,1.49,3.57,7.44,10,2,6,3,38.86,10.63,7

70,17:15-17:30,4.02,1,7,0,38.47,0,14.43,38.47,130.56,14.43,0,86.75,38.47,1.2,1.71,1.74,24.73,0,1.17,0,31,115,156.77,0.77,0,1.17,100.2,150,1.38,22.5,0,80,22.5,67.5,26.67,80,2.3,1.01,0,7,1,2,1,20.08,7.31,4

71,17:30-17:45,1.26,0,7,0,38.47,0,14.43,38.47,130.56,14.43,0,86.75,38.47,0.7,1.71,1.74,25.74,0,0.68,0,31,115,155.81,0.77,0,0.68,100.2,150,1.38,22.5,0,80,22.5,67.5,28.33,80,1.31,0.05,0,3,0,1,0,6.3,3.99,1

72,17:45-18:00,0.08,0,7,0,38.47,0,14.43,38.47,130.56,14.43,0,86.75,38.47,0.25,1.71,1.74,25.74,0,0.24,0,31,115,170.24,0.77,0,0.24,100.2,150,1.38,22.5,0,80,22.5,67.5,29.33,80,0.74,0.03,0,2,0,0,0,0.42,0.68,0

73,18:00-18:15,0,0,7,0,38.47,0,14.43,38.47,130.56,14.43,0,86.75,38.47,0,1.66,1.74,25.74,50,0,150,31.5,115,167.35,0.77,0,0,100.2,150,1.38,23.33,0,81.66,23.33,70.01,30.67,81.67,0,0,0,0,0,0,0,0,0.38,0

74,18:15-18:30,0,0,7,0,37.51,0,14.43,37.51,130.56,14.43,0,86.75,37.51,0,1.66,1.74,25.74,50,0,150,31.5,115,169.28,0.77,0,0,100.2,150,1.38,24.17,0,81.66,24.17,72.49,32,81.67,0,0,0,0,0,0,0,0,0.17,0

75,18:30-18:45,0,0,7,0,37.51,0,14.43,37.51,130.56,14.43,0,86.75,37.51,0,1.66,1.74,25.74,50,0,150,31.5,115,170.24,0.77,0,0,100.2,150,1.38,25.83,0,81.66,25.83,77.51,31.67,81.67,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,7,0,37.51,0,14.43,37.51,130.56,14.43,0,86.75,37.51,0,1.66,1.74,25.74,50,0,150,31.5,115,176.01,0.77,0,0,100.2,150,1.38,28.33,0,81.66,28.33,85.01,32.67,81.67,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,7,0,37.51,0,8.66,37.51,130.56,8.66,0,86.75,37.51,0,1.66,1.84,25.74,50,0,150,31.5,115,176.97,0.77,0,0,100.2,150,1.3,30,0,83.34,30,90,21.67,83.33,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,7,0,37.51,0,8.66,37.51,130.56,8.66,0,86.75,37.51,0,1.66,1.84,25.23,50,0,150,31.5,115,179.86,0.77,0,0,100.2,150,1.3,31.67,0,83.34,31.67,94.99,22.67,83.33,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,7,0,37.51,0,8.66,37.51,130.56,8.66,0,86.75,37.51,0,1.66,1.84,25.23,50,0,150,31.5,115,0,0.77,0,0,100.2,150,1.3,36.67,0,83.34,36.67,109.99,24,83.33,0,0,0,0,0,0,0,0,0,0

