Block,Time Block,KKNP,KKNPPU2,KOTESHWR,KOLDAM,SALAL,SEWA2,TALA,RIHAND3,RIHAND2,SASAN,SIMHST1,SINGRAULI_HYDRO,RIHAND1,TANDA2,SIMHST2,TALST2,RSTPSU1TO6,RSTPSU7,SINGRAULI,TANAKPUR,CHAMERA2,BSIUL,CHAMERA1,BRBCL,CHAMERA3,KHSTPP-I,KGSU1AND2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,DULHASTI,DADRT2,KHSTPP-II,JHAJJAR,DADRI_RF,DADRI_LF,KISHANGANGA,AURY_RF,AURY_CRF,AURY_LF,DADRI_CRF,AURY_GF,DADRI_GF,UNCHAHAR1,UNCHAHAR4,ANTA_GF,URI2,ANTA_CRF,UNCHAHAR3,ANTA_RF,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,VALLURNTECL,TEHRI,PARBATI3,RAPPC,NLCEXP,RAPPB,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,RAMPUR,NNTPP,NTPL,NAPP,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,0,8.6,0,25.36,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,219.98,143.87,440.73,0,0,0,0,0,0,0,0,0,19.95,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

8,01:45-02:00,0,0,8.6,0,25.36,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,219.98,143.87,440.73,0,0,0,0,0,0,0,0,0,19.95,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

9,02:00-02:15,0,0,8.6,0,25.36,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,219.98,143.87,440.73,0,0,0,0,0,0,0,0,0,19.95,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

10,02:15-02:30,0,0,8.6,0,25.36,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,218.35,143.87,440.73,0,0,0,0,0,0,0,0,0,19.95,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

11,02:30-02:45,0,0,8.6,0,25.36,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,218.35,143.87,440.73,0,0,0,0,0,0,0,0,0,19.95,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

12,02:45-03:00,0,0,8.6,0,37.2,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,218.35,143.87,440.73,0,0,0,0,0,0,0,0,0,19.95,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

13,03:00-03:15,0,0,8.6,0,77.01,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,218.35,143.87,440.73,0,0,0,0,0,0,0,0,0,16.73,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

14,03:15-03:30,0,0,8.6,0,77.01,0,10.44,120.6,115.21,336.14,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,218.35,143.87,440.73,0,0,0,0,0,0,0,0,0,16.73,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

15,03:30-03:45,0,0,8.6,0,77.01,0,10.44,120.6,115.21,348.15,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,218.35,143.87,440.73,0,0,0,0,0,0,0,0,0,16.73,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.48,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

16,03:45-04:00,0,0,8.6,0,77.01,0,10.44,120.6,115.21,362.27,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,204.69,143.87,440.73,0,0,0,0,0,0,0,0,0,16.73,0,0,5.22,0,0,0,0,41.13,7.5,0,0,14.54,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

17,04:00-04:15,0,0,8.6,0,25.36,0,10.44,120.6,115.21,370.32,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,430.82,0,0,0,0,0,0,0,0,0,16.73,0,0,5.22,0,0,0,0,36.5,8.57,0,0,15.09,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

18,04:15-04:30,0,0,8.6,0,25.36,0,10.44,120.6,115.21,378.96,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,404.88,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,15.09,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

19,04:30-04:45,0,0,8.6,0,25.36,0,10.44,120.6,115.21,386.69,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,382.57,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,15.09,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

20,04:45-05:00,0,0,8.6,0,25.36,0,10.44,120.6,115.21,396.35,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,372.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,15.09,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

21,05:00-05:15,0,0,8.6,0,25.36,0,10.36,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,0,11.5,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,363.17,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,15.09,3.45,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

22,05:15-05:30,0,0,8.6,0,25.36,0,10.13,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,12.78,1.07,11.96,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,372.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,15.09,4.94,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

23,05:30-05:45,0,0,8.6,0,25.36,0,9.79,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,15.51,6.33,13.03,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,392.27,0,0,0,0,0,0,0,0,0,14.88,0,0,6.52,0,0,0,0,36.5,10.71,0,0,15.09,7.41,50.1,0,0,0,0,82.68,0,0,0,0,39.78,0,0,0,0,0,0,0

24,05:45-06:00,0,0,17.22,0,25.36,0,9.41,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,25.55,6.33,13.03,14.55,18.78,43.58,0,26.66,20.18,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,17.79,0,0,6.52,0,0,0,0,36.5,10.71,0,0,15.09,47.54,50.1,0,0,0,0,86.27,0,0,0,0,39.78,0,0,0,0,0,0,0

25,06:00-06:15,0,0,28.7,0,25.36,0,9.13,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,13.63,14.55,29.65,43.58,0,36.52,20.18,0,48.44,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,17.79,0,0,6.52,0,0,0,0,36.5,12.85,0,0,30.2,47.54,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

26,06:15-06:30,0,0,28.7,0,25.36,0,8.92,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,13.63,14.55,29.65,43.58,0,36.52,20.18,0,48.44,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,17.7,0,0,6.52,0,0,0,0,36.5,47.12,0,0,30.2,47.54,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

27,06:30-06:45,0,0,28.7,0,25.36,0,8.9,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,13.63,14.55,29.65,43.58,0,36.52,20.18,0,48.44,182.24,143.87,334.06,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.5,47.12,0,0,30.2,47.54,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

28,06:45-07:00,0,0,28.7,0,25.36,0,8.9,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,13.63,14.55,29.65,43.58,0,36.52,20.18,0,48.44,182.24,143.87,275.86,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.5,11.79,0,0,29.76,47.54,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

29,07:00-07:15,0,0,9.57,0,25.36,0,8.99,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,38.33,6.33,11.5,14.55,18.78,43.58,0,26.66,20.18,0,47.95,182.24,143.87,275.86,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.5,8.57,0,0,14.48,47.54,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

30,07:15-07:30,0,0,8.6,0,25.36,0,9.01,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,25.55,6.33,0,14.55,9.39,43.58,0,17.68,20.18,0,47.95,182.24,143.87,275.86,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,41.13,8.57,0,0,0,6.17,50.1,0,0,0,0,82.68,0,0,0,0,39.78,0,0,0,0,0,0,0

31,07:30-07:45,0,0,8.6,0,37.2,0,9.01,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,6.33,0,14.55,9.39,43.58,0,8.84,20.18,0,47.95,182.24,143.87,275.86,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.5,8.57,0,0,0,3.45,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

32,07:45-08:00,0,0,8.6,0,77.01,0,9.01,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,6.33,0,14.55,0,43.58,0,8.84,20.18,0,47.95,182.24,143.87,275.86,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.5,8.57,0,0,0,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

33,08:00-08:15,0,0,8.6,0,77.01,0,9.07,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,6.33,0,14.55,0,43.58,0,8.84,20.18,0,47.95,182.24,143.87,236.04,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

34,08:15-08:30,0,0,8.6,0,77.01,0,9.15,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,20.18,0,47.95,182.24,143.87,226.33,0,0,0,0,0,0,0,0,0,14.49,0,0,6.52,0,0,0,0,36.33,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

35,08:30-08:45,0,0,8.6,0,77.01,0,9.29,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,182.24,143.87,226.33,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.33,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

36,08:45-09:00,0,0,8.6,0,37.2,0,9.29,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,182.24,143.87,226.33,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.33,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

37,09:00-09:15,0,0,8.6,0,25.36,0,9.29,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,191.11,143.87,245.74,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.33,47.12,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

38,09:15-09:30,0,0,8.6,0,25.36,0,9.35,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,220.21,143.87,294.24,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.33,47.12,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

39,09:30-09:45,0,0,8.6,0,25.36,0,9.35,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,259.02,143.87,333.05,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.33,11.79,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

40,09:45-10:00,0,0,8.6,0,25.36,0,9.64,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,20.18,0,47.95,292.79,143.87,410.85,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.33,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

41,10:00-10:15,0,0,8.6,0,25.36,0,9.87,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,20.18,0,47.95,292.79,143.87,410.85,0,0,0,0,0,0,0,0,0,14.49,0,0,5.22,0,0,0,0,36.33,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

42,10:15-10:30,0,0,8.6,0,25.36,0,9.87,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,20.18,0,47.95,288.12,143.87,410.85,0,0,0,0,0,0,0,0,0,14.49,0,0,5.22,0,0,0,0,36.33,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

43,10:30-10:45,0,0,8.6,0,25.36,0,10.01,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,288.12,143.87,409.87,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.17,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

44,10:45-11:00,0,0,8.6,0,25.36,0,10.01,120.6,115.21,401.08,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,6.33,0,14.55,0,43.58,0,8.84,17.97,0,47.95,252.71,143.87,409.87,0,0,0,0,0,0,0,0,0,14.49,0,0,26.1,0,0,0,0,36.17,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

45,11:00-11:15,0,0,8.6,0,25.36,0,10.44,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,17.97,0,47.95,239.61,143.87,409.93,0,0,0,0,0,0,0,0,0,14.49,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

46,11:15-11:30,0,0,8.6,0,25.36,0,10.44,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,17.97,0,47.95,239.61,143.87,409.93,0,0,0,0,0,0,0,0,0,14.49,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

47,11:30-11:45,0,0,8.6,0,25.36,0,10.44,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,12.67,2.33,0,0,14.55,0,43.58,0,8.84,20.18,0,47.95,239.61,143.87,424.48,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

48,11:45-12:00,0,0,8.6,0,25.36,0,10.44,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,12.67,2.33,0,0,14.55,0,43.58,0,8.84,20.18,0,47.95,220.21,143.87,440.73,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

49,12:00-12:15,0,0,8.6,0,25.36,0,10.44,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,12.67,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,220.21,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

50,12:15-12:30,0,0,8.6,0,25.36,0,10.32,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,12.67,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,200.81,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

51,12:30-12:45,0,0,8.6,0,25.36,0,10.47,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

52,12:45-13:00,0,0,8.6,0,25.36,0,10.47,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

53,13:00-13:15,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

54,13:15-13:30,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

55,13:30-13:45,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

56,13:45-14:00,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,411.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,36.5,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

57,14:00-14:15,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,372.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,41.13,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

58,14:15-14:30,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,372.87,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,41.13,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

59,14:30-14:45,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,379.66,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,41.13,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

60,14:45-15:00,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,8.84,18.88,0,47.95,182.24,143.87,389.36,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,41.13,8.57,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

