Block,Time,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/08122023/15122023/HP-19,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01122023/15122023/HP-15,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17
14,03:15-03:30,0.000000,148.120000,35.620000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,109.170000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,7.77,7.77,3.34,10,12.8,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0.000000,148.120000,35.620000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,109.170000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,13.88,13.88,3.34,10,12.56,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0.000000,148.120000,35.620000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,109.170000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,13.44,13.44,3.34,10,12.4,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0.000000,148.120000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,109.170000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,13.22,13.22,3.34,10,12.08,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0.000000,148.120000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,109.170000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,12.88,12.88,3.34,10,11.92,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,148.120000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,157.050000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,12.55,12.55,3.34,10,11.44,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,148.120000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,168.760000,0.000000,57.030000,31.600000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,11.88,11.88,3.34,10,11.03,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,148.120000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,187.910000,0.000000,57.030000,50.890000,25.850000,95.760000,1.120000,47.880000,23.940000,0,3.33,47.88,0,3.34,0,11.11,11.11,3.34,10,11.15,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,148.120000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,235.790000,0.000000,57.030000,50.890000,25.850000,95.760000,1.120000,52.670000,23.940000,0,3.33,47.88,0,3.34,0,10.44,10.44,3.34,10,11.27,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,181.940000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,237.410000,0.000000,57.030000,50.890000,25.850000,95.760000,1.120000,45.960000,23.940000,0,3.33,47.88,0,3.34,0,9.88,9.88,3.34,10,11.4,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,220.250000,33.520000,1.700000,127.340000,1.220000,0.000000,25.850000,0.000000,259.130000,0.000000,57.030000,50.890000,25.850000,95.760000,1.120000,50.750000,23.940000,0,3.33,47.88,0,3.34,0,9.22,9.22,3.34,10,11.52,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0.000000,258.550000,33.520000,1.700000,230.480000,1.180000,0.000000,23.250000,0.000000,259.130000,0.000000,0.000000,50.890000,23.250000,95.760000,1.080000,45.960000,23.940000,0,3.33,47.88,0,3.34,0.08,8.55,8.55,3.34,10,11.7,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0.000000,269.320000,47.880000,1.700000,230.480000,1.180000,0.000000,23.250000,0.000000,259.130000,0.000000,0.000000,66.730000,23.250000,95.760000,1.080000,74.690000,23.940000,0,3.33,47.88,0,3.34,0.15,7.11,7.11,3.34,10,11.87,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0.000000,269.320000,58.610000,1.700000,230.480000,1.180000,0.000000,18.570000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.980000,0,3.33,47.88,0,3.34,0.23,6.67,6.67,3.34,10,11.14,0,0,1.39,0,1,0,0,0,0,0,0

28,06:45-07:00,0.000000,269.320000,58.610000,1.700000,230.480000,1.180000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.980000,0,3.33,47.88,0,3.34,4.31,6.67,6.67,3.34,10,10.66,0.019466,0,5.22,0,4.1,0,0,0,0,0,0

29,07:00-07:15,0.000000,269.320000,58.610000,1.700000,230.480000,1.180000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,0,3.33,47.88,0,3.34,12.2,6.67,6.67,3.34,10,10.5,2.550046,0,19,0,11.5,0,0,0,0,0,0

30,07:15-07:30,0.120000,269.320000,58.610000,1.700000,230.480000,1.180000,0.120000,0.000000,0.120000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,1,3.33,47.88,0,3.34,24.23,6.67,6.67,3.34,10,10.78,8.282783,1,31.77,0,20.3,1,0,0,0,0,0

31,07:30-07:45,0.440000,269.320000,58.610000,1.700000,230.480000,1.180000,0.440000,0.000000,0.460000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,3,3.33,47.88,1.29,3.34,29.89,6.67,6.67,3.34,10,13.93,14.901223,11,29.88,6.45,29.88,4,1,1,0,0.33,0

32,07:45:08:00,1.070000,269.320000,58.610000,1.700000,230.480000,1.180000,1.070000,0.000000,1.100000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,7,3.33,47.88,3.69,3.34,29.89,6.67,6.67,3.34,10,13.47,22.930948,21,29.88,18.44,29.88,9,3,3,0,1,0

33,08:00-08:15,2.010000,269.320000,58.610000,1.700000,230.480000,1.180000,2.010000,0.000000,2.050000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,15,3.33,47.88,6.51,3.34,30.05,6.67,6.67,3.34,10,13.13,32.498487,32,30.05,32.55,30.05,13,6,7,0,6.14,0

34,08:15-08:30,3.220000,269.320000,58.610000,1.700000,230.480000,1.180000,3.220000,0.000000,3.290000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,22,3.33,47.88,10.98,3.34,30.05,6.67,6.67,3.34,10,12.73,43.058792,49,30.05,54.92,30.05,21,9,11,0,14.53,0

35,08:30-08:45,4.660000,269.320000,58.610000,1.700000,230.480000,1.180000,4.660000,0.000000,4.780000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,29,3.33,47.88,15.35,3.34,31.71,6.67,6.67,3.34,10,14.78,53.560699,67,31.72,76.73,31.72,28,13,15,0,22.85,0

36,08:45:09:00,6.220000,269.320000,58.610000,1.700000,230.480000,1.180000,6.220000,0.000000,6.370000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,38,3.33,47.88,19.25,3.34,31.71,6.67,6.67,3.34,10,14.32,63.196369,81,31.72,96.25,31.72,34,18,19,0,29.72,0

37,09:00:09:15,7.730000,269.320000,58.610000,1.700000,230.480000,1.220000,7.730000,0.000000,7.920000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,47,3.33,47.88,22.88,3.34,31.71,6.67,6.67,3.34,10,13.4,67.079836,95,31.72,114.43,31.72,40,23.6,23,0,37.17,0

38,09:15-09:30,9.050000,269.320000,58.610000,1.700000,230.480000,1.220000,9.050000,0.000000,9.280000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,51,3.33,47.88,26.33,3.34,31.71,6.67,6.67,3.34,10,13.17,75.897934,109,31.72,131.64,31.72,46,26.04,26,0,45.36,0

39,09:30-09:45,10.250000,269.320000,58.610000,1.700000,230.480000,1.220000,10.250000,0.000000,10.510000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,61,3.33,47.88,29.38,3.34,31.71,6.67,6.67,3.34,10,12.95,84.881493,123,31.72,146.89,31.72,52,30.63,31,0,52.56,0

40,09:45-10:00,11.310000,269.320000,58.610000,1.700000,230.480000,1.220000,11.310000,0.000000,11.590000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,67,3.33,47.88,33.09,3.34,32.21,6.67,6.67,3.34,10,12.63,93.251873,137,32.22,165.47,32.22,58,32.94,34,0,58.43,0

41,10:00-10:15,12.250000,269.320000,58.610000,1.700000,230.480000,1.220000,12.250000,0.000000,12.560000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.080000,100.300000,22.020000,75,3.33,47.88,33.33,3.34,32.21,6.67,6.67,3.34,10,12.43,100.610021,147,32.22,166.67,32.22,63,35.53,38,0,67.25,0

42,10:15-10:30,13.090000,269.320000,58.610000,1.700000,230.480000,1.220000,13.090000,0.000000,13.420000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,100.300000,22.020000,81,3.33,47.88,35.89,3.34,32.21,6.67,6.67,3.34,10,12.33,107.16033,158,32.22,179.47,32.22,67,37.74,40,0,71.51,0

43,10:30-10:45,13.810000,269.320000,58.610000,1.700000,230.480000,1.220000,13.810000,0.000000,14.150000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,100.300000,22.980000,83,3.33,47.88,37.98,3.34,32.21,6.67,6.67,3.34,10,15.37,115.62804,168,32.22,189.93,32.22,72,39.93,42,0,75.41,0

44,10:45-11:00,14.420000,269.320000,58.610000,1.700000,230.480000,1.220000,14.420000,0.000000,14.770000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,100.300000,22.980000,85,3.33,47.88,39.19,3.34,32.21,6.67,6.67,3.34,10,15.93,119.822963,175,32.22,195.93,32.22,75,40.88,43,0,78.81,0

45,11:00-11:15,14.920000,269.320000,58.610000,1.700000,230.480000,1.290000,14.920000,0.000000,15.290000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,100.300000,22.980000,88,3.33,47.88,40.89,3.34,32.21,6.67,6.67,3.34,10,16.18,122.986188,182,32.22,204.47,32.22,78,42.49,44,0,81.72,0

46,11:15-11:30,15.340000,269.320000,58.610000,1.700000,230.480000,1.290000,15.340000,0.000000,15.720000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,90.970000,22.980000,90,3.33,47.88,42.56,3.34,32.21,6.67,6.67,3.34,10,16.3,125.224778,186,32.22,212.8,32.22,79,43.64,45,0,84.95,0

47,11:30-11:45,15.680000,269.320000,58.610000,1.700000,230.480000,1.290000,15.680000,0.000000,16.070000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,86.180000,22.980000,90,3.33,47.88,41.67,3.34,32.21,6.67,6.67,3.34,10,15,126.587398,189,32.22,208.33,32.22,81,42.86,45,0,86.84,0

48,11:45-12:00,15.680000,269.320000,58.610000,1.700000,230.480000,1.290000,15.680000,0.000000,16.070000,259.130000,0.000000,0.000000,66.730000,30.640000,95.760000,1.080000,65.120000,22.980000,90,3.33,47.88,41.67,3.34,32.21,6.67,6.67,3.34,10,14.7,127.716426,189,32.22,208.33,32.22,81,43.75,45,0,87.87,0

49,12:00-12:15,15.680000,269.320000,58.610000,1.750000,230.480000,1.290000,15.680000,24.440000,16.070000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.080000,52.670000,22.020000,90,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,12.09,132.719188,189,32.22,229.58,32.22,81,45,45,0,89.28,0

50,12:15-12:30,15.680000,269.320000,58.610000,1.750000,230.480000,1.290000,15.680000,24.440000,16.070000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.080000,45.960000,22.020000,90,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,11.94,131.833485,189,32.22,229.58,32.22,81,45,45,0,89.55,0

51,12:30-12:45,15.680000,269.320000,58.610000,1.750000,230.480000,1.290000,15.680000,24.440000,16.070000,244.110000,0.000000,0.000000,66.730000,24.440000,95.760000,1.080000,45.960000,22.020000,90,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,10.06,130.733656,189,32.22,229.58,32.22,81,45,45,0,89.52,0

52,12:45-13:00,15.680000,269.320000,58.610000,1.750000,230.480000,1.290000,15.680000,24.440000,16.070000,253.690000,0.000000,0.000000,66.730000,24.440000,95.760000,1.080000,45.960000,22.020000,90,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,10.03,128.923318,189,32.22,229.58,32.22,81,45,45,0,89.31,0

53,13:00-13:15,15.680000,269.320000,58.610000,1.750000,230.480000,1.370000,15.680000,25.850000,16.070000,233.580000,0.000000,0.000000,66.730000,25.850000,95.760000,1.160000,45.960000,22.020000,88,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,9.87,126.33434,186,32.22,229.58,32.22,79,42.88,44,0,88.12,0

54,13:15-13:30,15.680000,269.320000,58.610000,1.750000,230.480000,1.370000,15.680000,25.850000,16.070000,224.000000,0.000000,0.000000,66.730000,25.850000,95.760000,1.160000,45.960000,21.070000,87,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,9.73,123.034853,182,32.22,229.58,32.22,78,42.42,43,0,86.47,0

55,13:30-13:45,15.500000,269.320000,58.610000,1.750000,230.480000,1.370000,15.500000,25.850000,15.890000,259.130000,0.000000,0.000000,66.730000,25.850000,95.760000,1.160000,45.960000,21.070000,83,3.33,47.88,45.92,3.34,32.21,6.67,6.67,3.34,10,9.74,110.148361,179,32.22,229.58,32.22,76,41.77,42,0,85.32,0

56,13:45-14:00,15.130000,269.320000,58.610000,1.750000,230.480000,1.370000,15.130000,25.850000,15.510000,259.130000,0.000000,0.000000,66.730000,25.850000,95.760000,1.160000,45.960000,21.070000,82,3.33,47.88,45.17,3.34,32.21,6.67,6.67,3.34,10,9.45,104.82441,175,32.22,225.87,32.22,75,40.25,41,0,83.27,0

57,14:00-14:15,14.520000,269.320000,58.610000,1.750000,230.480000,1.450000,14.520000,25.850000,14.880000,259.130000,0.000000,0.000000,66.730000,25.850000,95.760000,1.160000,45.960000,21.070000,79,3.33,47.88,41.43,3.34,32.21,6.67,6.67,3.34,10,11.17,100.064973,168,32.22,207.13,32.22,72,38.7,40,0,80.14,0

58,14:15-14:30,12.080000,269.320000,58.610000,1.750000,230.480000,1.450000,12.080000,24.440000,12.390000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.160000,45.960000,21.070000,75,3.33,47.88,40.31,3.34,32.21,6.67,6.67,3.34,10,11.06,95.295803,161,32.22,201.57,32.22,69,36.73,37,0,76.77,0

59,14:30-14:45,11.700000,269.320000,58.610000,1.750000,230.480000,1.450000,11.700000,24.440000,11.990000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.160000,45.960000,21.070000,70,3.33,47.88,37.98,3.34,32.21,6.67,6.67,3.34,10,10.85,88.86229,154,32.22,189.91,32.22,66,34.85,35,0,72.84,0

60,14:45-15:00,10.920000,269.320000,58.610000,1.750000,230.480000,1.450000,10.920000,24.440000,11.180000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.160000,45.960000,21.070000,65,3.33,47.88,35.26,3.34,32.21,6.67,6.67,3.34,10,10.79,81.153754,144,32.22,176.29,32.22,61,32.64,33,0,68.8,0

61,15:00-15:15,10.010000,269.320000,58.610000,1.750000,230.480000,1.520000,10.010000,24.440000,10.260000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.240000,45.960000,22.020000,61,3.33,47.88,32.53,3.34,32.21,6.67,6.67,3.34,10,10.67,76.550045,126,32.22,162.68,32.22,54,29.8,31,0,64.33,0

62,15:15-15:30,9.150000,269.320000,58.610000,1.750000,230.480000,1.520000,9.150000,24.440000,9.380000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.240000,45.960000,22.020000,57,3.33,47.88,29.36,3.34,32.21,6.67,6.67,3.34,10,10.62,66.554254,112,32.22,146.79,32.22,48,26.82,28,0,58.6,0

63,15:30-15:45,8.170000,269.320000,58.610000,1.750000,230.480000,1.520000,8.170000,24.440000,8.380000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.240000,45.960000,22.020000,50,3.33,47.88,26.18,3.34,32.21,6.67,6.67,3.34,10,10.62,55.974483,98,32.22,130.92,32.22,42,23.71,25,0,52.26,0

64,15:45-16:00,7.110000,269.320000,58.610000,1.750000,230.480000,1.520000,7.110000,24.440000,7.290000,259.130000,0.000000,0.000000,66.730000,24.440000,95.760000,1.240000,45.960000,22.980000,43,3.33,47.88,22.62,3.34,32.21,6.67,6.67,3.34,10,10.57,44.937261,84,32.22,113.12,32.22,36,20.35,21,0,45.39,0

65,16:00-16:15,5.930000,269.320000,58.610000,1.800000,230.480000,1.520000,5.930000,15.220000,6.080000,259.130000,0.000000,0.000000,66.320000,15.220000,95.760000,1.240000,76.610000,22.980000,31,3.33,47.88,19.06,3.34,33,6.67,6.67,3.34,10,10.48,33.646981,70,33,95.33,25.1,30,15.81,16,0,38.86,0

66,16:15-16:30,4.540000,269.320000,58.610000,1.800000,230.480000,1.520000,4.540000,0.000000,4.640000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.240000,100.300000,22.980000,27,3.33,47.88,15.39,3.34,24.85,6.67,6.67,3.34,10,10.37,22.502696,60,29.67,76.98,12.2,25,10.3,13,0,32.17,0

67,16:30-16:45,3.110000,269.320000,58.610000,1.800000,230.480000,1.520000,3.110000,0.000000,3.190000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,23.940000,17,3.33,47.88,11.72,3.34,13.46,6.67,6.67,3.34,10,10.44,15.582533,46,11.07,58.63,4.1,19,8,8,0,25.13,0

68,16:45-17:00,1.830000,269.320000,58.610000,1.800000,230.480000,1.520000,1.830000,0.000000,1.880000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,23.940000,10,3.33,47.88,8.27,3.34,5.31,6.67,6.67,3.34,10,10.55,8.165987,32,6.5,41.37,0.7,13,6,5,0,17.68,0

69,17:00-17:15,0.930000,269.320000,58.610000,1.800000,230.480000,1.520000,0.930000,0.000000,0.950000,259.130000,0.000000,0.000000,76.610000,29.690000,95.760000,1.310000,100.300000,23.940000,7,3.33,47.88,4.82,3.34,1.02,6.67,6.67,3.34,10,10.51,3.630409,14,3.25,24.11,0,6,3,3,0,10.43,0

70,17:15-17:30,0.350000,269.320000,58.610000,1.800000,230.480000,1.520000,0.350000,0.000000,0.360000,259.130000,0.000000,0.000000,76.610000,29.690000,95.760000,1.310000,100.300000,23.940000,3,3.33,47.88,2.73,3.34,0.85,6.67,6.67,3.34,10,10.54,0.506116,7,1.08,13.63,0,3,2,1,0,4.89,0

71,17:30-17:45,0.100000,269.320000,58.610000,1.800000,230.480000,1.520000,0.100000,0.000000,0.100000,259.130000,0.000000,0.000000,76.610000,29.690000,95.760000,1.310000,100.300000,24.900000,1,4.02,47.88,0.63,4,0.68,6.67,6.67,4.03,12.07,9.14,0,1,0.11,3.17,0,1,0,1,0,1.4,0

72,17:45-18:00,0.080000,269.320000,58.610000,1.800000,230.480000,1.520000,0.080000,0.000000,0.080000,259.130000,0.000000,0.000000,76.610000,29.690000,95.760000,1.310000,100.300000,25.860000,0,5.21,47.88,0.32,4.66,0.51,7.4,7.4,5.21,15.62,9.35,0,1,0,1.58,0,0,0,0,0,0.09,0

73,18:00-18:15,0.000000,269.320000,58.610000,1.800000,127.340000,1.450000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.160000,95.760000,1.390000,100.300000,25.860000,0,5.61,47.88,0,5.34,0,8.8,8.8,5.59,16.82,9.78,0,1,0,0,0,0,0,0,0,0,0

