Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,PARBATI2,RAMPUR,PARBATI3,NTPL,KHSTPP-I,KGSU1AND2,KGSU3AND4,KKNP,KHSTPP-II,KISHANGANGA,AURY_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,NLCEXP,NJPC,NLCIIST1,NLCIIST2,BSIUL,BRBCL,NLCTS2EXP,NNTPP,NAPP,KUDGI,DADRI_LF,DADRI_GF,DADRI_RF,DADRI_CRF,AURY_RF,KOTESHWR,MAPS,KKNPPU2,KOLDAM,RSTPSU1TO6,RSTPSU7,SALAL,SASAN,SIMHST2,SINGRAULI,SEWA2,SINGRAULI_HYDRO,SIMHST1,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,ANTA_GF,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,RAPPC,RIHAND3,RAPPB,RIHAND2,RIHAND1,TANDA2,TALST2,TANAKPUR,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,11.21,15.63,276.8,0,7.2,0,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,19.06,636.29,0,0,0,0,12.54,10.8,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,2.24,402.81,0,105.43,18.16,0.68,0,35.2,26.62,0,43.05,0,33.45,0,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,219.08,0,7.2,0,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,19.06,636.29,0,0,0,0,12.54,10.94,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,2.24,402.81,0,105.43,18.16,0.68,0,35.2,26.62,0,43.05,0,33.45,0,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,219.08,0,7.2,0,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,19.06,561.87,0,0,0,0,12.54,10.85,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,2.24,402.81,0,105.43,18.16,0.68,0,35.2,26.62,0,43.05,0,33.45,0,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,217.06,0,7.2,0,0,0,41.51,0,0,0,124.98,8.13,0,0,0,0,0,0,12.93,19.06,475.29,0,0,0,0,12.54,10.85,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,18.16,0.68,0,38.12,23.11,0,37.44,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,217.06,0,7.2,0,0,0,41.51,0,0,0,124.98,8.13,0,0,0,0,0,0,12.93,19.06,386.38,0,0,0,0,12.54,10.81,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,18.16,0.68,0,38.12,23.11,0,37.44,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,182.22,0,3.61,0,0,0,39.18,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,13.96,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,18.16,0.68,0,38.12,23.11,0,37.44,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,182.22,0,3.61,0,0,0,39.18,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,13.21,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,12.11,0.68,0,38.12,23.11,0,37.5,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,182.22,0,3.61,0,0,0,39.18,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,14.74,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,12.11,0.68,0,38.12,23.11,0,37.5,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,182.22,0,3.61,0,0,0,39.18,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,16.53,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,6.05,0.68,0,38.12,23.11,0,37.5,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,182.22,0,3.61,0,0,0,39.18,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,16.48,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,0,0.68,0,38.12,23.11,0,37.5,0,33.45,0,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,182.22,0,3.61,0,0,0,39.18,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,17.8,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,38.12,23.11,0,37.5,0,33.45,12.72,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,182.22,0,3.61,0,0,0,38.95,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,17.17,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,38.12,23.11,0,37.5,0,33.45,12.72,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,182.22,0,3.61,0,0,0,38.95,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,19.21,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,38.12,23.11,0,37.5,0,33.45,12.72,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,182.22,0,3.61,0,0,0,38.95,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,38.12,23.11,0,37.5,0,33.45,25.43,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,182.22,0,3.61,1.05,0,0,38.95,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,26.58,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,38.12,23.11,0,37.5,0,33.45,25.43,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,182.22,0,3.61,2.1,0,0,38.95,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,356.45,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,36.6,23.11,0,37.44,0,33.45,25.43,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.78,0,0,0,0,0,0

22,05:15-05:30,0,0,182.22,0,3.61,2.1,0,0,38.95,0,0,0,122.95,8.13,0,0,0,0,0,0,12.26,19.06,445.37,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,36.6,23.11,0,37.44,0,33.45,25.43,18.05,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.78,0,0,0,0,0,0

23,05:30-05:45,0,0,182.22,0,3.61,2.1,0,0,43.97,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,19.06,531.94,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,36.6,26.62,0,43.05,0,33.45,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.78,0,0,0,0,0,0

24,05:45-06:00,0,0,182.45,0,3.61,2.1,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,19.06,606.37,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,105.43,0,0.68,0,36.6,26.62,0,43.05,0,33.45,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.78,0,0,0,0,0,0

25,06:00-06:15,11.21,0,257.56,0,3.61,2.1,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,38.11,618.59,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,0,0.68,0,36.6,26.62,0,24.45,0,38.24,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.03,0,0,0,0,0,0

26,06:15-06:30,11.21,0,257.56,0,3.61,2.1,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,38.11,618.59,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,68.18,402.81,0,105.43,0,0.68,0,36.6,26.62,0,24.45,0,38.24,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.03,0,0,0,0,0,0

27,06:30-06:45,22.43,0,296.03,0,3.61,2.1,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,38.11,561.46,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,26.62,0,26.7,0,38.24,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,6.03,0,0,0,0,0,0

28,06:45-07:00,22.43,0,331.08,0,3.61,2.1,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,38.11,561.46,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,26.62,0,27.31,0,38.24,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,89.25,3.94,0,0,0,0,0,0,0,0

29,07:00-07:15,22.43,0,331.08,0,3.61,2.1,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,38.11,513.37,0,53.15,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,26.62,0,29.87,0,31.86,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

30,07:15-07:30,22.43,15.63,315.18,0,3.61,1.69,4.13,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,14.04,38.11,561.46,0,43.04,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,26.62,0,32.64,0,31.86,25.43,20.81,0,0,1.81,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

31,07:30-07:45,11.21,15.63,236.22,0,7.2,1.69,19.16,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,11.48,38.11,444.97,0,43.04,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,23.35,0,33.11,0,31.86,24.36,18.68,0,0,2.55,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

32,07:45-08:00,0,15.63,180.43,0,7.2,1.69,19.16,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,0,9.67,38.11,356.45,0,43.04,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,18.58,0,30.03,0,31.86,12.18,14.2,0,0,1.75,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

33,08:00-08:15,0,15.63,180.43,0,7.2,1.69,19.16,0,35.43,0,0,0,122.95,8.13,0,0,0,0,0,0,10.57,38.11,356.45,0,43.04,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,18.58,0,30.03,0,31.86,12.18,13.92,0,0,1.75,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

34,08:15-08:30,0,15.63,180.43,0,7.2,1.69,19.16,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,38.11,356.45,0,43.04,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,18.58,0,30.03,0,38.24,0,13.92,0,0,1.75,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

35,08:30-08:45,0,15.63,180.43,0,7.2,1.69,19.16,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,43.04,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,14.64,0,23.79,0,38.24,0,11.85,0,0,1.75,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

36,08:45-09:00,0,15.63,180.43,0,7.2,1.05,19.16,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,105.43,0,0.68,0,36.6,14.64,0,23.79,0,38.24,0,11.85,0,0,1.75,67.28,123.74,0,117.51,92.32,3.94,0,0,0,0,0,0,0,0

37,09:00-09:15,0,15.63,180.66,0,7.2,1.05,19.16,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,36.6,16.97,0,25.05,0,38.24,0,12.14,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

38,09:15-09:30,0,15.63,180.66,0,7.2,1.05,4.13,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,36.6,16.97,0,25.05,0,32.93,0,12.14,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

39,09:30-09:45,0,15.63,180.66,0,7.2,1.05,4.13,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,36.89,402.81,0,107.77,0,0.68,0,36.6,16.97,0,25.05,0,32.93,0,12.14,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

40,09:45-10:00,0,15.63,180.66,0,7.2,1.05,4.13,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,36.89,402.81,0,107.77,0,0.68,0,36.6,16.97,0,25.05,0,32.93,0,12.14,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,180.66,0,0,1.05,0,0,24.55,0,0,0,78.46,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,49.18,402.81,0,107.77,0,0.68,0,36.6,16.97,0,26.11,0,32.93,0,12.27,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,180.66,0,0,1.05,0,0,24.55,0,0,0,78.46,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,26.58,0,0,6.27,18.42,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,49.18,402.81,0,107.77,0,0.68,0,36.6,16.97,0,26.11,0,32.93,0,12.27,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,180.66,0,0,0,0,0,24.55,0,0,0,94.59,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,0,0,0,6.27,15.16,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,49.18,402.81,0,107.77,0,0.68,0,36.6,16.97,0,26.11,0,32.93,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,180.66,0,0,0,0,0,24.55,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,0,0,0,6.27,15.31,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,49.18,402.81,0,107.77,0,0.68,0,36.6,16.97,0,26.11,0,32.93,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,3.91,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,180.66,0,0,0,0,0,26.2,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,0,0,0,6.27,16.39,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,32.93,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,180.66,0,0,0,0,0,26.2,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,0,0,0,6.27,15.1,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,32.93,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,180.66,0,0,0,0,0,29.28,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,0,0,0,6.27,16.41,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,32.93,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,180.66,0,0,0,0,0,29.28,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,19.06,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,32.93,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,180.66,0,0,0,0,0,29.28,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,180.66,0,0,0,0,0,29.28,0,0,0,94.76,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,99.51,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,108.91,90.89,5.26,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,99.51,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,108.91,90.89,5.26,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,99.51,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,108.91,90.89,5.26,0,1.97,0,0,0,0,0,0

56,13:45-14:00,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,99.51,0,0.68,0,36.6,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,108.91,90.89,5.26,0,1.97,0,0,0,0,0,0

57,14:00-14:15,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.17,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,93.59,0,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,103.81,86.63,5.26,0,1.97,0,0,0,0,0,0

58,14:15-14:30,0,0,180.66,0,0,0,0,0,26.03,0,0,0,94.75,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,1.97,0,0,0,0,0,0

