Block,Time Block,CHAMERA3,DADRT2,CHAMERA2,DHAULIGNGA,FSTPP I & II,CHAMERA1,DULHASTI,BRBCL,BSIUL,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,TEHRI,KGSU1AND2,KGSU3AND4,JHAJJAR,SASAN,TALA,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SEWA2,SINGRAULI,SALAL,RIHAND3,NNTPP,RAPPC,NLCIIST1,NTPL,PARBATI3,NLCIIST2,RIHAND2,PARBATI2,RIHAND1,RAPPB,RAPPD,NLCTS2EXP,RAMPUR,KUDGI,NLCEXP,KOLDAM,MAPS,NJPC,NAPP,KOTESHWR,KKNPPU2,KKNP,DADRI_RF,KISHANGANGA,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,KHSTPP-I,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,33.71,658.44,46.97,0,17.51,27.04,57.26,13.09,18.82,20.82,0,1.77,5.31,35.86,26.64,0,0,6.03,42.35,47.28,0,0,0,351.22,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,1.86,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

7,01:30-01:45,22.45,658,46.97,0,17.51,27.04,57.26,13.59,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,6.03,42.35,47.28,0,0,0,351.22,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

8,01:45-02:00,22.45,658,46.97,0,17.51,27.04,57.26,11.54,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,6.03,42.35,47.28,0,0,0,351.22,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

9,02:00-02:15,22.45,658,46.97,0,17.51,27.04,57.26,10.63,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,322.35,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

10,02:15-02:30,22.45,658,46.97,0,17.51,27.04,57.26,11.38,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,322.35,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

11,02:30-02:45,22.45,657.18,46.97,0,17.51,27.04,57.26,12.11,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,330.17,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

12,02:45-03:00,22.45,657.18,46.97,0,17.51,27.04,57.26,14.93,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,339.79,402.98,0,0,0.94,0,0,0,18.19,144.67,80.52,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

13,03:00-03:15,22.45,596.96,46.97,0,17.51,27.04,57.26,15.16,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,329,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

14,03:15-03:30,22.45,549.08,46.97,0,17.51,27.04,57.26,14.64,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,329,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

15,03:30-03:45,22.45,501.2,46.97,0,17.51,27.04,57.26,15.34,18.82,20.82,0,1.64,5.31,35.86,26.64,0,0,0,42.35,47.28,0,0,0,338.62,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

16,03:45-04:00,22.45,434.68,46.97,0,17.51,12.77,57.26,15.4,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,0,0,0,335.95,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

17,04:00-04:15,22.45,434.68,46.97,0,17.51,12.77,57.26,16.44,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,11.66,0,0,335.95,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

18,04:15-04:30,22.45,434.68,46.97,0,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,23.71,0,0,336.9,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

19,04:30-04:45,22.45,434.68,46.97,0,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,23.79,0,0,356.15,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

20,04:45-05:00,22.45,434.68,46.97,0,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,24.24,0,0,356.15,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

21,05:00-05:15,22.45,434.68,46.97,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,50.39,24.24,0,0,365.77,402.98,0,0,0.94,0,0,0,18.19,144.67,38.02,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

22,05:15-05:30,22.45,434.68,46.97,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,50.39,24.24,0,0,365.77,402.98,0,0,0.94,0,0,0,18.19,144.67,50.31,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

23,05:30-05:45,22.45,434.68,46.97,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,50.39,24.24,0,0,385.02,402.98,0,0,0.94,0,0,0,18.19,144.67,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

24,05:45-06:00,22.45,434.68,46.97,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,50.39,24.24,0,0,385.02,402.98,0,0,0.94,0,0,0,18.19,144.67,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,2.99,0,0,0,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

25,06:00-06:15,22.45,434.68,31.3,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,50.39,24.24,0,0,413.89,402.98,0,0,0.94,0,0,0,18.19,144.67,50.31,125.86,0,66.14,0,0,22.15,0,119.88,14.45,44.75,0,0,0,2.99,0,0,2.31,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

26,06:15-06:30,22.45,434.68,31.3,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,50.39,24.24,0,0,413.89,402.98,0,0,0.94,0,0,0,18.19,144.67,50.31,125.86,0,66.14,0,0,22.15,0,119.88,14.45,44.75,0,0,0,2.99,0,0,4.61,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

27,06:30-06:45,22.45,434.68,31.3,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,24.24,0,0,419.44,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,22.15,0,119.88,14.45,44.75,0,0,0,2.99,0,0,6.92,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

28,06:45-07:00,22.45,434.68,31.3,10.54,17.51,12.77,57.26,19.25,18.82,16.67,0,1.07,5.31,35.86,21.3,0,0,0,33.75,47.28,24.24,0,0,419.44,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,22.15,0,119.88,14.45,44.75,0,0,0,2.99,0,0,9.23,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

29,07:00-07:15,22.45,434.68,31.3,10.54,16.56,0,57.26,19.25,18.82,13.9,0,1.07,3.83,35.86,17.78,0,0,0,28.17,47.28,24.24,0,0,548.61,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,22.15,0,119.88,14.45,44.75,0,0,0,2.99,0,0,9.23,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,33.82,112.44,0,0,0,0,0

30,07:15-07:30,22.45,382.23,31.3,10.54,16.56,0,57.26,19.25,18.82,13.9,0,1.07,3.83,35.86,17.78,0,0,0,28.28,47.28,24.24,0,0,432.05,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,22.15,0,119.88,14.45,44.75,0,0,0,2.99,0,0,9.23,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,33.82,112.44,0,0,0,0,0

31,07:30-07:45,22.45,364.36,31.3,10.54,16.56,0,57.26,19.25,18.82,11.87,0,1.24,3.83,35.86,14.65,0,0,6.03,23.82,47.28,24.24,0,0,355.07,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,2.99,0,0,6.92,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,33.82,112.44,0,0,0,0,0

32,07:45-08:00,22.45,364.36,31.3,10.54,11.61,0,57.26,19.25,18.82,11.87,0,1.19,3.83,35.86,14.65,0,0,6.03,23.82,47.28,11.66,0,0,355.07,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,2.99,0,0,3.89,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.77,92.74,0,0,0,0,0

33,08:00-08:15,22.45,364.36,31.3,10.54,11.61,0,57.26,19.25,18.82,11.87,0,1.19,3.83,35.86,14.65,0,0,6.03,23.82,47.28,0,0,0,355.07,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,2.99,0,0,1.86,0,75.44,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.57,92.74,0,0,0,0,0

34,08:15-08:30,22.45,364.36,31.3,10.54,11.61,0,57.26,19.25,18.82,11.87,0,1.19,3.83,35.86,14.65,0,0,6.03,23.82,47.28,0,0,0,254.05,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,4.17,0,0,1.86,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

35,08:30-08:45,22.45,364.36,31.3,21.06,11.61,0,57.26,19.25,18.82,11.97,0,1.19,3.83,35.86,16.01,0,0,0.74,24.48,47.28,0,0,0,254.05,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

36,08:45-09:00,22.45,364.36,31.3,21.06,11.61,0,57.26,19.25,18.82,11.97,0,1.19,3.83,35.86,16.01,0,0,0.74,24.48,47.28,0,0,0,254.05,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

37,09:00-09:15,22.45,294.59,31.3,21.06,11.61,0,57.26,19.25,18.82,11.97,0,1.19,3.83,38.18,16.01,0,0,0.74,24.48,47.28,0,0,0,254.05,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

38,09:15-09:30,22.45,287.37,31.3,21.06,11.61,0,57.26,19.25,18.82,11.97,0,1.19,3.83,38.18,16.01,0,0,0.74,24.48,47.28,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,14.45,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

39,09:30-09:45,22.45,287.37,31.3,21.06,11.61,0,57.26,19.25,18.82,11.97,0,1.19,3.83,38.18,16.01,0,0,0.74,24.48,14.87,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,119.69,50.31,125.86,0,66.14,0,0,19.19,0,119.88,7.24,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

40,09:45-10:00,22.45,287.37,31.3,21.06,11.61,0,57.26,19.25,18.82,11.97,0,1.19,3.83,38.18,16.01,0,0,0.74,24.48,5.31,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,3.62,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

41,10:00-10:15,22.45,287.37,31.3,21.06,11.61,0,57.26,19.25,18.82,12.3,0,1.19,3.83,35.86,16.01,0,0,0.74,25.24,5.31,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,0,44.75,0,0,0,4.17,0,0,0,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

42,10:15-10:30,22.45,287.37,31.3,21.06,11.61,0,57.26,18.99,18.82,12.3,0,1.19,3.83,35.86,16.01,0,0,0.74,25.24,14.87,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,0,44.75,0,0,0,2.78,0,0,0,0,70.07,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,24.56,78.49,0,0,0,0,0

43,10:30-10:45,22.45,287.37,31.3,21.06,11.61,0,57.26,16.16,18.82,12.98,0,1.19,3.83,35.86,16.01,0,0,0.74,25.24,47.28,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,0,44.75,0,0,0,1.93,0,0,0,0,48.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,95.44,0,0,0,0,0

44,10:45-11:00,22.45,287.37,31.3,21.06,11.61,0,57.26,17.8,18.82,12.98,0,1.19,3.83,35.86,16.01,0,0,0.74,25.24,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,19.19,0,119.88,0,44.75,0,0,0,1.93,0,0,0,0,48.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,95.44,0,0,0,0,0

45,11:00-11:15,22.45,287.37,31.3,21.06,11.61,0,57.26,18.08,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,16.24,0,119.88,0,44.75,0,0,0,1.93,0,0,0,0,48.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

46,11:15-11:30,22.45,287.37,31.3,21.06,11.61,0,57.26,17.37,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,138.26,50.31,125.86,0,66.14,0,0,16.24,0,119.88,0,44.75,0,0,0,1.93,0,0,0,0,48.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

47,11:30-11:45,22.45,287.37,31.3,21.06,11.61,0,57.26,19.25,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.94,0,0,0,1.93,0,0,0,0,48.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

48,11:45-12:00,22.45,287.37,31.3,21.06,11.61,0,57.26,19.25,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.94,0,0,0,1.93,0,0,0,0,48.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

49,12:00-12:15,22.45,287.37,31.3,10.54,11.61,0,57.26,19.25,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.94,0,0,0,3.01,0,0,0,0,75.67,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

50,12:15-12:30,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.94,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

51,12:30-12:45,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.94,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

52,12:45-13:00,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,18.82,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.94,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.71,0,0,0,0,0

53,13:00-13:15,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,118.42,0,66.14,0,0,0,0,108.03,0,43.91,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.52,0,0,0,0,0

54,13:15-13:30,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,0.74,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,117.9,0,66.14,0,0,0,0,108.03,0,43.91,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,96.52,0,0,0,0,0

