Column1,Time,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,GNA/SR/2025/04/01/2597,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/6490,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/SR/2025/01/13/4532,GNA/NR/2025/04/01/7960,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/6216,NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,2.71,0,5.77,2.68,6.91,7.7,52.5,0,9.62,1.92,2.89,9.62,28.76,5,25.97,133.82,260.29,0,26.11,2.89,30.5,70.14,0,2.89,2.89,48.1,100.21,86.76,9.62,2.05,36,8.34,0,0,34,0,12,0,0,0,0,0,0,0,0,12,0,34,0

7,01:30-01:45,2.71,0,5.77,2.68,6.91,7.7,52.5,0,9.62,1.92,2.89,9.62,28.76,5,37.51,133.82,260.29,0,26.11,2.89,26.85,70.14,0,2.89,2.89,48.1,100.21,86.76,9.62,2.05,37.5,8.66,0,0,33.34,0,12.5,0,0,0,0,0,0,0,0,12.5,0,33.33,0

8,01:45-02:00,2.71,0,5.77,2.68,6.91,7.7,52.5,0,9.62,1.92,2.89,9.62,28.76,5,37.51,133.82,260.29,0,26.11,2.89,26.85,70.14,0,2.89,2.89,48.1,100.21,86.76,9.62,2.05,39,9,0,0,34,0,13,0,0,0,0,0,0,0,0,13,0,34,0

9,02:00-02:15,2.56,0,3.37,2.68,6.81,4.23,0,0,9.62,1.92,2.89,9.62,28.26,5,37.51,133.82,168.99,0,26.85,1.44,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,2.05,52.5,9.34,0,0,31.66,0,17.5,0,0,0,0,0,0,0,0,17.5,0,31.67,0

10,02:15-02:30,2.56,0,3.37,2.68,6.81,4.23,0,0,9.62,1.92,2.89,9.62,28.26,5,37.51,133.82,200.43,0,26.85,1.44,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,2.05,52.99,9.34,0,0,32,0,17.67,0,0,0,0,0,0,0,0,17.67,0,32,0

11,02:30-02:45,2.56,0,3.37,2.68,6.81,4.23,0,0,9.62,1.92,2.89,9.62,28.26,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,2.05,58.99,9,0,0,35,0,19.67,0,0,0,0,0,0,0,0,19.67,0,35,0

12,02:45-03:00,2.56,0,3.37,2.68,6.81,4.23,0,0,9.62,1.92,2.89,9.62,28.26,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,2.05,60,9,0,0,36,0,20,0,0,0,0,0,0,0,0,20,0,36,0

13,03:00-03:15,2.56,0,3.37,2.61,6.72,4.23,0,0,9.62,1.92,2.89,9.62,27.25,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,1.96,62.51,9,0,0,36.66,0,20.83,0,0,0,0,0,0,0,0,20.83,0,36.67,0

14,03:15-03:30,2.56,0,3.37,2.61,6.72,4.23,0,0,9.62,1.92,2.89,9.62,27.25,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,1.96,64.01,9.34,0,0,37.34,0,21.33,0,0,0,0,0,0,0,0,21.33,0,37.33,0

15,03:30-03:45,2.56,0,3.37,2.61,6.72,4.23,0,0,9.62,1.92,2.89,9.62,27.25,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,1.96,55.01,7.66,0,0,45,0,18.33,0,0,0,0,0,0,0,0,18.33,0,45,0

16,03:45-04:00,2.56,0,3.37,2.61,6.72,4.23,0,0,9.62,1.92,2.89,9.62,27.25,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,1.96,54,7.34,0,0,43.34,0,18,0,0,0,0,0,0,0,0,18,0,43.33,0

17,04:00-04:15,2.56,0,3.37,2.61,6.72,4.23,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,200.43,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,1.96,52.5,7,0,0,30,0,17.5,0,0,0,0,0,0,0,0,17.5,0,30,0

18,04:15-04:30,2.56,0,3.37,2.61,6.72,4.23,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,168.99,0,26.85,2.4,26.85,70.14,0,2.89,2.89,48.1,100.21,57.38,9.62,1.96,51.49,6.66,0,0,30,0,17.17,0,0,0,0,0,0,0,0,17.17,0,30,0

19,04:30-04:45,2.56,0,3.37,2.76,6.72,6.88,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,200.43,0,26.85,3.58,26.85,66,0,2.89,2.89,48.1,100.21,69.56,9.62,1.96,57.49,6.66,0,0,30,0,19.17,0,0,0,0,0,0,0,0,19.17,0,30,0

20,04:45-05:00,2.56,0,3.37,2.76,6.72,6.88,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,200.43,0,26.85,3.58,26.85,66,0,2.89,2.89,48.1,100.21,69.56,9.62,1.96,55.99,6.66,0,0,30,0,18.67,0,0,0,0,0,0,0,0,18.67,0,30,0

21,05:00-05:15,2.56,0,5.34,2.76,6.63,6.88,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,200.43,0,26.85,3.58,26.85,66,0,2.89,2.89,48.1,100.21,69.56,9.62,1.96,55.01,6.66,0,0,25,0,18.33,0,0,0,0,0,0,0,0,18.33,0,25,0

22,05:15-05:30,2.56,0,5.34,2.76,6.63,6.88,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,200.43,0,26.85,3.58,26.85,66,0,2.89,2.89,48.1,100.21,69.56,9.62,1.96,54,6.66,0,0,24.66,0,18,0,0,0,0,0,0,0,0,18,0,24.67,0

23,05:30-05:45,2.56,0,5.34,2.76,6.63,6.88,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,219.67,0,25.27,3.58,25.27,82.94,0,2.89,2.89,48.1,100.21,69.56,9.62,1.96,52.5,6.66,0,0,24.34,0,17.5,0,0,0,0,0,0,0,0,17.5,0,24.33,0

24,05:45-06:00,2.56,0,5.34,2.76,6.63,6.88,0,0,9.62,1.92,2.89,9.62,29.27,5,37.51,133.82,260.29,0,25.27,3.58,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,1.96,51,6.66,0,0,24,0,17,0,0,0,0,0,0,0,0,17,0,24,0

25,06:00-06:15,2.56,0,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,28.26,5,37.51,133.82,260.29,0,23.63,3.58,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,1.96,47.51,6.66,7.64,0,30,8.19,15.83,0,0,0,0,0,0,0,0,15.83,0,30,0

26,06:15-06:30,2.56,0,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,27.25,5,37.51,133.82,260.29,0,23.63,3.58,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,1.96,43.99,6.66,14.87,0,29.34,15.76,14.67,0,0,0,0,0,0.23,0,0,14.67,0,29.33,0

27,06:30-06:45,2.56,0.02,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,27.25,5,31.74,133.82,260.29,0.01,30.5,3.58,30.5,115.01,0.02,2.89,2.89,48.1,100.21,86.76,9.62,1.96,42.49,6.66,22,1,28.34,23.33,14.17,0,1,0.19,0.25,1,4.49,0.93,1,14.17,0,28.33,0

28,06:45-07:00,2.56,0.15,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,26.24,5,29.82,133.82,260.29,0.11,30.5,3.58,30.5,115.01,0.15,2.89,2.89,48.1,100.21,86.76,9.62,1.96,37.5,6.66,28.89,4,27.34,30.91,12.5,1,3,1.16,1.06,4,9.77,5.82,2,12.5,1,27.33,1

29,07:00-07:15,2.48,0.55,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,26.24,5,30.78,133.82,260.29,0.43,30.5,3.93,30.5,115.01,0.55,2.89,2.89,48.1,100.21,86.76,9.62,1.87,30,6.66,32.41,9,26.66,32.4,10,6,5,2.8,3.63,14,17.04,13.98,3,10,7,26.67,3

30,07:15-07:30,2.48,1.15,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,25.23,5,30.78,133.82,260.29,0.89,30.5,3.93,30.5,115.01,1.15,2.89,2.89,48.1,100.21,86.76,9.62,1.87,26.51,6.66,32.72,14,25,32.71,8.83,12,7,5.28,7.76,28,26.11,26.4,8,8.83,13,25,7

31,07:30-07:45,2.64,2.23,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,25.23,5,31.74,133.82,260.29,1.73,30.5,3.93,30.5,66,2.23,2.89,2.89,48.1,100.21,86.76,9.62,1.87,25.01,6.66,33,22,23.34,33,8.33,12,12,8.78,13.39,28,36.06,43.91,13,8.33,20,23.33,10

32,07:45-08:00,2.64,3.59,5.34,2.68,6.58,6.88,0,0,9.62,1.92,2.89,9.62,25.23,5,34.63,133.82,260.29,2.78,30.5,3.93,30.5,66,3.59,2.89,2.89,48.1,100.21,86.76,9.62,1.87,24,6.66,31.9,28,21.66,31.9,8,18,16,12.82,21.11,42,46.44,64.08,19,8,27,21.67,13

33,08:00-08:15,2.64,5.07,5.34,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,26.24,5,35.59,133.82,260.29,3.93,25.8,3.93,30.5,66,5.07,2.89,2.89,48.1,100.21,86.76,9.62,1.87,45,6.66,33,33,20,33,15,25,21,17.12,29.65,60,56.79,85.59,30,15,33,20,17

34,08:15-08:30,2.64,6.55,5.34,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,26.24,5,37.51,133.82,238.91,5.06,25.8,3.93,30.5,66,6.55,2.89,2.89,48.1,100.21,69.56,9.62,1.87,43.99,6.66,33,33,18.34,33,14.67,31,25,21.43,38.17,74,67.12,107.13,39,14.67,43,18.33,22

35,08:30-08:45,2.64,8.02,5.34,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,26.24,5,25.97,133.82,200.43,6.2,25.8,3.93,30.5,66,8.02,2.89,2.89,48.1,100.21,69.56,9.62,1.87,42.49,6.66,33,33,13.34,33,14.17,45,29,25.67,49.21,105,76.86,128.35,44,14.17,52,13.33,26

36,08:45-09:00,2.64,9.5,4.17,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,27.25,5,32.7,133.82,165.15,7.33,25.8,3.93,30.5,66,9.5,2.89,2.89,48.1,100.21,59.07,9.62,1.87,40.01,6.66,33,33,12.66,33,13.33,52,32,29.78,55.25,123,86.17,148.92,52,13.33,60,12.67,30

37,09:00-09:15,2.64,10.92,4.17,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,133.82,165.15,8.43,25.99,3.93,30,70.14,10.92,2.89,2.89,48.1,100.21,59.07,9.62,1.87,37.5,6.66,33,33,11.66,33,12.5,60,34,34.97,63.01,140,91.75,174.83,59,12.5,68,11.67,34

38,09:15-09:30,2.64,12.18,4.17,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,133.82,165.15,9.41,25.99,3.93,30,70.14,12.18,2.89,2.89,48.1,100.21,59.07,9.62,1.87,34.99,6.66,33,33,11.66,33,11.67,66,36,38.68,70.38,154,99.46,193.42,67,11.67,75,11.67,38

39,09:30-09:45,2.64,13.33,7.68,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,115.43,133.7,10.29,26.86,3.93,26.86,70.14,13.33,2.89,2.89,48.1,100.21,46.88,9.62,1.87,30,6.66,33,33,11.66,33,10,72,39,42.14,79.16,168,106.3,210.68,73,10,83,11.67,42

40,09:45-10:00,2.64,14.34,7.68,2.61,6.44,6.88,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,96.19,133.7,11.08,26.86,3.93,26.86,70.14,14.34,2.89,2.89,48.1,53.87,46.88,9.62,1.87,25.01,6.66,33,33,11.66,33,8.33,78,41,45.34,85.96,182,128.04,226.72,80,8.33,90,11.67,45

41,10:00-10:15,2.64,15.31,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,74.8,133.7,11.82,26.86,4.59,26.86,70.14,15.31,2.89,2.89,48.1,53.87,46.88,9.62,1.77,22.5,6.66,33,33,11.66,33,7.5,82,43,48.17,92.08,193,133.98,240.82,85,7.5,93,11.67,47

42,10:15-10:30,2.64,16.11,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,74.8,133.7,12.45,26.86,4.59,26.86,70.14,16.11,2.89,2.89,48.1,53.87,46.88,9.62,1.77,21,6.66,33,33,11.66,33,7,85,45,48.55,97.55,200,140.02,242.76,89,7,97,11.67,48

43,10:30-10:45,2.56,16.85,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,74.8,133.7,13.02,26.86,4.59,26.86,70.14,16.85,2.89,2.89,48.1,53.87,46.88,9.62,1.77,22.01,6.66,33,33,11.66,33,7.33,87,48,48.55,100,203,144.98,242.76,93,7.33,100,11.67,50

44,10:45-11:00,2.56,17.49,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,27.25,2.8,37.51,74.8,133.7,13.51,26.86,4.59,26.86,70.14,17.49,2.89,2.89,48.1,53.87,46.88,9.62,1.77,22.01,6.66,33,33,11.66,33,7.33,88,48,48.55,100,207,147.81,242.76,95,7.33,100,11.67,50

45,11:00-11:15,2.56,18.02,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,13.92,26.86,4.59,26.86,70.14,18.02,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,49,49.33,100,210,150.53,246.67,98,6.67,100,11.67,50

46,11:15-11:30,2.56,18.17,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,14.05,26.86,4.59,26.86,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,49,49.33,100,210,151.8,246.67,98,6.67,100,11.67,50

47,11:30-11:45,2.56,18.17,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,14.05,26.86,4.59,26.86,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,49,49.33,100,210,153.16,246.67,98,6.67,100,11.67,50

48,11:45-12:00,2.56,18.17,7.68,2.53,6.35,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,14.05,26.86,4.59,26.86,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,154.04,246.67,98,6.67,100,11.67,50

49,12:00-12:15,2.56,18.17,7.68,2.45,6.26,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,154.23,246.67,98,6.67,100,11.67,50

50,12:15-12:30,2.56,18.17,7.68,2.45,6.26,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,154.53,246.67,98,6.67,100,11.67,50

51,12:30-12:45,2.56,18.17,7.68,2.61,6.26,8.02,0,0,9.62,1.92,2.89,9.62,26.24,2.8,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,154.33,246.67,98,6.67,100,11.67,50

52,12:45-13:00,2.56,18.17,7.68,2.61,6.26,8.02,0,0,9.62,1.92,2.89,9.62,26.24,3,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.77,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,154.23,246.67,98,6.67,100,11.67,50

53,13:00-13:15,2.56,18.17,7.68,2.68,6.17,8.02,0,0,9.62,1.92,2.89,9.62,26.24,3.2,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.87,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,153.84,246.67,98,6.67,100,11.67,50

54,13:15-13:30,2.56,18.17,7.68,2.68,6.17,8.02,0,0,9.62,1.92,2.89,9.62,26.24,3.2,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.87,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,153.75,246.67,98,6.67,100,11.67,50

55,13:30-13:45,0.78,18.17,7.68,2.68,6.17,8.02,0,0,9.62,1.92,2.89,9.62,26.75,3.4,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.87,19.99,6.66,33,33,11.66,33,6.67,90,50,49.33,100,210,153.16,246.67,98,6.67,100,11.67,50

56,13:45-14:00,2.4,18.17,7.68,2.68,6.17,8.02,0,0,9.62,1.92,2.89,9.62,26.75,7,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,1.87,19.99,6.66,33,33,11.66,33,6.67,90,49,49.33,100,210,151.12,246.67,98,6.67,100,11.67,50

57,14:00-14:15,2.4,18.17,7.68,2.68,6.08,8.02,0,0,9.62,1.92,2.89,9.62,26.75,6,37.51,74.8,133.7,14.05,26.88,4.59,26.88,70.14,18.17,2.89,2.89,48.1,53.87,46.88,9.62,2.05,19.99,6.66,33,33,11.66,33,6.67,88,48,49.33,100,207,148.68,246.67,97,6.67,100,11.67,50

58,14:15-14:30,2.4,17.97,7.68,2.68,6.08,8.02,0,0,9.62,1.92,2.89,9.62,27.25,6,37.51,74.8,133.7,13.89,26.88,4.59,26.88,70.14,17.97,2.89,2.89,48.1,53.87,46.88,9.62,2.05,19.99,6.66,33,33,11.66,33,6.67,87,48,49.33,100,203,146.25,246.67,95,6.67,100,11.67,50

59,14:30-14:45,2.4,17.46,7.68,2.68,6.08,8.02,0,0,9.62,1.92,2.89,9.62,28.26,6.4,37.51,74.8,133.7,13.49,26.88,4.59,26.88,70.14,17.46,2.89,2.89,48.1,53.87,46.88,9.62,2.05,19.99,6.66,33,33,11.66,33,6.67,87,47,49.33,100,203,138.27,246.67,93,6.67,97,11.67,48

60,14:45-15:00,2.4,16.73,7.68,2.68,6.08,8.02,0,0,9.62,1.92,2.89,9.62,28.26,6.6,37.51,74.8,133.7,12.93,26.88,4.59,26.88,70.14,16.73,2.89,2.89,48.1,53.87,46.88,9.62,2.05,19.99,6.66,33,33,11.66,33,6.67,84,45,49.17,100,196,132.62,245.83,92,6.67,93,11.67,47

61,15:00-15:15,2.4,16.02,7.68,2.84,6.08,8.02,0,0,9.62,1.92,2.89,9.62,28.26,7.6,37.51,96.19,133.7,12.37,26.88,4.59,26.88,70.14,16.02,2.89,2.89,48.1,53.87,46.88,9.62,2.24,19.99,6.34,33,33,11.66,33,6.67,81,43,48.67,100,189,126.58,243.33,88,6.67,90,11.67,45

62,15:15-15:30,2.4,15.2,7.68,2.84,6.08,8.02,0,0,9.62,1.92,2.89,9.62,29.27,8.4,37.51,96.19,133.7,11.75,26.88,4.59,26.88,70.14,15.2,2.89,2.89,48.1,53.87,46.88,9.62,2.24,19.99,3.66,33,33,11.66,33,6.67,76,41,47.08,99.79,179,119.28,235.41,85,6.67,85,11.67,42

63,15:30-15:45,2.4,14.2,7.68,2.84,6.08,8.02,0,0,9.62,1.92,2.89,9.62,29.27,10.2,37.51,74.8,133.7,10.97,26.88,4.59,26.88,70.14,14.2,2.89,2.89,48.1,53.87,46.88,9.62,2.24,19.99,2.34,33,33,11.66,33,6.67,72,39,44.66,94.04,168,110.51,223.29,79,6.67,80,11.67,40

64,15:45-16:00,2.4,13.19,7.68,2.84,6.08,8.02,0,0,9.62,1.92,2.89,9.62,29.27,10.8,37.51,74.8,133.7,10.19,26.88,4.59,26.88,70.14,13.19,2.89,2.89,48.1,53.87,46.88,9.62,2.24,19.99,6.34,33,33,11.66,33,6.67,61,36,41.81,88.29,144,101.36,209.02,73,6.67,75,11.67,38

65,16:00-16:15,2.4,12.05,7.68,2.84,6.17,8.02,0,50,9.62,1.92,2.89,9.62,29.27,17.41,37.51,74.8,133.7,9.31,26.88,4.59,26.88,70.14,12.05,2.89,2.89,48.1,53.87,46.88,9.62,2.42,21,6.66,33,33,14.66,33,7,61,34,38.49,81.71,144,91.43,192.44,66,7,69,14.67,34

66,16:15-16:30,2.4,10.82,7.68,2.84,6.17,8.02,0,50,9.62,1.92,2.89,9.62,29.27,17.81,37.51,74.8,168.99,8.36,26.88,4.59,26.88,70.14,10.82,2.89,2.89,48.1,100.21,57.38,9.62,2.42,21,6.66,33,33,14.66,33,7,55,30,34.73,74.63,130,80.91,173.63,59,7,63,14.67,32

67,16:30-16:45,2.4,8.98,7.68,2.84,6.17,8.02,0,50,9.62,1.92,2.89,9.62,30.28,18.01,37.51,96.19,168.99,6.94,26.88,4.59,26.88,70.14,8.98,2.89,2.89,48.1,100.21,57.38,9.62,2.42,21,7,33,33,14.66,33,7,48,27,31.15,67.14,112,69.72,155.72,50,7,55,14.67,27

68,16:45-17:00,2.4,7.64,7.68,2.84,6.17,8.02,0,50,9.62,1.92,2.89,9.62,30.28,18.21,37.51,115.43,168.99,5.9,26.88,4.59,26.88,70.14,7.64,2.89,2.89,48.1,100.21,57.38,9.62,2.42,21,7,33,33,16,33,7,40,25,27.36,59.23,95,57.74,136.77,42,7,45,16,23

