Block,Time Block,JHAJJAR,DHAULIGNGA,DULHASTI,FSTPP I & II,ANTA_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,DADRI_CRF,ANTA_GF,URI2,AURY_CRF,UNCHAHAR3,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,DADRI_GF,DADRI_RF,DADRI_LF,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,KOTESHWR,KKNPPU2,MAPS,KOLDAM,KUDGI,UNCHAHAR2,UNCHAHAR1,CHAMERA2,BSIUL,CHAMERA3,BRBCL,CHAMERA1,DADRT2,TANDA2,SIMHST2,SEWA2,SINGRAULI,TALST2,TANAKPUR,TALA,TelanganaSTPP,SIMHST1,TEHRI,SINGRAULI_HYDRO,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KGSU3AND4,KGSU1AND2,RAPPC,RSTPSU7,NTPL,PARBATI3,RIHAND3,SALAL,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,RSTPSU1TO6,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,255.01,39.16,52.13,20.16,0,0,0,0,0,0,22.92,0,0,0,0,0,0,48.68,0,0,0,0,0,99.08,0,0,44.41,0,37.45,0,0,3.89,0,30.83,16.91,13.02,6.32,10.36,14.54,0,624.69,0,0,0,115.51,0,11.42,8.8,0,0,74.53,0,95.82,0,1.4,40.28,0,0,58.67,0,0,52.44,123.67,49.56,0,117.96,190.82,45.87,2.13,0,0,0,0,0,0

28,06:45-07:00,237.87,39.16,52.13,20.16,0,0,0,0,0,0,22.92,0,0,0,0,0,0,48.68,0,0,0,0,0,99.08,0,0,44.41,0,37.45,0,0,3.89,0,31.14,14.92,13.02,6.32,10.36,14.54,0,585.92,0,0,0,115.51,0,11.42,8.83,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,52.44,123.67,49.56,0,117.96,190.82,45.87,2.13,0,0,0,0,0,0

29,07:00-07:15,237.87,39.16,52.13,17.85,0,0,0,0,0,0,22.92,0,0,0,0,0,0,40.66,0,0,0,0,0,99.08,0,0,44.41,0,37.45,0,0,3.89,0,24.35,14.92,13.02,6.32,10.36,14.54,0,585.92,0,0,0,115.51,0,11.42,7.98,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,52.44,123.67,49.56,0,117.96,190.82,45.87,2.13,0,0,0,0,0,0

30,07:15-07:30,237.87,39.16,52.13,17.85,0,0,0,0,0,0,22.92,0,0,0,0,0,0,40.66,0,0,0,0,0,99.08,0,0,44.41,0,37.45,0,0,3.89,0,24.35,14.92,13.02,6.32,10.36,14.54,0,576.61,0,0,0,115.51,0,11.42,8.07,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,6.81,123.67,49.56,0,117.96,190.82,45.87,2.13,0,0,0,0,0,0

31,07:30-07:45,237.87,39.16,52.13,17.85,0,0,0,0,0,0,25.78,0,0,0,0,0,0,40.66,0,0,0,0,0,99.08,0,0,44.41,0,37.45,0,0,3.89,0,24.35,14.92,13.02,6.32,10.36,14.54,0,552.38,0,0,0,115.51,0,2.48,8.11,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,190.82,45.87,2.13,0,0,0,0,0,0

32,07:45-08:00,237.87,39.16,52.13,17.85,0,0,0,0,0,0,25.78,0,0,0,0,0,0,40.66,0,0,0,0,0,99.08,0,0,44.41,0,37.45,0,0,3.89,0,24.35,14.92,13.02,6.32,10.36,14.54,0,528.15,0,0,0,115.51,0,2.48,8.21,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,190.82,45.87,2.13,0,0,0,0,0,0

33,08:00-08:15,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,48.68,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,20.68,15.3,13.02,6.32,10.36,14.54,0,506.76,0,0,0,115.51,0,4.97,7.72,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

34,08:15-08:30,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,48.68,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,20.37,15.3,13.02,6.32,10.36,14.54,0,506.76,0,0,0,115.51,0,11.42,7.77,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

35,08:30-08:45,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,40.66,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,20.37,15.3,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,10.43,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

36,08:45-09:00,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,40.66,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,20.37,15.3,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,11.31,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

37,09:00-09:15,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,34.24,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,3.89,0,20.2,15.22,13.02,6.32,10.36,14.54,0,458.3,0,0,0,115.51,0,12.6,13.54,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

38,09:15-09:30,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,34.24,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,3.53,0,20.2,15.22,13.02,6.32,10.36,14.54,0,458.3,0,0,0,115.51,0,12.6,13.54,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

39,09:30-09:45,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,34.24,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,12.6,13.54,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

40,09:45-10:00,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,34.24,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,13.54,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

41,10:00-10:15,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,48.68,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,14.59,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

42,10:15-10:30,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,48.68,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,14.62,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

43,10:30-10:45,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,506.76,0,0,0,115.51,0,11.42,14.62,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

44,10:45-11:00,247.07,39.16,52.13,17.85,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,506.76,0,0,0,115.51,0,11.42,14.62,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

45,11:00-11:15,247.07,39.16,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,20.2,15.22,13.02,6.32,10.36,14.54,0,506.76,0,0,0,115.51,0,11.42,13.97,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

46,11:15-11:30,247.07,39.16,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.26,0,20.2,15.22,13.02,6.32,10.36,14.54,0,506.76,0,0,0,115.51,0,11.42,13.97,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,190.82,45.87,2.66,0,0,0,0,0,0

47,11:30-11:45,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,20.2,15.22,13.02,6.32,10.36,13.33,0,482.53,0,0,0,115.51,0,11.42,13.97,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

48,11:45-12:00,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,20.2,15.22,13.02,6.32,10.36,14.54,0,492.22,0,0,0,115.51,0,11.42,14,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

49,12:00-12:15,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,20.2,15.22,13.02,6.32,10.36,14.54,0,492.22,0,0,0,115.51,0,11.42,14.04,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

50,12:15-12:30,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,20.2,15.22,13.02,6.32,10.36,14.54,0,492.22,0,0,0,115.51,0,11.42,14.11,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

51,12:30-12:45,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,20.2,15.22,13.02,6.32,10.36,14.54,0,492.22,0,0,0,115.51,0,11.42,14.11,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

52,12:45-13:00,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.06,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,20.2,15.22,13.02,6.32,10.36,14.48,0,492.22,0,0,0,115.51,0,11.42,14.11,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

53,13:00-13:15,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,30.14,15.22,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,14.13,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

54,13:15-13:30,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,30.14,15.22,13.02,6.32,10.36,14.54,0,482.53,0,0,0,115.51,0,11.42,14.13,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

55,13:30-13:45,247.07,29.3,52.13,15.64,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,30.14,15.22,13.02,6.32,10.36,14.54,0,492.22,0,0,0,115.51,0,11.42,14.11,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

56,13:45-14:00,247.07,29.3,52.13,17.95,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,30.14,15.22,13.02,6.32,10.36,14.54,0,511.6,0,0,0,115.51,0,11.42,14.07,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

57,14:00-14:15,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,34.24,0,0,0,0,0,110.3,0,0,44.41,0,28.09,0,0,2.07,0,30.14,15.22,13.02,6.32,10.36,14.54,0,530.99,0,0,0,115.51,0,11.42,14.04,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

