Block,Time,KKNPPU2,KOTESHWR,KUDGI,NAPP,RIHAND2,RSTPSU7,SASAN,SINGRAULI,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,BRBCL,KGSU3AND4,TALA,UNCHAHAR2,ANTA_LF,ANTA_RF,AURY_LF,FSTPP I & II,KISHANGANGA,KOLDAM,MAPS,NJPC,PARBATI2,RIHAND3,SALAL,SIMHST1,SIMHST2,CHAMERA2,JHAJJAR,KKNP,NTPL,PARBATI3,TEHRI,URI,URI2,DADRI_CRF,BSIUL,CHAMERA1,CHAMERA3,DHAULIGNGA,KHSTPP-I,NLCTS2EXP,NNTPP,RAPPB,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR3,DADRI_LF,KGSU1AND2,NLCIIST1,AURY_CRF,DADRI_GF,DADRI_RF,DADRT2,DULHASTI,NLCIIST2,RAPPC,RSTPSU1TO6,TALST2,ANTA_GF,AURY_GF,KHSTPP-II,NLCEXP,RAMPUR,RAPPD,RIHAND1,SEWA2,AURY_RF
9,02:00-02:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,51.83,0,18.07,8.63,5.81,0,165.99,22.54,68.49,84.24,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,42.15,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

10,02:15-02:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,51.83,0,18.07,8.63,5.81,0,165.99,22.54,68.49,84.24,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,42.15,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

11,02:30-02:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,51.83,0,18.07,8.63,5.81,0,165.99,22.54,68.49,84.24,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,42.15,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

12,02:45-03:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,51.83,0,18.07,8.63,5.81,0,165.99,22.54,68.49,84.24,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,42.15,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

13,03:00-03:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,52.23,0,18.07,8.63,5.81,0,165.99,22.54,68.49,84.24,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,42.15,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

14,03:15-03:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,52.23,0,18.07,8.63,5.81,0,165.99,22.54,68.49,84.24,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,28.1,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

15,03:30-03:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,52.23,0,18.07,8.63,5.81,0,165.99,22.54,68.49,66.82,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,28.1,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

16,03:45-04:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,7.35,44.5,0,52.23,0,18.07,8.63,5.81,0,165.99,22.54,68.49,66.82,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,28.1,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

17,04:00-04:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,12.21,44.5,0,52.23,0,18.07,8.63,5.81,0,165.99,22.54,130.79,66.82,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,28.1,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,425.7,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

18,04:15-04:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,12.21,44.5,0,52.23,0,18.07,8.63,5.81,0,165.99,22.54,130.79,66.82,0,0,48.81,498.67,0,0,23.02,10.19,50.79,38.1,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,385.7,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

19,04:30-04:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,12.21,44.5,0,52.23,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,23.02,10.19,50.79,28.92,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,345.7,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

20,04:45-05:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,12.21,44.5,0,52.23,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,23.02,10.19,50.79,28.92,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,305.7,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

21,05:00-05:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,12.21,44.5,0,52.23,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,33.76,10.19,50.79,38.1,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

22,05:15-05:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,12.21,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,33.76,10.19,50.79,38.1,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

23,05:30-05:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,33.76,10.19,50.79,38.1,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

24,05:45-06:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,33.76,10.19,50.79,38.1,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,79.42

25,06:00-06:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,33.76,10.19,52.99,38.1,0,13.04,14.05,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,6.3,79.42

26,06:15-06:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,498.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,12.61,79.42

27,06:30-06:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,12.61,79.42

28,06:45-07:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,44.5,0,51.83,0,18.07,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

29,07:00-07:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,2.3,0,0,20,0,5.29,45,0,51.83,0,18.76,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

30,07:15-07:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,5.29,45,0,51.17,0,18.76,8.63,4.78,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

31,07:30-07:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,5.29,45,0,51.17,0,18.76,8.63,2.13,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,6.27,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

32,07:45-08:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,5.29,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,6.27,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

33,08:00-08:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,5.29,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,6.27,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

34,08:15-08:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,5.29,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,48.81,670.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,6.27,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

35,08:30-08:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,48.81,590.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,79.42

36,08:45-09:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,48.81,590.67,0,0,33.76,10.19,52.99,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,12.61,79.42

37,09:00-09:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,48.81,590.67,0,0,19.64,10.19,50.79,38.1,0,13.04,0,23.33,21.88,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,12.61,79.42

38,09:15-09:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,165.99,28.56,130.79,66.82,0,0,32.53,590.67,0,0,19.64,10.19,50.79,38.1,0,13.04,0,23.33,10.95,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,6.3,79.42

39,09:30-09:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,138.33,28.56,130.79,53.45,0,0,32.53,590.67,0,0,19.64,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,79.42

40,09:45-10:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,106.41,28.56,130.79,53.45,0,0,32.53,590.67,0,0,19.64,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,4.23,21.66,97.23,0,79.42

41,10:00-10:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,72.81,15.02,130.79,53.45,0,0,32.53,590.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,2.89,21.66,97.23,0,79.42

42,10:15-10:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,72.81,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,2.89,21.66,97.23,0,79.42

43,10:30-10:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,72.81,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,2.89,21.66,97.23,0,79.42

44,10:45-11:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,51.17,0,18.76,8.63,0,0,72.81,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,0.98,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,2.89,21.66,97.23,0,79.42

45,11:00-11:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,50.51,0,18.76,8.63,0,0,82.99,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,3.29,21.66,97.23,0,79.42

46,11:15-11:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,50.51,0,18.76,8.63,0,0,82.99,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,3.29,21.66,97.23,0,79.42

47,11:30-11:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,50.51,0,18.76,8.63,0,0,82.99,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,3.29,21.66,97.23,0,79.42

48,11:45-12:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,50.51,0,18.76,8.63,0,0,82.99,11.28,130.79,53.45,0,0,32.53,550.67,0,0,16.88,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,3.29,21.66,97.23,0,79.42

49,12:00-12:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,49.86,0,18.76,8.63,0,0,82.99,11.28,130.79,63.92,0,0,32.53,550.67,0,0,4.61,10.19,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,3.29,21.66,97.23,0,79.42

50,12:15-12:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,49.86,0,18.76,8.63,0,0,82.99,11.28,130.79,63.92,0,0,32.53,550.67,0,0,4.61,20.47,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,3.29,21.66,97.23,0,79.42

51,12:30-12:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,49.86,0,18.76,8.63,0,0,110.67,11.28,130.79,63.92,0,0,32.53,550.67,0,0,4.61,20.47,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,4.4,21.66,97.23,0,79.42

52,12:45-13:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,49.86,0,18.76,8.63,0,0,138.33,11.28,130.79,63.92,0,0,32.53,550.67,0,0,4.61,20.47,50.79,38.1,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,79.42

53,13:00-13:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,49.86,0,18.76,8.63,0,0,138.33,11.28,130.79,76.69,0,0,32.53,550.67,0,0,4.61,20.47,50.79,28.92,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,79.42

54,13:15-13:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,6.47,45,0,49.209999999999994,0,18.76,8.63,0,0,138.33,11.28,130.79,76.69,0,0,32.53,550.67,0,0,4.61,20.47,50.79,28.92,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,79.42

55,13:30-13:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,7.64,45,0,49.209999999999994,0,18.76,8.63,0,0,138.33,11.28,130.79,76.69,0,0,32.53,550.67,0,0,16.88,31.29,50.79,28.92,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,79.42

