Block,Time,CHAMERA3,KGSU3AND4,KOLDAM,NJPC,NLCEXP,NTPL,PARBATI3,SEWA2,URI,BRBCL,CHAMERA1,DULHASTI,NNTPP,RIHAND3,SINGRAULI_HYDRO,BSIUL,DADRT2,KKNPPU2,KUDGI,RAMPUR,RAPPB,SIMHST2,UNCHAHAR1,URI2,ANTA_LF,DADRI_CRF,FSTPP I & II,KHSTPP-I,KISHANGANGA,NAPP,NLCIIST2,TANDA2,TEHRI,TelanganaSTPP,VALLURNTECL,AURY_LF,RAPPC,RSTPSU7,SINGRAULI,ANTA_GF,RIHAND1,SALAL,SASAN,SIMHST1,TALA,TANAKPUR,DADRI_GF,KGSU1AND2,KHSTPP-II,KOTESHWR,NLCIIST1,NLCTS2EXP,TALST2,ANTA_CRF,ANTA_RF,AURY_GF,DADRI_RF,CHAMERA2,DHAULIGNGA,JHAJJAR,KKNP,MAPS,RIHAND2,RSTPSU1TO6,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,AURY_CRF,AURY_RF,DADRI_LF
7,01:30-01:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,18.83,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

8,01:45-02:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

9,02:00-02:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

10,02:15-02:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

11,02:30-02:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

12,02:45-03:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

13,03:00-03:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

14,03:15-03:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

15,03:30-03:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

16,03:45-04:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

17,04:00-04:15,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

18,04:15-04:30,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

19,04:30-04:45,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

20,04:45-05:00,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

21,05:00-05:15,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

22,05:15-05:30,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

23,05:30-05:45,0,0,0,18.94,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,8.33,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

24,05:45-06:00,0,0,0,37.88,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,29.93,0,45.49,3.33,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

25,06:00-06:15,0,0,0,56.82,0,0,3.82,0,1.33,20,0,16.48,0,124.32,0,1.1,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,15.56,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,8.87,0,0,0,0,30.35,0,45.49,13.17,9.13,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

26,06:15-06:30,9.68,0,0,94.7,0,0,16.55,0,1.33,20,0,32.96,0,124.32,0,6.52,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,9.29,360,0,0,8.33,0,0,98.87,26.62,0,0,0,0,30.35,0,45.49,26.34,9.13,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

27,06:30-06:45,29.06,0,0,116.95,0,0,16.55,0,1.33,20,12.01,49.43,0,124.32,0,13.04,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,8.33,0,0,98.87,39.83,0,0,0,0,30.35,0,45.49,26.34,16.51,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

28,06:45-07:00,29.06,0,0,134.85,0,0,16.55,5.27,1.33,20,28.05,49.43,0,124.32,0,13.04,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,6.27,0,0,98.87,39.83,0,0,0,0,30.35,0,45.49,26.34,36.55,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

29,07:00-07:15,29.06,0,0,140.34,0,0,16.55,5.27,2.21,20,28.05,49.43,0,124.32,0,13.04,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,0,0,0,98.87,39.83,0,0,0,0,30.35,0,45.49,26.34,36.55,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

30,07:15-07:30,29.06,0,0,140.34,0,0,16.55,5.27,26.49,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,0,0,0,98.87,39.83,0,0,0,0,30.35,0,45.49,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

31,07:30-07:45,29.06,0,0,140.34,0,0,16.55,5.27,26.49,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,9.29,360,0,0,0,0,0,98.87,39.83,0,0,0,0,30.35,0,45.49,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

32,07:45-08:00,29.06,0,0,140.34,0,0,3.56,0,26.49,20,14.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0,0,0,98.87,39.83,0,0,0,0,30.35,0,45.49,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,24.11

33,08:00-08:15,9.68,0,0,94.7,0,0,0,0,3.31,20,14.05,32.96,0,124.32,0,6.52,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,19.72,0,0,0,0,30.03,0,45.49,26.34,16.12,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

34,08:15-08:30,0,0,0,61.56,0,0,0,0,1.66,20,0,16.48,0,124.32,0,1.1,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,26.34,8.06,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

35,08:30-08:45,0,0,0,39.78,0,0,0,0,1.66,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,13.17,0,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

36,08:45-09:00,0,0,0,23.39,0,0,0,0,1.66,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,15.56,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,13.17,0,459.82,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

37,09:00-09:15,0,0,0,23.39,0,0,0,0,1.66,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,15.56,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,0,0,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

38,09:15-09:30,0,0,0,22.06,0,0,0,0,26.49,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,0,0,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

39,09:30-09:45,0,0,0,0,0,0,0,0,26.49,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,10.76,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,0,0,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

40,09:45-10:00,0,0,0,0,0,0,0,0,26.49,20,0,16.48,0,124.32,0,0,680.78,0,0,0,0,0,20.56,10.76,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,30.03,0,45.49,0,0,459.81,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

41,10:00-10:15,0,0,0,0,0,0,0,0,3.31,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,10.76,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

42,10:15-10:30,0,0,0,0,0,0,0,0,1.66,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,10.76,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

43,10:30-10:45,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,10.76,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

44,10:45-11:00,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,10.76,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

45,11:00-11:15,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

46,11:15-11:30,0,0,0,0,0,0,0,0,1.33,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

47,11:30-11:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

48,11:45-12:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.2,0,0,98.87,8.87,0,0,0,0,29.09,0,45.49,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

49,12:00-12:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.2,0,0,98.87,8.87,0,0,0,0,29.09,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

50,12:15-12:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.2,0,0,98.87,8.87,0,0,0,0,29.09,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

51,12:30-12:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,9.29,360,0,0,3.2,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

52,12:45-13:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,3.2,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

53,13:00-13:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

54,13:15-13:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

55,13:30-13:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

56,13:45-14:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,9.29,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

57,14:00-14:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

58,14:15-14:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,0,70.59,23.56

59,14:30-14:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,10.2,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

60,14:45-15:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,15.56,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.88,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

61,15:00-15:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

62,15:15-15:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,3.59,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

63,15:30-15:45,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

64,15:45-16:00,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

65,16:00-16:15,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

