Column1,Block,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/28903/C,NR/2025/29017/C,NR/2025/26565/A/80873,NR/2025/27167/A/80825,NR/2025/28952/C,NR/2025/29018/C,NR/2025/26445/A/80910,NR/2025/26566/A/80872,NR/2025/27727/A/80840,NR/2025/27168/A/80827,NR/2025/27100/A/80495,NR/2025/27725/A/80844,NR/2025/29012/C,NR/2025/27162/A/80848,NR/2025/27506/A/80379,NR/2025/28974/C,NR/2025/27281/A/80983,NR/2025/26975/A/80849,NR/2025/29014/C,NR/2025/28851/A/80519,NR/2025/26571/A/80871,NR/2025/27157/A/80472,NR/2025/26860/A/80771,NR/2025/27728/A/80841,NR/2025/26777/A/80465,NR/2025/27726/A/80842,NR/2025/27242/A/80811,NR/2025/26085/A/80367,NR/2025/26562/A/80874,NR/2025/27187/A/80846,NR/2025/28719/A/80477,NR/2025/26572/A/80870,NR/2025/26861/A/80869,NR/2025/27185/A/80847,NR/2025/29020/C,NR/2025/26952/A/80410,NR/2025/27499/A/80877,NR/2025/26785/A/80601,NR/2025/29008/C,NR/2025/29021/C,NR/2025/27782/A/80839,NR/2025/28986/C,NR/2025/28984/C,NR/2025/26889/A/80878,NR/2025/28849/A/80518,NR/2025/28985/C,NR/2025/27088/A/80894,NR/2025/27500/A/80382,NR/2025/29015/C,NR/2025/28873/A/80803,NR/2025/29024/C,NR/2025/29025/C,NR/2025/29022/C,NR/2025/29023/C,NR/2025/28899/C,NR/2025/28999/C,NR/2025/27356/A/80520,NR/2025/28774/A/80526,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/16/1239,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7786,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/2569,GNARE/NR/2024/12/20/3668,Total
80,19:45-20:00,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,19.35,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,193.48,62.88,0,2937.1

81,20:00-20:15,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,13.54,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,0,62.88,0,2900.3999999999996

82,20:15-20:30,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,13.54,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,0,62.88,0,2900.3999999999996

83,20:30-20:45,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,13.54,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,0,62.88,0,2900.3999999999996

84,20:45-21:00,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,13.54,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,0,62.88,0,2900.3999999999996

85,21:00-21:15,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,12.58,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0.97,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2902.189999999999

86,21:15-21:30,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,12.58,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0.97,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2902.189999999999

87,21:30-21:45,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,12.58,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0.97,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2902.189999999999

88,21:45-22:00,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.92,145.11,19.35,12.58,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,0.97,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2902.189999999999

89,22:00-22:15,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.82,145.11,19.35,11.61,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2899.9299999999985

90,22:15-22:30,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.82,145.11,19.35,11.61,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2899.9299999999985

91,22:30-22:45,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.82,145.11,19.35,11.61,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2899.9299999999985

92,22:45-23:00,48.37,11.92,24.18,16.94,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.82,145.11,19.35,11.61,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.69,48.37,26.69,48.37,29.2,0,62.88,0,2899.9299999999985

93,23:00-23:15,48.37,11.92,24.18,16.48,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.77,145.11,19.35,10.64,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,2.9,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,23.64,48.37,23.64,48.37,29.2,0,62.88,0,2893.319999999999

94,23:15-23:30,48.37,11.92,24.18,16.48,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.77,145.11,19.35,10.64,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,2.9,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,23.64,48.37,23.64,48.37,29.2,0,62.88,0,2893.319999999999

95,23:30-23:45,48.37,11.92,24.18,16.48,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.77,145.11,19.35,10.64,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,2.9,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,23.64,48.37,23.64,48.37,29.2,0,62.88,0,2893.319999999999

96,23:45-24:00,48.37,12.19,24.18,16.48,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,55.82,1.93,0,24.91,27.09,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.77,145.11,19.35,10.64,145.11,193.48,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,135.44,0,192.86,7.74,0,2.9,0,0,146.4,29.02,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,23.64,48.37,23.64,48.37,29.2,0,62.88,0,2893.3599999999988

