Time,Block,NR/2023/13148/A,NR/2023/17086/D,NR/2023/16077/A,NR/2023/13242/A,NR/2023/13387/A,NR/2023/13150/A,NR/2023/13383/A,NR/2023/13254/A,NR/2023/13385/A,NR/2023/15770/A,NR/2023/17105/C,NR/2023/13253/A,NR/2023/17098/C,NR/2023/17094/C,NR/2023/13165/A,NR/2023/16865/F,NR/2023/16993/F,NR/2023/17109/C,NR/2023/16185/A,NR/2023/16073/A,NR/2023/16191/A,NR/2023/17103/C,NR/2023/16291/F,NR/2023/17084/D,Total
12,02:45-03:00,36.610000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,9.270000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.630000,0,910.68

13,03:00-03:15,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.630000,0,873.88

14,03:15-03:30,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.630000,0,873.88

15,03:30-03:45,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.630000,0,873.88

16,03:45-04:00,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.630000,0,873.88

17,04:00-04:15,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.980000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,874.74

18,04:15-04:30,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.980000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,874.74

19,04:30-04:45,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.980000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,874.74

20,04:45-05:00,0.000000,0.000000,118.850000,29.690000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.980000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,874.74

21,05:00-05:15,0.000000,0.000000,118.850000,0.000000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.800000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,844.87

22,05:15-05:30,0.000000,0.000000,118.850000,0.000000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.800000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,844.87

23,05:30-05:45,0.000000,0.000000,118.850000,0.000000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.800000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,844.87

24,05:45-06:00,0.000000,0.000000,118.850000,0.000000,100.420000,63.260000,50.940000,19.690000,50.210000,53.360000,0.000000,48.510000,8.800000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.580000,0,844.87

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,0,675.08

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,0,675.08

27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,0.2,675.28

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,7.060000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,0.61,675.69

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,1.08,675.15

30,07:15-07:30,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,1.68,675.75

31,07:30-07:45,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,2.37,676.44

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,6.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.680000,3.04,677.11

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,5.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.970000,3.1,676.38

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,5.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.970000,3.4,676.68

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,5.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.970000,3.69,676.97

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,5.050000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.970000,3.78,677.06

37,09:00:09:15,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,6.050000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,4.07,731.72

38,09:15-09:30,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,6.050000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,4.37,732.02

39,09:30-09:45,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,6.050000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,4.85,732.5

40,09:45-10:00,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,6.050000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,5.34,732.99

41,10:00-10:15,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,7.060000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,5.63,734.29

42,10:15-10:30,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,7.060000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,5.97,734.63

43,10:30-10:45,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,7.060000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,6.06,734.72

44,10:45-11:00,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,7.060000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,6.16,734.82

45,11:00-11:15,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,6.6,738.29

46,11:15-11:30,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,6.79,738.48

47,11:30-11:45,0.000000,29.110000,0.000000,0.000000,100.420000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,7.18,738.87

48,11:45-12:00,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,7.57,638.84

49,12:00-12:15,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.45,639.72

50,12:15-12:30,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.15,639.42

51,12:30-12:45,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.25,639.52

52,12:45-13:00,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.620000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.54,639.81

53,13:00-13:15,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.93,640.28

54,13:15-13:30,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,9.22,640.57

55,13:30-13:45,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.73,640.08

56,13:45-14:00,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.700000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.44,639.79

57,14:00-14:15,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.890000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,8.06,639.6

58,14:15-14:30,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.890000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,7.57,639.11

59,14:30-14:45,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.890000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,7.28,638.82

60,14:45-15:00,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,8.890000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.970000,7.03,638.57

61,15:00-15:15,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.870000,6.35,637.98

62,15:15-15:30,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.870000,4.85,636.48

63,15:30-15:45,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.870000,4.67,636.3

64,15:45-16:00,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,0.000000,48.510000,9.080000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.870000,4.4,636.03

65,16:00-16:15,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.270000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.820000,4.27,703.95

66,16:15-16:30,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.270000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.820000,4.07,703.75

67,16:30-16:45,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.270000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.820000,3.71,703.39

68,16:45-17:00,0.000000,29.110000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.270000,10.090000,22.310000,8.250000,159.220000,0.000000,38.810000,24.260000,78.590000,16.01,0.820000,2.88,702.56

69,17:00-17:15,0.000000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.820000,2.33,648.82

70,17:15-17:30,0.000000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.820000,1.57,648.06

71,17:30-17:45,0.000000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.820000,0.92,647.41

72,17:45-18:00,0.000000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,24.260000,78.590000,0,0.820000,0.43,646.92

73,18:00-18:15,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,0.000000,78.590000,0,0.820000,0.21,659.14

74,18:15-18:30,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,0.000000,78.590000,0,0.820000,0.1,659.03

75,18:30-18:45,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,0.000000,38.810000,0.000000,78.590000,0,0.820000,0,658.93

76,18:45-19:00,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,7.760000,38.810000,0.000000,78.590000,0,0.820000,0,666.69

77,19:00-19:15,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,93.140000,38.810000,0.000000,78.590000,0,0.820000,0,752.07

78,19:15-19:30,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,130.010000,38.810000,0.000000,78.590000,0,0.820000,0,788.94

79,19:30-19:45,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,155.230000,38.810000,0.000000,78.590000,0,0.820000,0,814.16

80,19:45-20:00,36.610000,0.000000,0.000000,0.000000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,67.910000,48.510000,9.540000,10.090000,22.310000,0.000000,159.220000,167.840000,38.810000,0.000000,78.590000,0,0.820000,0,826.77

81,20:00-20:15,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,208.590000,38.810000,0.000000,78.590000,0,0.780000,0,877.68

82,20:15-20:30,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,212.470000,38.810000,0.000000,78.590000,0,0.780000,0,881.56

83,20:30-20:45,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,887.39

84,20:45-21:00,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.450000,10.090000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,887.39

85,21:00-21:15,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.270000,10.090000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,887.21

86,21:15-21:30,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.270000,10.090000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,887.21

87,21:30-21:45,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.270000,10.090000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,887.21

88,21:45-22:00,36.610000,0.000000,0.000000,29.690000,0.000000,63.260000,0.000000,19.690000,50.210000,53.360000,48.510000,48.510000,9.270000,10.090000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,887.21

89,22:00-22:15,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.170000,6.050000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,1052.86

90,22:15-22:30,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.170000,6.050000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,1052.86

91,22:30-22:45,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.170000,6.050000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,1052.86

92,22:45-23:00,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.170000,6.050000,22.310000,0.000000,159.220000,218.300000,38.810000,0.000000,78.590000,0,0.780000,0,1052.86

93,23:00-23:15,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.080000,5.050000,22.310000,0.000000,159.220000,398.750000,38.810000,0.000000,78.590000,0,0.780000,0,1232.22

94,23:15-23:30,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.080000,5.050000,22.310000,0.000000,159.220000,404.570000,38.810000,0.000000,78.590000,0,0.780000,0,1238.04

95,23:30-23:45,36.610000,0.000000,118.850000,29.690000,0.000000,63.260000,50.940000,19.690000,50.210000,53.360000,48.510000,48.510000,9.080000,5.050000,22.310000,0.000000,159.220000,394.870000,38.810000,0.000000,78.590000,0,0.780000,0,1228.34

