Block,Time,JHAJJAR,KHSTPP-II,KUDGI,NAPP,NLCIIST1,NNTPP,SALAL,SEWA2,SIMHST1,KKNPPU2,KOTESHWR,PARBATI3,RAPPB,RIHAND1,RIHAND3,TelanganaSTPP,UNCHAHAR3,URI2,ANTA_GF,ANTA_RF,AURY_LF,DADRI_RF,RSTPSU7,TALA,TEHRI,ANTA_CRF,ANTA_LF,BRBCL,DADRT2,DHAULIGNGA,KHSTPP-I,NLCIIST2,NLCTS2EXP,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,UNCHAHAR4,URI,AURY_CRF,AURY_RF,CHAMERA2,KGSU1AND2,KGSU3AND4,KISHANGANGA,TANDA2,UNCHAHAR1,UNCHAHAR2,DADRI_CRF,BSIUL,DULHASTI,FSTPP I & II,KKNP,NTPL,SASAN,DADRI_GF,NJPC,TALST2,TANAKPUR,VALLURNTECL,AURY_GF,CHAMERA1,CHAMERA3,KOLDAM,MAPS,NLCEXP,RAPPC,RIHAND2,SIMHST2,SINGRAULI,DADRI_LF
64,15:45-16:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,1.11,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

65,16:00-16:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,16.38,0,0,20,683.14,0,41.89,0,0,0,0,0,0,1.11,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,11.53,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

66,16:15-16:30,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,16.38,0,0,20,683.14,0,41.89,0,0,0,0,0,0,1.11,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,20.83,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

67,16:30-16:45,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,30.87,0,0,20,683.14,0,41.89,0,0,0,0,0,0,1.11,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,37.88,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

68,16:45-17:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,30.87,0,0,20,683.14,0,41.89,0,0,0,0,0,0,1.11,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,61.56,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

69,17:00-17:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.16,0,66.85,0,0,46.31,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,0.66,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,85.23,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

70,17:15-17:30,459.81,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.16,0,66.85,0,0,46.31,0,0,20,683.14,18.27,41.89,0,0,0,0,0,0,0.66,0,70.37,3.33,0,0,0,0,20.56,21.19,0,1.1,16.48,20.8,0,0,418.77,0,115.54,0,4.48,0,0,12.29,9.68,0,0,0,52.53,118.76,0,139.68,22.47

71,17:30-17:45,459.81,73.43,0,42.4,0,0,2.33,5.27,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.16,0,66.85,0,0,62.24,0,0,20,682.8,27.4,41.89,0,0,0,0,0,0,0.66,0,70.37,8,0,0,0,0,20.56,21.19,0,3.3,32.96,20.8,0,0,418.77,0,140.34,0,4.48,0,0,28.1,19.36,0,0,0,52.53,118.76,0,139.68,22.47

72,17:45-18:00,459.81,73.43,0,42.4,0,0,2.33,10.54,0,0,9.86,0,0,92,124.32,0,26.39,4.57,0,41.58,0,66.85,0,0,62.24,0,0,20,682.8,36.55,41.89,0,0,0,0,0,0,0.66,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,11.53,0,0,42.15,29.06,0,0,0,52.53,118.76,0,139.68,22.47

73,18:00-18:15,459.81,73.43,0,42.4,0,0,13.95,10.54,0,0,9.86,0,0,92,124.32,0,26.39,4.57,0,41.58,0,66.85,0,0,62.24,0,0,20,682.8,36.55,41.89,0,0,0,0,0,0,0.66,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,6.4,0,0,42.15,29.06,0,0,0,52.53,118.76,0,139.68,22.47

74,18:15-18:30,459.81,73.43,0,42.4,0,0,69.72,10.54,0,0,9.86,0,0,92,124.32,0,26.39,4.57,0,41.58,0,66.85,0,0,62.24,0,0,20,682.8,36.55,41.89,0,0,0,0,0,0,0.66,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,6.4,0,0,42.15,29.06,0,0,0,52.53,118.76,0,139.68,22.47

75,18:30-18:45,459.81,73.43,0,42.4,0,0,69.72,10.54,0,0,9.86,0,0,92,124.32,0,26.39,4.57,0,41.58,0,66.85,0,0,62.24,0,0,20,682.8,36.55,41.89,0,0,0,0,0,0,0.66,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,6.4,0,0,42.15,29.06,0,0,0,52.53,118.76,0,139.68,22.47

76,18:45-19:00,459.81,73.43,0,42.4,0,0,69.72,10.54,0,0,9.86,2.55,0,92,124.32,0,26.39,4.57,0,41.58,0,66.85,0,0,62.24,0,0,20,682.8,36.55,41.89,0,0,0,0,0,0,0.66,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,6.4,0,0,42.15,29.06,0,0,0,52.53,118.76,0,139.68,22.47

77,19:00-19:15,654.31,73.43,0,42.4,0,0,69.72,10.54,0,0,9.86,6.36,0,92,124.32,0,26.39,6.72,0,41.79,0,66.85,0,0,62.24,0,0,20,683.14,36.55,41.89,0,0,0,0,0,0,35.33,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,6.4,0,0,42.15,29.06,0,0,0,52.53,118.76,0,139.68,22.47

78,19:15-19:30,654.31,73.43,0,42.4,0,0,13.95,10.54,0,0,9.86,33.1,0,92,124.32,0,26.39,6.72,0,41.79,0,66.85,0,0,62.24,0,0,20,683.14,36.55,41.89,0,0,0,0,0,0,35.33,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,6.4,0,0,28.09,29.06,0,0,0,52.53,118.76,0,139.68,22.47

79,19:30-19:45,654.31,73.43,0,42.4,0,0,2.33,5.27,0,0,8.87,33.1,0,92,124.32,0,24.86,6.72,0,41.79,0,66.85,0,0,62.24,0,0,20,683.14,27.4,41.89,0,0,0,0,0,0,4.41,0,70.37,2.67,0,0,0,0,19.41,21.19,0,1.1,32.96,20.8,0,0,418.77,0,116.95,0,6.4,0,0,12.41,10.18,0,0,0,52.53,118.76,0,139.68,22.47

80,19:45-20:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,33.1,0,92,124.32,0,24.86,6.72,0,41.79,0,66.85,0,0,62.24,0,0,20,683.14,18.27,41.89,0,0,0,0,0,0,1.33,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,116.95,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

81,20:00-20:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,33.1,0,92,124.32,0,24.86,6.72,0,42.21,0,66.85,0,0,62.24,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,1.33,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,93.56,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

82,20:15-20:30,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,33.1,0,92,124.32,0,24.86,6.72,0,42.21,0,66.85,0,0,46.31,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,1.33,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,70.17,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

83,20:30-20:45,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,33.1,0,92,124.32,0,24.86,6.72,0,42.21,0,66.85,0,0,46.31,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,1.33,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,70.17,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

84,20:45-21:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,5.09,0,92,124.32,0,24.86,6.72,0,42.21,0,66.85,0,0,46.31,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,1.33,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,46.78,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

85,21:00-21:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,2.55,0,92,124.32,0,24.86,4.57,0,42.63,0,66.85,0,0,35.22,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,46.78,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

86,21:15-21:30,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,24.86,4.57,0,42.63,0,66.85,0,0,30.87,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,22.73,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

87,21:30-21:45,654.31,86.54,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,24.86,4.57,0,42.63,0,66.85,0,0,30.87,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,20.83,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

88,21:45-22:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,24.86,4.57,0,42.63,0,66.85,0,0,15.44,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,19.41,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

89,22:00-22:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.63,0,66.85,0,0,15.44,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

90,22:15-22:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.63,0,66.85,0,0,15.44,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

91,22:30-22:45,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.63,0,66.85,0,0,0,0,0,20,683.14,9.13,44.31,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

92,22:45-23:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.63,0,66.85,0,0,0,0,0,20,683.14,9.13,44.31,0,0,0,0,0,0,11.59,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

93,23:00-23:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.31,0,0,0,0,0,0,4.41,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

94,23:15-23:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.31,0,0,0,0,0,0,4.41,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

95,23:30-23:45,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.31,0,0,0,0,0,0,4.41,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

96,23:45-24:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.31,0,0,0,0,0,0,5.52,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

