Block,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/19062024/19062024/IEX_240618_01171,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01062024/30062024/R2,L_NR_2019_19,NR/01062024/30062024/IEPL01,NR/01102023/02012046/L_NR_2021_17,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/30092023/26122029/SH-06,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/19062024/19062024/1000011387-GOHP-BRPL(DISCOM),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/22102023/11042047/L_NR_2021_16,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16
6,01:15-01:30,58.67,0,0.000000,30.910000,10.81,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,58.67,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,27.5,0,10.410000,10.610000,21.780000,30.910000,82.5,0,31.290000,0.000000,24.150000,67.620000,24,27.5,24.150000,24.150000,0,0.000000,38.640000,15.490000,0,16.110000,107.920000,0,0,0,0

7,01:30-01:45,59.33,0,0.000000,30.910000,10.41,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,59.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,27.67,0,10.410000,10.610000,21.780000,30.910000,83,0,31.290000,0.000000,24.150000,67.620000,21.66,27.66,24.150000,24.150000,0,0.000000,38.640000,15.490000,0,16.110000,107.920000,0,0,0,0

8,01:45-02:00,60,0,0.000000,30.910000,10.01,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,27.83,0,10.410000,10.610000,21.780000,30.910000,83.5,0,31.290000,0.000000,24.150000,67.620000,21.66,27.84,24.150000,24.150000,0,0.000000,38.640000,15.490000,0,16.110000,107.920000,0,0,0,0

9,02:00-02:15,60,0,0.000000,30.910000,7.01,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,25,0,10.410000,10.220000,21.780000,30.910000,75,0,31.290000,0.000000,24.150000,67.620000,21.66,25,24.150000,24.150000,0,0.000000,38.640000,15.310000,0,16.110000,107.920000,0,0,0,0

10,02:15-02:30,60,0,0.000000,30.910000,7.01,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,25.33,0,10.410000,10.220000,21.780000,30.910000,76,0,31.290000,0.000000,24.150000,67.620000,21.66,25.34,24.150000,24.150000,0,0.000000,38.640000,15.310000,0,16.110000,107.920000,0,0,0,0

11,02:30-02:45,60,0,0.000000,30.910000,7.01,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,25.67,0,10.410000,10.220000,21.780000,30.910000,77,0,31.290000,0.000000,24.150000,67.620000,21.66,25.66,24.150000,24.150000,0,0.000000,38.640000,15.310000,0,16.110000,107.920000,0,0,0,0

12,02:45-03:00,60,0,0.000000,30.910000,7.01,100.640000,9.290000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,26.17,0,10.410000,10.220000,21.780000,30.910000,78.5,0,31.290000,0.000000,24.150000,67.620000,21.66,26.16,24.150000,24.150000,0,0.000000,38.640000,15.310000,0,16.110000,107.920000,0,0,0,0

13,03:00-03:15,60,0,0.000000,30.910000,7.01,100.640000,9.010000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,26.5,0,10.340000,10.220000,21.780000,30.910000,79.5,0,31.290000,0.000000,24.150000,67.620000,21.66,26.5,24.150000,24.150000,0,0.000000,0.000000,15.030000,0,16.110000,107.920000,0,0,0,0

14,03:15-03:30,60,0,0.000000,30.910000,7.01,100.640000,9.010000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,26.83,0,10.340000,10.220000,21.780000,30.910000,80.5,0,31.290000,0.000000,24.150000,67.620000,22,26.84,24.150000,24.150000,0,0.000000,0.000000,15.030000,0,16.110000,107.920000,0,0,0,0

15,03:30-03:45,60,0,0.000000,30.910000,7.01,100.640000,9.010000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,27.33,0,10.340000,10.220000,21.780000,30.910000,82,0,31.290000,0.000000,24.150000,67.620000,22,27.34,24.150000,24.150000,0,0.000000,0.000000,15.030000,0,16.110000,107.920000,0,0,0,0

16,03:45-04:00,60,0,0.000000,30.910000,7.01,100.640000,9.010000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,27.83,0,10.340000,10.220000,21.780000,30.910000,83.5,0,31.290000,0.000000,24.150000,67.620000,22,27.84,24.150000,24.150000,0,0.000000,0.000000,15.030000,0,16.110000,107.920000,0,0,0,0

17,04:00-04:15,60.67,0,0.000000,30.910000,14,100.640000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,60.67,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,28.17,0,10.340000,10.220000,21.780000,30.910000,84.5,0,31.290000,0.000000,24.150000,67.620000,22,28.16,24.150000,24.150000,0,0.000000,0.000000,14.660000,0,16.110000,107.920000,0,0,0,0

18,04:15-04:30,62,0,0.000000,30.910000,13.4,100.640000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,62,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,28.83,0,10.340000,10.220000,21.780000,30.910000,86.5,0,31.290000,0.000000,24.150000,67.620000,22,28.84,24.150000,24.150000,0,0.000000,0.000000,14.660000,0,16.110000,107.920000,0,0,0,0

19,04:30-04:45,63.67,0,0.000000,30.910000,12.8,100.640000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,63.67,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,29.17,0,10.340000,10.220000,21.780000,30.910000,87.5,0,31.290000,0.000000,24.150000,67.620000,22.34,29.16,24.150000,24.150000,0,0.000000,0.000000,14.660000,0,16.110000,113.600000,0,0,0,0

20,04:45-05:00,65.67,0,0.000000,30.910000,12.21,100.640000,8.830000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,65.67,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,29.33,0,10.340000,10.220000,21.780000,30.910000,88,0,31.290000,0.000000,24.150000,67.620000,22.66,29.34,24.150000,24.150000,0,0.000000,0.000000,14.660000,0,16.110000,113.600000,0,0,0,0

21,05:00-05:15,67.33,0,0.000000,30.910000,11.61,100.640000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,67.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,30,0,10.340000,10.220000,21.780000,30.910000,90,0,31.290000,0.000000,24.150000,67.620000,23,30,24.150000,24.150000,0,0.000000,0.000000,14.380000,0,16.110000,113.600000,0,0,0,0

22,05:15-05:30,68.33,0,0.000000,30.910000,11.01,100.640000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,68.33,0,0,24.150000,0,38.640000,0,48.300000,48.300000,0.000000,30.83,0,10.340000,10.220000,21.780000,30.910000,92.5,0,31.290000,0.000000,24.150000,67.620000,23.34,30.84,24.150000,24.150000,0,0.000000,0.000000,14.380000,0,16.110000,113.600000,0,0,0,0

23,05:30-05:45,68.67,0,0.000000,30.910000,10.41,100.640000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,68.67,0,0,24.150000,1.149202,38.640000,0,48.300000,48.300000,0.000000,31.83,0,10.340000,10.220000,21.780000,30.910000,95.5,0,31.290000,0.000000,24.150000,67.620000,23.66,31.84,24.150000,24.150000,0,0.000000,0.000000,14.380000,0,16.110000,115.870000,0,0,0,0

24,05:45-06:00,71,0.2,0.000000,30.910000,9.61,100.640000,8.640000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,71,0,0,24.150000,2.405533,38.640000,0,48.300000,48.300000,0.000000,32.83,0,10.340000,10.220000,21.780000,30.910000,98.5,0,31.290000,0.000000,24.150000,67.620000,24.34,32.84,24.150000,24.150000,0,0.000000,0.000000,14.380000,0,16.110000,115.870000,0.12,0.18,0.63,0

25,06:00-06:15,63.33,1,0.000000,30.910000,8.81,100.640000,8.360000,38.640000,262.270000,273.140000,24.150000,0.000000,0.000000,87.130000,0,63.33,6.94,1,24.150000,4.879239,38.640000,0,48.300000,48.300000,0.000000,26.67,0,10.260000,9.990000,21.780000,30.910000,80,1,31.290000,0.000000,24.150000,67.620000,24.66,26.66,24.150000,24.150000,8.11,0.000000,0.000000,14.110000,1,16.110000,115.870000,0.79,1.67,3.96,0

26,06:15-06:30,64,2,0.110000,30.910000,8.01,100.640000,8.360000,38.640000,262.270000,273.140000,24.150000,0.000000,0.110000,87.130000,2,64,10.1,1,24.150000,9.15466,38.640000,0,48.300000,48.300000,0.000000,27,1,10.260000,9.990000,21.780000,30.910000,81,4,31.290000,0.110000,24.150000,67.620000,25,27,24.150000,24.150000,16.93,0.000000,0.000000,14.110000,2,16.110000,115.870000,1.71,3.82,8.55,0

27,06:30-06:45,65,5,0.780000,30.910000,7.01,100.640000,8.360000,38.640000,262.270000,273.140000,24.150000,0.000000,0.800000,87.130000,6,65,14.55,3,24.150000,13.985204,38.640000,0,48.300000,48.300000,0.000000,27.5,3,10.260000,10.370000,21.780000,30.910000,82.5,7,31.290000,0.780000,24.150000,67.620000,25.34,27.5,24.150000,24.150000,22.98,0.000000,0.000000,14.110000,5,16.110000,115.870000,2.73,6.57,13.68,0

28,06:45-07:00,66,6,1.240000,30.910000,7.01,100.640000,8.360000,38.640000,262.270000,273.140000,24.150000,0.000000,1.270000,87.130000,11,66,20.72,6,24.150000,19.701997,38.640000,0,48.300000,48.300000,0.000000,28,4,10.260000,10.370000,21.780000,30.910000,84,14,31.290000,1.240000,24.150000,67.620000,25.66,28,24.150000,24.150000,28.72,0.000000,0.000000,14.110000,8,16.110000,115.870000,4.08,9.55,20.38,0

29,07:00-07:15,56.67,8,1.830000,30.910000,7.01,100.640000,8.170000,38.640000,206.290000,231.840000,24.150000,0.000000,1.880000,68.130000,20,56.67,31.49,9,24.150000,26.178432,38.640000,0,48.300000,48.300000,0.000000,28.67,5,10.260000,10.370000,21.780000,30.910000,86,21,31.290000,1.830000,24.150000,67.620000,26,28.66,24.150000,24.150000,31.5,0.000000,0.000000,13.930000,11,16.110000,66.270000,6.01,13.94,30.08,0

30,07:15-07:30,57,12.86,2.540000,30.910000,7.01,100.640000,8.170000,38.640000,206.290000,193.200000,24.150000,0.000000,2.600000,57.670000,29.48,57,29.49,15,24.150000,33.190512,38.640000,0,48.300000,48.300000,0.000000,29.33,8,10.260000,10.370000,21.780000,30.910000,88,35,31.290000,2.540000,24.150000,67.620000,26.66,29.34,24.150000,24.150000,29.48,0.000000,0.000000,13.930000,16,16.110000,66.270000,8.53,18.06,42.65,0

31,07:30-07:45,57.33,16.18,3.340000,30.910000,7.01,100.640000,8.170000,38.640000,178.300000,150.220000,24.150000,0.000000,3.430000,57.670000,31.48,57.33,31.49,21,24.150000,40.338938,38.640000,0,48.300000,48.300000,0.000000,30,12,10.260000,10.370000,21.780000,30.910000,90,49,31.290000,3.340000,24.150000,67.620000,24,30,24.150000,24.150000,31.48,0.000000,0.000000,13.930000,23,12.290000,66.270000,11.49,23.11,57.43,0

32,07:45:08:00,58,20.09,4.450000,30.910000,7.01,53.130000,8.170000,38.640000,130.000000,150.220000,24.150000,0.000000,4.560000,57.670000,32.17,58,32.16,27,24.150000,47.613971,38.640000,0,48.300000,48.300000,0.000000,30.83,15,10.260000,10.370000,21.780000,30.910000,92.5,63,31.290000,4.450000,24.150000,67.620000,24.66,30.84,24.150000,24.150000,32.17,0.000000,0.000000,13.930000,31,12.290000,66.270000,14.76,27.79,73.83,0

33,08:00-08:15,58.67,23.19,5.540000,30.910000,7.01,53.130000,7.990000,38.640000,120.750000,150.220000,24.150000,0.000000,5.670000,57.670000,32.33,58.67,32.34,33,24.150000,55.044828,38.640000,0,48.300000,48.300000,0.000000,27.5,18,10.260000,10.140000,21.780000,30.910000,82.5,77,31.290000,5.540000,24.150000,67.620000,25.34,27.5,24.150000,24.150000,32.33,0.000000,0.000000,13.190000,37,12.290000,66.270000,18.25,33.82,91.26,0

34,08:15-08:30,59.33,26.41,6.660000,30.910000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,6.820000,57.670000,32.83,59.33,32.84,39,24.150000,62.62177,38.640000,0,48.300000,48.300000,0.000000,27.5,22,10.260000,10.140000,21.780000,30.910000,82.5,91,31.290000,6.660000,24.150000,67.620000,26,27.5,24.150000,24.150000,32.83,0.000000,0.000000,13.190000,43,12.290000,66.270000,21.81,39.51,109.03,0

35,08:30-08:45,60.33,30,7.710000,9.610000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,7.900000,57.670000,32.83,60.33,32.84,45,24.150000,69.994193,38.640000,0,48.300000,48.300000,0.000000,27.5,25,10.260000,10.140000,21.780000,30.910000,82.5,105,31.290000,7.710000,24.150000,67.620000,21.66,27.5,24.150000,24.150000,32.83,0.000000,0.000000,13.190000,50,12.290000,66.270000,25.25,48.26,126.25,0

36,08:45:09:00,61.67,33,8.710000,20.260000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,8.920000,57.670000,33,61.67,33,51,24.150000,77.191314,38.640000,0,48.300000,48.300000,0.000000,28.83,28,10.260000,10.140000,21.780000,20.260000,86.5,119,31.290000,8.710000,24.150000,67.620000,21.66,28.84,24.150000,24.150000,33,0.000000,0.000000,13.190000,57,12.290000,66.270000,28.54,55.62,142.68,0

37,09:00:09:15,63.33,35,9.680000,20.260000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,9.920000,57.670000,33,63.33,33,57,24.150000,84.53452,0.000000,0,0.000000,0.000000,0.000000,30,31,10.260000,10.140000,21.780000,20.260000,90,133,31.290000,9.680000,0.000000,67.620000,21.66,30,24.150000,24.150000,33,0.000000,0.000000,13.190000,63,12.290000,66.270000,31.66,62.55,158.33,0

38,09:15-09:30,65,37,10.600000,20.260000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,10.870000,57.670000,33,65,33,61,24.150000,90.806436,0.000000,0,0.000000,0.000000,0.000000,31,34,10.260000,10.140000,21.780000,20.260000,93,144,31.290000,10.600000,0.000000,67.620000,21.66,31,24.150000,24.150000,33,0.000000,0.000000,13.190000,68,12.290000,66.270000,34.54,69.02,172.73,0

39,09:30-09:45,66.67,43,11.410000,20.260000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,11.700000,57.670000,33,66.67,33,66,24.150000,96.698531,0.000000,0,0.000000,0.000000,0.000000,32.5,36,10.260000,10.140000,21.780000,20.260000,97.5,154,31.290000,11.410000,0.000000,67.620000,23,32.5,24.150000,24.150000,33,0.000000,0.000000,13.190000,73,12.290000,66.270000,37.27,75.03,186.34,0

40,09:45-10:00,70,41,12.180000,20.260000,7.01,53.130000,7.990000,38.640000,106.260000,150.220000,24.150000,0.000000,12.480000,57.670000,33,70,33,70,24.150000,102.327673,0.000000,0,0.000000,0.000000,0.000000,34.33,39,10.260000,10.140000,21.780000,20.260000,103,165,31.290000,12.180000,0.000000,67.620000,24.34,34.34,24.150000,24.150000,33,0.000000,0.000000,13.190000,77,12.290000,66.270000,39.96,80.37,199.83,0

41,10:00-10:15,73.33,43,12.910000,20.260000,7.01,53.130000,7.810000,38.640000,106.260000,150.220000,0.000000,0.000000,13.230000,57.670000,33,73.33,33,75,0.000000,107.012132,0.000000,0,0.000000,0.000000,0.000000,35,40,10.100000,9.910000,21.780000,20.260000,105,175,31.290000,12.910000,0.000000,0.000000,36,35,24.150000,0.000000,33,0.000000,0.000000,13.190000,81,12.290000,66.270000,42.4,85,212.03,0

42,10:15-10:30,73.33,49,13.540000,20.260000,7.01,53.130000,7.810000,38.640000,106.260000,150.220000,0.000000,0.000000,13.880000,57.670000,33,73.33,33,78,0.000000,110.693474,0.000000,0,0.000000,0.000000,0.000000,35.33,42,10.100000,9.910000,21.780000,20.260000,106,182,31.290000,13.540000,0.000000,0.000000,36,35.34,24.150000,0.000000,33,0.000000,0.000000,13.190000,85,12.290000,66.270000,44.6,89.2,223,0

43,10:30-10:45,73.33,45,14.150000,20.260000,9.01,53.130000,7.810000,38.640000,106.260000,150.220000,0.000000,0.000000,14.510000,57.670000,33,73.33,33,79,0.000000,114.014473,0.000000,0,0.000000,0.000000,0.000000,35.67,44,10.100000,9.910000,21.780000,20.260000,107,186,31.290000,14.150000,0.000000,0.000000,36,35.66,24.150000,0.000000,33,0.000000,0.000000,13.190000,89,12.290000,66.270000,46.66,91.54,233.29,0

44,10:45-11:00,73.33,46,14.630000,20.260000,9.41,53.130000,7.810000,38.640000,106.260000,150.220000,0.000000,0.000000,14.990000,57.670000,33,73.33,33,79,0.000000,116.439484,0.000000,0,0.000000,0.000000,0.000000,36,47,10.100000,9.910000,21.780000,20.260000,108,186,31.290000,14.630000,0.000000,0.000000,36,36,24.150000,0.000000,33,0.000000,0.000000,13.190000,93,12.290000,66.270000,48.06,92.38,240.32,0

45,11:00-11:15,78.33,47,14.990000,20.260000,14.4,53.130000,7.810000,38.640000,106.260000,193.200000,0.000000,0.000000,15.380000,57.670000,33,78.33,33,79,0.000000,118.367806,0.000000,0,0.000000,0.000000,0.000000,36.33,47,9.480000,9.910000,21.780000,20.260000,109,186,31.290000,14.990000,0.000000,0.000000,36,36.34,24.150000,0.000000,33,0.000000,0.000000,13.000000,93,12.290000,66.270000,48.33,92.49,241.67,0

46,11:15-11:30,78.33,47,15.130000,20.260000,14.6,53.130000,7.810000,38.640000,106.260000,193.200000,0.000000,0.000000,15.500000,57.670000,33,78.33,33,79,0.000000,119.799439,0.000000,0,0.000000,0.000000,0.000000,36.67,47,9.870000,9.910000,21.780000,20.260000,110,186,31.290000,15.130000,0.000000,0.000000,36,36.66,24.150000,0.000000,33,0.000000,0.000000,13.000000,93,12.290000,66.270000,48.33,92.45,241.67,0

47,11:30-11:45,78.33,46,15.250000,20.260000,13.6,53.130000,7.810000,38.640000,106.260000,231.840000,0.000000,0.000000,15.630000,57.670000,33,78.33,33,79,0.000000,120.948641,0.000000,0,0.000000,0.000000,0.000000,36.67,47,9.870000,9.910000,21.780000,20.260000,110,186,31.290000,15.250000,0.000000,0.000000,36,36.66,24.150000,0.000000,33,0.000000,0.000000,13.000000,93,12.290000,66.270000,48.33,92.53,241.67,0

48,11:45-12:00,78.33,48,15.280000,20.260000,13.2,53.130000,7.810000,38.640000,106.260000,231.840000,0.000000,0.000000,15.660000,57.670000,33,78.33,33,79,0.000000,121.805673,0.000000,0,0.000000,0.000000,0.000000,36.67,47,9.870000,9.910000,21.780000,20.260000,110,186,31.290000,15.280000,0.000000,0.000000,36,36.66,24.150000,0.000000,33,0.000000,0.000000,13.000000,93,12.290000,66.270000,48.33,92.71,241.67,0

49,12:00-12:15,83.33,48,15.280000,20.260000,13.2,53.130000,7.810000,38.640000,106.260000,231.840000,0.000000,0.000000,15.660000,57.670000,33,83.33,33,79,0.000000,122.779573,0.000000,0,0.000000,0.000000,0.000000,40,47,9.320000,9.990000,21.780000,20.260000,120,186,31.290000,15.280000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,93,12.290000,66.270000,48.33,92.81,241.67,0

50,12:15-12:30,83.33,47,15.280000,20.260000,13.4,53.130000,7.810000,38.640000,106.260000,273.140000,0.000000,0.000000,15.660000,57.670000,33,83.33,33,79,0.000000,122.166016,0.000000,0,0.000000,0.000000,0.000000,40,47,9.320000,9.990000,21.780000,20.260000,120,186,31.290000,15.280000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,93,12.290000,66.270000,48.33,92.77,241.67,0

51,12:30-12:45,83.33,47,15.280000,20.260000,17.6,51.320000,7.810000,38.640000,171.870000,273.140000,0.000000,0.000000,15.660000,57.670000,33,83.33,33,79,0.000000,117.569208,0.000000,0,0.000000,0.000000,0.000000,40,47,9.320000,9.990000,21.780000,20.260000,120,186,31.290000,15.280000,0.000000,0.000000,40,40,24.150000,0.000000,33,0.000000,0.000000,12.820000,93,12.160000,66.270000,48.33,92.72,241.67,0

