Column1,Time,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/9482,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/2563,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/3469,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/4651,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/1906,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02122045/L_NR_2021_13,NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,GNA/SR/2025/03/01/7500,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668
7,01:30-01:45,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.08,6.72,26.99,4.6,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.15,0,1.31,31.01,0,0,0,0,200,0,20,6.67,0,0,0,10.33,20,10.33,0,0,0,22.01,0

8,01:45-02:00,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.08,6.72,26.99,4.6,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.15,0,1.31,31.5,0,0,0,0,200,0,20,6.67,0,0,0,10.5,20,10.5,0,0,0,21.01,0

9,02:00-02:15,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.15,0,1.26,32.51,0,0,0,0,0,0,19.66,6.67,0,0,0,10.83,19.67,10.83,0,0,0,20.41,0

10,02:15-02:30,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.15,0,1.26,33.49,0,0,0,0,0,0,19.66,6.67,0,0,0,11.17,19.67,11.17,0,0,0,19.61,0

11,02:30-02:45,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.15,0,1.26,34.01,0,0,0,0,0,0,19.34,6.67,0,0,0,11.33,19.33,11.33,0,0,0,23.61,0

12,02:45-03:00,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.15,0,1.26,33.49,0,0,0,0,0,0,18.66,6.67,0,0,0,11.17,18.67,11.17,0,0,0,22.61,0

13,03:00-03:15,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.08,0,1.26,33,0,0,0,0,0,0,18,6.67,0,0,0,11,18,11,0,0,0,22.01,0

14,03:15-03:30,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.08,0,1.26,31.99,0,0,0,0,0,0,17.34,6.67,0,0,0,10.67,17.33,10.67,0,0,0,21.41,0

15,03:30-03:45,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.08,0,1.26,26.51,0,0,0,0,0,0,16.66,6.67,0,0,0,8.83,16.67,8.83,0,0,0,20.61,0

16,03:45-04:00,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.6,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.08,0,1.26,25.99,0,0,0,0,0,0,16,6.67,0,0,0,8.67,16,8.67,0,0,0,20.01,0

17,04:00-04:15,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.5,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.08,0,1.21,27.49,0,0,0,0,0,0,15.34,6.67,0,0,0,9.17,15.33,9.17,0,0,0,24.01,0

18,04:15-04:30,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.01,6.72,26.99,4.5,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.08,0,1.21,27,0,0,0,0,0,0,15.34,6.67,0,0,0,9,15.33,9,0,0,0,23.61,0

19,04:30-04:45,42,0,271.44,100.01,9.6,70.01,166.48,55.49,0,23.04,0,259.78,1.16,6.72,26.99,4.5,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.19,0,1.21,27,0,0,0,0,0,0,16.34,6.67,0,0,0,9,16.33,9,0,0,0,22.61,0

20,04:45-05:00,42,0,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.16,6.72,26.99,4.5,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.19,0,1.21,27,0,0,0,0,0,0,17.34,6.67,0,0,0,9,17.33,9,0,0,0,22.01,0

21,05:00-05:15,42,0,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.16,6.72,26.99,4.5,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.15,0,1.21,28.01,0,0,0,0,0,0,18.34,6.67,0,0,0,9.33,18.33,9.33,0,0,0,21.41,0

22,05:15-05:30,42,0,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.16,6.72,26.99,4.5,23.04,5.76,27.75,0,26.99,0,23.04,86.59,1.15,0,1.21,28.99,0,0,0,0,0,0,19.34,6.67,0,0,0,9.67,19.33,9.67,0,0,0,20.61,0

23,05:30-05:45,42,0,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.16,6.72,24.43,4.5,23.04,5.76,27.75,0,24.43,0,23.04,86.59,1.15,0,1.21,30,0,0,0,0,0,0,19,6.67,0,0,0,10,19,10,0,0,0,21.01,0

24,05:45-06:00,42,0,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.16,6.72,24.43,4.5,23.04,5.76,27.75,0,24.43,0,23.04,86.59,1.15,0,1.21,31.01,0,0,0,0,0,0,17.34,6.67,0,0,0,10.33,17.33,10.33,0,0,0,22.01,0

25,06:00-06:15,42,0,271.44,100.01,9.6,114.82,0,0,0,34.56,0,259.78,1.16,6.72,25.83,4.5,34.56,5.76,27.75,0,32,0,34.56,86.59,1.38,0,1.21,34.5,0,0,0,0,0,0,19.34,6.67,0,0.25,0.24,11.5,19.33,11.5,0,0,0,23.01,0

26,06:15-06:30,42,0,271.44,100.01,9.6,114.82,0,0,0,34.56,0,259.78,1.16,6.72,2.79,4.5,34.56,5.76,27.25,0,32,0,34.56,86.59,1.38,0,1.21,35.51,0,0,0,0,0,0,19.34,6.67,0,6.75,6.55,11.83,19.33,11.83,0,0,0,22.41,0

27,06:30-06:45,42,0,271.44,100.01,9.6,114.82,0,0,0,34.56,0,259.78,1.16,6.72,32,4.5,34.56,5.76,26.75,0,32,0,34.56,86.59,1.38,0,1.21,36.49,0,0,0,0,0,0,19,6.67,1,13.25,12.84,12.17,19,12.17,0,0.02,0,22.41,0.41

28,06:45-07:00,42,0,271.44,100.01,9.6,114.82,0,0,0,34.56,0,259.78,1.16,6.72,32,4.5,34.56,5.76,26.24,0,32,0,34.56,86.59,1.38,0,1.21,37.5,1,1,1,0,0,0,18.66,6.67,4,19.75,19.13,12.5,18.67,12.5,0,3.04,0,21.81,0.47

29,07:00-07:15,0,0,271.44,100.01,9.6,114.82,0,0,0,34.56,0,259.78,1.08,6.72,32,4.5,34.56,5.76,26.24,0,32,0,34.56,86.59,1.38,0.46,1.21,37.01,7,4,3,1,0,1,18,6.67,10,26.24,25.42,12.33,18,12.33,2.3,9.11,2,18.01,0.18

30,07:15-07:30,0,0,271.44,100.01,9.6,114.82,0,0,0.32,34.56,0.34,259.78,1.08,6.72,32,4.5,34.56,5.76,26.24,0.34,32,0,34.56,86.59,1.38,1.92,1.21,37.01,10,7,5,3,0,3,17.34,6.67,15,32.57,32.57,12.33,17.33,12.33,9.58,16.89,6,18.01,1.94

31,07:30-07:45,0,0,271.44,100.01,9.6,114.82,0,0,1.1,34.56,1.21,259.78,1.08,6.72,32,4.5,34.56,5.76,26.24,1.21,32,0,34.56,86.59,1.38,4.02,1.21,37.01,10,14,5,6,0,5,16.66,6.67,24,31,31,12.33,16.67,12.33,20.12,25.71,9,18.41,5.76

32,07:45-08:00,0,0,271.44,100.01,9.6,114.82,0,0,2.12,34.56,2.35,259.78,1.08,6.72,32,4.5,34.56,5.76,27.25,2.35,32,0,34.56,86.59,1.38,5.04,1.21,36.49,17,25,8,10,0,7,15.34,6.67,28.66,28.67,28.67,12.17,15.33,12.17,25.19,35.69,13,18.41,10.5

33,08:00-08:15,0,0,271.44,100.01,9.6,65.88,0,0,3.25,34.56,3.58,259.78,1.39,6.72,25.83,4.5,34.56,5.76,27.25,3.58,32,0,34.56,86.59,1.31,7.5,1.21,34.99,19,39,9,16,0,10,14.66,6.67,31.24,31.23,31.23,11.67,14.67,11.67,37.51,45.84,15,14.61,10.77

34,08:15-08:30,0,0,271.44,100.01,9.6,65.88,0,0,4.35,34.56,4.82,259.78,1.39,6.72,25.83,4.5,34.56,5.76,27.25,4.82,32,0,34.56,86.59,1.31,11.54,1.21,32.51,27,56,13,24,0,14,14,6.67,31.56,31.57,31.57,10.83,14,10.83,57.69,56.2,23,14.61,18.9

35,08:30-08:45,0,0,271.44,100.01,9.6,65.88,0,0,5.5,34.56,6.08,259.78,1.39,6.72,25.87,4.5,34.56,5.76,27.25,6.08,32,0,34.56,86.59,1.31,15.1,1.21,29.51,37,74,18,31,0,20,13.34,6.67,32.66,32.67,32.67,9.83,13.33,9.83,75.52,65.96,35,15.21,25.49

36,08:45-09:00,0,0,271.44,100.01,9.6,65.88,0,0,6.64,34.56,7.33,259.78,1.39,6.72,25.87,4.5,34.56,5.76,27.25,7.33,32,0,34.56,86.59,1.31,18.41,1.21,24.49,45,91,23,39,0,23,12.66,6.67,32.66,32.67,32.67,8.17,12.67,8.17,92.02,84.99,43,15.81,30.79

37,09:00-09:15,0,0,271.44,100.01,9.6,65.88,0,0,7.71,23.04,8.52,259.78,1.39,6.72,26.99,4.5,23.04,5.76,26.24,8.52,26.99,0,23.04,86.59,1.31,25.07,1.21,21,48,105,24,45,0,27,12.66,6.67,32.66,32.67,32.67,7,12.67,7,125.32,95.5,50,12.01,39.48

38,09:15-09:30,0,0,271.44,100.01,9.6,65.88,0,0,8.67,23.04,9.59,259.78,1.39,6.72,26.99,4.5,23.04,5.76,25.74,9.59,26.99,0,23.04,86.59,1.31,29.26,1.21,21,55,133,28,57,0,30,12.66,6.67,32.66,32.67,32.67,7,12.67,7,146.29,105.24,57,12.41,44.08

39,09:30-09:45,0,0,271.44,100.01,9.6,65.88,0,0,9.57,23.04,10.58,259.78,1.39,6.72,26.99,4.5,23.04,5.76,25.74,10.58,26.99,0,23.04,86.59,1.31,30.68,1.21,21,65,147,33,63,0,33,12.66,6.67,32.66,32.67,32.67,7,12.67,7,153.4,114.39,63,13.81,63.87

40,09:45-10:00,0,0,271.44,100.01,9.6,65.88,0,0,10.36,23.04,11.45,259.78,1.39,6.72,26.99,4.5,23.04,5.76,25.74,11.45,26.99,0,23.04,86.59,1.31,33.89,1.21,21,70,161,35,69,0,36,12.66,6.67,32.66,32.67,32.67,7,12.67,7,169.44,122.37,70,15.01,71.83

41,10:00-10:15,0,0,271.44,100.01,9.6,65.88,0,0,11.12,23.04,12.29,259.78,1.39,6.72,26.99,4.5,23.04,5.76,25.74,12.29,26.99,0,23.04,86.59,1.23,36.6,1.26,21,75,172,38,73,0,39,15,6.67,32.66,32.67,32.67,7,15,7,182.98,129.67,79,16.01,78.35

42,10:15-10:30,0,0,271.44,100.01,9.6,65.88,0,0,11.72,23.04,12.95,259.78,1.39,6.72,26.99,4.5,23.04,5.76,25.23,12.95,26.99,0,23.04,86.59,1.23,38.65,1.26,21,80,182,40,78,0,42,15,6.67,32.66,32.67,32.67,7,15,7,193.24,136.1,84,17.01,84.86

43,10:30-10:45,0,0,271.44,100.01,9.6,65.88,0,0,10.5,23.04,11.6,259.78,1.39,6.72,26.99,4.5,23.04,5.76,24.22,11.6,26.99,0,23.04,86.59,1.23,43.39,1.26,21,83,189,42,81,0,44,15,6.67,32.66,32.67,32.67,7,15,7,216.95,141.94,85,19.01,93.21

44,10:45-11:00,0,0,271.44,100.01,9.6,65.88,0,0,10.95,23.04,12.11,229.35,1.39,6.72,26.99,4.5,23.04,5.76,24.22,12.11,26.99,0,23.04,86.59,1.23,44.82,1.26,21,87,193,43,82,0,46,15,6.67,32.66,32.67,32.67,7,15,7,224.11,146.41,87,18.41,97.5

45,11:00-11:15,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,229.35,1.39,6.72,26.99,4.41,23.04,5.76,22.71,12.18,26.99,0,23.04,74.43,1.23,45.69,1.26,21,88,196,44,84,0,47,15,6.67,32.66,32.67,32.67,7,15,7,228.46,155.76,87,18.41,98.33

46,11:15-11:30,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,222.41,1.39,6.72,26.99,4.41,23.04,5.76,22.2,12.18,26.99,0,23.04,74.43,1.23,46,1.26,21,88,200,44,85,0,47,14.66,6.67,32.66,32.67,32.67,7,14.67,7,230,155.76,87,18.41,98.33

47,11:30-11:45,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,191.69,1.39,6.72,26.99,4.41,23.04,5.76,22.2,12.18,26.99,0,23.04,74.43,1.23,46,1.26,21,88,200,44,85,0,47,14.34,6.67,32.66,32.67,32.67,7,14.33,7,230,155.76,91,18.41,98.33

48,11:45-12:00,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,173.45,1.39,6.72,26.99,4.41,23.04,5.76,22.2,12.18,26.99,0,23.04,74.43,1.23,46,1.26,21,88,200,44,85,0,48,14,6.67,32.66,32.67,32.67,7,14,7,230,155.76,91,18.81,98.33

49,12:00-12:15,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,138.24,1.24,6.72,26.99,4.41,23.04,5.76,22.71,12.18,26.99,0,23.04,60.48,1.31,46,1.26,21,88,200,44,85,0,48,13.34,6.67,32.66,32.67,32.67,7,13.33,7,230,155.76,91,18.81,98.33

50,12:15-12:30,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,138.24,1.24,6.72,26.99,4.41,23.04,5.76,22.71,12.18,26.99,0,23.04,47.04,1.31,46,1.26,21,88,200,44,85,0,48,12.66,6.67,32.06,32.07,32.07,7,12.67,7,230,155.76,91,18.81,98.33

51,12:30-12:45,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,138.24,1.24,6.72,26.99,4.41,23.04,5.76,22.71,12.18,26.99,0,23.04,45.12,1.31,46,1.26,21,81,168,41,72,0,48,12.66,6.67,32.06,32.07,32.07,7,12.67,7,230,155.76,91,15.01,98.33

52,12:45-13:00,0,0,271.44,100.01,9.6,70.01,0,0,11.01,23.04,12.18,138.24,1.24,6.72,26.99,4.41,23.04,5.76,22.71,12.18,26.99,0,23.04,45.12,1.31,46,1.26,21,83,168,41,72,0,48,12.66,6.67,31.74,31.73,31.73,7,12.67,7,230,155.76,91,15.61,98.33

53,13:00-13:15,0,0,271.44,69.12,9.6,70.01,0,0,15.02,23.04,15.88,138.24,1.24,6.72,26.99,4.41,23.04,5.76,23.21,14.44,26.99,0,23.04,45.12,1.31,46,1.31,21,80,168,40,72,0,48,12.66,6.67,31.74,31.73,31.73,7,12.67,7,230,155.76,82,12.41,98.33

54,13:15-13:30,0,0,271.44,76.8,9.6,70.01,0,0,15.02,23.04,15.88,138.24,1.24,6.72,26.99,4.41,23.04,5.76,24.73,14.44,26.99,0,23.04,45.12,1.31,46,1.31,21,80,168,40,72,0,48,12.66,6.67,31.74,31.73,31.73,7,12.67,7,230,155.76,82,12.61,98.33

55,13:30-13:45,0,0,271.44,76.8,9.6,70.01,0,0,15.02,23.04,15.88,138.24,1.24,6.72,26.99,4.41,23.04,5.76,24.73,14.44,26.99,0,23.04,45.12,1.31,46,1.31,21,90,189,45,81,0,47,12.66,6.67,31.74,31.73,31.73,7,12.67,7,230,155.76,80,12.81,98.33

56,13:45-14:00,0,0,271.44,100.01,9.6,70.01,0,0,15.02,23.04,15.88,138.24,1.24,6.72,26.99,4.41,23.04,5.76,24.73,14.44,26.99,0,23.04,45.12,1.31,45.76,1.31,21,90,189,45,81,0,45,12.66,6.67,31.74,31.73,31.73,7,12.67,7,228.78,147.87,80,13.01,98.33

57,14:00-14:15,0,0,271.44,100.01,9.6,70.01,0,0,15.02,23.04,15.88,138.24,1.24,6.72,26.99,4.41,23.04,5.76,25.23,14.44,26.99,0,23.04,45.12,1.38,45.83,1.35,21,90,189,45,81,0,44,12.66,6.67,31.74,31.73,31.73,7,12.67,7,229.17,145.34,82,18.01,98.33

58,14:15-14:30,0,0,271.44,100.01,9.6,70.01,0,0,15.02,23.04,15.88,138.24,1.24,6.72,26.99,4.41,23.04,5.76,26.24,14.44,26.99,0,23.04,45.12,1.38,45.83,1.35,21,90,189,45,81,0,43,12.66,6.67,31.74,31.73,31.73,7,12.67,7,229.17,141.16,82,18.01,98.33

59,14:30-14:45,0,0,271.44,100.01,9.6,70.01,0,0,14.77,23.04,15.62,138.24,1.24,6.72,0,4.41,23.04,5.76,26.75,14.2,0,0,23.04,45.12,1.38,45.5,1.35,21,69,189,35,81,0,42,12.66,6.67,31.74,31.73,31.73,7,12.67,7,227.5,135.9,80,18.01,94.4

60,14:45-15:00,0,0,271.44,100.01,9.6,70.01,0,0,14.21,23.04,15.03,138.24,1.24,6.72,0,4.41,23.04,5.76,27.25,13.67,0,0,23.04,45.12,1.38,45.33,1.35,21,63,186,31,79,0,40,12.66,6.67,31.74,31.73,31.73,7,12.67,7,226.66,130.45,80,18.01,92.4

61,15:00-15:15,0,0,271.44,100.01,9.6,70.01,0,0,13.56,23.04,14.35,173.45,1.24,6.72,0,4.41,23.04,5.76,27.75,13.05,0,0,23.04,55.59,1.38,42.37,1.35,21,56,179,28,76,0,38,12.66,6.67,32.06,32.07,32.07,7,12.67,7,211.84,123.63,79,23.01,88.66

62,15:15-15:30,0,0,271.44,100.01,9.6,70.01,0,0,12.87,23.04,13.61,173.45,1.24,6.72,0,4.41,23.04,5.76,27.75,12.37,0,0,23.04,55.59,1.38,40.91,1.35,21,49,168,25,72,0,36,12.66,6.67,32.06,32.07,32.07,7,12.67,7,204.54,116.24,74,22.81,82.94

63,15:30-15:45,0,0,271.44,100.01,9.6,65.88,0,0,12.06,23.04,12.74,229.35,0.78,6.72,0,4.41,23.04,5.76,28.26,11.58,0,0,23.04,74.43,1.38,38.63,1.35,21,43,161,21,69,0,32,12.66,6.67,32.06,32.07,32.07,7,12.67,7,193.16,108.35,63,22.41,77.21

64,15:45-16:00,0,0,271.44,100.01,9.6,65.88,0,0,11.17,23.04,11.8,229.35,1.16,6.72,0,4.41,23.04,5.76,29.27,10.73,0,0,23.04,74.43,1.38,35.91,1.35,21,37,151,18,64,0,29,12.66,6.67,32.06,32.07,32.07,7,12.67,7,179.58,99.3,60,22.01,71.66

65,16:00-16:15,0,0,271.44,100.01,9.6,65.88,0,0,10.19,23.04,10.77,259.78,1.16,6.72,13,4.41,23.04,5.76,30.28,9.79,13,0,23.04,86.59,1.45,32.51,1.39,21,55,116,27,49,0,25,12.66,6.67,32.06,32.07,32.07,7,12.67,7,162.55,89.56,56,18.41,65.29

66,16:15-16:30,0,0,271.44,100.01,9.6,65.88,0,0,9.16,23.04,9.67,259.78,1.16,6.72,13,4.41,23.04,5.76,30.28,8.8,13,0,23.04,86.59,1.45,29.12,1.39,21,47,98,23,42,0,21,12.66,6.67,32.06,32.07,32.07,7,12.67,7,145.62,79.63,51,19.01,58.31

67,16:30-16:45,0,0,271.44,100.01,9.6,65.88,0,0,8.05,23.04,8.51,259.78,1.16,6.72,20,4.41,23.04,5.76,30.28,7.74,20,0,23.04,86.59,1.45,25.48,1.39,21,38,81,19,34,0,18,12.66,6.67,32.66,32.67,32.67,7,12.67,7,127.43,68.63,45,8.6,51.33

68,16:45-17:00,0,0,271.44,100.01,9.6,114.82,0,0,6.83,23.04,7.22,259.78,1.16,6.72,25,4.41,23.04,5.76,30.28,6.56,25,0,23.04,86.59,1.45,21.77,1.39,21,31,67,16,28,0,16,12.66,6.67,32.66,32.67,32.67,7,12.67,7,108.88,56.95,37,8.8,44.9

69,17:00-17:15,0,0,271.44,100.01,9.6,114.82,0,0,3.48,36.48,3.85,259.78,1.16,6.72,27,4.41,36.48,5.76,30.28,3.85,27,100,36.48,86.59,1.38,20.08,1.39,21,23,49,12,21,0,12,12.66,6.67,32.66,32.67,32.67,7,12.67,7,100.37,45.85,28,8.8,37.96

70,17:15-17:30,0,0,271.44,100.01,9.6,65.88,0,0,2.65,36.48,2.94,259.78,1.16,6.72,26.99,4.41,36.48,5.76,30.28,2.94,26.99,100,36.48,86.59,1.38,16.19,1.39,21,17,35,8,15,0,8,12.66,6.67,18,33,33,7,12.67,7,80.96,34.36,20,9,30.72

71,17:30-17:45,0,0,271.44,100.01,9.6,65.88,0,0,1.89,36.48,2.09,259.78,1.16,6.72,26.99,4.41,36.48,5.76,30.28,2.09,26.99,100,36.48,86.59,1.38,12.31,1.39,22.5,10,21,5,9,0,6,12.66,6.67,8,30.31,29.37,7.5,12.67,7.5,61.53,23.66,14,9,22.87

72,17:45-18:00,0,0,271.44,100.01,9.6,65.88,0,0,1.16,36.48,1.28,259.78,1.16,6.72,26.99,4.41,36.48,5.76,30.28,1.28,26.99,100,36.48,86.59,1.38,8.42,1.39,22.5,7,11,3,4,0,5,12.66,6.67,1,18.24,17.68,7.5,12.67,7.5,42.12,14.8,12,9,16.67

73,18:00-18:15,0,100,271.44,100.01,9.6,114.82,0,0,0.59,36.48,0.65,259.78,1.16,6.72,32,4.87,36.48,5.76,30.28,0.65,32,100,36.48,86.59,1.38,6.39,1.39,22.5,3,4,2,1,0,3,12.66,6.67,0,0,0,7.5,12.67,7.5,31.92,8.27,8,9,11.29

74,18:15-18:30,0,100,271.44,100.01,9.6,114.82,0,0,0.19,36.48,0.21,259.78,1.16,6.72,32,4.87,36.48,5.76,30.28,0.21,32,100,36.48,86.59,1.38,3.43,1.39,22.5,1,1,0,0,0,1,12.66,6.67,0,0,0,7.5,12.67,7.5,17.13,4.28,5,9,3.84

