Column1,Time,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/2952,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/3109,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8139,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8154,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2997,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15
6,01:15-01:30,10.59,43.75,81.81,26.25,49.09,4.01,-0,225.22,19.25,0,135.71,10.48,66.92,20.76,192.5,7.88,26.7,102.47,100.27,0,15.26,7,70.19,26.7,13.63,3.95,0,0,0,0,27.67,26.21,39.42,26.21,78.62,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,10.59,43.75,81.81,25.74,49.09,4.01,-0,225.22,19.25,0,135.71,10.48,66.92,20.76,173.25,6.83,26.7,102.47,100.27,0,15.26,7,70.19,26.7,13.63,3.23,0,0,0,0,24.33,26.49,41.02,26.49,79.48,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,10.59,43.75,81.81,25.74,49.09,4.01,-0,225.22,19.25,0,135.71,10.48,66.92,20.76,148.88,6.83,26.7,102.47,100.27,0,15.26,7,70.19,26.7,13.63,3.23,0,0,0,0,24.84,27.06,41.02,27.06,81.17,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,10.36,43.75,81.81,25.74,49.09,4.69,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.83,26.7,101.39,100.27,0,15.26,7.28,70.19,26.7,15.02,3.19,0,0,0,0,25.11,24.89,41.02,24.89,74.69,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,10.36,43.75,81.81,25.24,49.09,4.67,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.83,26.7,101.39,100.27,0,15.26,7.28,70.19,26.7,15.02,3.19,0,0,0,0,24.84,24.89,41.02,24.89,74.69,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,10.36,43.75,81.81,25.24,49.09,4.4,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.88,26.7,101.39,100.27,0,15.26,7.28,70.19,26.7,15.02,3.21,0,0,0,0,27.33,27.33,42.02,27.33,82.01,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,10.36,43.75,81.81,25.24,49.09,4.01,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.88,26.7,101.39,100.27,0,15.26,7.28,70.19,26.7,15.02,3.21,0,0,0,0,27,27.67,42.02,27.67,82.99,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,10.36,43.75,81.81,25.24,0,4.01,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.88,26.7,101.39,100.27,0,15.26,7,70.19,26.7,14.92,3.21,0,0,0,0,26.67,27.5,42.02,27.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,10.36,43.75,81.81,25.74,0,4.01,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.88,26.7,101.39,100.27,0,15.26,7,70.19,26.7,14.92,3.21,0,0,0,0,26,27.5,42.02,27.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,10.36,43.75,81.81,25.74,0,4.01,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.88,26.7,101.39,100.27,0,15.26,7,70.19,26.7,14.92,3.21,0,0,0,0,25.33,27.33,42.02,27.33,82.01,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,10.36,43.75,81.81,25.74,0,4.01,-0,225.22,19.25,0,135.71,10.48,49,20.76,148.88,6.88,26.7,101.39,100.27,0,15.26,7,70.19,26.7,14.92,3.21,0,0,0,0,24.67,27.33,42.02,27.33,82.01,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,10.36,43.75,81.81,25.74,0,4.01,-0,225.22,19.25,0,135.71,10.48,59.16,20.76,192.5,6.83,26.7,129.16,100.27,0,15.26,6.72,70.19,26.7,14.74,3.19,0,0,0,0,23.67,25,42.02,25,75,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,10.36,43.75,81.81,25.24,0,4.01,-0,225.22,19.25,0,135.71,10.48,49,20.76,231,6.83,26.7,129.16,100.27,0,15.26,6.72,70.19,26.7,14.74,3.19,0,0,0,0,23,25,41.02,25,75,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,10.36,43.75,81.81,25.24,0,4.01,-0,225.22,19.25,0,135.71,10.4,49,20.76,231,6.83,26.7,101.39,100.27,0,15.26,6.72,70.19,26.7,13.63,3.19,0,0,0,0,22.67,25,42.02,25,75,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,10.36,43.75,81.81,25.24,0,4.01,-0,225.22,19.25,0,135.71,10.4,49,20.76,231,6.83,26.7,101.39,100.27,0,15.26,6.72,70.19,26.7,13.63,3.19,0,0,0,0,22,25,42.02,25,75,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,9.67,43.75,81.81,25.24,0,4.01,-0,225.22,19.25,0,135.71,10.4,49,20.76,231,6.47,26.7,70.59,100.27,0,15.26,6.44,70.19,26.7,13.63,3.19,0,0,0,0,20.33,24.67,41.62,24.67,73.99,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,9.67,43.75,81.81,25.24,0,4.01,-0,225.22,19.25,0,135.71,10.4,49,20.76,192.5,6.47,26.7,70.59,100.27,0,15.26,6.44,70.19,26.7,13.63,3.19,0,0,0,0,19,24.33,41.22,24.33,73.01,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,9.67,43.75,81.81,25.74,0,4.01,-0,225.22,19.25,0,135.71,10.4,49,20.76,192.5,6.47,26.7,70.59,100.27,0,15.26,6.44,70.19,26.7,13.63,3.19,0,0,0.49,0,17.33,21.33,40.82,21.33,64.01,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,9.67,43.75,81.81,25.74,0,4.01,-0,225.22,19.25,0,135.71,10.4,49,20.76,163.62,6.47,26.7,70.59,100.27,0,15.26,6.44,70.19,26.7,13.63,3.19,0,0,1.4,0.18,15.33,18.5,40.42,18.5,55.5,0,0,0,0,0,0,1,0,0,0,0,0

25,06:00-06:15,9.44,43.75,81.81,25.24,0,2.21,-0,225.22,19.25,0,135.71,10.4,49,20.76,163.62,6.47,26.7,70.59,100.27,0,15.26,6.54,70.19,26.7,13.63,3.19,0,0,2.59,1.08,13.33,16.33,40.02,16.33,49.01,1,0,8.36,6.87,0,0,1,1.27,0.25,1,0,1

26,06:15-06:30,9.44,43.75,81.81,26.25,0,2.21,-0,225.22,19.25,0,135.71,10.4,49,20.76,202.12,6.47,26.7,70.59,100.27,0,15.26,6.54,70.19,26.7,13.63,3.21,0,0,3.65,2.44,13.33,14.83,39.22,14.83,44.51,2,1,12.24,11.46,0,0,3,4.43,0.88,2,0,2

27,06:30-06:45,9.44,43.75,81.81,26.25,0,2.21,-0,225.22,19.25,0.53,135.71,10.4,49,20.76,163.62,6.47,26.7,70.59,100.27,0.53,15.26,6.54,70.19,26.7,13.63,3.22,0.41,0,4.98,4.52,13.33,14,38.42,14,42,3,2,17.24,17.75,3,0,4,6.84,1.37,3,0,3

28,06:45-07:00,9.44,43.75,81.81,26.25,0,2.21,-0,225.22,19.25,0.95,135.71,10.4,49,20.76,148.88,6.47,26.7,70.59,100.27,0.95,15.26,6.54,70.19,26.7,13.63,3.24,0.74,0,6.72,7.28,13.33,13.5,37.82,13.5,40.5,7,3,22.62,24.56,6,0,6,14.54,2.91,6,0,4

29,07:00-07:15,9.44,43.75,81.81,26.75,0,2.21,-0,225.22,19.25,1.89,135.71,10.4,38.5,20.76,148.88,6.52,26.7,51.01,71.4,1.89,15.26,6.54,70.19,26.7,13.63,2.78,1.46,0,8.78,11.08,13.33,13.83,27.01,13.83,41.51,13,7,27.2,29.97,10,0,10,23.07,4.62,11,0,5

30,07:15-07:30,9.44,43.75,81.81,26.75,0,2.21,-0,225.22,19.25,3.26,135.71,10.4,38.5,20.76,148.88,6.52,26.7,51.01,52.94,3.26,15.26,6.54,70.19,26.7,13.63,2.3,2.52,0,11.45,15.1,13.33,14.33,26.61,14.33,43.01,17,8,30.67,33,16,0,13,33.82,6.77,14,0,6

31,07:30-07:45,9.44,43.75,81.81,26.75,0,2.21,-0,225.22,19.25,4.32,135.71,10.4,38.5,20.76,148.88,6.52,26.7,70.59,81.81,4.32,15.26,6.54,70.19,26.7,13.63,1.83,3.34,0,12.48,21.26,10.57,10.92,26.21,10.92,32.76,23,12,33,33,22,0,18,45.2,9.04,19,0,9

32,07:45-08:00,9.44,43.75,81.81,27.26,0,2.21,-0,225.22,19.25,5.1,135.71,10.4,38.5,20.76,148.88,6.52,26.7,70.59,100.27,5.1,15.26,6.54,70.19,26.7,13.63,1.36,3.94,0,14.12,26.08,11.15,11.54,25.61,11.54,34.64,30,15,33,33,30,0,22,55.63,11.13,25,0,12

33,08:00-08:15,9.21,43.75,81.81,27.76,0,2.21,-88.59,225.22,19.25,6.06,135.71,10.33,38.5,20.76,148.88,6.52,26.7,70.59,100.27,6.06,15.26,6.26,70.19,26.7,17.32,0.84,4.69,0,15.73,31.15,11.52,15.08,28.01,15.08,45.24,28,14,33,33,33,0,19,75,15,33,0,16

34,08:15-08:30,9.21,43.75,81.81,28.26,0,7.06,-88.59,225.22,19.25,7.07,135.71,10.33,38.5,20.76,148.88,10.46,26.7,70.59,100.27,7.07,15.26,6.26,70.19,26.7,17.32,0.35,5.46,0,17.37,36.39,11.84,15.5,27.41,15.5,46.48,35,18,33,33,33,0,25,93.77,18.75,35,0,18

35,08:30-08:45,9.21,43.75,81.81,27.25,0,7.06,-88.59,225.22,19.25,8.06,135.71,10.48,38.5,20.76,148.88,10.46,26.7,70.59,100.27,8.06,15.26,6.26,64.19,26.7,17.32,0,6.23,0,20.54,41.37,12.08,15.95,30.01,15.95,47.84,40,20,33,33,33,0,31,108.04,21.61,40,0,20

36,08:45-09:00,9.21,43.75,81.81,27.76,0,7.06,-88.59,225.22,19.25,9.02,135.71,10.48,38.5,20.76,148.88,10.46,26.7,70.59,100.27,9.02,15.26,6.26,64.19,26.7,17.32,0,6.96,0,23.98,46.17,12.28,16.45,30.41,16.45,49.36,45,23,33,33,33,0,36,122.17,24.43,45,0,21

37,09:00-09:15,9.6,43.75,81.81,27.76,0,7.06,-88.59,225.22,19.25,9.88,135.71,10.48,38.5,20.76,148.88,10.46,26.8,70.59,100.27,9.88,15.26,5.97,64.19,26.8,0,0,7.63,0,27.63,50.54,10.55,17.82,31.01,17.82,53.46,50,25,33,33,33,0,40,131.22,26.24,46,0,20

38,09:15-09:30,9.6,43.75,81.81,28.26,0,7.06,-88.59,225.22,19.25,10.61,135.71,10.48,38.5,20.76,148.88,10.46,26.8,70.59,100.27,10.61,15.26,5.97,64.19,26.8,0,0,8.2,0,31.36,54.88,10.94,19.27,30.41,19.27,57.78,55,27,33,33,33,0,45,140.27,28.05,40,0,21

39,09:30-09:45,9.6,43.75,81.81,28.26,0,7.06,-88.59,225.22,19.25,11.27,135.71,10.48,38.5,20.76,189.61,10.46,26.8,101.39,100.27,11.27,15.26,5.97,64.19,26.8,0,0,8.71,0,34.38,58.69,11.4,17.17,29.41,17.17,51.49,67,33,33,33,33,0,58,149.16,29.83,47,0,25

40,09:45-10:00,9.6,43.75,81.81,27.76,0,7.06,-88.59,225.22,19.25,11.87,135.71,10.48,38.5,20.76,231,10.46,26.8,101.39,100.27,11.87,15.26,5.97,64.19,26.8,0,0,9.18,0,37.42,62.56,11.93,18.33,30.81,18.33,55.01,71,36,33,33,33,0,63,157.59,31.52,48,0,26

41,10:00-10:15,9.6,43.75,81.81,26.24,0,7.06,-88.59,225.22,19.25,12.45,135.71,10.48,38.5,20.76,231,10.46,26.8,101.39,100.27,12.45,15.26,5.97,64.19,26.8,0,0,9.63,0,40,65.99,12.56,15.83,33.41,15.83,47.51,75,37,33,33,33,0,67,163.44,32.69,50,0,22

42,10:15-10:30,9.6,43.75,81.81,26.24,0,7.06,-88.59,225.22,19.25,13.03,135.71,10.48,58.39,20.76,270.7,10.46,26.8,129.16,100.27,13.03,15.26,5.97,64.19,26.8,0,0,10.07,0,42.07,69.42,13.28,16.67,35.21,16.67,49.99,77,39,33,33,33,0,72,167.47,33.49,52,0,23

43,10:30-10:45,9.6,43.75,81.81,25.24,0,8.52,-88.59,225.22,19.25,13.47,135.71,10.48,58.39,20.76,270.7,12.66,26.8,129.16,100.27,13.47,15.26,5.97,64.19,26.8,0,0,10.41,0,68.3,72.18,14.09,17.33,36.42,17.33,52.01,80,40,33,33,33,0,75,170.71,34.14,60,0,27

44,10:45-11:00,9.6,43.75,81.81,24.73,0,8.52,-88.59,225.22,19.25,13.86,135.71,10.48,58.39,20.76,270.7,12.66,26.8,129.16,100.27,13.86,15.26,5.97,64.19,26.8,0,0,10.72,0,73.18,74.98,14.95,17.5,36.22,17.5,52.5,83,42,33,33,33,0,78,173.67,34.74,63,0,28

45,11:00-11:15,9.83,43.75,81.81,24.23,0,8.52,-88.59,225.22,19.25,14.19,135.71,10.48,58.39,20.76,270.7,12.66,26.8,129.16,100.27,14.19,15.26,4.2,64.19,26.8,0,0,10.97,0,76.1,77.3,15.98,18.17,37.62,18.17,54.49,92,46,33,33,33,0,81,191.67,38.33,67,0,28

46,11:15-11:30,9.83,43.75,81.81,24.23,0,8.52,-88.59,225.22,19.25,14.35,135.71,10.48,58.39,20.76,270.7,12.66,26.8,129.16,100.27,14.35,15.26,4.2,64.19,26.8,0,0,11.1,0,78.06,79.66,17.14,18.83,37.82,18.83,56.51,92,46,33,33,33,0,82,195.83,39.17,67,0,29

47,11:30-11:45,10.66,43.75,81.81,24.23,0,8.52,-88.59,225.22,19.25,14.57,135.71,10.48,58.39,20.76,270.7,12.66,26.8,129.16,100.27,14.57,15.26,4.2,64.19,26.8,0,0,11.26,0,80.01,78.01,18.39,19.5,40.42,19.5,58.5,93,47,33,33,33,0,84,154.17,30.83,85,0,30

48,11:45-12:00,10.66,43.75,81.81,24.73,0,8.52,-88.59,225.22,19.25,14.94,135.71,10.48,58.39,20.76,270.7,12.66,26.8,129.16,100.27,14.94,15.26,4.2,64.19,26.8,0,0,11.54,0,84.89,78.31,19.05,20,40.62,20,60,93,47,33,33,33,0,84,158.33,31.67,85,0,31

49,12:00-12:15,10.66,43.75,81.81,25.24,0,8.52,-88.59,225.22,19.25,15.1,135.71,10.48,58.39,20.76,270.7,12.66,26.85,111.5,52.94,15.1,15.26,5.78,64.15,26.85,0,0,11.67,0,84.89,68.33,19.39,21.33,45.22,21.33,64.01,93,47,33,33,33,0,84,133.33,26.67,85,0,37

50,12:15-12:30,10.66,43.75,81.81,26.24,0,8.52,-88.59,225.22,19.25,15.13,135.71,10.48,58.39,20.76,270.7,12.66,26.85,111.5,52.94,15.13,15.26,5.78,64.15,26.85,0,0,11.69,0,87.81,71.67,19.6,22.67,45.22,22.67,67.99,93,47,33,33,33,0,84,133.33,26.67,85,0,38

51,12:30-12:45,10.66,43.75,81.81,26.24,0,8.52,-88.59,225.22,19.25,15.12,135.71,10.48,76.32,20.76,270.7,12.66,26.85,111.5,52.94,15.12,15.26,5.78,64.15,26.85,0,0,11.69,0,87.81,75,19.75,23.17,45.42,23.17,69.49,93,47,33,33,33,0,81,137.5,27.5,83,0,38

52,12:45-13:00,10.66,43.75,81.81,26.24,0,8.52,-88.59,225.22,19.25,15.11,135.71,10.48,76.32,20.76,270.7,12.66,26.85,111.5,52.94,15.11,15.26,5.78,64.15,26.85,0,0,11.68,0,87.81,77.56,19.87,23.5,44.62,23.5,70.5,93,47,33,33,33,0,81,137.5,27.5,83,0,38

53,13:00-13:15,10.66,43.75,81.81,27.25,0,8.52,-88.59,225.22,19.25,14.85,135.71,10.56,56.42,20.76,270.7,12.66,26.85,111.5,52.94,14.85,15.26,5.93,64.15,26.85,0,0,11.48,0,87.81,78.68,20.49,24,44.82,24,72,90,45,33,33,33,0,69,141.67,28.33,86,0,39

54,13:15-13:30,10.66,43.75,81.81,27.25,0,8.52,-88.59,225.22,19.25,14.69,135.71,10.56,56.42,20.76,270.7,12.66,26.85,111.5,52.94,14.69,15.26,5.93,64.15,26.85,0,0,11.35,0,82.93,79.36,21.27,24.67,44.82,24.67,73.99,88,44,33,33,33,0,69,145.83,29.17,86,0,39

55,13:30-13:45,10.66,43.75,81.81,27.25,0,8.52,-88.59,225.22,19.25,14.5,135.71,10.56,76.32,20.76,270.7,12.66,26.85,111.5,52.94,14.5,15.26,5.93,72.64,26.85,0,0,11.2,0,82.93,80.79,22.2,25.33,44.62,25.33,76.01,87,43,33,33,33,0,69,154.67,30.94,85,0,39

56,13:45-14:00,10.66,43.75,81.81,27.25,0,8.52,-88.59,225.22,19.25,14.33,135.71,10.56,76.32,20.76,270.7,12.66,26.85,111.5,52.94,14.33,15.26,5.93,81.13,26.85,0,0,11.08,0,82.93,79.85,23.14,26,44.82,26,78,87,43,33,33,33,0,69,155.39,31.08,85,0,39

57,14:00-14:15,10.66,43.75,81.81,27.25,0,8.52,-88.59,225.22,19.25,14,135.71,10.56,76.32,20.76,270.7,12.66,26.85,111.5,52.94,14,15.26,6.06,64.15,26.85,0,0,10.82,0,82.93,81.62,23.31,26.83,44.62,26.83,80.51,83,42,33,33,33,0,64,155.53,31.11,85,0,35

58,14:15-14:30,10.66,43.75,81.81,27.25,0,8.52,-88.59,225.22,19.25,13.7,135.71,10.56,76.32,20.76,270.7,12.66,26.85,111.5,52.94,13.7,15.26,6.06,64.15,26.85,0,0,10.59,0,82.93,80.36,23.14,26.33,45.42,26.33,79.01,79,39,33,33,33,0,64,155.24,31.05,85,0,35

59,14:30-14:45,10.66,43.75,81.81,27.76,0,8.52,-88.59,225.22,19.25,13.21,135.71,10.56,76.32,20.76,270.7,12.66,26.85,111.5,52.94,13.21,15.26,6.06,81.11,26.85,0,0,10.2,0,82.93,83.33,22.84,25.83,44.02,25.83,77.51,79,39,33,33,33,0,66,156.17,31.24,83,0,31

60,14:45-15:00,10.66,43.75,81.81,27.76,0,8.52,-88.59,225.22,19.25,12.84,135.71,10.56,76.32,20.76,270.7,12.66,26.85,111.5,52.94,12.84,15.26,6.06,115.46,26.85,0,0,9.93,0,82.93,80,22.48,25.17,44.02,25.17,75.49,77,38,33,33,33,0,66,156.92,31.39,82,0,30

61,15:00-15:15,10.66,43.75,81.81,27.76,0,8.52,-0,225.22,19.25,12.35,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,12.35,15.26,6.34,115.46,26.85,0,0,9.54,0,65.23,75,22.54,25.83,44.02,25.83,77.51,73,37,33,33,33,0,63,154.58,30.92,67,0,28

62,15:15-15:30,10.66,43.75,81.81,27.76,0,8.52,-0,225.22,19.25,11.62,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,11.62,15.26,6.34,115.46,26.85,0,0,8.98,0,65.14,69.77,22.77,26.33,44.02,26.33,79.01,70,35,33,33,33,0,60,145.41,29.08,63,0,27

63,15:30-15:45,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,10.82,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,10.82,15.26,6.34,115.46,26.85,0,0,8.37,0,60.88,66.89,23.06,26.83,44.02,26.83,80.51,67,33,33,33,33,0,57,135.06,27.01,54,0,25

64,15:45-16:00,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,10.18,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,10.18,15.26,6.34,115.46,26.85,0,0,7.87,0,56.53,63.01,23.37,27.67,44.02,27.67,82.99,61,31,33,33,33,0,52,124.58,24.92,50,0,24

65,16:00-16:15,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,9.36,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,9.36,15.26,6.67,115.46,26.85,0,0,7.24,0,51.35,57.91,24.73,29.17,44.02,29.17,87.49,57,28,33,33,30,0,49,123.95,24.79,40,0,23

66,16:15-16:30,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,8.44,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,8.44,15.26,6.67,115.46,26.85,0,0,6.52,0,38.68,51.59,24.76,29.33,44.02,29.33,88.01,52,26,33,33,20,0,45,114.38,22.88,37,0,22

67,16:30-16:45,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,7.4,135.71,10.56,86.82,20.76,270.7,12.66,26.85,129.16,100.27,7.4,15.26,6.67,64.15,26.85,0,0,5.72,0,34.83,49.83,24.75,29.17,44.02,29.17,87.49,45,23,33,33,10,0,39,116.17,23.23,28,0,15

68,16:45-17:00,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,6.39,135.71,10.56,66.92,20.76,270.7,12.66,26.85,129.16,100.27,6.39,15.26,6.67,64.15,26.85,0,0,4.94,0,31.07,43.48,24.73,29,44.02,29,87,37,19,33,33,5,0,33,106.48,21.3,23,0,12

69,17:00-17:15,10.66,43.75,81.81,28.26,0,8.52,-0,225.22,19.25,3.8,135.71,10.56,66.92,20.76,270.7,12.66,26.85,129.16,100.27,3.8,15.26,7.09,64.15,26.85,0,0,2.93,0,27.25,38.13,25.01,24,44.02,24,72,30,15,33,28.77,2,0,27,106.15,21.23,22,0,10

70,17:15-17:30,10.66,43.75,81.81,27.25,0,8.52,-0,225.22,19.25,3.18,135.71,10.56,66.92,20.76,270.7,12.66,26.85,129.16,100.27,3.18,15.26,7.09,64.15,26.85,0,0,2.46,0,23.38,33.52,25.4,23.83,44.02,23.83,71.51,23,12,29.02,23.02,0,0,21,92.69,18.54,18,0,9

71,17:30-17:45,10.59,43.75,81.81,27.25,0,8.52,-0,225.22,19.25,2.62,135.71,10.48,86.82,20.76,270.7,12.66,26.85,129.16,100.27,2.62,15.26,7.09,115.46,26.85,13.63,0,2.02,0,15.97,29.51,25.8,27.67,44.02,27.67,82.99,17,8,23.3,17.3,0,0,15,86.37,17.27,13,0,6

72,17:45-18:00,10.59,43.75,81.81,27.25,0,8.52,-0,225.22,19.25,2.08,135.71,10.48,86.82,20.76,270.7,12.66,26.85,129.16,100.27,2.08,15.26,7.09,115.46,26.85,13.63,0,1.61,0,11.97,24.5,25.8,28.17,44.02,28.17,84.49,9,4,17.46,12.34,0,0,10,69.95,13.99,10,0,5

