Block,Time,NR/01122023/15122023/HP-15,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/08122023/15122023/HP-19,NR/01102023/22052037/LT-59,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,SR/01122023/31122023/BYPL_KSEB_DEC23,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10
8,01:45-02:00,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.370000,0.000000,0.000000,25.850000,47.88,17.6,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

9,02:00-02:15,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,17.93,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

10,02:15-02:30,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,18.17,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

11,02:30-02:45,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,18.37,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

12,02:45-03:00,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,18.67,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

13,03:00-03:15,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,13.13,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

14,03:15-03:30,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,12.73,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

15,03:30-03:45,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,12.77,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

16,03:45-04:00,57.030000,148.120000,1.750000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,12.31,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

17,04:00-04:15,57.030000,148.120000,1.700000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,12.31,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

18,04:15-04:30,57.030000,148.120000,1.700000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,109.170000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,12.16,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

19,04:30-04:45,57.030000,148.120000,1.700000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,137.890000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,11.91,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

20,04:45-05:00,57.030000,148.120000,1.700000,47.880000,127.340000,1.010000,95.760000,25.850000,0.000000,23.940000,0.000000,30.640000,168.540000,71.250000,1.290000,0.000000,0.000000,25.850000,47.88,11.63,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

21,05:00-05:15,57.030000,148.120000,1.700000,47.880000,127.340000,0.930000,95.760000,25.850000,0.000000,23.940000,0.000000,54.220000,168.540000,71.250000,1.220000,0.000000,0.000000,25.850000,47.88,9.26,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

22,05:15-05:30,57.030000,148.120000,1.700000,47.880000,127.340000,0.930000,95.760000,25.850000,0.000000,23.940000,0.000000,54.220000,168.540000,71.250000,1.220000,0.000000,0.000000,25.850000,47.88,9.35,0,0,0,4.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

23,05:30-05:45,57.030000,148.120000,1.700000,47.880000,127.340000,1.160000,95.760000,25.850000,0.000000,23.940000,0.000000,54.220000,197.270000,67.030000,1.220000,0.000000,0.000000,25.850000,47.88,9.49,0,0,0,3.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

24,05:45-06:00,57.030000,191.520000,1.700000,47.880000,127.340000,1.160000,95.760000,25.850000,0.000000,23.940000,0.000000,54.220000,207.800000,67.030000,1.220000,0.000000,0.000000,25.850000,47.88,9.33,0,0,0,3.34,6.67,0,6.67,4.16,0,0,0,0,0,0,0,0,0,12.5,4.17,0

25,06:00-06:15,0.000000,229.820000,1.700000,47.880000,230.480000,1.160000,95.760000,23.250000,0.000000,23.940000,0.000000,54.220000,241.320000,67.030000,1.220000,0.000000,0.000000,23.250000,47.88,9.45,0,0,0,3.34,6.67,0,6.67,4.16,1.06,0,0,0,0,0,0,0,0,12.5,4.17,0

26,06:15-06:30,0.000000,269.320000,1.700000,60.330000,230.480000,1.160000,95.760000,23.250000,0.000000,23.940000,0.000000,54.220000,256.330000,75.650000,1.220000,0.000000,0.000000,23.250000,47.88,9.75,0,0,0,3.34,6.67,0,6.67,4.16,2.12,0,0,0,0,0,0,0,0,12.5,4.17,0

27,06:30-06:45,0.000000,269.320000,1.700000,89.060000,230.480000,1.160000,95.760000,18.570000,0.000000,23.940000,0.000000,61.880000,256.330000,84.270000,1.220000,0.000000,0.000000,30.640000,47.88,11.03,1.39,0,0,3.34,6.67,0,6.67,4.16,3.18,1,0,0,0,0,0,0,0,12.5,4.17,0

28,06:45-07:00,0.000000,269.320000,1.700000,100.300000,230.480000,1.160000,95.760000,18.570000,0.000000,22.980000,0.000000,78.800000,256.330000,116.830000,1.220000,0.000000,0.000000,30.640000,47.88,11.3,5.22,0,0,3.34,6.67,0,6.67,4.16,4.24,4,0,0,0,0,0,0.068131,0,12.5,4.17,0

29,07:00-07:15,0.000000,269.320000,1.700000,100.300000,230.480000,1.160000,95.760000,0.000000,0.000000,22.020000,0.000000,86.380000,256.330000,116.830000,1.180000,0.000000,0.000000,30.640000,47.88,11.29,19,0,0,3.34,6.67,0,6.67,4.16,10.93,10,0,0,0,0,0,2.812837,0,12.5,4.17,0

30,07:15-07:30,0.000000,269.320000,1.700000,100.300000,230.480000,1.160000,95.760000,0.000000,0.000000,22.020000,0.120000,86.380000,256.330000,116.830000,1.180000,0.120000,0.130000,30.640000,47.88,11.26,32.48,0,0,3.34,6.67,0,6.67,4.16,21.94,20,0,1.4,0,0,0,8.691569,1,12.5,4.17,0.6

31,07:30-07:45,0.000000,269.320000,1.700000,100.300000,230.480000,1.160000,95.760000,0.000000,0.000000,22.020000,0.460000,86.380000,256.330000,116.830000,1.180000,0.460000,0.480000,30.640000,47.88,8.76,30.25,1.29,1,3.34,6.67,0,6.67,4.16,30.25,30,0.33,4.9,6.47,1,0,15.339208,3,12.5,4.17,2.1

32,07:45:08:00,0.000000,269.320000,1.700000,100.300000,230.480000,1.160000,95.760000,0.000000,0.000000,22.020000,1.120000,86.380000,256.330000,116.830000,1.180000,1.120000,1.150000,30.640000,47.88,9.07,30.17,3.6,3,3.34,6.67,0,6.67,4.16,30.17,30.16,1,12.6,17.98,3,0,23.524661,7,12.5,4.17,5.4

33,08:00-08:15,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,22.020000,2.090000,86.380000,256.330000,116.830000,1.180000,2.090000,2.140000,30.640000,47.88,8.66,30.33,7.18,7,3.34,6.67,0,6.67,4.16,30.33,30.34,6.14,35,35.88,6,0,33.267394,15,12.5,4.17,15

34,08:15-08:30,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,22.020000,3.350000,86.380000,256.330000,116.830000,1.180000,3.350000,3.440000,30.640000,47.88,8.62,30.33,12.3,11,3.34,6.67,0,6.67,4.16,30.33,30.34,14.53,49,61.49,9,0,43.944495,22,12.5,4.17,21

35,08:30-08:45,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,4.860000,86.380000,256.330000,116.830000,1.180000,4.860000,4.990000,30.640000,47.88,8.71,32,17.31,15,3.34,6.67,0,6.67,4.16,32,32,22.85,67,86.58,17,0,54.436669,29,12.5,4.17,28

36,08:45:09:00,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,6.470000,86.380000,256.330000,116.830000,1.180000,6.470000,6.640000,30.640000,47.88,8.68,32,21.29,19,3.34,6.67,0,6.67,4.16,32,32,29.72,81,106.46,21.27,0,64.091805,38,12.5,4.17,34

37,09:00:09:15,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,8.040000,86.380000,256.330000,116.830000,1.180000,8.040000,8.240000,30.640000,47.88,11.13,32,25.34,23,3.34,5.15,0,5.15,4.16,32,32,37.17,95,126.7,24.42,0,66.417992,45,12.5,4.17,40

38,09:15-09:30,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,9.440000,86.380000,256.330000,116.830000,1.180000,9.440000,9.660000,30.640000,47.88,10.7,32,29.05,26,3.34,5.15,0,5.15,4.16,32,32,45.36,109,145.26,27.54,0,75.031697,51,12.5,4.17,46

39,09:30-09:45,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,10.670000,86.380000,256.330000,116.830000,1.180000,10.670000,10.930000,30.640000,47.88,10.53,32,32.57,31,3.34,6.67,0,6.67,4.16,32,32,52.56,123,162.85,30.63,0,83.927659,61,12.5,4.17,52

40,09:45-10:00,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,11.780000,86.380000,256.330000,116.830000,1.180000,11.780000,12.070000,30.640000,47.88,10.13,32.5,35.96,34,3.34,6.67,0,6.67,4.16,32.5,32.5,58.43,137,179.78,32.94,0,92.220175,67,12.5,4.17,58

41,10:00-10:15,0.000000,269.320000,1.700000,100.300000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,12.770000,74.010000,256.330000,116.830000,1.180000,12.770000,13.080000,30.640000,47.88,11.44,32.5,38.72,38,3.34,6.67,0,6.67,4.16,32.5,32.5,64.11,147,193.62,35.53,0,99.617255,75,12.5,4.17,63

42,10:15-10:30,0.000000,269.320000,1.700000,86.180000,230.480000,1.080000,95.760000,0.000000,0.000000,21.070000,13.640000,74.010000,256.330000,116.830000,1.180000,13.640000,13.980000,30.640000,47.88,11.55,32.5,41.34,40,3.34,6.67,0,6.67,4.16,32.5,32.5,69.2,158,206.7,37.74,0,106.079967,81,12.5,4.17,67

43,10:30-10:45,0.000000,269.320000,1.700000,90.970000,230.480000,1.080000,95.760000,15.220000,0.000000,22.020000,14.380000,74.010000,256.330000,116.830000,1.180000,14.380000,14.750000,15.220000,47.88,11.89,32.5,43.89,42,3.34,6.67,0,6.67,4.16,32.5,32.5,74.09,165,219.44,39.93,0,115.92003,83,12.5,4.17,70

44,10:45-11:00,0.000000,269.320000,1.700000,52.670000,230.480000,1.080000,95.760000,15.220000,0.000000,22.020000,15.020000,74.010000,256.330000,116.830000,1.180000,15.020000,15.390000,15.220000,47.88,11.91,32.5,46.08,43,3.34,6.67,0,6.67,4.16,32.5,32.5,78.34,172,230.38,40.88,0,120.066288,85,12.5,4.17,73

45,11:00-11:15,0.000000,269.320000,1.700000,81.400000,230.480000,1.080000,95.760000,24.440000,0.000000,22.020000,15.540000,74.010000,256.330000,116.830000,1.290000,15.540000,15.930000,24.440000,47.88,11.87,32.5,48,44,3.34,6.67,0,6.67,4.16,32.5,32.5,81.64,179,240,42.49,0,123.268445,88,12.5,4.17,76

46,11:15-11:30,0.000000,269.320000,1.700000,71.820000,230.480000,1.080000,95.760000,24.440000,0.000000,22.020000,15.980000,74.010000,256.330000,116.830000,1.290000,15.980000,16.380000,24.440000,47.88,11.68,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,84.54,182,240,43.64,0,125.701695,90,12.5,4.17,78

47,11:30-11:45,0.000000,269.320000,1.700000,67.030000,230.480000,1.080000,95.760000,25.850000,0.000000,22.020000,16.330000,74.010000,256.330000,116.830000,1.290000,16.330000,16.740000,25.850000,47.88,11.53,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,86.31,186,240,42.86,0,127.336839,90,12.5,4.17,79

48,11:45-12:00,0.000000,269.320000,1.700000,57.460000,230.480000,1.080000,95.760000,25.850000,0.000000,22.020000,16.330000,74.010000,256.330000,116.830000,1.290000,16.330000,16.740000,25.850000,47.88,11.15,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,88.73,189,240,43.75,0,128.514532,90,12.5,4.17,81

49,12:00-12:15,0.000000,269.320000,1.750000,47.880000,230.480000,1.080000,95.760000,25.850000,0.000000,21.070000,16.330000,74.010000,256.330000,116.830000,1.370000,16.330000,16.740000,25.850000,47.88,12.79,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,88.71,189,240,46.24,0,131.804286,90,12.5,4.17,81

50,12:15-12:30,0.000000,269.320000,1.750000,47.880000,230.480000,1.080000,95.760000,25.850000,0.000000,21.070000,16.330000,74.010000,256.330000,116.830000,1.370000,16.330000,16.740000,25.850000,47.88,12.07,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,90.41,189,240,46,0,131.054845,90,12.5,4.17,81

51,12:30-12:45,0.000000,269.320000,1.750000,47.880000,230.480000,1.080000,95.760000,25.850000,0.000000,22.020000,16.330000,74.010000,256.330000,116.830000,1.370000,16.330000,16.740000,25.850000,47.88,13.59,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,90.7,189,240,46,0,130.003681,90,12.5,4.17,81

52,12:45-13:00,0.000000,269.320000,1.750000,47.880000,230.480000,1.080000,95.760000,25.850000,0.000000,22.020000,16.330000,74.010000,256.330000,116.830000,1.370000,16.330000,16.740000,25.850000,47.88,13.03,32.5,48,45,3.34,6.67,0,6.67,4.16,32.5,32.5,89.16,189,240,45.56,0,128.242008,90,12.5,4.17,81

53,13:00-13:15,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,16.330000,61.880000,219.830000,86.180000,1.450000,16.330000,16.740000,25.850000,47.88,12.72,32.5,48,44,3.34,6.67,0,6.67,4.16,32.5,32.5,88.06,186,240,45.13,0,125.614098,88,12.5,4.17,79

54,13:15-13:30,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,16.330000,54.220000,219.830000,67.030000,1.450000,16.330000,16.740000,25.850000,47.88,12.4,32.5,48,43,3.34,6.67,0,6.67,4.16,32.5,32.5,86.58,182,240,44,0,122.119951,87,12.5,4.17,78

55,13:30-13:45,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,16.150000,61.880000,256.330000,67.030000,1.450000,16.150000,16.550000,25.850000,47.88,11.82,32.5,48,42,3.34,6.67,0,6.67,4.16,32.5,32.5,83.67,179,240,43.02,0,115.958962,83,12.5,4.17,76

56,13:45-14:00,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,15.760000,74.010000,256.330000,86.180000,1.450000,15.760000,16.150000,25.850000,47.88,11.04,32.5,48,41,3.34,6.67,0,6.67,4.16,32.5,32.5,81.52,172,240,41.5,0,110.732341,82,12.5,4.17,73

57,14:00-14:15,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,15.130000,74.010000,256.330000,110.120000,1.450000,15.130000,15.500000,25.850000,47.88,10.42,32.5,47.91,40,3.34,6.67,0,6.67,4.16,32.5,32.5,79.55,165,239.53,39.95,0,104.707614,79,12.5,4.17,70

58,14:15-14:30,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,14.420000,74.010000,256.330000,110.120000,1.450000,14.420000,14.770000,25.850000,47.88,10.11,32.5,45.95,37,3.34,6.67,0,6.67,4.16,32.5,32.5,75.77,158,229.77,37.98,0,97.806917,75,12.5,4.17,67

59,14:30-14:45,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,13.520000,74.010000,256.330000,110.120000,1.450000,13.520000,13.860000,25.850000,47.88,12.18,32.5,43.87,35,3.34,6.67,0,6.67,4.16,32.5,32.5,71,151,219.35,36.1,0,89.952386,70,12.5,4.17,64

60,14:45-15:00,0.000000,269.320000,1.750000,47.880000,230.480000,1.160000,95.760000,25.850000,0.000000,22.020000,12.610000,74.010000,256.330000,110.120000,1.450000,12.610000,12.920000,25.850000,47.88,11.71,32.5,41.82,33,3.34,6.67,0,6.67,4.16,32.5,32.5,65.82,140,209.11,33.89,0,81.231618,65,12.5,4.17,60

61,15:00-15:15,0.000000,269.320000,1.750000,47.880000,230.480000,1.240000,95.760000,25.850000,0.000000,22.980000,11.570000,74.010000,256.330000,110.120000,1.520000,11.570000,11.850000,25.850000,47.88,11.23,32.5,38.8,31,3.34,6.67,0,6.67,4.16,32.5,32.5,61.02,126,194.03,31.8,0,74.058397,61,12.5,4.17,54

62,15:15-15:30,0.000000,269.320000,1.750000,47.880000,230.480000,1.240000,95.760000,25.850000,0.000000,22.980000,10.560000,74.010000,256.330000,110.120000,1.520000,10.560000,10.830000,25.850000,47.88,10.81,32.5,35.53,28,3.34,6.67,0,6.67,4.16,32.5,32.5,55.78,112,177.66,28.82,0,64.257266,57,12.5,4.17,48

63,15:30-15:45,0.000000,269.320000,1.750000,47.880000,230.480000,1.240000,95.760000,25.850000,0.000000,22.980000,9.440000,74.010000,256.330000,110.120000,1.520000,9.440000,9.680000,25.850000,47.88,10.42,32.5,32.74,25,3.34,6.67,0,6.67,4.16,32.5,32.5,49.79,98,163.71,25.71,0,54.339339,50,12.5,4.17,42

64,15:45-16:00,0.000000,269.320000,1.750000,47.880000,230.480000,1.240000,95.760000,25.850000,0.000000,22.980000,8.210000,74.010000,256.330000,110.120000,1.520000,8.210000,8.420000,25.850000,47.88,10.08,32.5,29.33,21,3.34,6.67,0,6.67,4.51,32.5,32.5,42.79,84,146.67,22.35,0,43.691437,43,13.55,4.52,36

65,16:00-16:15,0.000000,269.320000,1.800000,47.880000,230.480000,1.240000,95.760000,25.850000,0.000000,22.020000,6.850000,74.010000,256.330000,113.000000,1.600000,6.850000,7.020000,25.850000,47.88,9.88,33,25.71,16,3.34,6.67,0,6.67,4.79,33,24,35.14,70,128.58,17.81,0,32.333026,31,14.38,4.79,30

66,16:15-16:30,0.000000,269.320000,1.800000,64.190000,230.480000,1.240000,95.760000,18.570000,0.000000,22.020000,5.230000,74.010000,256.330000,113.000000,1.600000,5.230000,5.370000,30.640000,47.88,9.56,29.67,21.37,13,3.34,6.67,0,6.67,5.07,27.03,10,27.07,56,106.88,12.3,0,21.626726,27,15.19,5.06,24

67,16:30-16:45,0.000000,269.320000,1.800000,91.700000,230.480000,1.310000,95.760000,0.000000,0.000000,22.980000,3.590000,74.010000,256.330000,113.000000,1.600000,3.590000,3.690000,30.640000,47.88,7.74,11.07,16.7,8,3.34,6.67,0,6.67,5.29,14.65,2,18.44,42,83.53,9,0,14.171248,17,15.87,5.29,18

68,16:45-17:00,0.000000,269.320000,1.800000,100.300000,230.480000,1.310000,95.760000,0.000000,0.000000,22.980000,2.120000,86.380000,256.330000,113.000000,1.600000,2.120000,2.170000,30.640000,47.88,7.45,6.5,11.79,5,3.34,6.67,0,6.67,5.57,6.04,0,9.79,28,58.96,6,0,7.416546,10,16.7,5.57,12

69,17:00-17:15,0.000000,269.320000,1.800000,100.300000,230.480000,1.310000,95.760000,0.000000,0.000000,23.940000,1.070000,72.780000,256.330000,113.000000,1.520000,1.070000,1.090000,30.640000,47.88,7.51,3.25,7.05,3,3.34,8.47,0,8.47,5.7,1.23,0,1.77,11,35.27,3,0,3.552545,7,17.08,5.69,5

70,17:15-17:30,0.000000,269.320000,1.800000,100.300000,230.480000,1.310000,95.760000,0.000000,0.000000,23.940000,0.410000,72.780000,256.330000,113.000000,1.520000,0.410000,0.420000,30.640000,47.88,7.21,1.08,3.42,1,3.34,9.84,0,9.84,5.89,1.03,0,0.33,4,17.1,2,0,0.622912,3,17.65,5.88,2

71,17:30-17:45,0.000000,269.320000,1.800000,100.300000,230.480000,1.310000,95.760000,0.000000,0.000000,24.900000,0.110000,72.780000,256.330000,113.000000,1.520000,0.110000,0.110000,29.690000,47.88,7.21,0.11,1.12,1,3.34,11.17,0,11.17,6.01,0.82,0,0,1,5.63,0,0,0,1,18.06,6.02,1

72,17:45-18:00,0.000000,269.320000,1.800000,100.300000,230.480000,1.310000,95.760000,0.000000,0.000000,24.900000,0.100000,72.780000,256.330000,113.000000,1.520000,0.100000,0.100000,29.690000,47.88,7.21,0,0.15,0,3.34,12.51,0,12.51,6.16,0.62,0,0,1,0.78,0,0,0,0,18.45,6.15,0

