Block,Time,SINGRAULI_HYDRO,UNCHAHAR1,CHAMERA3,KISHANGANGA,NAPP,URI,ANTA_RF,CHAMERA2,UNCHAHAR4,AURY_CRF,SALAL,AURY_GF,NJPC,URI2,DADRI_CRF,DHAULIGNGA,TEHRI,SINGRAULI,KOTESHWR,RIHAND3,DADRT2,TANAKPUR,ANTA_GF,AURY_LF,DADRI_RF,DULHASTI,TANDA2,ANTA_CRF,RIHAND1,UNCHAHAR2,CHAMERA1,RAMPUR,JHAJJAR,ANTA_LF,PARBATI3,KOLDAM,BSIUL,AURY_RF,RAPPB,RAPPC,RIHAND2,SEWA2,DADRI_LF,DADRI_GF,KUDGI,KSTPS7,GANDHAR-ComGas,UNCHAHAR3,KGSU3AND4,VSTPS IV,KHSTPP-I,NLCIIST1,VSTPS II,BRBCL,KGSU1AND2,GANDHAR-NAPM,SOLAPUR,SIPAT I,NLCIIST2,SASAN,VSTPS I,FSTPP I & II,KKNP,GANDHAR-RLNG,NTPL,GADARWARA-I,MOUDA,SIPAT II,NLCTS2EXP,KAWAS-NAPM,MAPS,KSTPS I&II,GANDHAR-APM,KHARGONE-I,KAWAS-ComGas,NNTPP,LARA-I,TALA,VALLURNTECL,KAWAS-zLIQ,MOUDA_II,VSTPS III,SIMHST2,RSTPSU7,KHSTPP-II,NLCEXP,VSTPS V,KAPS,RSTPSU1TO6,TAPS-II,KAWAS-RLNG,KAWAS-APM,TALST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,1.016347,11.052882,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.723146,0.000000,51.490312,0.000000,0.000000,33.375850,0.000000,0.000000,29.402530,138.740979,8.393101,121.876716,182.299088,0.000000,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,36.076741,40.601245,0.000000,228.078614,0.000000,0.000000,0.000000,17.695821,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.683576,2.10,2.585197,36.344249,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.883981,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,128.880678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

16,03:45-04:00,1.016347,11.052882,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.723146,0.000000,51.490312,0.000000,0.000000,33.375850,0.000000,0.000000,29.402530,138.740979,8.393101,121.876716,182.299088,0.000000,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,36.076741,40.601245,0.000000,228.078614,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.683576,2.10,2.585197,36.344249,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.883981,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,128.880678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

17,04:00-04:15,1.016347,11.052882,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.723146,0.000000,51.490312,0.000000,0.000000,33.375850,0.000000,0.000000,29.402530,138.740979,8.393101,121.876716,182.322662,0.000000,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,27.148588,40.601245,0.000000,228.078614,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.683576,2.10,2.585197,36.344249,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.899760,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,128.880678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

18,04:15-04:30,1.016347,11.052882,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.723146,0.000000,51.490312,0.000000,0.000000,33.375850,0.000000,0.000000,29.402530,138.740979,8.393101,121.876716,182.299088,0.000000,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,27.148588,40.601245,0.000000,228.078614,0.000000,0.000000,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.683576,2.10,2.585197,36.344249,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,128.880678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

19,04:30-04:45,1.035891,11.438533,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.726034,0.000000,54.848375,0.000000,21.696481,33.375850,0.000000,0.000000,29.402530,138.740979,8.393101,121.876716,182.320077,5.799740,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,27.148588,40.601245,0.415256,228.078614,0.000000,3.345001,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.856989,2.10,2.585197,26.972400,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.286724,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,119.247678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

20,04:45-05:00,1.035891,11.438533,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.726034,0.000000,81.712886,0.000000,48.718463,33.375850,0.000000,0.000000,19.601687,138.740979,8.393101,121.876716,182.320077,5.799740,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,27.148588,40.601245,0.939430,228.078614,0.000000,8.028004,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.856989,2.10,2.585197,22.155900,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.286724,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,119.247678,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

21,05:00-05:15,1.035891,9.721816,30.545986,2.457837,42.075389,51.047194,0.000000,42.033750,0.726034,0.000000,81.712886,0.000000,73.077695,33.375850,0.000000,0.000000,0.000000,138.740979,8.393101,121.876716,182.320077,5.799740,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,29.999956,40.601245,1.409146,228.078614,0.000000,52.182030,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.856989,2.10,2.585197,26.176894,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.286724,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,85.733700,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

22,05:15-05:30,1.035891,11.456385,30.545986,2.457837,42.075389,51.047194,0.000000,42.033750,0.726034,0.000000,81.712886,0.000000,97.436926,33.375850,0.000000,1.799511,0.000000,138.740979,8.393101,121.876716,182.320077,5.799740,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,29.393077,40.601245,1.878861,228.078614,0.000000,52.182030,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.887793,2.10,2.585197,24.904518,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.286724,13.402489,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,80.917200,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

23,05:30-05:45,1.035891,11.074519,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.725642,0.000000,81.712886,0.000000,97.436926,33.375850,0.000000,9.551251,0.000000,138.740979,8.393101,121.876716,182.299088,5.799740,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,29.393077,40.601245,1.878861,255.051014,0.000000,52.182030,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,1.36,1.292598,0.000000,13.718686,2.10,2.585197,29.293664,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.286724,8.641090,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,92.929647,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

24,05:45-06:00,1.035891,11.508917,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,0.725642,0.000000,81.712886,0.000000,88.758334,33.375850,0.000000,19.102501,0.000000,138.740979,8.393101,121.876716,182.299088,5.799740,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,29.393077,40.601245,1.708675,255.051014,0.000000,52.182030,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,1.36,1.292598,0.000000,13.906018,2.10,2.585197,33.146864,0.85,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.286724,8.641090,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,92.929647,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

25,06:00-06:15,1.035891,11.508917,26.767722,2.457837,42.075389,48.920227,0.000000,42.033750,0.725598,0.000000,81.712886,0.000000,83.827316,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,182.299088,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,29.393077,40.601245,1.613370,255.051014,0.000000,52.182030,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.906018,2.10,2.585197,28.330364,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.286724,8.641090,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,129.090657,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

26,06:15-06:30,1.035891,11.074519,26.767722,2.457837,42.075389,48.920227,0.000000,42.033750,0.725598,0.000000,52.609666,0.000000,97.436926,33.375850,0.000000,28.653752,0.000000,138.740979,8.393101,121.876716,182.299088,0.616994,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,29.393077,40.601245,1.878861,255.051014,0.000000,34.788020,0.000000,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,3.11,1.292598,0.000000,13.718686,2.10,2.585197,22.155900,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.286724,8.641090,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.00,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,0.00,0.000000,3.382812,1.887764,1.78,1.87,90.550200,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,0.00,0,0,0,0,0

