Column1,Time,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/7459,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/6216,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/9334,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/5285,GNA/SR/2025/04/01/2597,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/04/01/4420,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8964,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07
11,02:30-02:45,4.81,43.74,9.62,0,7.68,100.25,5.22,9.62,9.62,0,66.02,25.99,29.26,0,2.89,260.4,48.12,2.89,3.08,1.92,2.89,0,86.8,0,30,10.13,272.09,10.34,4,0,0,0,0,0,0,77.34,28,32.33,77.33,0,0,0,0,0,0,7.6,97.01,0,32.33

12,02:45-03:00,4.81,43.74,9.62,0,7.68,100.25,5.22,9.62,9.62,0,115.06,25.99,29.26,0,2.89,260.4,48.12,2.89,3.08,1.92,2.89,0,86.8,0,30,10.13,272.09,10.34,4,0,0,0,0,0,0,78,28,32.67,78,0,0,0,0,0,0,7.4,97.99,0,32.67

13,03:00-03:15,4.81,43.74,9.62,0,7.68,100.25,5.22,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,3.08,1.92,2.89,0,86.8,0,30,9.95,272.09,10.34,4,0,0,0,0,0,0,81.66,30,33,81.67,0,0,0,0,0,0,7,99,0,33

14,03:15-03:30,4.81,43.74,9.62,0,7.68,100.25,5.22,9.62,9.62,0,115.06,25.99,30.27,0,2.89,260.4,48.12,2.89,3.08,1.92,2.89,0,86.8,0,30,9.95,272.09,10.34,4,0,0,0,0,0,0,81,30,33.33,81,0,0,0,0,0,0,7,100.01,0,33.33

15,03:30-03:45,4.81,43.74,9.62,0,7.68,100.25,5.22,9.62,9.62,0,115.06,25.99,30.27,0,2.89,260.4,48.12,2.89,3.08,1.92,2.89,0,86.8,0,30,9.95,272.09,10.34,4,0,0,0,0,0,0,79.66,31.33,33.67,79.67,0,0,0,0,0,0,7,100.99,0,33.67

16,03:45-04:00,4.81,43.74,9.62,0,7.68,100.25,5.22,9.62,9.62,0,115.06,25.99,30.27,0,2.89,260.4,48.12,2.89,3.08,1.92,2.89,0,86.8,0,30,9.95,272.09,10.34,4,0,0,0,0,0,0,78,31,33.67,78,0,0,0,0,0,0,7,100.99,0,33.67

17,04:00-04:15,4.81,43.74,9.62,0,7.68,100.25,4.98,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.76,272.09,10.34,4,0,0,0,0,0,0,77,30.67,33.67,77,0,0,0,0,0,0,7,100.99,0,33.67

18,04:15-04:30,4.81,43.74,9.62,0,7.68,100.25,4.98,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.76,272.09,10.34,4,0,0,0,0,0,0,76.34,30.33,33.5,76.33,0,0,0,0,0,0,7,100.5,0,33.5

19,04:30-04:45,4.66,43.74,9.62,0,7.68,100.25,4.98,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.76,272.09,10.34,4,0,0,0,0,0,0,75,30,33.5,75,0,0,0,0,0,0,6.8,100.5,0,33.5

20,04:45-05:00,4.66,43.74,9.62,0,7.68,100.25,4.98,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.76,272.09,10.34,4,0,0,0,0,0,0,75,29.67,33.5,75,0,0,0,0,0,0,6.6,100.5,0,33.5

21,05:00-05:15,4.66,43.74,9.62,0,7.68,100.25,4.3,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.67,272.09,10.34,4,0,0,0,0,0,0,75,29.33,33.5,75,0,0,0,0,0,0,6.2,100.5,0,33.5

22,05:15-05:30,4.66,43.74,9.62,0,7.68,100.25,4.3,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.67,272.09,10.34,4,0,0,0,0,0,0,75,29,33.17,75,0,0,0,0,0,0,6,99.49,0,33.17

23,05:30-05:45,4.66,43.74,9.62,0,7.68,100.25,4.3,9.62,9.62,0,115.06,25.99,30.77,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.67,272.09,10.34,4,0,0,0,0,0,0,75,25.5,29.17,75,0,0,0,0,0,0,5.8,87.49,0,29.17

24,05:45-06:00,4.66,43.74,9.62,0,7.68,100.25,4.3,9.62,9.62,0,115.06,25.99,30.27,0,2.89,260.4,48.12,2.89,2.98,1.92,2.89,0,86.8,0,30,9.67,272.09,10.34,4,0,0,0,0,0,0,75,24.9,28.83,75,0,0,0,0,0,0,5.6,86.51,0,28.83

25,06:00-06:15,4.66,43.74,9.62,0,7.68,100.25,4.07,9.62,9.62,0,115.06,30,29.26,0,2.89,260.4,48.12,2.89,2.9,1.92,2.89,0,86.8,0,30,9.49,272.09,10.34,4,0,0,0,0,0,0,73.34,24.3,28.33,73.33,0,1.83,0,0,0,0,5.4,85.01,0,28.33

26,06:15-06:30,4.66,43.74,9.62,0,7.68,100.25,4.07,9.62,9.62,0,115.06,30,28.76,0,2.89,260.4,48.12,2.89,2.9,1.92,2.89,0,86.8,0,30,9.49,272.09,10.34,4,0,0.8,0,0,0,0.16,72.66,23.7,28,72.67,0.3,5.59,5.6,0,0,0,5,84,4.2,28

27,06:30-06:45,4.66,43.74,9.62,0,7.68,100.25,4.07,9.62,9.62,0,115.06,30,28.25,0,2.89,260.4,48.12,2.89,2.9,1.92,2.89,0,86.8,0,30,9.49,272.09,10.34,4,1,3.02,1,0,1,0.61,71.66,23.1,27.67,71.67,0.86,10.06,20.3,1,0,0,4.6,82.99,11.6,27.67

28,06:45-07:00,4.66,43.74,9.62,0.74,7.68,100.25,4.07,9.62,9.62,0.74,66.02,30,27.24,0.74,2.89,260.4,48.12,2.89,2.9,1.92,2.89,0,86.8,0,30,9.49,272.09,10.34,4,4,9.21,2,1,3,1.84,70,22.5,27.33,70,2.92,15.93,33,4,1,1,4.4,82.01,24.8,27.33

29,07:00-07:15,4.66,43.74,9.62,1.54,7.68,100.25,4.07,9.62,9.62,1.54,66.02,25.99,27.24,1.54,2.89,260.4,48.12,2.89,2.9,1.92,2.89,0,74.61,0,30,9.31,272.09,10.34,4,14,17.82,3,6,5,3.57,68.34,21.9,26.67,68.33,6.21,23.51,32.4,9,7,3,11.21,79.99,32.41,26.67

30,07:15-07:30,4.66,43.74,9.62,2.4,7.68,100.25,4.07,9.62,9.62,2.4,66.02,25.99,27.24,2.4,2.89,169.59,48.12,2.89,2.9,1.92,2.89,0,64.11,0,30,9.31,272.09,10.34,4,28,29.75,8,12,7,5.95,66.66,21,26.33,66.67,10.52,32.74,32.71,14,10,5,11.21,79.01,32.72,26.33

31,07:30-07:45,4.66,43.74,9.62,3.38,7.68,96.47,4.07,9.62,9.62,3.38,66.02,25.99,26.74,3.38,2.89,204.88,48.12,2.89,2.9,1.92,2.89,0,64.11,0,30,9.31,272.09,10.34,4,42,45.12,13,18,12,9.03,61.66,16.67,21.96,61.67,16.23,43.34,32.1,22,17,8,10.6,65.87,32.1,21.96

32,07:45-08:00,4.66,43.74,9.62,4.5,7.68,100.25,4.07,9.62,9.62,4.5,66.02,25.99,26.74,4.5,2.89,173.87,48.12,2.89,2.9,1.92,2.89,0,47.15,0,30,9.31,230.95,10.34,4,56,61.87,19,24,16,12.37,60,16.67,21.25,60,23.3,54.73,31,28,27,13,10.2,63.75,31,21.25

33,08:00-08:15,4.66,43.74,9.62,5.73,7.68,76.98,3.84,9.62,9.62,5.73,70.17,25.99,26.74,5.73,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,30,9.11,192.46,10.34,4,70,84.43,30,30,21,16.89,59.34,16.67,20.68,59.33,30.93,66.05,32.4,32.4,33,17,9.8,62.06,32.4,20.68

34,08:15-08:30,4.66,43.74,9.62,6.99,7.68,76.98,3.84,9.62,9.62,6.99,70.17,25.99,27.24,6.99,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,30,9.11,149.65,6.7,4,88,105.14,39,37,25,21.03,58.34,16.67,19.83,58.33,38.77,76.57,33,33,40,20,9.4,59.51,33,19.83

35,08:30-08:45,4.27,43.74,9.62,8.24,7.68,72.17,4.45,9.62,9.62,8.24,70.17,25.99,27.24,8.24,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,30,9.11,149.65,6.7,4,105,123.87,44,45,28,24.77,56.66,16.67,19.41,56.67,46.88,86.37,33,33,49,24,9,58.22,33,19.41

36,08:45-09:00,4.27,43.74,9.62,9.36,7.68,62.55,4.45,9.62,9.62,9.36,70.17,25.99,27.24,9.36,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,30,9.11,149.65,6.7,4,123,144,52,52,31,28.8,56.66,17,19.27,56.67,54.8,90.99,33,33,57,28,8.6,57.79,33,19.27

37,09:00-09:15,4.03,43.74,9.62,10.54,7.68,52.93,4.3,9.62,9.62,10.54,70.17,26.17,26.24,10.54,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,29.5,8.93,149.65,6.7,4,137,163.07,59,58,34,32.61,56.66,18.33,17.71,56.67,62.43,100.26,33,33,63,32,5.8,53.12,33,17.71

38,09:15-09:30,4.03,43.74,9.62,10.98,7.68,52.93,4.3,9.62,9.62,10.98,70.17,26.17,26.75,10.98,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,29.5,8.93,192.46,6.7,4,151,180.89,66,64,36,36.18,56.66,19.33,17,56.67,69.4,108.72,33,33,72,36,5.6,51,33,17

39,09:30-09:45,4.03,43.74,9.62,11.07,7.68,52.93,4.3,9.62,9.62,11.07,70.17,26.17,27.25,11.07,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,29.5,8.93,230.95,6.7,4,165,197.51,72,70,39,39.5,56.66,22.33,24.17,56.67,76.04,116.21,33,33,79,39,5.4,72.49,33,24.17

40,09:45-10:00,4.03,43.74,9.62,10.93,7.68,52.93,4.3,9.62,9.62,10.93,70.17,26.17,28.26,10.93,2.89,109.7,48.12,2.89,2.9,1.92,2.89,0,47.15,0,29.5,8.93,230.95,6.7,4,179,212.9,78,76,41,42.58,56.66,24,24.67,56.67,83.78,122.89,33,33,87,43,5.2,73.99,33,24.67

41,10:00-10:15,4.03,43.74,9.62,10.74,7.68,52.93,4.22,9.62,9.62,10.74,70.17,26.17,28.26,10.74,2.89,109.7,48.12,2.89,2.8,1.92,2.89,0,47.15,0,29.5,8.75,272.09,6.7,4,189,231.1,85,81,43,46.22,56.66,26,25.83,56.67,89.54,129.02,33,33,90,45,5.2,77.51,33,25.83

42,10:15-10:30,4.03,43.74,9.62,10.59,7.68,52.93,4.22,9.62,9.62,10.59,70.17,26.17,28.26,10.59,2.89,109.7,48.12,2.89,2.8,1.92,2.89,0,47.15,0,29.5,8.75,272.09,6.7,4,196,241.1,89,84,45,48.22,56.66,28.33,26.33,56.67,94.22,134.84,33,33,93,47,5.2,79.01,33,26.33

43,10:30-10:45,4.03,43.74,9.62,10.58,7.68,52.93,4.22,9.62,9.62,10.58,70.17,26.17,28.26,10.58,2.89,109.7,48.12,2.89,3.03,1.92,2.89,0,47.15,0,29.5,8.75,272.09,6.7,4,203,246.25,93,87,48,49.25,65,29.33,27.5,65,98.27,140.7,33,33,98,49,5.2,82.5,33,27.5

44,10:45-11:00,4.03,43.74,9.62,10.49,7.68,52.93,4.22,9.62,9.62,10.49,70.17,26.17,28.26,10.49,2.89,109.7,48.12,2.89,3.03,1.92,2.89,0,47.15,0,29.5,8.75,272.09,6.7,4,207,246.67,95,88,48,49.33,68.34,31.67,29.17,68.33,100,146.39,33,33,100,50,5.2,87.49,33,29.17

45,11:00-11:15,3.88,43.74,9.62,10.42,7.68,52.93,4.22,9.62,9.62,10.42,70.17,26.17,28.26,10.42,2.89,109.7,48.12,2.89,3.03,1.92,2.89,0,47.15,0,29.5,8.56,272.09,6.7,4,210,246.67,98,90,49,49.33,69.34,30.67,27.5,69.33,100,150.97,33,33,100,50,5.2,82.5,33,27.5

46,11:15-11:30,3.88,43.74,9.62,10.42,7.68,52.93,4.22,9.62,9.62,10.42,70.17,26.17,28.26,10.42,2.89,109.7,48.12,2.89,3.03,1.92,2.89,0,47.15,0,29.5,8.56,272.09,6.7,4,210,246.67,98,90,49,49.33,70,31.67,28,70,100,154.47,33,33,100,50,5.4,84,33,28

47,11:30-11:45,3.88,43.74,9.62,10.41,7.68,52.93,4.45,9.62,9.62,10.41,70.17,26.17,28.26,10.41,2.89,109.7,48.12,2.89,3.03,1.92,2.89,0,47.15,0,29.5,8.56,230.95,6.7,4,210,246.67,98,90,50,49.33,70.66,33,29.17,70.67,100,155.84,33,33,100,50,5.4,87.49,33,29.17

48,11:45-12:00,3.88,43.74,9.62,10.41,7.68,52.93,4.45,9.62,9.62,10.41,70.17,26.17,28.26,10.41,2.89,109.7,48.12,2.89,3.03,1.92,2.89,0,47.15,0,29.5,8.56,192.46,6.7,4,210,246.67,98,90,50,49.33,71.66,34.67,30.83,71.67,100,155.84,33,33,100,50,5.4,92.51,33,30.83

49,12:00-12:15,3.88,43.74,9.62,10.4,7.68,52.93,4.45,9.62,9.62,10.4,70.17,26.36,29.27,10.4,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.38,149.65,6.7,4,210,246.67,98,90,50,49.33,73.34,32,29.33,73.33,100,155.84,33,33,100,50,5.2,88.01,33,29.33

50,12:15-12:30,3.88,43.74,9.62,10.4,7.68,52.93,4.45,9.62,9.62,10.4,70.17,26.36,29.27,10.4,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.38,149.65,6.7,4,210,246.67,98,90,50,49.33,74.34,32.33,29.67,74.33,100,155.84,33,33,100,50,5.4,88.99,33,29.67

51,12:30-12:45,3.88,43.74,9.62,10.4,7.68,52.93,4.45,9.62,9.62,10.4,70.17,26.36,29.27,10.4,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.38,149.65,6.7,4,210,246.67,98,90,49,49.33,71.34,32.67,30,71.33,100,155.84,33,33,100,50,5.6,90,33,30

52,12:45-13:00,3.88,43.74,9.62,10.42,7.68,52.93,4.45,9.62,9.62,10.42,70.17,26.36,29.27,10.42,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.38,149.65,6.7,4,210,246.67,98,90,49,49.33,72.66,33.33,30.33,72.67,100,155.84,33,33,100,50,5.8,91.01,33,30.33

53,13:00-13:15,3.88,43.74,9.62,10.4,7.68,52.93,4.6,9.62,9.62,10.4,70.17,26.36,29.27,10.4,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.2,149.65,6.7,4,210,246.67,98,90,49,49.33,70.57,31.67,30.67,70.58,100,153.63,33,33,100,50,6,91.99,33,30.67

54,13:15-13:30,3.88,43.74,9.62,10.38,7.68,52.93,4.6,9.62,9.62,10.38,70.17,26.36,29.27,10.38,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.2,149.65,6.7,4,210,246.67,98,90,49,49.33,71.66,32,30.83,71.65,100,149.84,33,33,100,50,6.2,92.51,33,30.83

55,13:30-13:45,3.88,43.74,9.62,10.39,7.68,52.93,4.6,9.62,9.62,10.39,70.17,26.36,29.27,10.39,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.2,149.65,6.7,4,210,246.67,98,90,48,49.33,73.18,31.33,31,73.19,100,145.38,33,33,99,49,6.4,93,33,31

56,13:45-14:00,3.88,43.74,9.62,10.4,7.68,52.93,4.6,9.62,9.62,10.4,70.17,26.36,29.27,10.4,2.89,109.7,48.12,2.89,3.18,1.92,2.89,0,47.15,0,29,8.2,149.65,6.7,4,210,246.67,98,90,48,49.33,74.53,32.33,31.33,74.53,100,140.3,33,33,97,48,6.6,94.01,33,31.33

57,14:00-14:15,4.11,43.74,9.62,10.41,7.68,52.93,4.75,9.62,9.62,10.41,70.17,26.36,28.26,10.41,2.89,109.7,48.12,2.89,3.26,1.92,2.89,0,47.15,0,29,8.02,149.65,6.7,4,207,246.67,96,88,47,49.33,76.87,27.33,28.33,76.88,100,138.25,33,33,93,47,6.8,85.01,33,28.33

58,14:15-14:30,4.11,43.74,9.62,10.4,7.68,52.93,4.75,9.62,9.62,10.4,70.17,26.36,28.26,10.4,2.89,109.7,48.12,2.89,3.26,1.92,2.89,0,47.15,0,29,8.02,149.65,6.7,4,203,246.67,94,87,46,49.33,77.99,28,29.17,77.98,100,131.46,33,33,92,46,7,87.49,33,29.17

59,14:30-14:45,4.66,43.74,9.62,10.39,7.68,52.93,4.75,9.62,9.62,10.39,70.17,26.36,28.26,10.39,2.89,109.7,48.12,2.89,3.26,1.92,2.89,0,47.15,0,29,8.02,149.65,10.34,4,189,246.67,92,81,45,49.33,80.37,26.67,27.5,80.37,100,124.21,33,33,91,45,9.2,82.5,33,27.5

60,14:45-15:00,4.66,43.74,9.62,10.53,7.68,52.93,4.75,9.62,9.62,10.53,70.17,26.36,28.26,10.53,2.89,109.7,48.12,2.89,3.26,1.92,2.89,0,47.15,0,29,8.02,149.65,10.34,4,179,237.97,91,76,43,47.59,80.25,27.33,27.67,80.25,99.46,116.33,33,33,87,43,9.4,82.99,33,27.67

61,15:00-15:15,4.66,43.74,9.62,10.63,7.68,52.93,4.3,9.62,9.62,10.63,70.17,26.36,28.26,10.63,2.89,109.7,48.12,2.89,3.41,1.92,2.89,0,47.15,0,29,8.02,149.65,10.34,4,172,225.76,85,73,41,45.15,72.34,26.67,25,72.33,91.56,108.42,33,33,83,42,10.4,75,33,25

62,15:15-15:30,4.66,43.74,9.62,10.72,7.68,52.93,4.3,9.62,9.62,10.72,70.17,26.36,28.26,10.72,2.89,109.7,48.12,2.89,3.41,1.92,2.89,0,47.15,0,29,8.02,192.46,10.34,4,161,215.06,82,69,39,43.01,73.34,27.33,25.83,73.33,85.83,100.14,33,33,79,39,10.4,77.51,33,25.83

63,15:30-15:45,4.89,43.74,9.62,10.79,7.68,52.93,4.3,9.62,9.62,10.79,70.17,26.36,28.76,10.79,2.89,109.7,48.12,2.89,3.41,1.92,2.89,0,47.15,0,29,8.02,230.95,10.34,4,151,201.84,75,64,36,40.37,73,30,28.33,73,80.5,91.12,33,33,73,37,10.6,85.01,33,28.33

64,15:45-16:00,4.89,43.74,9.62,10.61,7.68,52.93,4.3,9.62,9.62,10.61,70.17,26.36,29.27,10.61,2.89,109.7,48.12,2.89,3.41,1.92,2.89,0,47.15,0,29,8.02,272.09,10.34,4,144,186.86,70,61,33,37.37,73.66,30,28.67,73.67,74.84,81.42,33,33,67,33,10.6,85.99,33,28.67

65,16:00-16:15,4.35,43.74,9.62,10.06,7.68,81.8,4.45,9.62,9.62,10.06,70.17,26.36,29.27,10.06,2.89,157.82,48.12,2.89,3.54,1.92,2.89,0,58.91,50,29,8.2,272.09,10.34,4,130,171.13,65,55,31,34.23,73.34,31.33,29.17,73.33,69.06,71.83,33,33,63,32,10.8,87.49,33,29.17

66,16:15-16:30,4.35,43.74,9.62,8.96,7.68,84.68,4.45,9.62,9.62,8.96,70.17,26.36,30.28,8.96,2.89,163.99,48.12,2.89,3.54,1.92,2.89,0,58.91,50,29,8.2,272.09,10.34,4,119,153.19,58,51,27,30.64,73,32,29.17,73,62.12,62.53,33,33,57,28,10.8,87.49,33,29.17

67,16:30-16:45,4.35,43.74,9.62,7.77,7.68,100.25,4.45,9.62,9.62,7.77,66.02,26.36,30.28,7.77,2.89,212.1,48.12,2.89,3.83,1.92,2.89,0,75.87,50,29,8.2,272.09,10.34,4,105,137.37,49,45,22,27.48,77.34,32.33,33.33,77.33,55.29,53.31,33,33,50,25,10.6,100.01,33,33.33

68,16:45-17:00,4.35,43.74,9.62,6.69,7.68,100.25,4.45,9.62,9.62,6.69,66.02,26.36,30.28,6.69,2.89,253.01,48.12,2.89,3.83,1.92,2.89,0,75.87,50,29,8.2,272.09,10.34,4,88,118.52,43,37,19,23.7,77,32.33,33,77,47.82,44.08,33,33,42,21,10.6,99,33,33

69,17:00-17:15,4.66,43.74,9.62,5.45,7.68,100.25,4.45,9.62,9.62,5.45,66.02,26.36,30.28,5.45,2.89,225.1,48.12,2.89,4.06,1.92,2.89,0,75.87,50,29,8.29,272.09,10.34,4,70,99.63,37,30,16,19.93,81.66,33.33,32.67,81.67,40.02,34.76,33,32,33,17,16.01,97.99,32.95,32.67

