Block,Time,CHAMERA1,KGSU1AND2,KGSU3AND4,KUDGI,NLCIIST2,SASAN,SIMHST2,TelanganaSTPP,UNCHAHAR2,DADRI_RF,BRBCL,KISHANGANGA,KKNPPU2,KOLDAM,NLCTS2EXP,NTPL,PARBATI3,AURY_CRF,DULHASTI,KHSTPP-I,RAPPB,RIHAND2,RIHAND3,SALAL,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,ANTA_GF,ANTA_LF,AURY_RF,DADRT2,MAPS,NJPC,NNTPP,RAPPC,SINGRAULI,TANDA2,VALLURNTECL,DADRI_CRF,DADRI_LF,FSTPP I & II,KOTESHWR,NLCEXP,RAMPUR,UNCHAHAR4,AURY_GF,DADRI_GF,JHAJJAR,KHSTPP-II,RSTPSU1TO6,TALA,UNCHAHAR1,URI2,ANTA_RF,AURY_LF,CHAMERA2,CHAMERA3,KKNP,RIHAND1,SEWA2,SIMHST1,TEHRI,BSIUL,DHAULIGNGA,NAPP,NLCIIST1,RSTPSU7,TALST2,URI,ANTA_CRF
6,01:15-01:30,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,18.83,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

7,01:30-01:45,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

8,01:45-02:00,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

9,02:00-02:15,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

10,02:15-02:30,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

11,02:30-02:45,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

12,02:45-03:00,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

13,03:00-03:15,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

14,03:15-03:30,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.82,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

15,03:30-03:45,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,8.33,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

16,03:45-04:00,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,8.33,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.33,29.93

17,04:00-04:15,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,8.33,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.11,29.93

18,04:15-04:30,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,8.33,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.11,29.93

19,04:30-04:45,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,9.29,0,3.85,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.11,29.93

20,04:45-05:00,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,41.83,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.11,29.93

21,05:00-05:15,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,41.83,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.11,29.93

22,05:15-05:30,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,41.83,0,2.31,26.39,0,0,0,683.14,0,23.39,0,53.93,125.97,0,0,36.72,24.11,18.2,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,1.11,29.93

23,05:30-05:45,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,41.83,0,3.2,26.39,0,0,0,683.14,0,46.78,0,53.93,125.97,0,0,36.72,24.11,18.2,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,31.13,0,0,43.46,0,0,0,1.11,29.93

24,05:45-06:00,0,0,0,0,0,410.62,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,41.83,0,3.2,26.39,0,0,0,683.14,0,57.39,0,53.93,125.97,0,0,36.72,24.11,18.2,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,3.33,0,0,92,0,0,46.69,0,0,43.46,0,0,0,1.11,29.93

25,06:00-06:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,3.82,70.59,16.48,45.22,0,118.76,124.32,41.83,0,1.15,26.39,0,0,0,683.14,0,94.7,0,53.93,125.97,0,0,36.72,24.11,18.2,26.62,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,8,0,0,92,0,0,62.24,0,7.93,43.46,0,0,0,1.11,30.35

26,06:15-06:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,16.48,45.22,0,118.76,124.32,9.29,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,18.2,26.62,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,13.17,9.68,0,92,0,0,62.24,0,15.98,43.46,0,0,0,1.33,30.35

27,06:30-06:45,12.01,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,140.34,0,53.93,125.97,0,0,36.72,24.11,18.2,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,5.27,0,62.24,0,36.55,43.46,0,0,0,2.21,30.35

28,06:45-07:00,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,140.34,0,53.93,125.97,0,0,36.72,24.11,18.2,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,5.27,0,62.24,0,36.55,43.46,0,0,0,2.21,30.35

29,07:00-07:15,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,1.4,0,4.61,26.39,0,0,0,683.14,0,140.34,0,53.93,125.97,0,0,36.72,24.11,18.2,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,5.27,0,62.24,0,36.55,43.46,0,0,0,17.67,30.35

30,07:15-07:30,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,1.4,0,4.61,26.39,0,0,0,683.14,0,140.34,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,5.27,0,62.24,0,36.55,43.46,0,0,0,17.67,30.35

31,07:30-07:45,28.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,16.55,70.59,32.96,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,140.34,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,5.27,0,62.24,0,36.55,43.46,0,0,0,17.67,30.35

32,07:45-08:00,14.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,3.56,70.59,32.96,45.22,0,118.76,124.32,1.4,0,1.15,26.39,0,0,0,683.14,0,116.95,0,53.93,125.97,0,0,36.72,24.11,11.7,39.83,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,39.51,29.06,0,92,5.27,0,62.24,0,36.55,43.46,0,0,0,17.67,30.35

33,08:00-08:15,14.05,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,4.61,26.39,0,0,0,683.14,0,93.56,0,53.93,125.97,0,0,36.72,24.11,11.7,26.62,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,13.17,1.91,0,92,0,0,62.24,0,15.98,43.46,0,0,0,4.41,30.03

34,08:15-08:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,4.61,26.39,0,0,0,683.14,0,70.17,0,53.93,125.97,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,8.06,43.46,0,0,0,4.41,30.03

35,08:30-08:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,0.25,26.39,0,0,0,683.14,0,46.78,0,53.93,125.97,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,4.41,30.03

36,08:45-09:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,0.25,26.39,0,0,0,683.14,0,23.39,0,53.93,125.97,0,0,36.72,24.11,11.7,17.75,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,4.41,30.03

37,09:00-09:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,0.25,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,624.81,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,30.03

38,09:15-09:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,0.25,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,624.81,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,62.24,0,0,43.46,0,0,0,1.66,30.03

39,09:30-09:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,0.25,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,604.81,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,46.69,0,0,43.46,0,0,0,1.66,30.03

40,09:45-10:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,32.96,45.22,0,118.76,124.32,1.4,0,0.25,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,604.81,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,31.13,0,0,43.46,0,0,0,2.21,30.03

41,10:00-10:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,15.45,29.09

42,10:15-10:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,15.45,29.09

43,10:30-10:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,4.41,29.09

44,10:45-11:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,2.76,29.09

45,11:00-11:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,2.76,29.09

46,11:15-11:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,16.48,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,29.09

47,11:30-11:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,29.09

48,11:45-12:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,29.09

49,12:00-12:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,29.09

50,12:15-12:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,29.09

51,12:30-12:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,3.31,28.88

52,12:45-13:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,3.31,28.88

53,13:00-13:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,3.31,28.88

54,13:15-13:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,125.97,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,3.31,28.88

55,13:30-13:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,11.59,28.88

56,13:45-14:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,11.59,28.88

57,14:00-14:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,11.59,28.88

58,14:15-14:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,11.59,28.88

59,14:30-14:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,11.59,28.88

60,14:45-15:00,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,28.88

61,15:00-15:15,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,28.77

62,15:15-15:30,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,1.4,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,0,0,0,43.46,0,0,0,1.66,28.77

63,15:30-15:45,0,0,0,0,0,413.44,0,0,42.4,6.58,20,0,0,0,0,0,0,70.59,0,45.22,0,118.76,124.32,12.78,0,2.31,26.39,0,0,0,683.14,0,0,0,53.93,108.75,0,0,36.72,24.11,11.7,8.87,0,0,0,0,0,654.31,98.87,0,0,20.56,4.44,0,0,0,0,0,92,0,0,15.56,0,0,43.46,0,0,0,1.66,28.77

