Time,Block,NR/2023/17634/C,NR/2023/17165/A,NR/2023/14436/A,NR/2023/17510/F,NR/2023/17633/C,NR/2023/17496/F,NR/2023/17261/F,NR/2023/17344/F,NR/2023/17406/F,NR/2023/17648/C,NR/2023/17405/F,NR/2023/17644/C,NR/2023/14754/A,Total
89,22:00-22:15,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.680000,4.350000,0,4.830000,0.000000,23.190000,197.92

90,22:15-22:30,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.680000,4.350000,0,4.830000,0.000000,23.190000,197.92

91,22:30-22:45,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.680000,4.350000,0,4.830000,0.000000,23.190000,197.92

92,22:45-23:00,0,62.810000,33.820000,1.000000,6.370000,6.760000,54.110000,0.680000,4.350000,0,4.830000,0.000000,23.190000,197.92

93,23:00-23:15,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.630000,4.350000,0,4.830000,0.000000,23.190000,197.77

94,23:15-23:30,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.630000,4.350000,0,4.830000,0.000000,23.190000,197.77

95,23:30-23:45,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.630000,4.350000,0,4.830000,0.000000,23.190000,197.77

96,23:45-24:00,0,62.810000,33.820000,1.000000,6.270000,6.760000,54.110000,0.630000,4.350000,0,4.830000,0.000000,23.190000,197.77

