Block,Time,FSTPP I & II,KOLDAM,NLCEXP,NLCIIST2,SALAL,TANAKPUR,UNCHAHAR2,URI,DHAULIGNGA,KKNP,NJPC,NNTPP,PARBATI3,SEWA2,TALA,UNCHAHAR3,AURY_LF,AURY_RF,CHAMERA2,CHAMERA3,KGSU3AND4,NLCIIST1,NLCTS2EXP,RAPPB,RIHAND3,SINGRAULI,TANDA2,UNCHAHAR1,DADRI_GF,DULHASTI,KGSU1AND2,KHSTPP-I,NAPP,RIHAND1,SASAN,TelanganaSTPP,UNCHAHAR4,DADRI_LF,DADRT2,JHAJJAR,KISHANGANGA,SIMHST1,TEHRI,TEHRIPSP,NTPL,RAPPD,RIHAND2,RSTPSU7,VALLURNTECL,ANTA_CRF,ANTA_RF,BRBCL,BSIUL,KKNPPU2,PARBATI2,RAMPUR,RSTPSU1TO6,SIMHST2,ANTA_LF,DADRI_CRF,CHAMERA1,KHSTPP-II,KOTESHWR,KUDGI,MAPS,RAPPC,SINGRAULI_HYDRO,TALST2,URI2,ANTA_GF,AURY_CRF,AURY_GF,DADRI_RF
7,01:30-01:45,18.76,8.62,0,0,84.24,11.53,45,19.87,0,0,175.79,0,32.71,0,13.47,27.69,0,79.22,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.98,0,23.38,0,0,0,52.7

8,01:45-02:00,18.76,8.62,0,0,84.24,11.53,45,22.08,0,0,175.79,0,32.71,0,13.47,27.69,0,79.22,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.98,0,23.38,0,0,0,52.7

9,02:00-02:15,18.76,8.62,0,0,84.24,11.78,45,22.08,0,0,175.79,0,32.71,0,10.09,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.98,0,23.38,0,0,0,52.7

10,02:15-02:30,18.76,8.62,0,0,84.24,12.04,45,22.08,0,0,175.79,0,32.71,0,10.09,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,40.57,0,0,65.27,0.98,0,23.38,0,0,0,52.7

11,02:30-02:45,18.76,8.62,0,0,84.24,12.04,45,22.08,0,0,175.79,0,32.71,0,10.09,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

12,02:45-03:00,18.76,8.62,0,0,84.24,12.04,45,22.08,0,0,175.79,0,32.71,0,10.09,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,549.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

13,03:00-03:15,18.76,8.62,0,0,81.34,11.27,45,28.71,0,0,175.79,0,32.71,0,9.94,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

14,03:15-03:30,18.76,8.62,0,0,81.34,11.27,45,28.71,0,0,175.79,0,32.71,0,9.94,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

15,03:30-03:45,18.76,8.62,0,0,81.34,11.27,45,28.71,0,0,175.79,0,32.71,0,9.7,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,38.97,0,0,0,52.7

16,03:45-04:00,18.76,8.62,0,0,81.34,11.27,45,28.71,0,0,175.79,0,32.71,0,9.55,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

17,04:00-04:15,18.76,8.62,0,0,81.34,11.91,45,28.71,0,0,175.79,0,35.68,0,9.41,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

18,04:15-04:30,18.76,8.62,0,0,81.34,11.91,45,28.71,0,0,175.79,0,35.68,0,9.27,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

19,04:30-04:45,18.76,8.62,0,0,81.34,11.91,45,28.71,0,0,175.79,0,35.68,0,8.96,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

20,04:45-05:00,18.76,8.62,0,0,81.34,11.91,45,28.71,0,0,175.79,0,35.68,0,8.68,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

21,05:00-05:15,18.76,8.62,0,0,81.34,11.91,45,28.71,0,0,175.79,0,38.65,0,8.68,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,23.38,0,0,0,52.7

22,05:15-05:30,18.76,8.62,0,0,81.34,11.91,45,28.71,0,0,175.79,0,38.65,0,8.37,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,13.04,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,38.97,0,0,0,52.7

23,05:30-05:45,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,49.06,0,8.09,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,38.97,0,0,0,52.7

24,05:45-06:00,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,49.06,0,7.94,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,648.39,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,38.97,0,0,0,52.7

25,06:00-06:15,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,49.06,0,8.68,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,626.48,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,30.43,0,0,65.27,0.98,0,38.97,0,0,0,52.7

26,06:15-06:30,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,49.06,0,8.68,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,626.48,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,20.51,0,0,65.27,0.98,0,38.97,0,0,0,52.7

27,06:30-06:45,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,49.06,0,8.68,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,626.48,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,20.29,0,0,65.27,0.98,0,21.82,0,0,0,52.7

28,06:45-07:00,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,49.06,0,8.82,27.69,0,79.48,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.84,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,20.29,0,0,65.27,0.98,0,21.82,0,0,0,52.7

29,07:00-07:15,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,53.53,0,8.96,27.69,0,79.22,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.98,0,21.82,0,0,0,52.7

30,07:15-07:30,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,53.53,0,8.96,27.69,0,79.22,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,19.56,0,0,5.7,0,0,0,0,42.15,148.3,10.14,0,0,65.27,0.98,0,21.82,0,0,0,52.7

31,07:30-07:45,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,53.53,0,9.27,27.69,0,79.22,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,19.56,0,0,5.7,0,0,0,0,28.1,148.3,10.14,0,0,65.27,0.98,0,38.97,0,0,0,52.7

32,07:45-08:00,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,53.53,0,9.85,27.69,0,79.22,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,57.06,0,0,24.52,125.27,0,0,0,51.2,24.99,19.56,0,0,5.7,0,0,0,0,14.05,148.3,10.14,0,0,65.27,0.98,0,38.97,0,0,0,52.7

33,08:00-08:15,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,0,0,10.14,27.69,0,78.57,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,42.79,0,0,0,125.27,0,0,0,50.57,24.99,19.56,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,0.98,0,38.97,0,0,0,52.7

34,08:15-08:30,18.76,8.62,0,0,81.34,11.91,45,52.36,0,0,175.79,0,0,0,10.29,27.69,0,78.57,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,28.53,0,0,0,125.27,0,0,0,50.57,24.99,19.56,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,0.98,0,21.82,0,0,0,52.7

35,08:30-08:45,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,0,0,10.58,27.69,0,78.57,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,14.26,0,0,0,125.27,0,0,0,50.57,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,21.82,0,0,0,52.7

36,08:45-09:00,18.76,8.62,0,0,81.34,11.91,45,22.08,0,0,175.79,0,0,0,10.58,27.69,0,78.57,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,50.57,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,21.82,0,0,0,52.7

37,09:00-09:15,18.76,8.62,0,0,75.52,11.91,45,22.08,0,0,175.79,0,0,0,10.73,27.69,0,78.57,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,21.82,0,0,0,52.7

38,09:15-09:30,18.76,8.62,0,0,75.52,11.91,45,22.08,0,0,175.79,0,0,0,10.73,27.69,0,78.57,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,21.82,0,0,0,52.7

39,09:30-09:45,18.76,8.62,0,0,75.52,11.91,45,52.36,0,0,175.79,0,0,0,9.67,27.69,0,77.92,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,21.82,0,0,0,52.7

40,09:45-10:00,18.76,8.62,0,0,75.52,11.91,45,52.36,0,0,175.79,0,0,0,9.67,27.69,0,77.92,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,21.82,0,0,0,52.7

41,10:00-10:15,18.76,8.62,0,0,75.52,11.91,45,52.36,0,0,175.79,0,0,0,9.08,27.69,0,77.92,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

42,10:15-10:30,18.76,8.62,0,0,75.52,11.91,45,37.53,0,0,175.79,0,0,0,10.11,27.69,0,77.92,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

43,10:30-10:45,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,10.14,27.69,0,77.28,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

44,10:45-11:00,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,10.17,27.69,0,77.28,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,49.31,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

45,11:00-11:15,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,9.9,27.69,0,77.28,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.68,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

46,11:15-11:30,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,9.94,27.69,0,77.28,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.68,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

47,11:30-11:45,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,10.35,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.68,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

48,11:45-12:00,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,10.35,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.68,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,28.06,0,0,0,52.7

49,12:00-12:15,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,11.82,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.04,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,24.94,0,0,0,52.7

50,12:15-12:30,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,11.82,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.04,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,1,0,24.94,0,0,0,52.7

51,12:30-12:45,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,11.88,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.04,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,0.96,0,24.94,0,0,0,52.7

52,12:45-13:00,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,11.9,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.04,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,0.96,0,24.94,0,0,0,52.7

53,13:00-13:15,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,17.5,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,48.04,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,0.96,0,24.94,0,0,0,52.7

54,13:15-13:30,18.76,8.62,0,0,68.56,11.91,45,37.53,0,0,175.79,0,0,0,17.62,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,47.41,24.99,13.04,0,0,5.7,0,0,0,0,0,148.3,10.14,0,0,65.27,0.96,0,24.94,0,0,0,52.7

55,13:30-13:45,18.76,8.62,0,0,67.39,11.91,45,30.91,0,0,175.79,0,0,0,17.64,27.69,0,76.36,47.12,33.94,0,0,0,0,130.84,134.74,5.73,21.65,0,55.38,0,45.53,24.48,98.32,275.62,0,3.22,0,689.38,667.25,7.05,0,0,0,0,0,125.27,0,0,0,47.41,24.99,13.04,0,0,5.7,0,0,0,0,11.85,148.3,10.14,0,0,65.27,0.96,0,24.94,0,0,0,52.7

