Block,Time,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61
87,21:30-21:45,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,50.88,30.970000,0,0,50.88,0,0,31.900000,4.360000,10.58,0.000000,8.67,0,0,3.770000,10.58,0,4.310000,71.620000,0,0.000000,31.74,101.380000,0,0.000000,8.01

88,21:45-22:00,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,50.95,30.970000,0,0,50.95,0,0,31.900000,4.360000,10.81,0.000000,8.71,0,0,3.770000,10.79,0,4.310000,71.620000,0,0.000000,32.42,101.380000,0,0.000000,8.01

89,22:00-22:15,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,51.2,30.970000,0,0,51.2,0,0,31.900000,4.280000,10.88,0.000000,8.94,0,0,3.730000,10.88,0,4.310000,71.620000,0,0.000000,32.64,101.380000,0,0.000000,8.01

90,22:15-22:30,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,51.56,30.970000,0,0,51.56,0,0,31.900000,4.280000,10.89,0.000000,9.16,0,0,3.730000,10.87,0,4.310000,71.620000,0,0.000000,32.66,101.380000,0,0.000000,8.01

91,22:30-22:45,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,51.19,30.970000,0,0,51.19,0,0,31.900000,4.360000,10.96,0.000000,9.38,0,0,3.730000,10.96,0,4.310000,71.620000,0,0.000000,32.88,101.380000,0,0.000000,8.01

92,22:45-23:00,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,51.28,30.970000,0,0,51.28,0,0,31.900000,4.360000,10.96,0.000000,9.63,0,0,3.730000,10.96,0,4.310000,71.620000,0,0.000000,32.88,101.380000,0,0.000000,8.01

93,23:00-23:15,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,53.74,30.970000,0,0,53.74,0,0,31.900000,4.360000,11.66,0.000000,9.92,0,0,3.730000,11.64,0,4.230000,71.620000,0,0.000000,34.97,101.380000,0,0.000000,8.01

94,23:15-23:30,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,55.28,30.970000,0,0,55.28,0,0,31.900000,4.360000,12.32,0.000000,10.21,0,0,3.730000,12.31,0,4.230000,71.620000,0,0.000000,36.95,101.380000,0,0.000000,8.01

95,23:30-23:45,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,56.93,30.970000,0,0,56.93,0,0,31.900000,4.360000,13.01,0.000000,10.53,0,0,3.730000,13.01,0,4.230000,71.620000,0,0.000000,39.03,101.380000,0,0.000000,8.01

96,23:45-24:00,30.970000,118.470000,0.000000,261.910000,272.220000,0,0,0,58.48,30.970000,0,0,58.48,0,0,31.900000,4.360000,13.68,0.000000,10.82,0,0,3.730000,13.68,0,4.230000,71.620000,0,0.000000,41.05,101.380000,0,0.000000,8.01

