Block,Time,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/15022024/HP-44,NR/30092023/31122025/SH-07,NR/01022024/29022024/79,NR/01022024/15022024/HP-39,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/20122023/29022024/IEX_LDC_231218_00502,NR/08022024/08022024/HPX-TAMCTG-070224-06109,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/08022024/08022024/DD20240208NR22653,NR/30092023/26122029/SH-06,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/15022024/HP-37,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/16072048/L_NR_2022_08
6,01:15-01:30,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,7.930000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,7.930000,18.290000,5.780000,152.540000,28.14,28.14,0,0,0,0,0,0,0,0,0,21.35,21.36,0,0,64.06,0,8.37,0,0,0,0,18.44

7,01:30-01:45,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,28.71,28.71,0,0,0,0,0,0,0,0,0,21.38,21.37,0,0,64.13,0,10.65,0,0,0,0,12.01

8,01:45-02:00,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,29.22,29.22,0,0,0,0,0,0,0,0,0,21.7,21.7,0,0,65.1,0,10.26,0,0,0,0,11.95

9,02:00-02:15,0.650000,18.950000,1.340000,1.380000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,38.55,38.55,0,0,0,0,0,0,0,0,0,21.77,21.76,0,0,65.3,0,9.92,0,0,0,0,11.88

10,02:15-02:30,0.650000,18.950000,1.340000,1.380000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,39.55,39.55,0,0,0,0,0,0,0,0,0,21.95,21.94,0,0,65.85,0,9.52,0,0,0,0,11.86

11,02:30-02:45,0.650000,18.950000,1.340000,1.380000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,40.11,40.11,0,0,0,0,0,0,0,0,0,22.28,22.27,0,0,66.83,0,10.72,0,0,0,0,11.54

12,02:45-03:00,0.650000,18.950000,1.340000,1.380000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,119.060000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,41.14,41.14,0,0,0,0,0,0,0,0,0,22.36,22.36,0,0,67.08,0,10.52,0,0,0,0,11.45

13,03:00-03:15,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,42.68,42.68,0,0,0,0,0,0,0,0,0,22.46,22.47,0,0,67.39,0,10.3,0,0,0,0,11.7

14,03:15-03:30,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,6.440000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,43.57,43.57,0,0,0,0,0,0,0,0,0,22.57,22.58,0,0,67.71,0,9.86,0,0,0,0,11.58

15,03:30-03:45,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,45.11,45.11,0,0,0,0,0,0,0,0,0,22.71,22.71,0,0,68.12,0,8.37,0,0,0,0,11.45

16,03:45-04:00,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,6.440000,18.290000,5.780000,152.540000,46.72,46.72,0,0,0,0,0,0,0,0,0,23.08,23.09,0,0,69.25,0,8.27,0,0,0,0,10.72

17,04:00-04:15,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.000000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,51.18,51.18,0,0,0,0,0,0,0,0,0,23.44,23.45,0,0,70.33,0,8.19,0,0,0,0,10.6

18,04:15-04:30,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.000000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,50.84,50.84,0,0,0,0,0,0,0,0,0,23.55,23.56,0,0,70.66,0,8.07,0,0,0,0,10.52

19,04:30-04:45,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,70.180000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,59.55,59.55,0,0,0,0,0,0,0,0,0,23.58,23.6,0,0,70.75,0,7.84,0,0,0,0,10.03

20,04:45-05:00,0.650000,18.950000,1.340000,1.470000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,59.22,59.22,0,0,0,0,0,0,0,0,0,23.58,23.57,0,0,70.73,0,7.65,0,0,0,0,9.97

21,05:00-05:15,0.650000,18.950000,1.300000,1.380000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,31.760000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,58.55,58.55,0,0,0,0,0,0,0,0,0,23.23,23.24,0,0,69.69,0,7.41,0,0,0,0,9.36

22,05:15-05:30,0.650000,18.950000,1.300000,1.380000,23.100000,8.080000,25.380000,0.000000,0.000000,51.980000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,148.880000,0.000000,0.000000,4.810000,111.650000,0.000000,0.000000,25.380000,18.290000,5.780000,152.540000,57.77,57.77,0,0,0,0,0,0,0,0,0,22.78,22.78,0,0,68.34,0,7.41,0,0,0,0,8.94

23,05:30-05:45,0.650000,18.950000,1.300000,1.380000,23.100000,8.080000,30.800000,0.000000,0.000000,51.980000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,192.500000,0.000000,0.000000,4.810000,200.420000,0.000000,0.000000,24.290000,18.290000,5.780000,152.540000,57.14,57.14,0,0,0,0,0,0,0,0,0,20.77,20.76,0,0,62.3,0,7.41,0,0,0,0,8.44

24,05:45-06:00,0.650000,18.950000,1.300000,1.380000,23.100000,8.080000,30.800000,0.000000,0.000000,51.980000,55.460000,96.250000,66.030000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,231.000000,0.000000,0.000000,4.810000,227.070000,0.000000,0.000000,24.290000,18.290000,5.780000,152.540000,56.27,56.27,0,0,0,0,0,0,0,0,0,20.15,20.15,0,0,60.46,0,7.41,0,0,0,0,8.09

25,06:00-06:15,0.650000,0.000000,1.300000,1.470000,23.100000,0.000000,30.800000,96.250000,51.580000,51.980000,55.460000,96.250000,84.890000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,227.070000,0.000000,0.000000,30.800000,18.290000,5.780000,0.000000,46.55,46.55,0,0,0,0,0,0,0,0,0,19.75,19.75,0,0,59.25,0,7.41,0,0,0,0,7.03

26,06:15-06:30,0.650000,0.000000,1.300000,1.470000,23.100000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,0.000000,30.800000,18.290000,5.780000,0.000000,45.85,45.85,0,0,0,0,0,0,0,0,0,19.25,19.25,0,2.04,57.75,0,7.41,0,0,0,0,6.66

27,06:30-06:45,0.650000,0.000000,1.300000,1.470000,23.100000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,45.22,45.22,0,0,0.5,0,0,0,0,0,0,18.9,18.89,0,5.85,56.69,0,7.41,0,0,0,0,6.66

28,06:45-07:00,0.650000,0.000000,1.300000,1.470000,23.100000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,144.380000,30.800000,18.290000,5.780000,0.000000,44.11,44.11,0,1.27,2,0,0,0,0,0,0,18.72,18.72,0,13.04,56.16,0,7.41,0,0,0,0,6.66

29,07:00-07:15,0.650000,0.000000,1.300000,1.380000,23.100000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,187.690000,30.800000,18.290000,5.780000,0.000000,25.09,25.09,0,7.35,7,1.441224,0,0,0,0,0,13.25,13.26,0,22.31,39.76,0,7.41,0,0,0,0,6.66

30,07:15-07:30,0.650000,0.000000,1.300000,1.380000,22.140000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.000000,6.740000,0.950000,270.700000,0.000000,0.000000,4.810000,260.450000,0.000000,187.690000,30.800000,18.290000,5.780000,0.000000,25.28,25.28,0,17.21,13,6.495246,0,0,0,0,0,12.68,12.67,0,33,38.03,1,7.41,0,0,0,0,6.66

31,07:30-07:45,0.650000,0.000000,1.300000,1.380000,22.140000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.070000,6.740000,0.950000,270.700000,0.000000,0.070000,4.810000,260.450000,0.070000,192.500000,30.800000,18.290000,5.780000,0.000000,25.34,25.34,1,32.2,20,12.61071,0.46,2,1,0,0.93,12.05,12.06,1,32.46,36.16,3,7.41,2.32,0,0,0,6.66

32,07:45:08:00,0.650000,0.000000,1.300000,1.380000,21.180000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,0.260000,6.740000,0.950000,270.700000,0.000000,0.270000,4.810000,260.450000,0.260000,192.500000,30.800000,18.290000,5.780000,0.000000,25.59,25.59,3,31.25,28,19.096218,2.07,7,3,0,3.24,11.78,11.76,2,31.25,35.33,5,7.41,10.33,0,0,0,6.66

33,08:00-08:15,0.650000,0.000000,1.300000,1.470000,21.180000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,0.670000,6.740000,0.950000,270.700000,0.000000,0.690000,4.810000,260.450000,0.670000,285.860000,30.800000,18.290000,5.780000,0.000000,30.2,30.2,7,30.33,30.34,27.451422,3.38,18,5,0,7.35,11.44,11.44,4,30.33,34.33,9,7.21,16.92,0,0,0,6.66

34,08:15-08:30,0.650000,0.000000,1.300000,1.470000,21.180000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,1.240000,6.740000,0.950000,270.700000,0.000000,1.280000,4.810000,260.450000,1.240000,285.860000,30.800000,18.290000,5.780000,0.000000,31.55,31.55,12,30.33,30.34,38.445624,5.87,28,7,0,13.51,11.28,11.26,6,30.33,33.83,15,7.01,29.38,0,0,0,6.66

35,08:30-08:45,0.650000,0.000000,1.300000,1.470000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,1.960000,6.740000,0.950000,270.700000,0.000000,2.010000,4.810000,260.450000,1.960000,317.620000,30.800000,18.290000,5.780000,0.000000,32.22,32.22,13,32,32,51.601662,11.91,32,10,0,22.7,10.94,10.94,9,32,32.83,21,7.01,59.56,0,0,0,6.66

36,08:45:09:00,0.650000,0.000000,1.300000,1.470000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,2.840000,6.740000,0.950000,270.700000,0.000000,2.910000,4.810000,260.450000,2.840000,317.620000,30.800000,18.290000,5.780000,0.000000,32.77,32.77,21,32,32,65.254338,15.37,48,15,0,30.72,10.78,10.76,13,32,32.33,30,7.01,76.84,0,0,0,6.66

37,09:00:09:15,0.650000,0.000000,1.300000,1.380000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,3.840000,6.740000,0.950000,270.700000,0.000000,3.930000,4.810000,260.450000,3.840000,308.960000,30.800000,18.290000,5.780000,0.000000,24.4,24.4,31,32,32,79.053084,18.67,74,22,0,36.9,10.06,10.06,16,32,30.18,45,7.01,93.37,0,0,0,6.66

38,09:15-09:30,0.650000,0.000000,1.300000,1.380000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,4.920000,6.740000,0.950000,270.700000,0.000000,5.040000,4.810000,260.450000,4.920000,308.960000,30.800000,18.290000,5.780000,0.000000,25.14,25.14,39,32,32,91.498248,23.47,91,27,0,42.63,10.13,10.13,19,32,30.39,53,7.01,117.37,0,0,0,6.66

39,09:30-09:45,0.650000,0.000000,1.300000,1.380000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,7.630000,6.740000,0.950000,270.700000,0.000000,7.820000,4.810000,260.450000,7.630000,246.400000,30.800000,18.290000,5.780000,0.000000,25.83,25.83,46,32,32,103.456512,29.76,109,29,0,43.33,9.68,9.69,25,32,29.05,59,7.01,148.78,0,0,0,6.66

40,09:45-10:00,0.650000,0.000000,1.300000,1.380000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,8.950000,6.740000,0.950000,270.700000,0.000000,9.180000,4.810000,260.450000,8.950000,246.400000,30.800000,18.290000,5.780000,0.000000,26.58,26.58,52,32.5,32.5,114.304644,33.41,123,33,0,50,9.36,9.37,29,32.5,28.09,65,7.01,167.03,0,0,0,6.66

41,10:00-10:15,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,10.140000,6.740000,0.950000,270.700000,0.000000,10.400000,4.810000,260.450000,10.140000,155.920000,30.800000,18.290000,5.780000,0.000000,16.67,16.67,60,32.5,32.5,123.390198,38.25,140,38,0,63.77,10.37,10.38,33.07,32.5,31.11,75,6.01,191.23,0,0,0,6.66

42,10:15-10:30,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,136.680000,11.200000,6.740000,0.950000,270.700000,0.000000,11.480000,4.810000,260.450000,11.200000,155.920000,30.800000,18.290000,5.780000,0.000000,16.67,16.67,66,32.5,32.5,130.713174,41.33,154,40,0,70.22,10.03,10.04,35.81,32.5,30.1,80,6.01,206.64,0,0,0,6.66

43,10:30-10:45,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,12.100000,6.740000,0.000000,270.700000,0.000000,12.400000,4.810000,260.450000,12.100000,155.920000,30.800000,18.290000,5.780000,0.000000,16.67,16.67,76,32.5,32.5,134.949204,44.41,179,45,0,63.33,10.09,10.09,38.21,32.5,30.27,90,6.01,222.06,12.42,0,28.88,6.66

44,10:45-11:00,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,48.120000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,12.850000,6.740000,0.000000,270.700000,0.000000,13.180000,4.810000,260.450000,12.850000,155.920000,30.800000,18.290000,5.780000,0.000000,17.75,17.75,79,32.5,32.5,139.915584,46.54,186,46,0,66.67,10.29,10.29,40.2,32.5,30.87,92,6.01,232.72,12.42,0,28.88,6.66

45,11:00-11:15,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,13.490000,6.740000,0.950000,270.700000,0.000000,13.840000,4.810000,260.450000,13.490000,100.100000,30.800000,18.290000,5.780000,0.000000,18.75,18.75,78,32.5,32.5,144.502182,46.54,182,44,0,84.14,9.72,9.73,43.87,32.5,29.17,88,6.01,232.72,0,0,0,6.66

46,11:15-11:30,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,14.040000,6.740000,0.950000,270.700000,0.000000,14.380000,4.810000,260.450000,14.040000,100.100000,30.800000,18.290000,5.780000,0.000000,21.08,21.08,78,32.5,32.5,148.786902,46.54,182,44,0,87.2,9.57,9.55,45.96,32.5,28.7,89,6.01,232.72,0,0,0,6.66

47,11:30-11:45,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,14.480000,6.740000,0.950000,270.700000,0.000000,14.840000,4.810000,260.450000,14.480000,0.000000,30.800000,18.290000,5.780000,0.000000,33.42,33.42,78,32.5,32.5,151.698564,46.54,182,45,0,88.85,10.21,10.21,46,32.5,30.62,90,6.01,232.72,0,0,0,8.05

48,11:45-12:00,0.650000,0.000000,1.340000,1.470000,0.000000,0.000000,30.800000,96.250000,51.580000,99.730000,86.820000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,14.800000,6.740000,0.950000,270.700000,0.000000,15.170000,4.810000,260.450000,14.800000,0.000000,30.800000,18.290000,5.780000,0.000000,35.08,35.08,81,32.5,32.5,153.71433,46.54,189,45,0,90.69,10.88,10.87,46,32.5,32.62,90,6.01,232.72,0,0,0,8.09

49,12:00-12:15,0.650000,0.000000,1.340000,1.380000,0.000000,0.000000,30.800000,96.250000,51.580000,71.220000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.950000,270.700000,0.000000,16.650000,4.810000,260.450000,16.240000,0.000000,30.800000,18.290000,5.780000,0.000000,35.42,35.42,82,32.5,32.5,161.738442,46.54,193,47,0,91.49,14.21,14.21,46,32.5,42.62,93,6.01,232.72,0,0,0,11.79

50,12:15-12:30,0.650000,0.000000,1.340000,1.380000,0.000000,0.000000,30.800000,96.250000,51.580000,57.750000,74.390000,96.250000,115.450000,8.180000,6.740000,11.550000,0.000000,16.240000,6.740000,0.950000,270.700000,0.000000,16.650000,4.810000,260.450000,16.240000,0.000000,30.800000,18.290000,5.780000,0.000000,36.61,36.61,82,32.5,32.5,161.631324,46.54,193,47,0,91.44,14.38,14.37,46,32.5,43.12,93,6.01,232.72,0,0,0,11.9

