Block,Time Block,DULHASTI,MAPS,FSTPP I & II,JHAJJAR,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,UNCHAHAR2,ANTA_RF,ANTA_GF,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,UNCHAHAR3,URI2,AURY_CRF,ANTA_LF,DHAULIGNGA,SEWA2,TALA,SALAL,SINGRAULI,TEHRI,TANDA2,SASAN,SIMHST1,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,RSTPSU7,RSTPSU1TO6,RIHAND3,RIHAND2,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,NTPL,RAMPUR,NNTPP,NLCTS2EXP,PARBATI3,RAPPC,RAPPB,RIHAND1,BSIUL,BRBCL,KUDGI,KKNPPU2,KOLDAM,KOTESHWR,NLCIIST2,NJPC,NLCEXP,NAPP,NLCIIST1,KKNP,KHSTPP-I,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,15.84,0,14.92,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,394.69,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,13.02,0,0,0,8.53,0,0,0,41.68,0,0,24.53,0,0,0,122.86,0,0,0,0,0

16,03:45-04:00,15.84,0,14.92,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,394.69,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,24.53,0,0,0,122.86,0,0,0,0,0

17,04:00-04:15,15.84,0,12.36,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,400.95,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,24.53,0,0,0,142.55,0,0,0,0,0

18,04:15-04:30,15.84,0,14.92,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,24.53,0,0,0,142.55,0,0,0,0,0

19,04:30-04:45,15.84,0,13.47,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,25.22,0,0,0,142.55,0,0,0,0,0

20,04:45-05:00,15.84,0,11.91,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,332.72,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,25.22,0,0,0,142.55,0,0,0,0,0

21,05:00-05:15,15.84,0,11.41,228.19,0,0,0,0,0,0,0,19.59,0,0,0.53,8.05,0,0,0,12.26,4.14,0,0,0,0,0,2.24,134.27,12.17,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,25.22,0,0,0,142.55,0,0,0,0,0

22,05:15-05:30,15.84,0,13.3,283.94,0,0,0,0,0,0,0,33.28,0,0,0.53,12.24,0,0,0,20.85,4.14,0,0,0,0,0,2.24,134.27,24.35,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

23,05:30-05:45,15.84,0,17.49,342.52,0,0,0,0,0,0,0,40.75,0,0,0.53,16.47,0,0,0,24.94,4.14,0,0,0,0,0,2.24,134.27,24.35,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,428.84,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,0,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

24,05:45-06:00,15.84,0,17.49,415.22,0,0,0,0,0,0,0,40.75,0,0,0.53,17.28,0,0,0,25.38,4.14,0,0,0,0,0,2.24,134.27,37.6,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,536.49,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,20.03,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

25,06:00-06:15,15.84,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,0.53,17.28,0,0,0,25.38,4.14,0,0,0,0,0,13.41,134.27,37.97,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,641.12,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,8.53,0,40.05,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

26,06:15-06:30,15.84,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,0.53,17.28,0,0,0,25.38,4.14,0,0,0,5.07,0,53.61,134.27,37.97,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,0,0,656.29,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,55.8,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

27,06:30-06:45,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,4.24,17.28,0,0,0,25.38,4.14,0,0,0,10.12,0,53.61,134.27,37.97,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,9.3,5.12,656.3,12.69,0,0,0,0,0,25.13,0,88.43,2.11,14.42,0,0,0,25.59,0,80.1,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

28,06:45-07:00,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,4.14,0,0,8.29,10.12,0,53.61,134.27,50.63,0,402.52,0,0,0.62,0,0,0,0,0,59.75,114.15,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,109.23,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

29,07:00-07:15,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,4.14,0,0,17.56,10.12,0,53.61,134.27,50.63,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,109.23,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

30,07:15-07:30,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,8.93,134.27,50.63,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,18.63,37.98,656.3,25.6,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,109.23,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

31,07:30-07:45,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,2.24,134.27,50.63,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,18.63,37.98,656.3,26.96,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,109.23,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

32,07:45-08:00,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,4.24,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,2.24,134.27,50.63,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,109.23,0,41.68,0,0,43.76,0,0,0,142.55,0,0,0,0,0

33,08:00-08:15,31.68,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,1.07,17.28,0,0,0,25.38,4.14,0,0,26.35,10.12,0,2.24,134.27,50.63,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,18.63,37.98,656.3,23.16,0,0,0,0,0,25.13,0,88.43,12.53,14.42,0,0,0,37.53,0,109.23,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

34,08:15-08:30,15.84,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,1.07,17.28,0,0,0,25.38,4.14,0,0,17.56,10.12,0,2.24,134.27,37.97,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,9.3,2.56,656.3,12.69,0,0,0,0,0,25.13,0,88.43,2.11,14.42,0,0,0,25.59,0,109.23,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

35,08:30-08:45,0,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,1.07,17.28,0,0,0,25.38,4.14,0,0,8.79,5.07,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,9.3,0,656.3,12.69,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,80.19,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

36,08:45-09:00,0,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,1.07,17.28,0,0,0,25.38,4.14,0,0,8.79,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,9.3,0,656.3,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,60.08,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

37,09:00-09:15,0,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,1.07,17.28,0,0,0,25.38,4.14,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,0,0,656.3,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,40.05,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

38,09:15-09:30,0,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,1.07,17.28,0,0,0,25.38,10.34,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0,0,0,0,0,59.75,90.83,0,0,656.3,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,18.21,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

39,09:30-09:45,0,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,10.34,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,6.53,0,0,0,0,59.75,90.83,0,0,656.3,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

40,09:45-10:00,0,0,17.49,417.79,0,0,0,0,0,0,0,40.75,0,0,25.46,17.28,0,0,0,25.38,10.34,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,6.53,0,0,0,0,59.75,90.83,0,0,656.3,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

41,10:00-10:15,0,0,14.01,344.37,0,0,0,0,0,0,0,33.28,0,0,25.46,15.29,0,0,0,20.85,10.34,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,6.53,0,0,0,0,59.75,90.83,0,0,565.33,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

42,10:15-10:30,0,0,14.76,344.37,0,0,0,0,0,0,0,33.28,0,0,2.12,15.29,0,0,0,20.85,10.34,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,6.53,0,0,0,0,59.75,90.83,0,0,476.9,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

43,10:30-10:45,0,0,15.81,302.85,0,0,0,0,0,0,0,33.28,0,0,1.07,15.29,0,0,0,20.85,10.34,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,6.53,0,0,0,0,59.75,90.83,0,0,409.62,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

44,10:45-11:00,0,0,15.81,228.19,0,0,0,0,0,0,0,33.28,0,0,1.07,15.29,0,0,0,20.85,4.14,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,6.53,0,0,0,0,59.75,90.83,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

45,11:00-11:15,0,0,17.49,228.19,0,0,0,0,0,0,0,25.22,0,0,1.07,9.13,0,0,0,15.67,4.14,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

46,11:15-11:30,0,0,17.49,228.19,0,0,0,0,0,0,0,19.59,0,0,1.07,7.63,0,0,0,12.16,4.14,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,43.76,0,0,0,95.03,0,0,0,0,0

47,11:30-11:45,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,25.46,6.48,0,0,0,12.16,4.14,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,95.03,0,0,0,0,0

48,11:45-12:00,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,25.46,6.48,0,0,0,12.16,4.14,0,0,0,0,0,2.24,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,95.03,0,0,0,0,0

49,12:00-12:15,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,2.12,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,361.56,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,95.03,0,0,0,0,0

50,12:15-12:30,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.85,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,284.66,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,95.03,0,0,0,0,0

51,12:30-12:45,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.85,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,95.03,0,0,0,0,0

52,12:45-13:00,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.85,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,89.93,0,0,0,0,0

53,13:00-13:15,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

54,13:15-13:30,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

55,13:30-13:45,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

56,13:45-14:00,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

57,14:00-14:15,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

58,14:15-14:30,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.32,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

59,14:30-14:45,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.25,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,265.44,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,83.09,0,0,0,0,0

60,14:45-15:00,0,0,15.5,228.19,0,0,0,0,0,0,0,19.59,0,0,0.63,6.48,0,0,0,12.16,4.14,0,0,0,0,0,12.28,134.27,25.07,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,332.72,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,32.15,0,0,0,95.03,0,0,0,0,0

61,15:00-15:15,0,0,15.5,230.95,0,0,0,0,0,0,0,24.22,0,0,0.63,12.64,0,0,0,17.34,4.14,0,0,0,0,0,12.28,134.27,25.07,0,402.52,0,0,0.62,0.99,0,0,0,0,59.75,90.83,0,0,400,0,0,0,0,0,0,25.13,0,88.43,0,14.42,0,0,0,17.06,0,0,0,41.68,0,0,38.2,0,0,0,95.03,0,0,0,0,0

