Time,Block,NR/2023/18105/A/1457,NR/2023/18062/A/1398,WR/2023/19446/A,NR/2023/18112/C,NR/2023/18110/C,NR/2023/18109/C,WR/2023/20577/A/1466,NR/2023/17270/A,NR/2023/17525/A,NR/2023/18111/C,NER/2023/1717/C,NR/2023/18074/A/1424,WR/2023/20256/A/1477,Total
18,04:15-04:30,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,25.000000,0.380000,0.000000,134.12

19,04:30-04:45,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,25.000000,0.380000,0.000000,134.12

20,04:45-05:00,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,25.000000,0.380000,0.000000,134.12

21,05:00-05:15,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,0.000000,0.380000,0.000000,109.12

22,05:15-05:30,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,0.000000,0.380000,0.000000,109.12

23,05:30-05:45,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,0.000000,0.380000,0.000000,109.12

24,05:45-06:00,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,0.000000,25.490000,0.000000,0.000000,0.380000,0.000000,109.12

25,06:00-06:15,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.380000,0.000000,183.53

26,06:15-06:30,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.380000,0.000000,183.53

27,06:30-06:45,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.380000,0.000000,183.53

28,06:45-07:00,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.380000,0.000000,183.53

29,07:00-07:15,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.530000,0.000000,183.68

30,07:15-07:30,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.530000,0.000000,183.68

31,07:30-07:45,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.530000,0.000000,183.68

32,07:45:08:00,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,100.000000,0.000000,0.000000,0.000000,0.530000,0.000000,183.68

33,08:00-08:15,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,50.000000,0.000000,0.000000,0.000000,0.770000,0.000000,133.92

34,08:15-08:30,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,50.000000,0.000000,0.000000,0.000000,0.770000,0.000000,133.92

35,08:30-08:45,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,50.000000,0.000000,0.000000,0.000000,0.770000,0.000000,133.92

36,08:45:09:00,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,50.000000,0.000000,0.000000,0.000000,0.770000,0.000000,133.92

37,09:00:09:15,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.79

38,09:15-09:30,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.79

39,09:30-09:45,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.79

40,09:45-10:00,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.79

41,10:00-10:15,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.89

42,10:15-10:30,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.89

43,10:30-10:45,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.89

44,10:45-11:00,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,50.000000,0.000000,8.170000,0.000000,0.770000,0.000000,186.89

45,11:00-11:15,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.89

46,11:15-11:30,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.89

47,11:30-11:45,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.89

48,11:45-12:00,0.960000,4.810000,75.000000,28.84,15.86,2.480000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.89

49,12:00-12:15,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

50,12:15-12:30,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

51,12:30-12:45,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

52,12:45-13:00,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

53,13:00-13:15,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

54,13:15-13:30,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

55,13:30-13:45,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

56,13:45-14:00,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

57,14:00-14:15,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

58,14:15-14:30,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

59,14:30-14:45,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

60,14:45-15:00,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.770000,0.000000,236.79

61,15:00-15:15,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.620000,0.000000,236.64

62,15:15-15:30,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.620000,0.000000,236.64

63,15:30-15:45,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.620000,0.000000,236.64

64,15:45-16:00,0.960000,4.810000,75.000000,28.84,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.620000,0.000000,236.64

65,16:00-16:15,0.960000,4.810000,75.000000,21.15,15.86,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.480000,0.000000,228.81

66,16:15-16:30,0.960000,4.810000,75.000000,16.25,12.5,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.480000,0.000000,220.55

67,16:30-16:45,0.960000,4.810000,75.000000,12.3,8.65,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.480000,0.000000,212.75

68,16:45-17:00,0.960000,4.810000,75.000000,8.17,5.77,2.380000,0.000000,100.000000,0.000000,8.170000,0.000000,0.480000,0.000000,205.74

69,17:00-17:15,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,100.000000,0.000000,0.000000,0.000000,0.480000,0.000000,183.73

70,17:15-17:30,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,100.000000,0.000000,0.000000,0.000000,0.480000,0.000000,183.73

71,17:30-17:45,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,100.000000,0.000000,0.000000,0.000000,0.480000,0.000000,183.73

72,17:45-18:00,0.960000,4.810000,75.000000,0,0,2.480000,0.000000,100.000000,0.000000,0.000000,0.000000,0.480000,0.000000,183.73

73,18:00-18:15,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

74,18:15-18:30,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

75,18:30-18:45,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

76,18:45-19:00,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

77,19:00-19:15,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

78,19:15-19:30,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

79,19:30-19:45,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

80,19:45-20:00,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,100.000000,0.000000,0.000000,0.000000,0.530000,25.000000,263.78

81,20:00-20:15,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

82,20:15-20:30,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

83,20:30-20:45,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

84,20:45-21:00,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

85,21:00-21:15,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

86,21:15-21:30,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

87,21:30-21:45,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

88,21:45-22:00,0.960000,4.810000,75.000000,0,0,2.480000,55.000000,0.000000,0.000000,0.000000,0.000000,0.530000,25.000000,163.78

89,22:00-22:15,0.960000,4.810000,75.000000,0,0,2.380000,55.000000,0.000000,25.490000,0.000000,0.000000,0.480000,0.000000,164.12

90,22:15-22:30,0.960000,4.810000,75.000000,0,0,2.380000,55.000000,0.000000,25.490000,0.000000,0.000000,0.480000,0.000000,164.12

91,22:30-22:45,0.960000,4.810000,75.000000,0,0,2.380000,55.000000,0.000000,25.490000,0.000000,0.000000,0.480000,0.000000,164.12

92,22:45-23:00,0.960000,4.810000,75.000000,0,0,2.380000,55.000000,0.000000,25.490000,0.000000,0.000000,0.480000,0.000000,164.12

93,23:00-23:15,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,0.000000,25.490000,0.000000,0.000000,0.430000,0.000000,109.07

94,23:15-23:30,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,0.000000,25.490000,0.000000,0.000000,0.430000,0.000000,109.07

95,23:30-23:45,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,0.000000,25.490000,0.000000,0.000000,0.430000,0.000000,109.07

96,23:45-24:00,0.960000,4.810000,75.000000,0,0,2.380000,0.000000,0.000000,25.490000,0.000000,0.000000,0.430000,0.000000,109.07

