Column1,Block,NR/2025/25526/C,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/3469,WR/2025/26427/A/56478,WR/2025/26426/A/56477,WR/2025/26582/A/56684,GNA/NR/2025/03/01/1906,WR/2025/26499/A/56686,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/SR/2025/03/01/7500,NR/2025/25159/A/56403,GNA/WR/2025/01/01/9606,NR/2025/25529/C,NR/2025/25530/C,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/9482,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/5143,GNARE/NR/2024/12/20/3668,Total
3,00:30-00:45,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,200,0.43,0,0,0,23.02,17.27,26.99,4.68,42,0,26.99,166.48,0,885.2099999999998

4,00:45-01:00,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,200,0.43,0,0,0,23.02,17.27,26.99,4.68,42,0,26.99,166.48,0,885.2099999999998

5,01:00-01:15,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,200,0.43,0,0,0,23.02,17.27,26.99,4.68,42,0,26.99,166.48,0,885.2099999999998

6,01:15-01:30,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,200,0.43,0,0,0,23.02,17.27,26.99,4.68,42,0,26.99,166.48,0,885.2099999999998

7,01:30-01:45,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,200,0.43,0,0,0,23.02,17.27,26.99,4.68,42,0,26.99,166.48,0,885.2099999999998

8,01:45-02:00,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,200,0.43,0,0,0,23.02,17.27,26.99,4.68,42,0,26.99,166.48,0,885.2099999999998

9,02:00-02:15,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

10,02:15-02:30,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

11,02:30-02:45,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

12,02:45-03:00,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

13,03:00-03:15,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

14,03:15-03:30,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

15,03:30-03:45,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

16,03:45-04:00,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.59,42,0,26.99,166.48,0,685.1199999999999

17,04:00-04:15,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.5,42,0,26.99,166.48,0,685.03

18,04:15-04:30,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.5,42,0,26.99,166.48,0,685.03

19,04:30-04:45,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.5,42,0,26.99,166.48,0,685.03

20,04:45-05:00,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.43,0,0,0,23.02,17.27,26.99,4.5,42,0,26.99,166.48,0,685.03

21,05:00-05:15,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.48,0,0,0,23.02,17.27,26.99,4.5,42,0,26.99,166.48,0,685.0799999999999

22,05:15-05:30,0,55.49,6.71,47.96,167.43,47.96,23.02,0,5.76,23.02,0,0.48,0,0,0,23.02,17.27,26.99,4.5,42,0,26.99,166.48,0,685.0799999999999

23,05:30-05:45,0,55.49,6.71,47.96,167.43,47.96,32.61,0,5.76,32.61,0,0.48,0,0,0,32.61,28.78,26.99,4.5,42,0,26.99,166.48,0,725.3600000000001

24,05:45-06:00,0,55.49,6.71,47.96,167.43,47.96,32.61,0,5.76,32.61,0,0.48,0,0,0,32.61,28.78,26.99,4.5,42,0,26.99,166.48,0,725.3600000000001

25,06:00-06:15,0,0,6.71,0,167.43,0,32.61,0,5.76,32.61,0,0.53,0,0,0,32.61,28.78,25.83,4.4,42,0,32,0,0,411.2699999999999

26,06:15-06:30,0,0,6.71,0,167.43,0,32.61,0,5.76,32.61,0,0.53,0,0,0,32.61,28.78,32,4.4,42,0,32,0,0,417.43999999999994

27,06:30-06:45,0,0,6.71,0,167.43,0,32.61,0,5.76,32.61,0,0.53,0,0,0,32.61,28.78,32,4.4,42,0,32,0,0.13,417.56999999999994

28,06:45-07:00,0,0,6.71,0,167.43,0,32.61,0,5.76,32.61,0,0.53,0,0,0,32.61,28.78,32,4.4,42,0,32,0,0.38,417.81999999999994

29,07:00-07:15,0,0,6.71,0,167.43,0,32.61,40.29,5.76,32.61,0,0.58,0,0,0,32.61,28.78,31.51,4.4,0,0,31.51,0,0.73,415.53

30,07:15-07:30,0,0,6.71,0,167.43,0,32.61,40.29,5.76,32.61,0,0.58,0,0,0,32.61,28.78,31.51,4.4,0,0,31.51,0,2.43,417.22999999999996

31,07:30-07:45,0,0,6.71,0,167.43,0,32.61,40.29,5.76,32.61,0,0.58,0,0,0,32.61,28.78,31.51,4.4,0,0,31.51,0,6.31,421.10999999999996

32,07:45-08:00,0,0,6.71,0,167.43,0,32.61,40.29,5.76,32.61,0,0.58,0,0,0,32.61,28.78,31.51,4.4,0,0,31.51,0,12.51,427.30999999999995

33,08:00-08:15,0,0,6.71,0,0,0,32.61,40.29,5.76,32.61,0,0.96,0,0,0,32.61,28.78,32,4.32,0,0,32,0,20.2,268.85

34,08:15-08:30,0,0,6.71,0,0,0,32.61,40.29,5.76,32.61,0,0.96,0,0,0,32.61,28.78,32,4.32,0,0,32,0,28.79,277.44

35,08:30-08:45,0,0,6.71,0,0,0,23.02,40.29,5.76,36.45,0,0.96,0,0,0,36.45,17.27,26.99,4.32,0,0,26.99,0,37.33,262.54

36,08:45-09:00,0,0,6.71,0,0,0,23.02,40.29,5.76,36.45,0,0.96,0,0,0,36.45,17.27,26.99,4.32,0,0,26.99,0,45.96,271.17

37,09:00-09:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.32,0,0,26.99,0,54.12,305.18

38,09:15-09:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.32,0,0,26.99,0,61.97,313.03000000000003

39,09:30-09:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.32,0,0,26.99,0,69.06,320.12

40,09:45-10:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.32,0,0,26.99,0,75.76,326.82000000000005

41,10:00-10:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.22,0,0,26.99,0,82.1,333.06000000000006

42,10:15-10:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.22,0,0,26.99,0,88.2,339.16

43,10:30-10:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.22,0,0,26.99,0,93.4,344.36

44,10:45-11:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.22,0,0,26.99,0,100,350.96000000000004

45,11:00-11:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

46,11:15-11:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

47,11:30-11:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

48,11:45-12:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

49,12:00-12:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

50,12:15-12:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

51,12:30-12:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

52,12:45-13:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.13,0,0,26.99,0,100,350.87

53,13:00-13:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.04,0,0,26.99,0,100,350.78000000000003

54,13:15-13:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.04,0,0,26.99,0,100,350.78000000000003

55,13:30-13:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.04,0,0,26.99,0,100,350.78000000000003

56,13:45-14:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,4.04,0,0,26.99,0,100,350.78000000000003

57,14:00-14:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,100,350.69000000000005

58,14:15-14:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,100,350.69000000000005

59,14:30-14:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,100,350.69000000000005

60,14:45-15:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.91,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,100,350.69000000000005

61,15:00-15:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.67,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,95.66,346.11

62,15:15-15:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.67,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,91.39,341.84000000000003

63,15:30-15:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.67,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,85.99,336.44

64,15:45-16:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.67,0,14.39,38.37,23.02,17.27,26.99,3.95,0,0,26.99,0,80.39,330.84000000000003

65,16:00-16:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,14.39,0,23.02,17.27,26.99,3.95,0,0,26.99,0,74.6,286.54

66,16:15-16:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,14.39,0,23.02,17.27,26.99,3.95,0,0,26.99,0,68.49,280.43

67,16:30-16:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,14.39,0,23.02,17.27,26.99,3.95,0,0,26.99,0,61.65,273.59000000000003

68,16:45-17:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,14.39,0,23.02,17.27,26.99,3.95,0,0,26.99,0,54.32,266.26000000000005

69,17:00-17:15,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,0,0,23.02,17.27,26.99,4.32,0,100,26.99,0,46.21,344.13

70,17:15-17:30,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,0,0,23.02,17.27,26.99,4.32,0,100,26.99,0,37.69,335.61

71,17:30-17:45,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,0,0,23.02,17.27,26.99,4.32,0,100,26.99,0,28.99,326.91

72,17:45-18:00,0,0,6.71,0,0,0,23.02,40.29,5.76,23.02,0,0.53,0,0,0,23.02,17.27,26.99,4.32,0,100,26.99,0,20.74,318.66

73,18:00-18:15,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,0,0.53,100,0,0,32.61,28.78,32,4.5,0,100,32,0,13.36,495.33000000000004

74,18:15-18:30,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,0,0.53,100,0,0,32.61,28.78,31.94,4.5,0,100,31.94,0,7.41,489.26000000000005

75,18:30-18:45,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,50,0.53,100,0,0,32.61,28.78,31.66,4.5,0,100,31.66,0,3.17,534.46

76,18:45-19:00,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,50,0.53,100,0,0,32.61,28.78,31.66,4.5,0,100,31.66,0,1.03,532.32

77,19:00-19:15,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,31.66,4.68,0,100,31.66,0,0.27,531.83

78,19:15-19:30,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,31.66,4.68,0,100,31.66,0,0,531.5600000000001

79,19:30-19:45,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,31.66,4.68,0,100,31.66,0,0,531.5600000000001

80,19:45-20:00,33.57,0,6.71,0,0,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,31.66,4.68,0,100,31.66,0,0,531.5600000000001

81,20:00-20:15,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,32,4.86,0,100,0,0,0,548.38

82,20:15-20:30,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,32,4.86,0,100,0,0,0,548.38

83,20:30-20:45,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,9.59,4.86,0,100,9.59,0,0,535.5600000000001

84,20:45-21:00,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,19.4,4.86,0,100,19.4,0,0,555.18

85,21:00-21:15,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,26.99,5.05,0,100,26.99,0,0,570.55

86,21:15-21:30,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,28.78,26.99,5.05,0,100,26.99,0,0,570.55

87,21:30-21:45,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,17.27,26.99,5.05,0,100,26.99,0,0,559.04

88,21:45-22:00,33.57,0,6.71,0,47.96,0,32.61,40.29,5.76,32.61,50,0.62,100,0,0,32.61,17.27,26.99,5.05,0,100,26.99,0,0,559.04

89,22:00-22:15,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.53,100,0,0,23.02,17.27,26.99,5.05,0,100,26.99,166.48,0,800.1099999999999

90,22:15-22:30,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.53,100,0,0,23.02,17.27,26.99,5.05,0,100,26.99,166.48,0,800.1099999999999

91,22:30-22:45,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.53,100,0,0,23.02,17.27,26.99,5.05,0,100,26.99,166.48,0,800.1099999999999

92,22:45-23:00,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.53,100,0,0,23.02,17.27,26.99,5.05,0,100,26.99,166.48,0,800.1099999999999

93,23:00-23:15,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.48,100,0,0,23.02,17.27,26.99,5.05,0,0,26.99,166.48,0,700.06

94,23:15-23:30,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.48,100,0,0,23.02,17.27,26.99,5.05,0,0,26.99,166.48,0,700.06

95,23:30-23:45,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.48,100,0,0,23.02,17.27,26.99,5.05,0,0,26.99,166.48,0,700.06

96,23:45-24:00,33.57,55.49,6.71,23.98,47.96,23.98,23.02,40.29,5.76,23.02,50,0.48,100,0,0,23.02,17.27,26.99,5.05,0,0,26.99,166.48,0,700.06

