Block,Time,CHAMERA1,KHSTPP-II,KUDGI,NNTPP,RAPPB,RSTPSU1TO6,UNCHAHAR3,AURY_LF,CHAMERA2,KKNP,KKNPPU2,RAMPUR,RSTPSU7,SASAN,SEWA2,SINGRAULI_HYDRO,DADRI_GF,DADRI_RF,KGSU3AND4,NLCEXP,RAPPC,TANDA2,TelanganaSTPP,UNCHAHAR4,AURY_RF,DHAULIGNGA,DULHASTI,JHAJJAR,KOTESHWR,NAPP,SINGRAULI,UNCHAHAR1,URI2,BSIUL,KHSTPP-I,PARBATI3,RIHAND1,RIHAND3,SIMHST1,TALA,URI,AURY_GF,DADRI_CRF,DADRI_LF,BRBCL,NJPC,NTPL,SIMHST2,ANTA_GF,ANTA_LF,ANTA_RF,CHAMERA3,DADRT2,NLCIIST2,NLCTS2EXP,TALST2,TANAKPUR,VALLURNTECL,ANTA_CRF,FSTPP I & II,KGSU1AND2,KISHANGANGA,KOLDAM,MAPS,NLCIIST1,RIHAND2,SALAL,TEHRI,UNCHAHAR2,AURY_CRF
63,15:30-15:45,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.56,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

64,15:45-16:00,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.56,6.63,0,0,21.92,15,46.78,0,0,0,0,26.78,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

65,16:00-16:15,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,65.76,0,0,51.64,0,0,0,68.42,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.32,5.52,0,0,21.92,15,46.78,0,0,0,0,25.72,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

66,16:15-16:30,0,148.3,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,4.38,0,0,51.64,0,0,0,68.42,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.32,5.52,0,0,21.92,15,46.78,0,0,0,0,25.72,0,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

67,16:30-16:45,0,129.03,0,0,0,0,0,0,2.4,0,0,0,0,399.38,0,0,0,10.96,0,0,51.64,0,0,0,23.9,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.32,5.52,0,0,21.92,15,46.78,0,0,0,0,2.1,9.68,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

68,16:45-17:00,0,129.03,0,0,0,0,0,0,11.33,0,0,0,0,399.38,0,0,0,30.69,0,0,51.64,0,0,0,35.84,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.29,5.52,0,0,21.92,15,46.78,0,0,0,0,6.3,9.68,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,0,42.4,0

69,17:00-17:15,0,129.03,0,0,0,0,0,0,11.33,0,0,0,0,399.38,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,10.17,5.52,0,0,21.92,15,46.78,0,0,0,0,12.6,9.68,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,14.93,42.4,0

70,17:15-17:30,0,129.03,0,0,0,0,0,0,11.33,0,0,0,0,399.38,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,0,44.92,0,46,124.32,0,9.94,11.04,0,0,21.92,15,46.78,0,0,0,0,16.8,9.68,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,26.14,14.93,42.4,0

71,17:30-17:45,0,129.03,0,0,0,0,0,0,11.33,0,0,0,0,399.38,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,6.72,1.1,44.92,3.56,46,124.32,0,9.64,45.27,0,0,21.92,15,70.17,0,0,0,0,16.8,9.68,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,38.35,29.87,42.4,0

72,17:45-18:00,14.05,129.03,0,0,0,0,0,0,11.33,0,0,0,0,399.38,0,0,0,39.46,0,0,51.64,0,0,0,44.53,27.48,49.43,454.31,8.87,41.01,127.5,20.56,6.72,6.52,44.92,5.09,46,124.32,0,9.47,45.27,0,0,21.92,15,93.56,0,0,0,0,16.8,9.68,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,38.35,46.69,42.4,0

73,18:00-18:15,28.1,129.03,0,0,0,0,0,0,26.34,0,0,0,0,402.19,2.67,0,0,39.46,0,0,51.64,0,0,0,44.53,27.48,49.43,454.31,17.75,41.01,127.5,20.56,6.72,6.52,44.92,7.64,46,124.32,0,9.15,8.83,0,0,21.92,15,116.95,0,0,0,0,16.8,19.36,341.57,0,0,0,11.53,0,0,19.46,0,0,0,0,0,118.76,38.35,46.69,42.4,0

74,18:15-18:30,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,7.19,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.15,6.63,0,0,21.92,15,140.34,0,0,0,0,16.8,30.56,341.57,0,0,0,13.06,0,0,19.46,0,0,0,0,0,118.76,79.38,62.24,42.4,0

75,18:30-18:45,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,12,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.31,5.52,0,0,21.92,15,140.34,0,0,0,0,16.8,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,79.38,62.24,42.4,0

76,18:45-19:00,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,12,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.41,5.52,0,0,21.92,15,140.34,0,0,0,0,17.22,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,79.38,62.24,42.4,0

77,19:00-19:15,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,12,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.11,8.83,0,0,21.92,15,140.34,0,0,0,0,17.22,30.56,341.57,0,0,0,13.06,0,0,20.8,0,0,0,0,0,118.76,79.38,62.24,42.4,0

78,19:15-19:30,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,15.81,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.29,45.27,0,0,21.92,15,140.34,0,0,0,0,17.22,30.56,341.57,0,0,0,12.94,0,0,20.8,0,0,0,0,0,118.76,38.35,62.24,42.4,0

79,19:30-19:45,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,15.81,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,49.01,46,124.32,0,9.41,8.83,0,0,21.92,15,140.34,0,0,0,0,17.22,30.56,341.57,0,0,0,12.94,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

80,19:45-20:00,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,15.81,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,44.92,6.36,46,124.32,0,9.5,5.52,0,0,21.92,15,140.34,0,0,0,0,17.22,30.56,341.57,0,0,0,12.94,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

81,20:00-20:15,42.15,129.03,0,0,0,0,0,0,40.79,0,0,0,0,402.19,12,0,0,39.46,0,0,51.64,0,0,0,44.53,37.65,49.93,454.31,26.62,41.01,127.5,20.56,6.72,19.56,33.38,3.56,46,124.32,0,9.35,5.52,0,0,21.92,15,140.34,0,0,0,0,17.22,30.56,341.57,0,0,0,12.94,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

82,20:15-20:30,42.15,129.03,0,0,0,0,0,0,39.51,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,27.48,49.43,454.31,9.86,41.01,127.5,20.56,6.72,6.52,33.38,0,46,124.32,0,9.47,45.27,0,0,21.92,15,116.95,0,0,0,0,17.22,29.03,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

83,20:30-20:45,28.1,129.03,0,0,0,0,0,0,39.51,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,10.76,6.52,33.38,0,46,124.32,0,9.58,45.27,0,0,21.92,15,93.56,0,0,0,0,17.22,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

84,20:45-21:00,28.1,129.03,0,0,0,0,0,0,25.33,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,10.76,6.52,33.38,0,46,124.32,0,9.74,45.27,0,0,21.92,15,70.17,0,0,0,0,17.22,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

85,21:00-21:15,28.1,129.03,0,0,0,0,0,0,25.33,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,10.76,6.52,33.38,0,46,124.32,0,9.82,7.18,0,0,21.92,15,70.17,0,0,0,0,17.22,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

86,21:15-21:30,28.1,129.03,0,0,0,0,0,0,25.33,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,10.76,6.52,33.38,0,46,124.32,0,9.94,5.19,0,0,21.92,15,70.17,0,0,0,0,17.22,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

87,21:30-21:45,28.1,129.03,0,0,0,0,0,0,25.33,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,10.76,6.52,33.38,0,46,124.32,0,10.09,5.19,0,0,21.92,15,70.17,0,0,0,0,17.22,19.36,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

88,21:45-22:00,28.1,129.03,0,0,0,0,0,0,25.33,0,0,0,0,402.19,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,127.5,20.56,10.76,6.52,33.38,0,46,124.32,0,10.23,5.19,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

89,22:00-22:15,42.15,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,6.52,33.38,0,46,124.32,0,10.35,5.19,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

90,22:15-22:30,42.15,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,6.52,33.38,0,46,124.32,0,10.37,45.27,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

91,22:30-22:45,42.15,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,0,33.38,0,46,124.32,0,10.41,45.27,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,62.24,42.4,0

92,22:45-23:00,42.15,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,8,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,0,33.38,0,46,124.32,0,10.47,7.73,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,46.69,42.4,0

93,23:00-23:15,28.1,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,0,33.38,0,46,124.32,0,10.56,5.52,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,46.69,42.4,0

94,23:15-23:30,14.05,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,0,33.38,0,46,124.32,0,10.61,5.52,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,46.69,42.4,0

95,23:30-23:45,14.05,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,0,33.38,0,46,124.32,0,10.82,5.52,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,46.69,42.4,0

96,23:45-24:00,14.05,129.03,0,0,0,0,0,0,12,0,0,0,0,410.62,0,0,0,39.46,0,0,51.64,0,0,0,44.53,18.23,49.43,454.31,8.87,41.01,135,20.56,10.76,0,33.38,0,46,124.32,0,10.82,5.52,0,0,21.92,15,70.17,0,0,0,0,17.22,9.68,341.57,0,0,0,11.53,0,0,20.8,0,0,0,0,0,118.76,26.14,46.69,42.4,0

