Block,Time Block,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,TALST2,URI2,UNCHAHAR3,SALAL,SEWA2,RIHAND3,RAPPB,NLCTS2EXP,RIHAND2,SASAN,NNTPP,RIHAND1,SIMHST1,RAMPUR,NTPL,RSTPSU1TO6,RAPPC,RSTPSU7,PARBATI3,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,NAPP,KOTESHWR,KKNP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,KHSTPP-II,KGSU3AND4,FSTPP I & II,DHAULIGNGA,DULHASTI,KHSTPP-I,JHAJJAR,KGSU1AND2,CHAMERA2,CHAMERA3,DADRT2,CHAMERA1,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0,0,22.51,1.28,0,14.81,0,0,0,0,4.15,19.28,1.35,0,119.6,0,0,95.55,386.79,0,77.7,0,0,0,0,51.4,0,0,0,0,104.44,0,0,0,0,0,41.72,8.54,0,0,0,0,0,104.04,0,12.56,0,15.85,32.22,346.56,0,0,0,180.72,0,0,19.24,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,1.07,0,14.81,0,0,0,0,4.15,19.28,8.94,0,119.6,0,0,95.55,386.79,0,77.7,0,0,0,0,51.4,0,0,0,0,104.44,0,0,0,0,0,41.72,8.54,0,0,0,0,0,122.96,0,15.09,0,15.85,36.2,350.59,0,0,0,191.44,0,0,19.24,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,1.07,0,17.05,0,0,0,0,4.15,21.88,40.24,0,119.6,0,0,95.55,386.79,0,77.7,0,0,0,0,51.4,0,0,0,0,104.44,0,0,0,0,0,41.72,8.54,0,0,0,0,0,122.96,0,15.09,0,15.85,37.5,350.59,0,0,0,215.49,0,0,19.24,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,1.28,0,17.05,0,0,0,0,4.15,21.88,40.24,0,119.6,0,0,95.55,402.86,0,77.7,0,0,0,0,51.4,0,0,0,0,104.44,0,0,0,0,0,41.72,8.54,0,20.95,0,0,0,122.96,0,15.09,0,15.85,37.5,350.59,0,0,0,239.54,0,0,19.24,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,1.28,14.97,17.05,0,0,0,0,4.15,21.88,40.24,0,119.6,0,0,95.55,402.86,0,77.7,0,0,0,0,51.4,0,0,0,0,104.44,0,0,0,0,0,41.72,8.54,0,45.01,0,0,0,122.96,0,15.09,0,15.85,37.5,350.59,0,0,0,297.26,0,0,19.24,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,36.19,1.28,29.94,19.78,0,0,0,0,4.15,25.39,40.24,0,119.6,0,0,109.8,402.86,0,87.1,0,0,0,0,51.4,0,3.67,0,0,120.33,0,0,0,0,0,41.72,17.08,0,67.5,0,0,0,137.87,0,16.45,0,15.85,42.55,350.59,0,3.2,0,296.81,0,1.06,19.24,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.28,44.61,19.78,0,0,0,0,4.15,25.39,40.24,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,25.62,0,90,0,0,0,142.66,0,16.45,7.75,31.7,43.5,365.02,0,12.67,9.3,268.22,0,6.27,19.24,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,3.18,59.87,19.78,0,0,0,0,4.15,25.39,40.24,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,38.32,0,109.32,0,0,0,142.66,0,16.45,15.37,31.7,43.5,379.79,0,25.34,18.64,273.15,13.52,12.54,19.24,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,25.48,59.87,19.78,0,0,0,0,18.11,25.39,8.94,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,38.32,0,135.02,0,0,0,142.66,0,16.45,15.37,31.7,43.5,379.79,0,25.34,18.64,275.91,13.52,12.54,19.24,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,25.48,59.87,19.78,0,0,0,0,18.11,25.39,1.35,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,38.32,0,135.02,0,0,0,142.66,0,16.45,33.29,31.7,43.5,468.29,0,25.34,18.64,311.51,13.52,12.54,19.24,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,25.48,59.87,19.78,0,0,0,0,18.11,25.39,1.35,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,38.32,0,135.02,0,0,0,142.66,0,16.45,35.16,31.7,43.5,556.8,0,25.34,18.64,317.28,13.52,12.54,19.24,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.6,59.87,19.78,0,0,0,0,18.11,25.39,1.35,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,15.92,0,0,121.17,0,0,0,0,0,41.72,38.32,0,135.02,0,0,0,142.66,0,16.45,35.16,31.7,43.5,629.44,0,25.34,18.64,328.59,13.52,12.54,19.24,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.6,59.87,19.78,0,0,0,0,18.11,25.39,1.35,15.21,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,3.42,0,0,121.17,0,0,0,0,0,41.72,38.32,0,135.02,0,0,0,142.66,0,16.45,35.16,31.7,43.5,629.44,0,25.34,18.64,328.59,13.52,12.54,19.24,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.6,59.87,19.78,0,0,0,0,18.11,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,18.97,0,91.1,0,0,0,142.66,0,16.45,35.16,31.7,43.5,629.44,0,25.34,9.3,328.59,13.52,6.27,19.24,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.6,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,72.88,0,0,0,142.66,0,16.45,15.37,31.7,43.5,629.44,0,25.34,9.3,328.25,13.46,1.06,19.24,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.6,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,60.95,0,0,0,142.66,0,16.45,7.75,31.7,43.5,629.44,0,25.34,9.3,328.24,13.46,0,19.24,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,40.78,1.6,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,40.09,0,0,0,142.66,0,16.45,0,31.7,43.5,629.44,0,12.67,9.3,328.25,0,0,19.24,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.6,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,21.86,0,0,0,142.66,0,16.45,0,31.7,43.5,629.44,0,12.67,9.3,328.25,0,0,19.24,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,25.48,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,21.86,0,0,0,142.66,0,16.45,0,31.7,43.5,600.62,0,12.67,9.3,328.25,0,0,19.24,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,25.48,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,373.37,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,21.86,0,0,0,142.66,0,16.45,0,15.85,43.5,512.11,0,12.67,9.3,326.65,0,0,19.24,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,2.13,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,373.37,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,21.86,0,0,0,142.66,0,16.45,0,15.85,43.5,512.11,0,12.67,9.3,326.65,0,0,19.24,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,373.37,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,15.85,43.5,512.54,0,12.67,9.3,326.97,0,0,19.24,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,1.35,10.13,119.6,0,0,114.24,373.37,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,512.54,0,12.67,9.3,326.97,0,0,19.24,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,59.87,19.78,0,0,0,0,4.27,25.39,8.94,10.13,119.6,0,0,114.24,389.47,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,512.54,0,12.67,9.3,326.97,0,0,18.78,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,44.91,19.78,0,0,0,0,4.27,25.39,53.65,5.07,119.6,0,0,114.24,402.12,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,512.54,0,12.67,9.3,326.97,0,0,17.92,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,42.85,19.78,0,0,0,0,4.27,25.39,53.65,5.07,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,512.54,0,12.67,9.3,326.97,0,0,13.88,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,29.94,19.78,0,0,0,0,4.27,25.39,53.65,5.07,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,512.54,0,12.67,9.3,301.89,0,0,16.52,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,29.09,19.78,0,0,0,0,4.27,25.39,53.65,5.07,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,454.82,0,12.67,9.3,311.91,0,0,18.96,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,40.78,1.07,14.97,19.78,0,0,0,0,4.27,25.39,8.94,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,379.79,0,12.67,9.3,289.38,0,0,19.24,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,379.79,0,12.67,9.3,301.76,0,0,19.24,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,379.79,0,12.67,9.3,298.04,0,0,19.24,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,379.79,0,12.67,9.3,300.92,0,0,19.24,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,350.59,0,12.67,9.3,268.7,0,0,19.24,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,350.59,0,12.67,0,268.22,0,6.27,19.24,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,350.59,0,0,0,268.22,0,6.27,19.24,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,350.59,0,0,0,297.26,0,6.27,19.24,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,350.59,0,0,0,291.19,0,6.27,19.24,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,350.59,0,0,0,258.78,0,6.27,19.24,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,366.95,0,0,0,258.78,0,6.27,19.24,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,379.79,0,0,0,293.74,0,6.27,19.24,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,15.09,0,0,43.5,379.79,0,0,0,293.69,0,6.27,19.24,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,35.15,1.07,0,17.05,0,0,0,0,4.27,21.88,1.35,0,119.6,0,0,114.24,402.86,0,88.5,0,0,0,0,51.4,0,0,0,0,121.17,0,0,0,0,0,41.72,8.54,0,0,0,0,0,142.66,0,16.45,0,0,43.5,379.79,0,0,0,268.22,0,0,19.24,0,0,0,0,0

