Block,Time,BSIUL,FSTPP I & II,KISHANGANGA,KUDGI,MAPS,NLCTS2EXP,NNTPP,RIHAND1,TALA,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_CRF,BRBCL,CHAMERA2,DADRT2,DULHASTI,NAPP,NTPL,SIMHST1,TANDA2,AURY_GF,DADRI_GF,DADRI_LF,CHAMERA3,KGSU1AND2,KGSU3AND4,NLCEXP,SIMHST2,TALST2,URI2,AURY_LF,AURY_RF,KHSTPP-I,KHSTPP-II,PARBATI2,RAPPB,RIHAND2,RIHAND3,SASAN,TelanganaSTPP,JHAJJAR,KOTESHWR,NLCIIST1,RAMPUR,SALAL,SEWA2,UNCHAHAR2,UNCHAHAR3,ANTA_GF,DADRI_CRF,KKNP,KOLDAM,RAPPC,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,VALLURNTECL,ANTA_LF,CHAMERA1,DHAULIGNGA,NLCIIST2,SINGRAULI,URI,KKNPPU2,NJPC,PARBATI3,RSTPSU1TO6,TANAKPUR,TEHRI,DADRI_RF
28,06:45-07:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.37,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,514.51,10.41,0,2.18,70.88,0,44.87,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,39.75,0,55.26,0,0,0,26.44,74.38

29,07:00-07:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,484.51,10.41,0,2.18,70.88,0,44.87,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,33.12,0,55.26,0,0,0,26.44,74.38

30,07:15-07:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,484.51,10.41,0,2.18,70.88,0,44.87,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,33.12,0,55.26,0,0,0,26.44,74.38

31,07:30-07:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,2.18,70.88,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,33.12,0,55.26,0,0,0,25.32,74.38

32,07:45-08:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,2.18,70.88,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,33.12,0,55.26,0,0,0,12.66,74.38

33,08:00-08:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,2.18,27.89,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,33.12,0,55.26,0,0,2.05,12.66,74.38

34,08:15-08:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,39.62,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,26.73,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,39.75,0,44.74,0,0,2.05,0,74.38

35,08:30-08:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,26.73,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,39.75,0,44.74,0,0,2.05,0,74.38

36,08:45-09:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,26.73,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,39.75,0,44.74,0,0,2.05,0,74.38

37,09:00-09:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,39.51,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,39.75,0,44.74,0,0,0,0,74.38

38,09:15-09:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,54.11,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,39.51,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,44.74,0,0,0,0,74.38

39,09:30-09:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.97,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,39.51,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,44.74,0,0,0,0,74.38

40,09:45-10:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.97,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,39.51,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,44.74,0,0,0,0,74.38

41,10:00-10:15,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.44,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.76,39.51,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,44.74,0,0,0,0,74.38

42,10:15-10:30,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.44,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,1.09,39.51,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,27.63,0,0,0,0,74.38

43,10:30-10:45,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.44,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,27.31,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,0,0,0,0.51,0,74.38

44,10:45-11:00,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.44,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,27.31,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,34.23,0,0,0,0,0.51,0,74.38

45,11:00-11:15,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.05,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,27.31,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.51,0,74.38

46,11:15-11:30,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.05,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,27.31,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.51,0,74.38

47,11:30-11:45,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,53.05,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,27.31,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,1.15,0,74.38

48,11:45-12:00,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,52.66,0,20,0,344.43,19.81,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,27.31,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,1.15,0,74.38

49,12:00-12:15,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,52.66,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,1.15,0,74.38

50,12:15-12:30,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,1.15,0,74.38

51,12:30-12:45,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

52,12:45-13:00,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

53,13:00-13:15,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

54,13:15-13:30,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

55,13:30-13:45,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

56,13:45-14:00,13.04,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,13.36,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

57,14:00-14:15,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,2.33,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

58,14:15-14:30,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,2.33,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.33,0,0,0,0,0.25,0,74.38

59,14:30-14:45,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.61,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,2.33,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,0,74.38

60,14:45-15:00,6.52,13.9,5.63,0,0,0,0,97.18,0,21.63,0,51.09,0,20,0,344.43,0,52.39,0,0,5.65,0,0,0,0,0,0,0,0,0,38.05,0,85.35,45.83,148.3,0,0,124.53,130.75,418.77,0,670.51,10.41,0,0,2.33,0,44.97,27.67,0,0,0,0,69.94,0,0.74,3.18,0,0,0,0,0,112.04,35.88,0,0,0,0,0.25,0,74.38

