Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2952,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2236,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8230,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04)
15,03:30-03:45,0,29.51,9.83,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,6.16,12.99,12.71,26.5,107.55,81.81,0,0,21.01,8.33,0,0,9.83,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.28,0,20.76,29.27

16,03:45-04:00,0,27,9,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,6.16,12.99,12.71,26.5,108.46,81.81,0,0,21.01,8.67,0,0,9,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.28,0,20.76,29.78

17,04:00-04:15,0,25.99,8.67,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,5.97,10.33,12.71,26.5,101.95,81.81,0,0,21.01,8.67,0,0,8.67,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.78

18,04:15-04:30,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,5.97,10.33,12.71,26.5,105.23,81.81,0,0,21.01,8.67,0,0,7.5,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.78

19,04:30-04:45,0,22.01,7.33,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,5.97,10.33,12.71,26.5,105.94,81.81,0,0,28.61,9.33,0,0,7.33,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.78

20,04:45-05:00,0,21.49,7.17,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,5.97,10.33,12.71,26.5,111.16,81.81,0,0,27.41,8.33,0,0,7.17,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.27

21,05:00-05:15,0,21,7,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,5.78,10.33,12.71,26.5,112.75,81.81,0,0,32.01,7.67,0,0,7,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.27

22,05:15-05:30,0,20.51,6.83,0,0,0,0,0,0,0,0,0,-0,0,26.5,134.99,12.66,8.52,5.78,10.33,12.71,26.5,101.93,81.81,0,0,32.01,8,0,0,6.83,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.27

23,05:30-05:45,0,21.49,7.17,0,0,0,0,0,0,0,0.04,0,-0,0,26.5,134.99,12.66,8.52,5.78,10.33,12.71,26.5,96.82,81.81,0,0,31.81,9.33,0,0,7.17,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.78

24,05:45-06:00,0.59,21.49,7.17,0,0,0,0,0,0,0,0.58,1,-0,0,26.5,134.99,12.66,8.52,5.78,10.33,12.71,26.5,115.46,81.81,0,0,31.21,9,0,0,7.17,0,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,10.06,0,20.76,29.27

25,06:00-06:15,1.78,23.51,7.83,1,1.27,1,0.25,1,0,0,0,1,-0,0,26.5,134.99,12.66,8.52,5.6,10.33,16.85,26.5,115.46,81.81,0,0,30.61,8.33,0,5.65,7.83,3.2,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,28.77

26,06:15-06:30,2.97,22.99,7.67,2,4.42,2,0.89,2,1,0,0,3,-0,0,26.5,134.99,12.66,8.52,5.6,10.33,16.85,26.5,115.46,81.81,0,0,30.21,8.33,0,8.95,7.67,9.13,0,130.23,0,86.82,270.7,0,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,28.26

27,06:30-06:45,4.09,22.01,7.33,3,6.84,3,1.37,3,2,0,0.61,5,-0,0,26.5,134.99,12.66,8.52,5.6,10.33,16.85,26.5,115.46,81.81,3,0,29.41,8,0,13.42,7.33,13.58,0.93,130.23,0.71,86.82,270.7,0.93,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,28.26

28,06:45-07:00,5.2,22.99,7.67,4,17.91,6,3.58,7,3,0,3.9,7,-0,0,26.5,134.99,12.66,8.52,5.6,10.33,16.85,26.5,106.97,81.81,5,0,28.41,8.67,0,19.07,7.67,19.43,1.38,130.23,1.07,86.82,270.7,1.38,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,27.76

29,07:00-07:15,8.36,24,8,5,26.17,11,5.24,13,7,0,8.12,9,-0,0,26.5,134.99,12.66,8.52,5.6,10.33,16.67,26.5,98.48,81.81,8,0,27.01,9,0,26.14,8,26.22,2.07,130.23,1.59,86.82,270.7,2.07,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,27.26

30,07:15-07:30,11.52,24,8,6,33.97,14,6.79,17,8,0,13.55,12,-0,0,26.5,134.99,12.66,8.52,5.6,10.33,16.67,26.5,89.99,81.81,13,0,25.41,8.67,0,33,8,33,2.73,130.23,2.11,66.93,270.7,2.73,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,27.26

31,07:30-07:45,14.68,22.99,7.67,8,42.14,18,8.43,23,12,0,24.59,15,-0,0,26.5,134.99,12.66,8.52,5.6,10.48,16.67,26.5,81.5,81.81,20,0,24.01,8.67,0,33,7.67,33,3.4,121.81,2.63,66.92,270.7,3.4,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,27.26

32,07:45-08:00,17.84,21.49,7.17,12,50.5,24,10.1,30,15,0,30.02,18,-0,0,26.5,134.99,12.66,8.52,5.6,10.48,16.67,26.5,73.02,81.81,27,0,23.41,7.67,0,33,7.17,33,4.09,84.82,3.15,56.42,246.35,4.09,19.25,43.75,15.26,224.98,100.27,9.83,0,20.76,28.26

33,08:00-08:15,21.37,22.01,7.33,14,58.82,23,11.77,37,18,0,34.99,21,-88.59,0,26.5,134.99,12.66,8.52,5.6,10.48,16.49,26.5,70.19,81.81,33,0,22.81,7.67,0,33,7.33,33,5.14,84.82,3.97,56.42,207.85,5.14,19.25,43.75,15.26,224.98,52.94,9.6,0,20.76,28.26

34,08:15-08:30,24.9,21.49,7.17,16,68.1,27,13.62,43,22,0,39.49,24,-88.59,0,26.5,134.99,12.66,8.52,5.6,10.48,16.49,26.5,70.19,81.81,33,0,22.81,6.67,0,33,7.17,33,6.25,84.82,4.83,56.42,174.15,6.25,19.25,43.75,15.26,224.98,52.94,9.6,0,20.76,29.27

35,08:30-08:45,28.43,20.51,6.83,18,78.12,32,15.62,50,25,0,45.76,27,-88.59,0,26.5,134.99,12.66,8.52,5.6,10.48,16.49,26.5,70.19,81.81,33,0,28.01,6.33,0,33,6.83,33,7.43,84.82,5.74,56.42,163.27,7.43,19.25,43.75,15.26,224.98,52.94,9.6,0,20.76,27.25

36,08:45-09:00,31.96,19.01,6.33,21,88.64,33,17.73,57,28,0,32.72,31,-88.59,0,26.5,134.99,12.66,8.52,5.6,10.48,16.49,26.5,70.19,81.81,33,0,27.61,6,0,33,6.33,33,8.65,84.82,6.69,56.42,169.02,8.65,19.25,43.75,15.26,224.98,52.94,9.6,0,20.76,27.25

37,09:00-09:15,45.5,19.99,6.67,25,133.51,42,26.7,61,31,0,25.93,36,-88.59,0,26.7,134.99,12.66,8.52,5.41,10.48,16.4,26.7,70.19,81.81,33,0,27.01,5.67,0,33,6.67,33,9.79,84.82,7.57,56.42,177.98,9.79,19.25,43.75,15.26,224.98,52.94,9.6,0,20.76,27.25

38,09:15-09:30,58.48,19.99,6.67,27,144.02,45,28.8,67,33,0,30.19,40,-88.59,0,26.7,134.99,12.66,8.52,5.41,10.48,16.4,26.7,70.19,81.81,33,0,26.01,5.33,0,33,6.67,33,10.87,108.22,8.39,56.42,216.48,10.87,19.25,43.75,15.26,224.98,52.94,9.6,0,20.76,27.25

39,09:30-09:45,65.22,19.99,6.67,25,154.53,52,30.91,73,37,0,33.94,45,-88.59,0,26.7,134.99,12.66,4,5.41,10.48,16.4,26.7,70.19,81.81,33,0,28.81,5.33,0,33,6.67,33,11.84,84.82,9.15,56.42,254.98,11.84,19.25,43.75,15.26,224.98,100.27,9.6,0,20.76,27.25

40,09:45-10:00,70.61,19.99,6.67,25,165.04,55,33.01,78,39,0,37.47,48,-88.59,0,26.7,134.99,12.66,4,5.41,10.48,16.4,26.7,70.19,81.81,33,0,29.01,5.67,0,33,6.67,33,12.66,112.57,9.79,56.42,270.7,12.66,19.25,43.75,15.26,224.98,100.27,9.6,0,20.76,27.25

41,10:00-10:15,74.66,19.99,6.67,29,188.74,53,37.75,83,42,0,40.4,51,-88.59,0,26.7,134.99,12.66,4,5.41,10.48,16.4,26.7,70.19,81.81,33,0,25.01,6,0,33,6.67,33,13.48,87.41,10.41,56.42,270.7,13.48,19.25,43.75,15.26,224.98,100.27,9.98,0,20.76,27.25

42,10:15-10:30,78.82,19.99,6.67,30,195.95,57,39.19,85,43,0,42.7,54,-88.59,0,26.7,134.99,12.66,4,5.41,10.48,16.4,26.7,70.19,81.81,33,0,25.81,6.33,0,33,6.67,33,14.23,89.59,10.99,56.42,270.7,14.23,19.25,43.75,15.26,224.98,100.27,9.98,0,20.76,28.26

43,10:30-10:45,82.31,19.99,6.67,30,183.02,57,36.61,88,44,0,67.95,57,-88.59,0,26.7,134.99,12.66,4,5.41,10.48,16.4,26.7,70.19,81.81,33,0,25.81,6.67,0,33,6.67,33,9.31,112.57,7.2,76.32,270.7,9.31,19.25,43.75,15.26,224.98,100.27,9.98,0,20.76,28.26

44,10:45-11:00,84.75,19.99,6.67,32,189.91,57,37.98,90,45,0,71.78,60,-88.59,0,26.7,134.99,12.66,4,5.41,10.48,16.4,26.7,70.19,81.81,33,0,26.01,6.33,0,33,6.67,33,9.33,112.57,7.2,76.32,270.7,9.33,19.25,43.75,15.26,224.98,100.27,9.98,0,20.76,28.26

45,11:00-11:15,81.32,19.99,6.67,33,189.42,73,37.88,92,46,0,75.45,61,-88.59,0,26.7,134.99,12.66,4,4.2,10.48,16.4,26.7,70.19,81.81,33,0,27.21,6,0,33,6.67,33,9.34,112.57,7.21,76.32,270.7,9.34,19.25,43.75,15.26,224.98,100.27,10.36,0,20.76,28.26

46,11:15-11:30,82.21,19.99,6.67,34,187.37,77,37.48,93,47,0,78.84,63,-88.59,0,26.7,134.99,12.66,4,4.2,10.48,16.4,26.7,70.19,81.81,33,0,28.21,6.33,0,33,6.67,33,9.88,112.57,7.63,76.32,270.7,9.88,19.25,43.75,15.26,224.98,100.27,10.36,0,20.76,29.27

47,11:30-11:45,81.99,19.99,6.67,35,204.17,75,40.83,93,47,0,82.55,64,-88.59,0,26.7,134.99,12.66,4,4.2,10.48,16.4,26.7,70.19,81.81,33,0,25.61,6,0,33,6.67,33,10.43,112.57,8.06,76.32,270.7,10.43,19.25,43.75,15.26,224.98,50.95,10.36,0,20.76,30.28

48,11:45-12:00,81.83,19.99,6.67,36,204.17,77,40.83,93,47,0,93.76,66,-88.59,0,26.7,134.99,12.66,4,4.2,10.48,16.4,26.7,70.19,81.81,33,0,26.81,6.33,0,33,6.67,33,10.98,112.57,8.49,76.32,270.7,10.98,19.25,43.75,15.26,224.98,50.95,10.36,0,20.76,30.28

49,12:00-12:15,91.67,19.99,6.67,36,216.67,85,43.33,87,43,0,101.51,67,-88.59,0,26.78,134.99,12.66,4,5.51,10.48,16.4,26.78,64.2,81.81,33,0,29.41,8,0,33,6.67,33,14.97,112.57,11.57,76.32,270.7,14.97,19.25,43.75,15.26,224.98,81.81,10.59,0,20.76,30.28

50,12:15-12:30,91.67,19.99,6.67,36,216.67,85,43.33,87,43,0,103.8,69,-88.59,0,26.78,134.99,12.66,4,5.51,10.48,16.4,26.78,64.2,81.81,33,0,32.61,8,0,33,6.67,33,14.92,112.57,11.53,76.32,270.7,14.92,19.25,43.75,15.26,224.98,100.27,10.59,0,20.76,29.27

51,12:30-12:45,91.67,19.99,6.67,38,229.17,85,45.83,87,43,0,105.23,70,-88.59,0,26.78,134.99,12.66,4,5.51,10.48,16.4,26.78,64.2,81.81,33,0,35.01,8,0,33,6.67,33,14.88,112.57,11.5,76.32,270.7,14.88,19.25,43.75,15.26,224.98,100.27,10.59,0,20.76,29.27

52,12:45-13:00,91.67,19.99,6.67,39,229.17,85,45.83,87,43,0,106.22,70,-88.59,0,26.78,134.99,12.66,4,5.51,10.48,16.4,26.78,64.2,81.81,33,0,36.42,8,0,33,6.67,33,14.72,112.57,11.36,76.32,270.7,14.72,19.25,43.75,15.26,224.98,100.27,10.59,0,20.76,29.27

53,13:00-13:15,95,19.99,6.67,40,229.17,82,45.83,87,43,0,105.73,70,-88.59,0,26.78,134.99,12.66,4,5.6,10.48,12.71,26.78,64.2,81.81,33,0,38.62,8,0,33,6.67,33,14.44,112.57,11.15,76.32,270.7,14.44,19.25,43.75,15.26,224.98,96.25,10.74,0,20.76,29.27

54,13:15-13:30,95,19.99,6.67,40,229.17,82,45.83,87,43,0,103.25,70,-88.59,0,26.78,134.99,12.66,4,5.6,10.48,12.71,26.78,64.2,81.81,33,0,40.22,8,0,33,6.67,33,14.26,112.57,11.01,76.32,270.7,14.26,19.25,43.75,15.26,224.98,96.25,10.74,0,20.76,29.27

55,13:30-13:45,91.67,19.99,6.67,41,206.81,80,41.36,87,44,0,99.15,76,-88.59,0,26.78,134.99,12.66,4,5.6,10.48,12.71,26.78,64.2,81.81,33,0,40.42,8,0,33,6.67,33,13.81,112.57,10.68,76.32,270.7,13.81,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

56,13:45-14:00,91.67,19.99,6.67,41,201.61,78,40.32,87,44,0,93.39,76,-88.59,0,26.78,134.99,12.66,4,5.6,10.48,12.71,26.78,64.2,81.81,33,0,40.22,8,0,33,6.67,33,13.55,112.57,10.48,76.32,270.7,13.55,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

57,14:00-14:15,91.67,19.99,6.67,39,187.5,75,37.5,86,43,0,65.37,75,-88.59,0,26.78,134.99,12.66,8.52,5.69,10.48,12.71,26.78,64.2,81.81,33,0,40.22,8.33,0,33,6.67,33,13.55,112.57,10.48,76.32,270.7,13.55,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

58,14:15-14:30,88.33,19.99,6.67,39,183.33,73,36.67,83,41,0,65.37,72,-88.59,0,26.78,134.99,12.66,8.52,5.69,10.48,12.71,26.78,64.2,81.81,33,0,40.02,9,0,33,6.67,33,13.51,112.57,10.44,76.32,270.7,13.51,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

59,14:30-14:45,76.54,19.99,6.67,37,175.67,70,35.13,79,40,0,65.37,69,-88.59,0,26.78,134.99,12.66,8.52,5.69,10.48,12.71,26.78,64.2,81.81,33,0,40.22,7.33,0,33,6.67,33,13.04,112.57,10.08,76.32,270.7,13.04,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

60,14:45-15:00,74.46,19.99,6.67,36,164.61,68,32.92,76,38,0,65.37,66,-88.59,0,26.78,134.99,12.66,8.52,5.69,10.48,12.71,26.78,64.2,81.81,33,0,40.22,7.33,0,33,6.67,33,12.88,112.57,9.95,76.32,270.7,12.88,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

61,15:00-15:15,71.44,30,10,31,152.09,67,30.42,69,35,0,65.37,60,-0,0,26.78,134.99,12.66,8.52,5.93,10.48,12.71,26.78,64.2,81.81,33,0,42.81,7.33,0,33,10,33,13.04,112.57,10.08,76.32,270.7,13.04,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

62,15:15-15:30,66.45,31.5,10.5,30,142.5,63,28.5,66,33,0,73.18,57,-0,0,26.78,134.99,12.66,8.52,5.93,10.48,12.71,26.78,64.2,81.81,33,0,42.61,7.33,0,33,10.5,33,12.39,112.57,9.57,76.32,270.7,12.39,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

63,15:30-15:45,58.67,33.49,11.17,27,108.33,63,21.67,63,32,0,68.3,51,-0,0,26.78,134.99,12.66,8.52,5.93,10.48,12.71,26.78,64.2,81.81,33,0,42.42,7.33,0,33,11.17,33,11.65,112.57,9,76.32,270.7,11.65,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

64,15:45-16:00,54.76,35.51,11.83,25,104.17,60,20.83,59,29,0,97.57,46,-0,0,26.78,134.99,12.66,8.52,5.93,10.48,12.71,26.78,64.2,81.81,33,0,42.42,7.33,0,33,11.83,33,11.2,112.57,8.65,76.32,270.7,11.2,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,30.28

65,16:00-16:15,61.67,46.5,15.5,22,113.77,54,22.75,53,27,0,92.69,42,-0,0,26.78,134.99,12.66,8.52,6.34,10.48,12.71,26.78,64.2,81.81,24,0,43.02,11.67,0,33,15.5,33,10.51,112.57,8.13,76.32,270.7,10.51,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,31.29

66,16:15-16:30,56.67,46.99,15.67,21,105.6,47,21.12,47,23,0,87.81,37,-0,0,26.78,134.99,12.66,8.52,6.34,10.48,12.71,26.78,64.2,81.81,16,0,42.82,11.67,0,33,15.67,33,9.63,112.57,7.44,76.32,270.7,9.63,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,31.29

67,16:30-16:45,40.79,47.51,15.83,20,79.17,42,15.83,43,22,0,61.47,33,-0,0,26.78,134.99,12.66,8.52,6.34,10.48,12.71,26.78,64.2,81.81,8,0,42.62,16,0,33,15.83,33,8.43,112.57,6.51,76.32,270.7,8.43,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,31.29

68,16:45-17:00,35.52,48.49,16.17,18,75,37,15,39,20,0,43.91,28,-0,0,26.78,134.99,12.66,8.52,6.34,10.48,12.71,26.78,64.2,81.81,5,0,42.62,15.33,0,31.56,16.17,31.37,7.26,112.57,5.62,76.32,270.7,7.26,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,31.29

69,17:00-17:15,20,60,20,13,70.83,32,14.17,34,17,0,32.2,22,-0,0,26.78,134.99,9.61,6.47,6.72,10.48,12.71,26.78,64.2,81.81,2,0,42.62,26.33,0,25.67,20,25.52,6.21,98.36,4.79,58.39,270.7,6.21,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,30.28

70,17:15-17:30,18.33,58.99,19.67,11,62.5,28,12.5,29,15,0,15.61,18,-0,0,26.78,134.99,9.61,6.47,6.72,10.48,12.71,26.78,64.2,81.81,0,0,42.62,24.67,0,20.25,19.67,20.13,5.28,98.36,4.09,58.39,270.7,5.28,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,29.27

71,17:30-17:45,16.67,58.01,19.33,10,45.82,19,9.17,24,12,0,14.56,14,-0,0,26.78,134.99,12.66,8.52,7.93,10.48,12.71,26.78,64.2,81.81,0,0,42.62,13.33,0,15.07,19.33,14.98,4.41,98.36,3.41,57.75,270.7,4.41,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,28.26

72,17:45-18:00,15,57,19,9,36.32,14,7.26,19,10,0,11.13,12,-0,0,26.78,134.99,12.66,8.52,7.93,10.48,12.71,26.78,64.2,81.81,0,0,42.82,12.67,0,10.36,19,10.3,3.62,98.36,2.8,56.59,270.7,3.62,19.25,43.75,15.26,224.98,100.27,10.74,0,20.76,28.26

