Block,Time,BRBCL,KGSU3AND4,KHSTPP-II,KKNPPU2,MAPS,RIHAND3,TALA,TANAKPUR,VALLURNTECL,BSIUL,KGSU1AND2,PARBATI3,RSTPSU1TO6,TEHRI,TelanganaSTPP,UNCHAHAR4,ANTA_GF,AURY_CRF,DADRI_CRF,CHAMERA1,DHAULIGNGA,KOTESHWR,KUDGI,NAPP,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,AURY_LF,DADRI_GF,DULHASTI,NLCEXP,NLCIIST2,RAMPUR,RIHAND1,RIHAND2,UNCHAHAR1,ANTA_CRF,DADRI_RF,DADRT2,JHAJJAR,KKNP,UNCHAHAR2,AURY_GF,CHAMERA2,KHSTPP-I,RAPPB,TALST2,UNCHAHAR3,URI,URI2,ANTA_LF,DADRI_LF,KOLDAM,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,RAPPC,SALAL,SEWA2,SIMHST1,TANDA2,ANTA_RF,AURY_RF,CHAMERA3,FSTPP I & II,KISHANGANGA,NJPC,RSTPSU7,SASAN
31,07:30-07:45,15,0,98.87,0,0,124.32,9.11,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,474.31,0,42.4,0,20,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

32,07:45-08:00,15,0,98.87,0,0,124.32,9.11,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,474.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

33,08:00-08:15,15,0,98.87,0,0,124.32,9.11,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,50.79,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

34,08:15-08:30,15,0,98.87,0,0,124.32,9.27,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,50.79,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

35,08:30-08:45,15,0,98.87,0,0,124.32,9.27,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

36,08:45-09:00,15,0,98.87,0,0,124.32,10.96,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

37,09:00-09:15,15,0,98.87,0,0,124.32,10.96,11.53,0,6.52,0,14,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

38,09:15-09:30,15,0,98.87,0,0,124.32,11.05,11.53,0,6.52,0,14,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,9.42,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

39,09:30-09:45,15,0,98.87,0,0,124.32,11.38,11.53,0,6.52,0,14,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,10.09,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

40,09:45-10:00,15,0,98.87,0,0,124.32,11.67,11.53,0,6.52,0,14,0,0,0,0,0,0,0,0,27.48,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,10.09,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.3,68.42,9.68,20.8,0,85.23,0,418.77

41,10:00-10:15,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,3.56,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,10.76,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

42,10:15-10:30,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,31.9,0,0,0,0,0,0,0,51.78,51.13,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

43,10:30-10:45,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,50.79,31.9,0,0,0,0,0,0,0,51.78,38.35,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

44,10:45-11:00,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,50.79,31.9,0,0,0,0,0,0,0,51.78,38.35,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

45,11:00-11:15,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,31.9,0,0,0,0,0,0,0,51.78,38.35,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

46,11:15-11:30,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,31.9,0,0,0,0,0,0,0,51.78,38.35,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

47,11:30-11:45,15,0,98.87,0,0,124.32,12.7,11.53,0,6.52,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,31.9,0,0,0,0,0,0,0,51.78,38.35,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

48,11:45-12:00,15,0,98.87,0,0,124.32,12.7,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,13.25,10.76,0,0,0,0,0,0,0,51.78,38.35,0,0,0,27.09,67.33,9.68,20.8,0,85.23,0,418.77

49,12:00-12:15,15,0,98.87,0,0,124.32,12.7,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.33,9.68,20.8,0,85.23,0,393.75

50,12:15-12:30,15,0,98.87,0,0,124.32,12.7,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.33,9.68,20.8,0,85.23,0,373.5

51,12:30-12:45,15,0,98.87,0,0,124.32,12.29,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.33,9.68,20.8,0,85.23,0,348.98

52,12:45-13:00,15,0,98.87,0,0,124.32,12.29,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.33,9.68,20.8,0,85.23,0,348.98

53,13:00-13:15,15,0,98.87,0,0,124.32,12.29,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,53.45,0,0,0,26.78,67.33,9.68,20.8,0,85.23,0,348.98

54,13:15-13:30,15,0,98.87,0,0,124.32,12.29,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,79.38,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

55,13:30-13:45,15,0,98.87,0,0,124.32,12.29,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,79.38,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

56,13:45-14:00,15,0,98.87,0,0,124.32,12.29,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,79.38,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

57,14:00-14:15,15,0,98.87,0,0,124.32,10.64,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,79.38,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

58,14:15-14:30,15,0,98.87,0,0,124.32,10.64,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.82,0,0,0,0,0,0,0,51.78,51.13,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

59,14:30-14:45,15,0,98.87,0,0,124.32,10.64,11.53,0,0,0,0,0,0,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,11.04,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

60,14:45-15:00,15,0,98.87,0,0,124.32,10.64,11.53,0,0,0,0,0,14.93,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.33,9.68,20.8,0,62.5,0,348.98

61,15:00-15:15,15,0,98.87,0,0,124.32,9.62,11.53,0,0,0,0,0,15.56,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.12,9.68,20.8,0,62.5,0,348.98

62,15:15-15:30,15,0,98.87,0,0,124.32,9.62,11.53,0,0,0,0,0,15.56,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.12,9.68,20.8,0,62.5,0,348.98

63,15:30-15:45,15,0,98.87,0,0,124.32,10.79,11.53,0,0,0,0,0,15.56,0,0,0,0,0,0,18.23,8.87,0,40.69,0,138,0,0,0,49.43,0,0,0,46,118.76,20.56,0,88.77,341.57,424.31,0,42.4,0,11.33,44.92,0,0,0,16.56,9.42,0,0,0,0,0,0,0,51.78,38.35,0,0,0,26.78,67.12,9.68,20.8,0,62.5,0,348.98

