Block,Time Block,DADRI_RF,DADRI_LF,BSIUL,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,KGSU1AND2,DADRT2,JHAJJAR,CHAMERA3,BRBCL,CHAMERA1,KHSTPP-II,KHSTPP-I,KKNPPU2,KOLDAM,KKNP,KISHANGANGA,KGSU3AND4,KUDGI,KOTESHWR,MAPS,NAPP,RAMPUR,NNTPP,PARBATI3,NLCIIST2,NJPC,NLCEXP,NLCTS2EXP,NTPL,NLCIIST1,RAPPC,RIHAND1,RAPPB,RSTPSU7,SASAN,SEWA2,SIMHST1,SALAL,RSTPSU1TO6,RIHAND3,RIHAND2,SINGRAULI,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,TALST2,TALA,TANDA2,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,AURY_GF,AURY_CRF,ANTA_RF,DADRI_GF,ANTA_LF,DADRI_CRF,ANTA_GF,AURY_RF,ANTA_CRF,AURY_LF,URI,VALLURNTECL,UNCHAHAR4,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
26,06:15-06:30,0,0,12.56,42.58,38.9,34.89,12.2,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,51.42,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.34,0,28.898,65.21,13.78,0,8.32,0,0,0.79,18.39,0,0,0,0,0,0,0,0,0,0,35.08,0,0,23.48,0,0,0,0,0

27,06:30-06:45,0,0,12.56,42.58,38.9,34.89,12.2,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,51.42,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.34,0,28.898,65.21,13.78,0,8.36,0,0,0.79,18.39,0,0,0,0,0,0,0,0,0,0,35.08,0,0,25.61,0,0,0,0,0

28,06:45-07:00,0,0,12.56,42.58,38.9,34.89,12.2,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,27.9,0,43.55,3.41,0,35.18,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.34,0,28.898,65.21,13.78,0,8.49,0,0,0.79,18.39,0,0,0,0,0,0,0,0,0,0,40.92,0,0,25.61,0,0,0,0,0

29,07:00-07:15,0,0,12.56,42.58,38.9,34.89,13.61,0,363.34,122.29,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,35.18,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,27.846,64.93,13.17,0,8.58,0,0,0.79,17.49,0,0,0,0,0,0,0,0,0,0,40.92,0,0,28.46,0,0,0,0,0

30,07:15-07:30,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,127.1,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,8.12,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,27.846,63.83,13.17,0,8.72,0,0,0.79,17.49,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

31,07:30-07:45,0,0,12.56,42.58,38.9,34.89,12.68,0,363.34,110.84,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,17.59,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,27.846,63.83,13.17,0,8.72,0,0,0.79,17.49,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

32,07:45-08:00,0,0,12.56,42.58,38.9,34.89,11.47,0,363.34,110.84,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,20.3,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,27.846,63.83,13.17,0,8.72,0,0,0.79,17.49,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

33,08:00-08:15,0,0,12.56,42.58,38.9,34.89,11.47,0,363.34,110.84,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,20.3,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,23.25,63.83,11.79,0,8.72,0,0,0.81,14.88,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

34,08:15-08:30,0,0,12.56,42.58,38.9,34.89,11.47,0,363.34,110.84,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,20.3,0,160.9,0,0,0,0,58,50.13,0,0,368.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,23.25,63.83,11.79,0,8.72,0,0,0.81,14.88,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

35,08:30-08:45,0,0,12.56,42.58,38.9,34.89,11.47,0,363.34,110.84,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,352.06,0,0,73.84,0,122.87,117.19,97.51,11.1,0,23.25,63.83,11.79,0,8.72,0,0,0.81,14.88,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

36,08:45-09:00,0,0,12.56,42.58,38.9,34.89,11.47,0,363.34,110.84,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,330.39,0,0,73.84,0,122.87,117.19,97.51,11.1,0,23.25,63.83,11.79,0,9,0,0,0.81,14.88,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

37,09:00-09:15,0,0,12.56,42.58,38.9,34.89,11.47,0,382.27,134.3,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,27.366,63.83,13.17,0,9.06,0,0,0.81,17,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

38,09:15-09:30,0,0,12.56,42.58,38.9,34.89,11.47,0,372.64,134.3,30.89,14.44,40.59,89.11,28.21,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,97.51,11.1,0,27.366,63.83,13.17,0,9.06,0,0,0.81,17,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

39,09:30-09:45,0,0,12.56,42.58,38.9,34.89,11.47,0,372.64,134.3,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,11.1,0,27.366,48.28,13.17,0,9.06,0,0,0.81,17,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

40,09:45-10:00,0,0,12.56,42.58,38.9,34.89,11.47,0,375.53,134.3,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,11.1,0,27.366,48.28,13.17,0,9.06,0,0,0.81,17,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

41,10:00-10:15,0,0,12.56,42.58,38.9,34.89,11.47,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,11.1,0,23.15,32.19,11.79,0,10.67,0,0,0.81,14.4,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

42,10:15-10:30,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,11.1,0,23.15,16.09,11.79,0,10.67,0,0,0.81,14.4,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

43,10:30-10:45,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,11.34,0,23.15,0,11.79,0,11.66,0,0,0.81,14.4,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

44,10:45-11:00,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,11.34,0,23.15,0,11.79,0,11.66,0,0,0.81,14.4,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

45,11:00-11:15,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,39.17,0,122.87,117.19,82.5,11.34,0,23.15,0,11.79,0,11.66,0,0,0.81,14.4,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

46,11:15-11:30,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,39.17,0,122.87,117.19,82.5,11.34,0,28.418,0,13.78,0,11.66,0,0,0.81,17.91,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

47,11:30-11:45,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,50.34,0,122.87,117.19,82.5,11.34,0,28.418,0,13.78,0,11.66,0,0,0.81,17.91,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

48,11:45-12:00,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,33.84,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,50.34,0,122.87,117.19,82.5,11.34,0,28.418,0,13.78,0,11.66,0,0,0.81,17.91,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

49,12:00-12:15,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,61.55,0,122.87,117.19,82.5,11.34,0,28.418,0,13.78,0,11.83,0,0,0.81,17.91,0,0,0,0,0,0,0,0,0,0,40.92,0,0,28.46,0,0,0,0,0

50,12:15-12:30,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,61.55,0,122.87,117.19,82.5,11.34,0,36.229,0,17.66,0,11.83,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,40.92,0,0,28.46,0,0,0,0,0

51,12:30-12:45,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,61.55,0,122.87,117.19,82.5,10.85,0,36.229,0,17.66,0,11.83,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

52,12:45-13:00,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,30.98,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,10.85,0,36.229,0,17.66,0,11.83,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

53,13:00-13:15,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,73.84,0,122.87,117.19,82.5,3.08,0,30.59,0,17.66,0,11.83,0,0,0.81,19.3,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

54,13:15-13:30,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,30.89,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,3.08,0,30.59,0,17.66,0,11.83,0,0,0.81,19.3,0,0,0,0,0,0,0,0,0,0,40.92,0,0,28.46,0,0,0,0,0

55,13:30-13:45,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,3.08,0,36.229,16.09,17.66,0,11.83,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,40.92,0,0,28.46,0,0,0,0,0

56,13:45-14:00,0,0,12.56,42.58,38.9,34.89,13.77,0,363.34,110.84,20.58,14.44,40.59,95.2,20.45,0,5.15,0,2.77,0,0,18.6,0,43.55,3.41,0,29.77,0,160.9,0,0,0,0,58,50.13,0,0,303.31,0,0,80.57,0,122.87,117.19,82.5,11.1,0,36.229,16.09,17.66,0,11.83,0,0,0.81,22.81,0,0,0,0,0,0,0,0,0,0,35.08,0,0,28.46,0,0,0,0,0

