Block,Time,BSIUL,DADRT2,JHAJJAR,KUDGI,NJPC,RIHAND3,RSTPSU1TO6,SASAN,TALA,TANAKPUR,AURY_RF,DADRI_CRF,CHAMERA3,DHAULIGNGA,NLCEXP,UNCHAHAR3,URI2,DADRI_GF,KHSTPP-II,KISHANGANGA,KOTESHWR,NAPP,NLCIIST1,RSTPSU7,SIMHST2,TANDA2,URI,FSTPP I & II,KKNP,NLCIIST2,SALAL,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR4,AURY_CRF,AURY_GF,CHAMERA2,MAPS,NLCTS2EXP,NTPL,RAPPB,TALST2,UNCHAHAR2,VALLURNTECL,ANTA_LF,ANTA_RF,DADRI_LF,DADRI_RF,KGSU1AND2,KGSU3AND4,KKNPPU2,NNTPP,RAPPC,RIHAND1,UNCHAHAR1,BRBCL,DULHASTI,KHSTPP-I,KOLDAM,PARBATI3,RIHAND2,SINGRAULI,ANTA_CRF,CHAMERA1,RAMPUR,SEWA2,SIMHST1,TEHRI,ANTA_GF,AURY_LF
57,14:00-14:15,13.04,686.07,413.81,0,167.1,127.6,0,402.19,12.49,11.27,76.47,0,32.08,40.4,0,27.05,28.07,0,148.3,2.88,19.32,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,50.14,0,0

58,14:15-14:30,13.04,686.07,413.81,0,167.1,127.6,0,402.19,12.49,11.27,76.47,0,32.08,40.4,0,27.05,28.07,0,148.3,2.88,19.32,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,50.14,0,0

59,14:30-14:45,6.52,686.07,413.81,0,167.1,127.6,0,402.19,12.64,12.81,76.47,0,32.08,40.4,0,27.05,28.07,0,98.87,2.88,19.32,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

60,14:45-15:00,6.52,686.07,413.81,0,167.1,127.6,0,402.19,9.7,12.81,76.47,0,32.08,40.4,0,27.05,28.07,0,98.87,2.88,19.32,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

61,15:00-15:15,6.52,686.07,413.81,0,167.1,127.6,0,402.19,9.7,11.53,76.47,0,32.08,40.4,0,27.05,28.07,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

62,15:15-15:30,6.52,686.07,413.81,0,167.1,127.6,0,402.19,9.7,11.53,76.47,0,32.08,40.4,0,27.05,28.07,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

63,15:30-15:45,6.52,686.07,413.81,0,167.1,127.6,0,402.19,9.41,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

64,15:45-16:00,6.52,686.07,413.81,0,167.1,127.6,0,402.19,9.27,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,30.28,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

65,16:00-16:15,6.52,686.07,413.81,0,167.1,127.6,0,402.19,9.11,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,79.38,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

66,16:15-16:30,6.52,686.07,413.81,0,167.1,127.6,0,402.19,8.96,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,79.38,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

67,16:30-16:45,6.52,686.07,413.81,0,167.1,127.6,0,402.19,8.82,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

68,16:45-17:00,6.52,686.07,413.81,0,167.1,127.6,0,402.19,8.68,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

69,17:00-17:15,6.52,686.07,413.81,0,167.1,127.6,0,402.19,8.68,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,21.08,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

70,17:15-17:30,6.52,686.07,413.81,0,167.1,127.6,0,402.19,8.68,11.27,76.47,0,32.08,40.4,0,27.05,29.56,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,21.08,121.71,127.75,0,42.15,3.54,0,0,66.29,0,0

71,17:30-17:45,6.52,686.07,413.81,0,167.1,127.6,0,410.62,8.53,10.25,76.47,0,32.08,40.4,0,27.05,31.03,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,21.08,121.71,127.75,0,42.15,3.54,0,0,67.43,0,0

72,17:45-18:00,13.04,686.07,413.81,0,167.1,127.6,0,410.62,8.23,10.25,76.47,0,32.08,40.4,0,27.05,31.03,0,49.43,2.88,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,21.08,121.71,127.75,0,42.15,3.54,0,0,67.43,0,0

73,18:00-18:15,13.04,686.07,413.81,0,167.1,127.6,0,410.62,8.23,8.46,76.11,0,32.08,40.4,0,27.05,31.03,0,49.43,4.32,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,7.03,121.71,127.75,0,42.15,3.54,0,0,67.43,0,0

74,18:15-18:30,13.04,686.07,413.81,0,167.1,127.6,0,410.62,8.23,8.46,76.11,0,32.08,40.4,0,27.05,31.03,0,49.43,4.32,28.98,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,5.79,0,67.43,0,0

75,18:30-18:45,13.04,686.07,413.81,0,167.1,127.6,0,410.62,8.23,8.46,76.11,0,32.08,40.4,0,27.05,31.03,0,49.43,4.32,38.64,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.02,29.93,0,74.03,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,36.54,121.71,127.75,0,42.15,3.54,11.58,0,67.43,0,0

76,18:45-19:00,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.23,8.46,76.11,0,32.08,41.42,0,27.05,31.03,0,49.43,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.02,2.36,0,74.03,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,36.54,121.71,127.75,0,42.15,3.62,17.37,0,67.43,0,0

77,19:00-19:15,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.23,8.2,76.11,0,32.08,41.42,0,27.05,29.56,0,49.43,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.02,8.28,0,11.09,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,36.54,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

78,19:15-19:30,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.23,8.2,76.11,0,32.08,41.42,0,27.05,29.56,0,49.43,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.02,14.19,0,11.09,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,36.54,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

79,19:30-19:45,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.23,8.2,76.11,0,32.08,41.42,0,27.05,29.56,0,49.43,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.02,18.09,0,11.09,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,36.54,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

80,19:45-20:00,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.53,8.2,76.11,0,32.08,41.42,0,27.05,29.56,0,49.43,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.02,18.09,0,11.09,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,21.08,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

81,20:00-20:15,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.53,8.2,76.11,0,32.08,41.42,0,27.05,29.56,0,57.69,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

82,20:15-20:30,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.53,8.2,76.11,0,32.08,41.42,0,27.05,29.56,0,60.84,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

83,20:30-20:45,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.53,0.51,76.11,0,32.08,41.42,0,27.05,29.56,0,66.09,4.32,42.51,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,124.63,0,42.15,3.62,17.37,0,67.43,0,0

84,20:45-21:00,7.7,686.07,413.81,0,167.1,127.6,0,410.62,8.53,0.51,76.11,0,32.08,40.4,0,27.05,29.56,0,66.09,4.32,38.64,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,124.63,0,42.15,3.54,17.37,0,67.43,0,0

85,21:00-21:15,7.7,686.07,413.81,0,167.1,127.6,0,410.62,8.53,0.51,76.11,0,32.08,40.4,0,27.05,29.56,0,66.09,4.32,38.64,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

86,21:15-21:30,7.7,686.07,413.81,0,167.1,127.6,0,410.62,8.53,7.55,76.11,0,32.08,40.4,0,27.05,29.56,0,71.33,4.32,38.64,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

87,21:30-21:45,7.7,686.07,413.81,0,167.1,127.6,0,410.62,8.53,8.84,76.11,0,32.08,40.4,0,27.05,29.56,0,71.33,4.32,38.64,45.1,0,0,0,2.89,32.01,14.3,0,0,77.85,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

88,21:45-22:00,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.53,8.84,76.11,0,32.08,41.42,0,27.05,29.56,0,71.33,4.32,42.51,45.1,0,0,0,2.61,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.26,18.45,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,127.75,0,42.15,3.62,17.37,0,67.58,0,0

89,22:00-22:15,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.53,8.84,76.47,0,32.08,41.42,0,27.05,29.56,0,76.58,4.32,42.51,45.1,0,0,0,2.61,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.61,31.1,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,127.75,0,42.15,3.62,17.37,0,67.58,0,0

90,22:15-22:30,20.21,686.07,413.81,0,168.66,127.6,0,410.62,8.82,8.84,76.47,0,32.08,41.42,0,27.05,29.56,0,76.58,4.32,42.51,45.1,0,0,0,2.61,32.01,14.3,0,0,77.85,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.61,31.1,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,127.75,0,42.15,3.62,17.37,0,67.58,0,0

91,22:30-22:45,20.21,686.07,413.81,0,168.66,127.6,0,410.62,9.43,8.84,76.47,0,32.08,41.42,0,27.05,26.6,0,81.83,4.32,42.51,45.1,0,0,0,2.61,33.12,14.3,0,0,76.69,0,0,1.62,0,0,45.65,0,0,0,0,0,43.71,0,15.61,31.1,0,0,0,0,0,0,60.23,94.65,20.96,15,54.53,32.17,5.35,35.14,121.71,127.75,0,42.15,3.62,17.37,0,67.58,0,0

92,22:45-23:00,13.04,686.07,413.81,0,167.1,127.6,0,410.62,9.43,8.84,76.47,0,32.08,40.4,0,27.05,26.6,0,81.83,4.32,38.64,45.1,0,0,0,2.61,33.12,14.3,0,0,76.69,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.61,31.1,0,0,0,0,0,0,60.23,94.65,20.96,15,53.79,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

93,23:00-23:15,13.04,686.07,413.81,0,167.1,127.6,0,410.62,9.5,10.76,76.47,0,32.08,40.4,0,27.05,26.6,0,87.06,4.32,38.64,45.1,0,0,0,2.61,33.12,14.3,0,0,76.69,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.84,31.46,0,0,0,0,0,0,60.23,94.65,20.96,15,36.23,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

94,23:15-23:30,13.04,686.07,413.81,0,167.1,127.6,0,410.62,9.55,9.22,76.47,0,32.08,40.4,0,27.05,26.6,0,87.06,4.32,38.64,45.1,0,0,0,2.61,33.12,14.3,0,0,76.69,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.84,31.46,0,0,0,0,0,0,60.23,94.65,20.96,15,36.23,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

95,23:30-23:45,13.04,686.07,413.81,0,167.1,127.6,0,410.62,9.58,9.22,76.47,0,32.08,40.4,0,27.05,26.6,0,92.31,4.32,38.64,45.1,0,0,0,2.61,33.12,14.3,0,0,76.69,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.84,31.46,0,0,0,0,0,0,60.23,94.65,20.96,15,36.23,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

96,23:45-24:00,13.04,686.07,413.81,0,167.1,127.6,0,410.62,9.67,9.22,76.47,0,32.08,40.4,0,27.05,26.6,0,92.31,4.32,38.64,45.1,0,0,0,2.61,33.12,14.3,0,0,76.69,0,0,1.62,0,0,44.22,0,0,0,0,0,43.71,0,15.84,31.46,0,0,0,0,0,0,60.23,94.65,20.96,15,36.23,32.17,5.35,35.14,121.71,127.75,0,42.15,3.54,17.37,0,67.43,0,0

