Time,Block,WR/2024/21675/A/6697,NR/2024/18733/C,SR/2024/12062/C,WR/2024/21740/A/6743,WR/2024/21710/A/6738,NR/2024/18691/A/6739,NR/2024/18388/A/6484,NER/2024/2023/A/6693,Total

46,11:15-11:30,0.000000,8.42,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.64

47,11:30-11:45,0.000000,8.62,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.84

48,11:45-12:00,0.000000,8.71,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.93

49,12:00-12:15,0.000000,8.8,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,247.02

50,12:15-12:30,0.000000,8.96,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,247.18

51,12:30-12:45,0.000000,9.02,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,247.24

52,12:45-13:00,0.000000,9.04,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,247.26

53,13:00-13:15,0.000000,9.07,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,247.29

54,13:15-13:30,0.000000,9.04,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,247.26

55,13:30-13:45,0.000000,8.71,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.93

56,13:45-14:00,0.000000,8.48,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.7

57,14:00-14:15,0.000000,8.29,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.51

58,14:15-14:30,0.000000,7.91,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,246.13

59,14:30-14:45,0.000000,7.54,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,245.76

60,14:45-15:00,0.000000,7.24,0.00,50.000000,0.000000,162.260000,0.960000,25.000000,245.46

61,15:00-15:15,0.000000,6.88,0.00,50.000000,0.000000,162.260000,0.770000,25.000000,244.91

62,15:15-15:30,0.000000,6.42,0.00,50.000000,0.000000,162.260000,0.770000,25.000000,244.45

63,15:30-15:45,0.000000,5.59,0.00,50.000000,0.000000,162.260000,0.770000,25.000000,243.62

64,15:45-16:00,0.000000,5.12,0.00,50.000000,0.000000,162.260000,0.770000,25.000000,243.15

65,16:00-16:15,0.000000,4.66,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,242.45

66,16:15-16:30,0.000000,4.04,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,241.83

67,16:30-16:45,0.000000,3.57,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,241.36

68,16:45-17:00,0.000000,2.84,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,240.63

69,17:00-17:15,0.000000,2.22,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,240.01

70,17:15-17:30,0.000000,1.57,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,239.36

71,17:30-17:45,0.000000,1.03,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,238.82

72,17:45-18:00,0.000000,0.58,0.00,50.000000,0.000000,162.260000,0.530000,25.000000,238.37

73,18:00-18:15,57.760000,0.25,0.00,50.000000,25.000000,81.610000,0.530000,25.000000,240.15

74,18:15-18:30,57.760000,0.1,0.00,50.000000,25.000000,81.610000,0.530000,25.000000,240

75,18:30-18:45,57.760000,0,0.00,50.000000,25.000000,81.610000,0.530000,25.000000,239.9

76,18:45-19:00,57.760000,0,0.00,50.000000,25.000000,81.610000,0.530000,25.000000,239.9

77,19:00-19:15,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

78,19:15-19:30,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

79,19:30-19:45,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

80,19:45-20:00,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

81,20:00-20:15,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

82,20:15-20:30,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

83,20:30-20:45,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

84,20:45-21:00,57.760000,0,0.00,50.000000,25.000000,81.610000,0.630000,25.000000,240

85,21:00-21:15,57.760000,0,100.00,50.000000,25.000000,81.610000,0.630000,25.000000,340

86,21:15-21:30,57.760000,0,100.00,50.000000,25.000000,81.610000,0.630000,25.000000,340

87,21:30-21:45,57.760000,0,100.00,50.000000,25.000000,81.610000,0.630000,25.000000,340

88,21:45-22:00,57.760000,0,100.00,50.000000,25.000000,81.610000,0.630000,25.000000,340

89,22:00-22:15,57.760000,0,100.00,50.000000,0.000000,0.000000,0.530000,25.000000,233.29

90,22:15-22:30,57.760000,0,100.00,50.000000,0.000000,0.000000,0.530000,25.000000,233.29

91,22:30-22:45,57.760000,0,100.00,50.000000,0.000000,0.000000,0.530000,25.000000,233.29

92,22:45-23:00,57.760000,0,100.00,50.000000,0.000000,0.000000,0.530000,25.000000,233.29

93,23:00-23:15,0.000000,0,100.00,50.000000,0.000000,0.000000,0.480000,25.000000,175.48

94,23:15-23:30,0.000000,0,100.00,50.000000,0.000000,0.000000,0.480000,25.000000,175.48

95,23:30-23:45,0.000000,0,100.00,50.000000,0.000000,0.000000,0.480000,25.000000,175.48

96,23:45-24:00,0.000000,0,100.00,50.000000,0.000000,0.000000,0.480000,25.000000,175.48

