Block,Time,BSIUL,KUDGI,SIMHST1,SINGRAULI,TANAKPUR,UNCHAHAR2,UNCHAHAR4,URI2,DHAULIGNGA,KHSTPP-I,KOLDAM,NJPC,NLCEXP,RAMPUR,RAPPB,RIHAND2,SASAN,TALST2,TEHRI,VALLURNTECL,ANTA_LF,KKNP,MAPS,NLCTS2EXP,UNCHAHAR3,ANTA_GF,AURY_RF,DADRI_LF,BRBCL,KGSU1AND2,KKNPPU2,NNTPP,RSTPSU7,SEWA2,URI,DADRT2,DULHASTI,KGSU3AND4,KOTESHWR,TANDA2,AURY_LF,JHAJJAR,KISHANGANGA,NLCIIST1,NTPL,PARBATI3,SALAL,SIMHST2,SINGRAULI_HYDRO,ANTA_RF,AURY_CRF,AURY_GF,CHAMERA2,CHAMERA3,FSTPP I & II,KHSTPP-II,NAPP,RAPPC,RIHAND1,RSTPSU1TO6,TALA,TelanganaSTPP,UNCHAHAR1,DADRI_CRF,DADRI_GF,CHAMERA1,NLCIIST2,RIHAND3,ANTA_CRF,DADRI_RF
20,04:45-05:00,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,21.3,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,3.85,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

21,05:00-05:15,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,44.7,0,0,0,118.76,418.77,0,15.3,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,3.85,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

22,05:15-05:30,1.1,0,0,138,3.85,21.19,0,4.57,0,44.92,0,68.09,0,0,0,118.76,418.77,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,3.85,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

23,05:30-05:45,6.52,0,0,138,11.53,21.19,0,4.57,9.13,44.92,0,91.48,0,0,0,118.76,418.77,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,3.85,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,1.6,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

24,05:45-06:00,6.52,0,0,138,3.85,21.19,0,4.57,18.27,44.92,0,116.95,0,0,0,118.76,418.77,0,45.68,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,16.48,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,3.73,1.27,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

25,06:00-06:15,6.52,0,0,138,3.85,21.19,0,4.57,27.4,44.92,0,116.95,0,0,0,118.76,418.77,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,32.96,0,8.87,0,0,654.31,0,0,0,3.82,12.78,0,0,0,70.37,0,8,9.68,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,12.64,0,124.32,42.84,0

26,06:15-06:30,13.04,0,0,138,3.85,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,418.77,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,5.27,1.66,683.14,49.43,0,19.72,0,0,654.31,0,0,0,16.55,13.95,0,0,0,70.37,0,39.51,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,28.05,0,124.32,42.84,0

27,06:30-06:45,13.04,0,0,138,3.85,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,418.77,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,1.66,683.14,49.43,0,19.72,0,0,654.31,0,0,0,16.55,69.72,0,0,0,70.37,0,39.51,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.1,0,124.32,42.84,0

28,06:45-07:00,13.04,0,0,138,3.85,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,418.77,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,1.66,683.14,49.43,0,19.72,0,0,654.31,0,0,0,16.55,69.72,0,0,0,70.37,0,39.51,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,42.1,0,124.32,42.84,0

29,07:00-07:15,13.04,0,0,138,3.85,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,418.77,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,10.54,1.66,683.14,49.43,0,19.72,0,0,654.31,0,0,0,16.55,69.72,0,0,0,70.37,0,39.51,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,28.05,0,124.32,42.84,0

30,07:15-07:30,13.04,0,0,138,3.85,21.19,0,4.57,36.55,44.92,0,140.34,0,0,0,118.76,418.77,0,62.24,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,5.27,1.66,683.14,49.43,0,19.72,0,0,654.31,0,0,0,16.55,69.72,0,0,0,70.37,0,39.51,29.06,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,12.64,0,124.32,42.84,0

31,07:30-07:45,6.52,0,0,138,3.85,21.19,0,4.57,27.4,44.92,0,116.95,0,0,0,118.76,418.77,0,46.31,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,32.96,0,8.87,0,0,654.31,0,0,0,16.55,13.95,0,0,0,70.37,0,4,1.91,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,12.64,0,124.32,42.84,0

32,07:45-08:00,6.52,0,0,138,3.85,21.19,0,4.57,18.27,44.92,0,93.56,0,0,0,118.76,418.77,0,30.87,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,16.48,0,8.87,0,0,654.31,0,0,0,3.56,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.84,0

33,08:00-08:15,1.1,0,0,138,3.85,21.19,0,4.57,9.13,44.92,0,70.17,0,0,0,118.76,418.77,0,15.56,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

34,08:15-08:30,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,68.84,0,0,0,118.76,418.77,0,14.74,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,3.31,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

35,08:30-08:45,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,20.83,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

36,08:45-09:00,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,20.83,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.63,0

37,09:00-09:15,0,0,0,138,10.25,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.42,0

38,09:15-09:30,0,0,0,138,10.25,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.42,0

39,09:30-09:45,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,12.78,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.42,0

40,09:45-10:00,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42.42,0

41,10:00-10:15,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

42,10:15-10:30,0,0,0,138,3.85,21.19,0,18.83,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,35.33,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

43,10:30-10:45,0,0,0,138,3.85,21.19,0,18.83,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,2.76,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

44,10:45-11:00,0,0,0,138,3.85,21.19,0,18.83,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

45,11:00-11:15,0,0,0,138,3.85,21.19,0,18.83,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

46,11:15-11:30,0,0,0,138,10.25,21.19,0,18.83,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

47,11:30-11:45,0,0,0,138,5.13,21.19,0,18.83,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

48,11:45-12:00,0,0,0,138,5.13,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,13.25,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,42,0

49,12:00-12:15,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,16.48,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

50,12:15-12:30,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,16.48,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

51,12:30-12:45,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

52,12:45-13:00,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

53,13:00-13:15,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

54,13:15-13:30,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

55,13:30-13:45,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

56,13:45-14:00,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,41.37,0

57,14:00-14:15,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

58,14:15-14:30,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

59,14:30-14:45,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

60,14:45-15:00,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,0.66,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

61,15:00-15:15,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

62,15:15-15:30,0,0,0,138,4.48,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,1.11,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

63,15:30-15:45,0,0,0,138,10.25,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,2.21,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

64,15:45-16:00,0,0,0,138,3.85,21.19,0,4.57,0,44.92,0,0,0,0,0,118.76,418.77,0,0,0,0,0,0,0,26.39,0,0,22.47,20,0,0,0,0,0,2.21,683.14,14.12,0,8.87,0,0,654.31,0,0,0,0,2.33,0,0,0,70.37,0,0,0,20.8,98.87,42.51,52.03,92,0,0,0,20.56,66.85,0,0,0,124.32,40.95,0

