Block,Time,BSIUL,KISHANGANGA,NLCEXP,SASAN,SEWA2,TEHRI,VALLURNTECL,ANTA_CRF,KKNP,MAPS,NJPC,NLCIIST1,RIHAND3,SIMHST1,AURY_LF,AURY_RF,CHAMERA3,NLCIIST2,NNTPP,RIHAND2,SALAL,TANDA2,TelanganaSTPP,URI,DADRT2,JHAJJAR,RAPPB,SINGRAULI_HYDRO,CHAMERA1,CHAMERA2,DULHASTI,KHSTPP-II,KOTESHWR,RIHAND1,RSTPSU7,SINGRAULI,UNCHAHAR2,ANTA_LF,ANTA_RF,NAPP,NLCTS2EXP,PARBATI3,SIMHST2,UNCHAHAR3,FSTPP I & II,KGSU1AND2,KGSU3AND4,KUDGI,RAMPUR,RSTPSU1TO6,TALA,TANAKPUR,ANTA_GF,DADRI_CRF,DADRI_GF,BRBCL,DHAULIGNGA,KHSTPP-I,KKNPPU2,KOLDAM,NTPL,RAPPC,TALST2,UNCHAHAR1,UNCHAHAR4,URI2,AURY_CRF,AURY_GF,DADRI_LF,DADRI_RF
9,02:00-02:15,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,79.38,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.92,0,0,0,20,1.32,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

10,02:15-02:30,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,13.95,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.92,0,0,0,20,1.32,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

11,02:30-02:45,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,1.32,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

12,02:45-03:00,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,1.32,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

13,03:00-03:15,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

14,03:15-03:30,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

15,03:30-03:45,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

16,03:45-04:00,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

17,04:00-04:15,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

18,04:15-04:30,0,0,0,418.77,0,14.93,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

19,04:30-04:45,0,0,0,418.77,0,14.93,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

20,04:45-05:00,0,0,0,418.77,0,14.93,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

21,05:00-05:15,0,0,0,418.77,0,14.93,0,0,0,0,37.88,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

22,05:15-05:30,0,0,0,418.77,0,14.93,0,0,0,0,56.82,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

23,05:30-05:45,1.1,0,0,418.77,0,15.56,0,0,0,0,92.61,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

24,05:45-06:00,2.2,0,0,418.77,0,15.25,0,0,0,0,116.95,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,11.85,4,49.43,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,2.55,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,18.23,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

25,06:00-06:15,6.52,0,0,418.77,0,31.13,0,0,0,0,140.34,0,124.32,0,0,70.16,19.36,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,14.05,12,49.43,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,6.36,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,27.48,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

26,06:15-06:30,19.56,0,0,418.77,5.27,31.13,0,0,0,0,140.34,0,124.32,0,0,70.16,29.06,0,0,118.76,13.95,0,0,1.11,341.57,654.31,0,0,14.05,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.68,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

27,06:30-06:45,19.56,0,0,418.77,10.54,31.13,0,0,0,0,140.34,0,124.32,0,0,70.16,29.06,0,0,118.76,79.38,0,0,35.33,341.57,654.31,0,0,14.05,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.68,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

28,06:45-07:00,19.56,0,0,418.77,10.54,31.13,0,0,0,0,140.34,0,124.32,0,0,70.16,29.06,0,0,118.76,79.38,0,0,35.33,341.57,654.31,0,0,14.05,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.68,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

29,07:00-07:15,19.56,0,0,418.77,10.54,31.13,0,0,0,0,140.34,0,124.32,0,0,70.16,29.06,0,0,118.76,79.38,0,0,1.11,341.57,654.31,0,0,11.85,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.68,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

30,07:15-07:30,19.56,0,0,418.77,5.27,31.13,0,0,0,0,140.34,0,124.32,0,0,70.16,29.06,0,0,118.76,79.38,0,0,1.11,341.57,654.31,0,0,0,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.68,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

31,07:30-07:45,6.52,0,0,418.77,0,14.93,0,0,0,0,113.64,0,124.32,0,0,70.16,19.36,0,0,118.76,13.95,0,0,1.11,341.57,654.31,0,0,0,26.34,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,27.48,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

32,07:45-08:00,6.52,0,0,418.77,0,0,0,0,0,0,85.42,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,5.09,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,18.23,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

33,08:00-08:15,1.1,0,0,418.77,0,0,0,0,0,0,73.96,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,2.55,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

34,08:15-08:30,0,0,0,418.77,0,0,0,0,0,0,41.67,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

35,08:30-08:45,0,0,0,418.77,0,0,0,0,0,0,23.39,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,35.33,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

36,08:45-09:00,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,35.33,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

37,09:00-09:15,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

38,09:15-09:30,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,9.68,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

39,09:30-09:45,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,66.85

40,09:45-10:00,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,66.85

41,10:00-10:15,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,66.85

42,10:15-10:30,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,66.85

43,10:30-10:45,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.16,0,0,0,118.76,12.78,0,0,35.33,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,66.85

44,10:45-11:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,12.78,0,0,35.33,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,66.85

45,11:00-11:15,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

46,11:15-11:30,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

47,11:30-11:45,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

48,11:45-12:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.48,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,66.85

49,12:00-12:15,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

50,12:15-12:30,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

51,12:30-12:45,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

52,12:45-13:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

53,13:00-13:15,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

54,13:15-13:30,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

55,13:30-13:45,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

56,13:45-14:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

57,14:00-14:15,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

58,14:15-14:30,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

59,14:30-14:45,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

60,14:45-15:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

61,15:00-15:15,0,0,0,418.77,0,0,0,0,0,0,20.83,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

62,15:15-15:30,0,0,0,418.77,0,0,0,0,0,0,46.78,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,1.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.76,0,0,0,20,0,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

63,15:30-15:45,0,0,0,418.77,0,0,0,0,0,0,46.78,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,0.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

