Block,Time,BRBCL,BSIUL,CHAMERA1,DHAULIGNGA,NAPP,NJPC,NLCIIST1,PARBATI2,TALA,TALST2,ANTA_RF,AURY_GF,FSTPP I & II,KUDGI,NLCTS2EXP,RAPPC,SINGRAULI,URI,AURY_RF,DADRI_RF,KGSU1AND2,NLCIIST2,RAMPUR,RSTPSU1TO6,RSTPSU7,SINGRAULI_HYDRO,TANDA2,VALLURNTECL,MAPS,NTPL,RAPPB,RAPPD,RIHAND1,TEHRI,UNCHAHAR4,ANTA_CRF,KHSTPP-I,KISHANGANGA,NLCEXP,NNTPP,SIMHST1,AURY_CRF,DADRI_LF,PARBATI3,RIHAND2,SALAL,TANAKPUR,UNCHAHAR2,UNCHAHAR3,URI2,AURY_LF,CHAMERA2,DADRT2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,SASAN,SEWA2,SIMHST2,ANTA_LF,DADRI_CRF,CHAMERA3,DULHASTI,JHAJJAR,KOTESHWR,RIHAND3,TelanganaSTPP,UNCHAHAR1,ANTA_GF,DADRI_GF
12,02:45-03:00,20,13.04,25.28,10.95,0,82.99,0,28.56,18.82,0,51.83,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,32.78,8.63,0,0,0,0,0,23.02,94.58,84.24,2.44,45,27.68,38.1,0,48.81,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

13,03:00-03:15,20,13.04,25.28,10.95,0,82.99,0,22.54,18.82,0,52.22,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,32.78,8.63,0,0,0,0,0,23.02,94.58,82.5,2.44,45,27.68,38.1,0,48.81,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

14,03:15-03:30,20,13.04,25.28,10.95,0,82.99,0,22.54,18.82,0,52.22,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,32.78,8.63,0,0,0,0,0,23.02,94.58,82.5,2.44,45,27.68,38.1,0,48.81,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

15,03:30-03:45,20,13.04,25.28,10.95,0,82.99,0,22.54,18.82,0,52.22,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,32.78,8.63,0,0,0,0,0,23.02,94.58,81.92,2.44,45,27.68,38.1,0,48.81,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

16,03:45-04:00,20,13.04,25.28,10.95,0,82.99,0,22.54,18.82,0,52.22,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,32.78,8.63,0,0,0,0,0,23.02,94.58,81.92,2.44,45,27.68,38.1,0,48.81,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

17,04:00-04:15,20,13.04,25.28,10.95,0,82.99,0,22.54,18.82,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,33.99,8.63,0,0,0,0,0,21.48,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

18,04:15-04:30,20,13.04,25.28,10.95,0,82.99,0,22.54,18.82,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.3,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,33.99,8.63,0,0,0,0,0,21.48,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

19,04:30-04:45,20,13.04,25.28,10.95,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,35.2,8.63,0,0,0,0,0,21.48,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

20,04:45-05:00,20,13.04,25.28,10.95,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,35.2,8.63,0,0,0,0,0,21.48,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

21,05:00-05:15,20,13.04,12.64,21.88,0,97.44,0,22.54,13.58,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,36.42,8.63,0,0,0,0,0,21.48,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

22,05:15-05:30,20,13.04,12.64,21.88,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,36.42,8.63,0,0,0,0,0,21.48,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

23,05:30-05:45,20,13.04,12.64,21.88,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,37.63,8.63,0,0,0,0,0,23.02,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

24,05:45-06:00,20,13.04,12.64,21.88,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,62.23,29.13,3.2,0,37.63,8.63,0,0,0,0,0,23.02,94.58,79.38,2.44,45,27.68,38.1,0,32.53,573.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,90.79,0,21.64,0,0

25,06:00-06:15,20,13.04,12.64,21.88,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,38.84,8.63,0,0,0,0,0,23.02,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

26,06:15-06:30,20,13.04,0,21.88,0,97.44,0,22.54,11.47,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,38.84,8.63,0,0,0,0,0,23.02,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

27,06:30-06:45,20,13.04,0,21.88,0,97.44,0,17.28,10.29,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,41.27,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

28,06:45-07:00,20,13.04,0,21.88,0,97.44,0,17.28,10.29,0,52.22,0,20.8,0,0,68.56,150.34,52.99,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,41.27,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

29,07:00-07:15,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.83,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,43.71,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

30,07:15-07:30,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.83,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,43.71,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

31,07:30-07:45,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.83,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

32,07:45-08:00,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.83,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

33,08:00-08:15,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.17,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

34,08:15-08:30,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.17,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

35,08:30-08:45,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.17,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

36,08:45-09:00,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.17,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,4.79,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

37,09:00-09:15,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.17,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,0,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

38,09:15-09:30,20,6.52,0,21.88,0,97.44,0,17.28,10.29,0,51.17,0,20.8,0,0,68.56,150.34,51.89,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,18.41,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,0,414,0,0,0,0,23.33,58.69,447.11,20.85,130.79,0,21.64,0,0

39,09:30-09:45,20,6.52,0,21.88,0,97.44,0,13.52,10.29,0,51.17,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

40,09:45-10:00,20,6.52,0,21.88,0,97.44,0,13.52,10.29,0,51.17,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,79.38,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

41,10:00-10:15,20,6.52,0,10.95,0,97.44,0,13.52,10.29,0,51.17,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,82.5,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

42,10:15-10:30,20,6.52,0,10.95,0,97.44,0,13.52,10.29,0,51.17,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,3.87,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,82.5,4.48,45,27.68,38.1,0,32.53,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

43,10:30-10:45,20,6.52,0,10.95,0,134.41,0,13.52,10.29,0,51.17,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,29.13,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,82.5,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

44,10:45-11:00,20,6.52,0,10.95,0,134.41,0,13.52,10.29,0,51.17,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,11.48,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,82.5,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

45,11:00-11:15,20,6.52,0,0,0,134.41,0,13.52,10.29,0,50.51,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,53.45,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,14.25,130.79,0,21.64,0,0

46,11:15-11:30,20,6.52,0,0,0,134.41,0,13.52,10.29,0,50.51,0,20.8,0,0,68.56,150.34,13.25,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,16.88,124.58,53.45,4.48,45,27.68,25.71,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,0,130.79,0,21.64,0,0

47,11:30-11:45,20,6.52,0,0,0,134.41,0,7.52,10.29,0,50.51,0,20.8,0,0,68.56,150.34,13.25,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,53.45,4.48,45,27.68,25.71,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,0,130.79,0,21.64,0,0

48,11:45-12:00,20,6.52,0,0,0,134.41,0,7.52,10.29,0,50.51,0,20.8,0,0,68.56,150.34,13.25,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,53.45,4.48,45,27.68,25.71,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,0,130.79,0,21.64,0,0

49,12:00-12:15,20,6.52,0,0,0,134.41,0,7.52,10.29,0,49.86,0,20.8,0,0,68.56,150.34,13.25,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,80.18,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,0,130.79,0,21.64,0,0

50,12:15-12:30,20,6.52,0,0,0,134.41,0,7.52,10.29,0,49.86,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,80.18,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,0,130.79,0,21.64,0,0

51,12:30-12:45,20,6.52,0,0,0,134.41,0,7.52,10.29,0,49.86,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,80.18,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,0,130.79,0,21.64,0,0

52,12:45-13:00,20,6.52,0,0,0,134.41,0,7.52,10.29,0,49.86,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,80.18,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

53,13:00-13:15,20,6.52,0,0,0,134.41,0,13.52,9.7,0,49.86,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,80.18,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

54,13:15-13:30,20,6.52,0,0,0,134.41,0,13.52,9.7,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,0,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,80.18,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

55,13:30-13:45,20,6.52,0,0,0,134.41,0,13.52,9.7,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,9.71,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,81.34,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

56,13:45-14:00,20,6.52,0,0,0,134.41,0,13.52,9.7,0,49.2,0,20.8,0,0,68.56,150.34,52.44,80.77,101.83,0,0,5.34,0,0,1.18,5.7,0,0,0,0,26.56,97.23,19.74,3.2,0,45.83,8.63,0,0,0,0,0,4.29,124.58,81.34,4.48,45,27.68,38.1,0,16.27,688.92,0,148.3,0,0,0,414,0,0,0,0,11.67,58.69,447.11,20.85,130.79,0,21.64,0,0

