Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,L_NR_2019_19,NR/01102023/23072042/L_NR_2012_04,NR/01122023/15122023/HP-15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/08122023/15122023/HP-19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12
6,01:15-01:30,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,20,0,48.06,71.520000,30.760000,6.67,0,6.66,0,0,0,24.030000,25.950000,0,5.01,6,0,131.700000,13.33,0,0,0.000000,127.830000,0,0

7,01:30-01:45,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,20,0,48.06,71.520000,30.760000,6.67,0,6.66,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

8,01:45-02:00,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,20,0,48.06,71.520000,30.760000,6.67,0,6.66,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

9,02:00-02:15,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

10,02:15-02:30,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

11,02:30-02:45,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

12,02:45-03:00,1.370000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

13,03:00-03:15,1.300000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

14,03:15-03:30,1.300000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

15,03:30-03:45,1.300000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

16,03:45-04:00,1.300000,1.760000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

17,04:00-04:15,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,5.01,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

18,04:15-04:30,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

19,04:30-04:45,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,109.590000,13.33,0,0,0.000000,127.830000,0,0

20,04:45-05:00,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,71.520000,30.760000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,149.000000,13.33,0,0,0.000000,127.830000,0,0

21,05:00-05:15,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,67.290000,48.060000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,169.410000,13.33,0,0,0.000000,127.830000,0,0

22,05:15-05:30,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,148.690000,57.250000,13.33,0,0,48.060000,15,0,48.06,67.290000,54.430000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,198.250000,13.33,0,0,0.000000,127.830000,0,0

23,05:30-05:45,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,192.260000,57.250000,13.33,0,0,48.060000,15,0,48.06,67.290000,54.430000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,222.280000,13.33,0,0,0.000000,127.830000,0,0

24,05:45-06:00,1.300000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,192.260000,57.250000,13.33,0,0,48.060000,15,0,48.06,86.520000,54.430000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,222.280000,13.33,0,0,0.000000,127.830000,0,0

25,06:00-06:15,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,230.710000,0.000000,13.33,0,0,48.060000,15,0,48.06,86.520000,54.430000,5,0,5,0,0,0,24.030000,25.950000,0,4,6,0,222.280000,13.33,0,0,0.000000,231.380000,0,0

26,06:15-06:30,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,270.370000,0.000000,13.33,0,0,48.060000,15,0,48.06,86.520000,54.430000,5,2.04,5,0,0,0,24.030000,25.950000,1.03,4,6,0,237.660000,13.33,0,0,0.000000,231.380000,0,0

27,06:30-06:45,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0,270.370000,0.000000,13.33,1,0,62.480000,15,0,48.06,86.520000,62.120000,5,5.85,5,0,0,0,24.030000,25.950000,4.19,4,6,0,257.540000,13.33,0,0,0.000000,231.380000,0,0

28,06:45-07:00,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,0.136234,270.370000,0.000000,13.33,4,0,91.320000,15,0,48.06,86.520000,72.690000,5,13.04,5,0,0,0,23.070000,25.950000,13.8,4,6,0,257.540000,13.33,0,0,0.000000,231.380000,0,0

29,07:00-07:15,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.000000,0.000000,2.685756,270.370000,0.000000,13.33,10,0,100.690000,15,0,48.06,86.520000,85.100000,5,22.31,5,0,0,0,23.070000,25.950000,23.83,4,6,0,257.540000,13.33,0,0,0.000000,231.380000,0,0

30,07:15-07:30,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.120000,0.120000,7.560987,270.370000,0.000000,13.33,20,0,100.690000,15,1,48.06,117.280000,85.100000,5,30.54,5,0,2,0,22.110000,25.950000,25.74,4,6,0,257.540000,13.33,1,0,0.120000,231.380000,0,0

31,07:30-07:45,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,0.450000,0.440000,12.737879,270.370000,0.000000,13.33,27.92,0,100.690000,10,3,48.06,117.280000,85.100000,3.33,27.92,3.34,1,6,1,22.110000,25.950000,27.91,4,6,1.35,257.540000,13.33,3,0,0.440000,231.380000,0.33,6.78

32,07:45:08:00,1.220000,1.710000,96.130000,1.240000,25.950000,0.000000,1.090000,1.060000,19.131146,270.370000,0.000000,13.33,27.92,0,100.690000,10,7,48.06,117.280000,85.100000,3.33,27.92,3.34,4,21,3,22.110000,25.950000,27.91,4,6,3.64,257.540000,13.33,9,0,1.060000,231.380000,1,18.19

33,08:00-08:15,1.220000,1.710000,96.130000,0.770000,25.950000,0.000000,2.040000,1.990000,26.66294,270.370000,0.000000,13.33,28.08,0,100.690000,10,15,48.06,117.280000,85.100000,3.33,28.08,3.34,6,32,7,22.110000,25.950000,28.09,4,6,6.91,257.540000,13.33,13,0,1.990000,231.380000,6.14,34.57

34,08:15-08:30,1.220000,1.710000,96.130000,0.770000,25.950000,0.000000,3.270000,3.190000,34.924559,270.370000,0.000000,13.33,28.25,0,100.690000,10,22,48.06,117.280000,85.100000,3.33,28.25,3.34,10,46,11,22.110000,25.950000,28.25,4,6,11.59,257.540000,13.33,19,0,3.190000,231.380000,14.53,57.97

35,08:30-08:45,1.220000,1.710000,96.130000,1.090000,25.950000,0.000000,4.750000,4.620000,43.478108,270.370000,0.000000,13.33,30.18,0,100.690000,10,29,48.06,117.280000,85.100000,3.33,30.18,3.34,17.37,60,15,22.110000,25.950000,30.19,4,6,15.9,257.540000,13.33,25,0,4.620000,231.380000,22.85,79.51

36,08:45:09:00,1.220000,1.710000,96.130000,1.090000,25.950000,0.000000,6.320000,6.160000,51.992733,270.370000,0.000000,13.33,30.38,0,100.690000,10,38,48.06,117.280000,85.100000,3.33,30.38,3.34,21.27,77,19,22.110000,25.950000,30.39,4,6,20.05,257.540000,13.33,33,0,6.160000,231.380000,29.72,100.24

37,09:00:09:15,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,7.850000,7.660000,55.379121,270.370000,0.000000,13.33,30.38,0,100.690000,10,45,48.06,117.280000,85.100000,3.33,30.38,3.34,24.42,91,23,20.190000,25.950000,30.39,5.01,6,24.28,257.540000,13.33,39,0,7.660000,231.380000,37.17,121.41

38,09:15-09:30,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,9.210000,8.980000,62.901184,270.370000,0.000000,13.33,30.48,0,100.690000,10,51,48.06,117.280000,85.100000,3.33,30.48,3.34,27.54,105,26,20.190000,25.950000,30.49,5.01,6,28.34,257.540000,13.33,45,0,8.980000,231.380000,45.36,141.73

39,09:30-09:45,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,10.410000,10.160000,70.102124,270.370000,0.000000,13.33,30.48,0,100.690000,10,61,48.06,117.280000,85.100000,3.33,30.48,3.34,30.63,119,31,21.150000,25.950000,30.49,5.01,6,31.9,257.540000,13.33,51,0,10.160000,231.380000,52.56,159.51

40,09:45-10:00,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,11.500000,11.210000,77.020865,270.370000,0.000000,13.33,30.48,0,100.690000,10,67,48.06,117.280000,85.100000,3.33,30.48,3.34,32.94,133,34,21.150000,25.950000,30.49,5.71,6,35.32,257.540000,13.33,57,0,11.210000,231.380000,58.43,176.62

41,10:00-10:15,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,12.450000,12.150000,84.085571,270.370000,0.000000,13.33,30.48,0,76.900000,10,75,48.06,117.280000,72.690000,3.33,30.48,3.34,35.53,147,38,22.110000,25.950000,30.49,5.01,6,38.43,257.540000,13.33,63,0,12.150000,231.380000,64.11,192.15

42,10:15-10:30,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,13.300000,12.980000,91.121084,270.370000,0.000000,13.33,30.48,0,76.900000,10,81,48.06,117.280000,72.690000,3.33,30.48,3.34,37.74,158,40,22.110000,25.950000,30.49,5.01,6,41.17,257.540000,13.33,67,0,12.980000,231.380000,69.2,205.83

43,10:30-10:45,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,14.040000,13.690000,88.668872,270.370000,0.000000,13.33,30.48,0,67.290000,10,83,48.06,117.280000,72.690000,3.33,30.48,3.34,39.93,168,42,23.070000,25.950000,30.49,5.01,6,43.37,257.540000,13.33,72,0,13.690000,231.380000,74.09,216.83

44,10:45-11:00,1.300000,1.710000,96.130000,1.090000,25.950000,0.000000,14.650000,14.300000,95.120525,270.370000,0.000000,13.33,30.48,0,52.870000,10,85,48.06,117.280000,72.690000,3.33,30.48,3.34,40.88,175,43,23.070000,25.950000,30.49,5.01,6,45.46,257.540000,13.33,75,0,14.300000,231.380000,78.34,227.33

45,11:00-11:15,1.370000,1.710000,96.130000,1.090000,25.950000,0.000000,15.170000,14.790000,100.433651,270.370000,0.000000,12,30.48,0,81.710000,10,88,48.06,117.280000,72.690000,3.33,30.48,3.34,42.49,182,44,23.070000,25.950000,30.49,5.01,6,46.67,257.540000,12,78,0,14.790000,231.380000,81.64,233.33

46,11:15-11:30,1.370000,1.710000,96.130000,1.090000,25.950000,0.000000,15.590000,15.200000,103.82977,270.370000,0.000000,12,30.15,0,86.520000,10,90,48.06,117.280000,72.690000,3.33,30.15,3.34,43.64,186,45,23.070000,25.950000,30.15,5.01,6,46.67,257.540000,12,79,0,15.200000,231.380000,84.54,233.33

47,11:30-11:45,1.370000,1.710000,96.130000,1.090000,25.950000,0.000000,15.930000,15.550000,106.087362,270.370000,0.000000,12,30.15,0,100.690000,10,90,48.06,117.280000,72.690000,3.33,30.15,3.34,44,189,45,23.070000,25.950000,30.15,5.01,6,46.67,257.540000,12,81,0,15.550000,231.380000,86.31,233.33

48,11:45-12:00,1.370000,1.710000,96.130000,1.090000,25.950000,0.000000,16.160000,15.770000,107.877866,270.370000,0.000000,12,30.15,0,100.690000,10,90,48.06,117.280000,72.690000,3.33,30.15,3.34,45,189,45,23.070000,25.950000,30.15,5.01,6,46.67,257.540000,12,81,0,15.770000,231.380000,88.73,233.33

49,12:00-12:15,1.370000,1.760000,96.130000,1.160000,25.950000,0.000000,16.260000,15.870000,116.937427,270.370000,0.000000,12,30.15,0,100.690000,10,90,48.06,96.130000,72.690000,3.33,30.15,3.34,45,189,45,22.110000,25.950000,30.15,6.01,6,46.67,257.540000,12,81,0,15.870000,231.380000,88.71,233.33

50,12:15-12:30,1.370000,1.760000,96.130000,1.160000,25.950000,0.000000,16.240000,15.840000,115.857286,270.370000,0.000000,12,30.15,0,86.520000,10,90,48.06,67.290000,72.690000,3.33,30.15,3.34,45,189,45,22.110000,25.950000,30.15,6.01,6,46.67,257.540000,12,81,0,15.840000,231.380000,90.41,233.33

51,12:30-12:45,1.370000,1.760000,96.130000,1.160000,25.950000,0.000000,16.270000,15.880000,113.735928,270.370000,0.000000,12,30.15,0,86.520000,11.73,90,48.06,67.290000,72.690000,3.91,30.15,3.91,45,189,45,22.110000,25.950000,30.15,6.01,3.34,46.67,247.280000,12,81,0,15.880000,231.380000,90.7,233.33

52,12:45-13:00,1.370000,1.760000,96.130000,1.160000,25.950000,0.000000,16.300000,15.910000,110.291154,270.370000,0.000000,12,30.15,0,86.520000,14.6,90,48.06,67.290000,62.120000,4.87,30.15,4.87,45,189,45,22.110000,25.950000,30.15,6.46,3.34,46.67,232.860000,12,81,0,15.910000,231.380000,89.16,233.33

53,13:00-13:15,1.450000,1.760000,96.130000,1.160000,25.950000,0.000000,16.220000,15.810000,106.389023,230.710000,0.000000,7,30.15,0,76.900000,16.1,88,48.06,67.290000,54.430000,5.37,30.15,5.37,45,186,44,22.110000,25.950000,30.15,6.61,3.34,46.67,203.060000,7,79,0,15.810000,231.380000,88.06,233.33

54,13:15-13:30,1.450000,1.760000,96.130000,1.160000,25.950000,0.000000,16.040000,15.650000,101.834915,192.260000,0.000000,7,30.15,0,76.900000,16.96,85,48.06,67.290000,54.430000,5.65,30.15,5.66,43.67,182,42,22.110000,25.950000,30.15,7.01,3.34,46.67,222.280000,7,78,0,15.650000,231.380000,86.58,233.33

55,13:30-13:45,1.450000,1.760000,96.130000,1.160000,25.950000,0.000000,15.750000,15.370000,87.724965,192.260000,0.000000,7,30.15,0,48.060000,17.2,81,48.06,67.290000,54.430000,5.73,30.15,5.74,43.02,179,41,22.110000,25.950000,30.15,7.01,3.34,46.67,230.930000,7,76,0,15.370000,231.380000,83.67,233.33

56,13:45-14:00,1.450000,1.760000,96.130000,1.160000,25.950000,0.000000,15.380000,15.000000,82.431301,230.710000,0.000000,7,30.15,0,46.200000,18.35,78,48.06,67.290000,54.430000,6.12,30.15,6.11,41.5,172,39,22.110000,25.950000,30.15,7.01,3.34,46.67,230.930000,7,73,0,15.000000,231.380000,81.52,233.33

57,14:00-14:15,1.530000,1.760000,96.130000,1.240000,25.950000,0.000000,14.750000,14.390000,76.115882,230.710000,0.000000,7,30.15,0,46.200000,18.14,75,48.06,67.290000,54.430000,6.05,30.15,6.03,39.95,165,37,21.150000,25.950000,30.15,7.01,3.34,45.08,230.930000,7,70,0,14.390000,231.380000,79.55,225.43

58,14:15-14:30,1.530000,1.760000,96.130000,1.240000,25.950000,0.000000,14.070000,13.720000,68.486778,230.710000,0.000000,7,30.15,0,46.200000,17.58,69,48.06,67.290000,54.430000,5.86,30.15,5.86,37.98,158,35,21.150000,25.950000,30.15,7.01,3.34,43.27,257.540000,7,67,0,13.720000,231.380000,75.77,216.35

59,14:30-14:45,1.530000,1.760000,96.130000,1.240000,25.950000,0.000000,13.190000,12.860000,60.809019,270.370000,0.000000,7,30.15,0,46.200000,17.16,66,48.06,67.290000,54.430000,5.72,30.15,5.72,36.1,151,33,21.150000,25.950000,30.15,7.01,3.34,41,257.540000,7,64,0,12.860000,231.380000,71,204.99

60,14:45-15:00,1.530000,1.760000,96.130000,1.240000,25.950000,0.000000,12.300000,12.000000,53.481576,270.370000,0.000000,7,30.15,0,46.200000,17.07,63,48.06,67.290000,54.430000,5.69,30.15,5.68,33.89,140,32,21.150000,25.950000,30.15,7.01,3.34,38.81,257.540000,7,60,0,12.000000,231.380000,65.82,194.04

61,15:00-15:15,1.530000,1.760000,96.130000,1.390000,25.950000,0.000000,11.290000,11.010000,52.771213,270.370000,0.000000,7,30.35,0,67.290000,17,58,48.06,67.290000,62.120000,5.66,30.35,5.67,31.8,126,29,21.150000,25.950000,30.35,7.01,3.34,35.94,257.540000,7,54,0,11.010000,231.380000,61.02,179.68

62,15:15-15:30,1.530000,1.760000,96.130000,1.390000,25.950000,0.000000,10.310000,10.060000,46.300098,270.370000,0.000000,7,30.68,0,67.290000,16.94,51,48.06,67.290000,72.690000,5.65,30.68,5.65,28.82,112,26,21.150000,25.950000,30.69,7.01,3.34,32.91,257.540000,7,48,0,10.060000,231.380000,55.78,164.56

63,15:30-15:45,1.530000,1.760000,96.130000,1.390000,25.950000,0.000000,9.220000,8.990000,39.99441,270.370000,0.000000,7,30.68,0,67.290000,16.21,43,48.06,67.290000,72.690000,5.4,30.68,5.41,25.71,97,22,22.110000,25.950000,30.69,7.01,4.66,29.76,257.540000,7,41,0,8.990000,231.380000,49.79,148.78

64,15:45-16:00,1.530000,1.760000,96.130000,1.390000,25.950000,0.000000,8.010000,7.820000,32.881049,270.370000,0.000000,7,30.68,0,86.520000,16.14,37,48.06,67.290000,72.690000,5.38,30.68,5.38,22.35,83,18,22.110000,25.950000,30.69,7.01,4.66,26.35,257.540000,7,35,0,7.820000,231.380000,42.79,131.78

65,16:00-16:15,1.610000,1.810000,96.130000,1.390000,23.340000,0.000000,6.690000,6.520000,24.52212,270.370000,0.000000,8.33,24,0,100.690000,10,29,48.06,67.290000,72.690000,3.33,33,3.34,17.81,67,14,23.070000,23.340000,33,4.41,4.66,22.55,257.540000,8.33,28,0,6.520000,231.380000,35.14,112.77

66,16:15-16:30,1.610000,1.810000,96.130000,1.390000,23.340000,0.000000,5.110000,4.990000,17.262794,270.370000,0.000000,8.33,10,0,100.690000,10,21,48.06,96.130000,72.690000,3.33,32.89,3.34,12.3,53,11,23.070000,23.340000,30.36,4.41,4.66,18.67,257.540000,8.33,22,0,4.990000,231.380000,27.07,93.35

67,16:30-16:45,1.610000,1.810000,96.130000,1.390000,23.340000,0.000000,3.500000,3.420000,11.755048,270.370000,0.000000,8.33,2,0,100.690000,10,13,48.06,106.700000,85.100000,3.33,20.87,3.34,9,39,7,24.030000,23.340000,14.78,4.41,4.66,14.76,257.540000,8.33,16,0,3.420000,231.380000,18.44,73.83

68,16:45-17:00,1.610000,1.810000,96.130000,1.390000,23.340000,0.000000,2.060000,2.020000,6.578156,270.370000,0.000000,8.33,0,0,100.690000,10,10,48.06,106.700000,85.100000,3.33,10.97,3.34,6,20,5,24.030000,23.340000,6.85,4.41,4.66,10.25,257.540000,8.33,9,0,2.020000,231.380000,9.79,51.24

69,17:00-17:15,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,1.040000,1.010000,3.143113,270.370000,0.000000,8.33,0,0,100.690000,10,7,48.06,106.700000,85.100000,3.33,4.08,3.34,3,11,3,24.030000,30.760000,4.6,4.41,4.66,6.03,257.540000,8.33,5,0,1.010000,231.380000,1.77,30.18

70,17:15-17:30,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.400000,0.390000,0.632515,270.370000,0.000000,8.33,0,0,100.690000,10,3,48.06,106.700000,85.100000,3.33,0.58,3.34,1,5,1,24.030000,30.760000,0.92,4.41,4.66,2.97,257.540000,8.33,2,0,0.390000,231.380000,0.33,14.85

71,17:30-17:45,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.110000,0.110000,0,270.370000,0.000000,8.33,0,0,100.690000,10,1,48.06,103.820000,85.100000,3.33,0,3.34,0,1,1,24.990000,29.800000,0,4.41,4.66,1,257.540000,8.33,0,0,0.110000,231.380000,0,5.03

72,17:45-18:00,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.090000,0.090000,0,270.370000,0.000000,8.33,0,0,100.690000,10,0,48.06,103.820000,85.100000,3.33,0,3.34,0,1,0,24.990000,29.800000,0,4.41,4.66,0.11,257.540000,8.33,0,0,0.090000,231.380000,0,0.58

73,18:00-18:15,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.000000,0.000000,0,270.370000,0.000000,11.67,0,0,100.690000,14.39,0,48.06,103.820000,85.100000,4.8,0,4.78,0,1,0,24.990000,30.280000,0,7.11,7.83,0,257.540000,11.67,0,0,0.000000,127.830000,0,0

74,18:15-18:30,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.000000,0.000000,0,270.370000,0.000000,11.67,0,0,100.690000,14.33,0,48.06,103.820000,85.100000,4.78,0,4.77,0,1,0,24.990000,30.280000,0,7.5,7.53,0,257.540000,11.67,0,0,0.000000,127.830000,0,0

