Block,Time,NNTPP,SINGRAULI_HYDRO,TALST2,TANAKPUR,UNCHAHAR1,AURY_LF,DADRI_GF,CHAMERA3,KGSU1AND2,KISHANGANGA,KUDGI,NJPC,SALAL,SINGRAULI,TEHRI,UNCHAHAR3,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,RIHAND2,SIMHST2,URI2,ANTA_RF,AURY_CRF,BSIUL,DULHASTI,JHAJJAR,RSTPSU1TO6,TelanganaSTPP,ANTA_CRF,DADRT2,DHAULIGNGA,KOLDAM,NLCIIST1,RIHAND3,SIMHST1,UNCHAHAR2,URI,VALLURNTECL,AURY_RF,DADRI_LF,NLCEXP,NLCTS2EXP,PARBATI3,RAPPC,RSTPSU7,TANDA2,BRBCL,CHAMERA1,CHAMERA2,RAPPB,SEWA2,TALA,UNCHAHAR4,ANTA_GF,ANTA_LF,DADRI_CRF,DADRI_RF,FSTPP I & II,KKNPPU2,KOTESHWR,MAPS,NAPP,NLCIIST2,NTPL,RAMPUR,RIHAND1,SASAN,AURY_GF
10,02:15-02:30,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,44.83,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

11,02:30-02:45,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,44.83,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

12,02:45-03:00,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

13,03:00-03:15,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

14,03:15-03:30,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

15,03:30-03:45,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

16,03:45-04:00,0,0,0,2.05,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

17,04:00-04:15,0,0,0,2.82,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

18,04:15-04:30,0,0,0,2.82,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.05,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

19,04:30-04:45,0,0,0,2.82,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

20,04:45-05:00,0,0,0,2.82,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

21,05:00-05:15,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

22,05:15-05:30,0,0,0,0,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

23,05:30-05:45,0,0,0,0,10.27,0,0,0,0,0,0,23.39,1.4,125.96,0,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

24,05:45-06:00,0,0,0,0,10.27,0,0,0,0,0,0,23.39,1.4,125.96,14.93,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

25,06:00-06:15,0,0,0,0,10.27,0,0,0,0,0,0,46.79,1.4,125.96,14.93,26.39,0,33.69,148.3,0,118.75,0,4.31,45.25,0,0,16.48,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,3.33,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

26,06:15-06:30,0,0,0,0,10.27,0,0,0,0,0,0,70.17,1.4,125.96,29.86,26.39,0,33.69,148.3,0,118.75,0,4.31,45.47,0,0,16.48,654.3,0,0,0,683.14,7.92,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,0,3.33,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

27,06:30-06:45,0,0,0,0,10.27,0,0,9.67,0,0,0,93.56,1.4,125.96,44.79,26.39,0,33.69,148.3,0,118.75,0,4.31,45.47,0,2.2,32.95,654.3,0,0,0,683.14,15.85,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,12.01,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

28,06:45-07:00,0,0,0,0,10.27,0,0,19.38,0,0,0,116.96,1.4,125.96,62.24,26.39,0,33.69,148.3,0,118.75,0,4.31,45.47,0,13.04,32.95,654.3,0,0,0,683.14,23.77,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,12.25,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

29,07:00-07:15,0,0,0,0,10.27,0,0,19.38,0,0,0,116.96,1.4,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,4.31,45.47,0,13.04,32.95,634.3,0,0,0,682.79,36.55,0,0,124.32,0,42.39,1.11,0,56.04,23.57,0,0,0,53.93,0,0,20,28.1,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

30,07:15-07:30,0,0,0,0,10.27,0,0,19.38,0,0,0,116.96,9.29,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,4.31,45.47,0,13.04,32.95,634.3,0,0,0,682.79,36.55,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,28.1,26.34,0,7.9,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

31,07:30-07:45,0,0,0,0,10.27,0,0,19.38,0,0,0,116.96,41.83,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,8.88,45.47,0,13.04,32.95,594.3,0,0,0,682.79,36.55,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,28.1,26.34,0,8.19,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

32,07:45-08:00,0,0,0,0,10.27,0,0,19.38,0,0,0,116.96,41.83,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,8.88,45.47,0,13.04,32.95,594.3,0,0,0,682.79,29.59,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,28.1,26.34,0,8.19,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

33,08:00-08:15,0,0,0,1.28,10.27,0,0,19.38,0,0,0,93.56,41.83,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,8.88,45.47,0,13.04,32.95,554.3,0,0,0,682.79,23.77,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,28.1,26.34,0,8.19,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

34,08:15-08:30,0,0,0,1.28,10.27,0,0,19.38,0,0,0,93.56,41.83,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,8.88,45.47,0,13.04,32.95,554.3,0,0,0,682.79,15.85,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,28.1,26.34,0,8.19,0,0,0,0,0,69.05,20.8,0,9.86,0,44.21,0,0,0,92,418.77,0

35,08:30-08:45,0,0,0,5.76,10.27,0,0,9.67,0,0,0,70.17,41.83,125.96,62.24,26.39,0,33.08,148.3,0,118.75,0,8.88,45.25,0,2.2,16.48,554.3,0,0,0,682.79,7.92,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,12.01,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

36,08:45-09:00,0,0,0,5.76,10.27,0,0,9.67,0,0,0,70.17,41.83,125.96,44.79,26.39,0,33.08,148.3,0,118.75,0,8.88,45.05,0,0,16.48,554.3,0,0,0,682.79,0,0,0,124.32,0,42.39,2.21,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

37,09:00-09:15,0,0,0,5.76,10.27,0,0,9.67,0,0,0,46.79,9.29,125.96,44.79,26.39,0,33.08,148.3,0,118.75,0,4.31,44.83,0,0,16.48,524.3,0,0,0,682.79,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

38,09:15-09:30,0,0,0,5.76,10.27,0,0,9.67,0,0,0,46.79,1.4,125.96,31.12,26.39,0,33.08,148.3,0,118.75,0,4.31,44.83,0,0,16.48,524.3,0,0,0,682.79,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

39,09:30-09:45,0,0,0,5.76,10.27,0,0,9.67,0,0,0,46.79,1.4,125.96,31.12,26.39,0,33.38,148.3,0,118.75,0,4.31,44.63,0,0,0,524.3,0,0,0,682.79,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,0,13.17,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

40,09:45-10:00,0,0,0,5.76,10.27,0,0,0,0,0,0,46.79,1.4,125.96,14.93,26.39,0,33.38,148.3,0,118.75,0,4.31,44.41,0,0,0,524.3,0,0,0,682.79,0,0,0,124.32,0,42.39,6.63,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

41,10:00-10:15,0,0,0,0.51,10.27,0,0,0,0,0,0,23.39,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.31,0,0,0,494.3,0,0,0,682.79,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

42,10:15-10:30,0,0,0,0.51,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.31,0,0,0,494.3,0,0,0,682.78,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

43,10:30-10:45,0,0,0,0.51,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,44.1,0,0,0,654.3,0,0,0,682.78,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

44,10:45-11:00,0,0,0,0.51,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.89,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

45,11:00-11:15,0,0,0,0.51,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.68,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,26.49,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

46,11:15-11:30,0,0,0,0.51,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.68,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,3.31,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

47,11:30-11:45,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.47,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

48,11:45-12:00,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.47,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

49,12:00-12:15,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.36,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

50,12:15-12:30,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.16,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

51,12:30-12:45,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,43.16,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

52,12:45-13:00,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,654.3,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

53,13:00-13:15,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

54,13:15-13:30,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

55,13:30-13:45,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

56,13:45-14:00,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.74,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

57,14:00-14:15,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

58,14:15-14:30,0,0,0,1.15,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

59,14:30-14:45,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

60,14:45-15:00,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

61,15:00-15:15,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

62,15:15-15:30,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,0,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,418.77,0

63,15:30-15:45,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,15.06,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

64,15:45-16:00,0,0,0,0.77,10.27,0,0,0,0,0,0,0,1.4,125.96,15.56,26.39,0,33.38,148.3,0,118.75,0,4.31,42.94,0,0,0,549.78,0,0,0,683.14,0,0,0,124.32,0,42.39,1.66,0,56.04,23.57,0,0,0,53.93,0,0,20,0,0,0,0,0,0,0,0,0,69.05,20.8,0,8.88,0,44.21,0,0,0,92,399.38,0

