Block,Time,DADRT2,KHSTPP-II,KOLDAM,PARBATI3,RAMPUR,RAPPB,RSTPSU7,SIMHST1,TALST2,ANTA_GF,BSIUL,CHAMERA2,JHAJJAR,KGSU1AND2,NLCIIST2,SIMHST2,TEHRI,DULHASTI,SEWA2,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR3,URI,ANTA_CRF,KUDGI,NLCEXP,NTPL,RIHAND1,RSTPSU1TO6,TelanganaSTPP,VALLURNTECL,AURY_GF,RIHAND3,SASAN,TANAKPUR,AURY_CRF,DADRI_RF,BRBCL,CHAMERA1,FSTPP I & II,KHSTPP-I,NJPC,NLCIIST1,UNCHAHAR4,AURY_LF,DHAULIGNGA,KISHANGANGA,KKNPPU2,NAPP,NLCTS2EXP,NNTPP,RAPPC,SALAL,SINGRAULI,TALA,ANTA_LF,AURY_RF,DADRI_CRF,CHAMERA3,KGSU3AND4,KKNP,KOTESHWR,MAPS,RIHAND2,TANDA2,UNCHAHAR1,URI2,ANTA_RF,DADRI_GF,DADRI_LF
12,02:45-03:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,3.85,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,18.83,29.09,0,22.47

13,03:00-03:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,3.85,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,18.83,29.09,0,22.47

14,03:15-03:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,3.85,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,18.83,29.09,0,22.47

15,03:30-03:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,8.33,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,18.83,29.09,0,22.47

16,03:45-04:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,3.85,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,18.83,29.09,0,22.47

17,04:00-04:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,3.85,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

18,04:15-04:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,3.85,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

19,04:30-04:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,8.33,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

20,04:45-05:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

21,05:00-05:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

22,05:15-05:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

23,05:30-05:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,18.94,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

24,05:45-06:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,15.56,16.48,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,37.88,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,29.09,0,22.47

25,06:00-06:15,683.14,98.87,0,3.82,0,0,0,0,0,0,1.1,3.33,654.31,0,0,0,31.13,16.48,0,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,75.76,0,0,0,8.06,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

26,06:15-06:30,683.14,98.87,0,16.55,0,0,0,0,0,0,6.52,12,654.31,0,0,0,46.69,32.96,5.27,0,21.19,26.39,1.11,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,0,18.2,45.22,94.7,0,0,0,8.06,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,9.68,0,0,8.87,0,118.76,0,20.56,4.44,28.88,0,22.47

27,06:30-06:45,683.14,98.87,0,16.55,0,0,0,0,0,0,13.04,26.34,654.31,0,0,0,62.24,32.96,10.54,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,12.01,18.2,45.22,140.34,0,0,0,16.64,0,0,43.57,0,0,53.55,9.29,112.24,0,0,70.59,0,29.06,0,0,20.11,0,118.76,0,20.56,4.44,28.88,0,22.47

28,06:45-07:00,683.14,98.87,0,16.55,0,0,0,0,0,0,13.04,26.34,654.31,0,0,0,62.24,32.96,10.54,0,21.19,26.39,2.21,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,28.05,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,29.06,0,0,20.11,0,118.76,0,20.56,4.44,28.88,0,22.47

29,07:00-07:15,683.14,98.87,0,16.55,0,0,0,0,0,0,13.04,26.34,654.31,0,0,0,62.24,32.96,10.54,0,21.19,26.39,26.49,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,29.06,0,0,20.11,0,118.76,0,20.56,4.44,28.88,0,22.47

30,07:15-07:30,683.14,98.87,0,16.55,0,0,0,0,0,0,13.04,26.34,654.31,0,0,0,62.24,32.96,10.54,0,21.19,26.39,26.49,0,0,0,0,46,0,0,0,0,124.32,418.77,1.79,0,67.95,20,42.15,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,29.06,0,0,20.11,0,118.76,0,20.56,4.44,28.88,0,22.47

31,07:30-07:45,682.78,98.87,0,16.55,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,10.54,0,21.19,26.39,26.49,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,28.05,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,29.06,0,0,20.11,0,118.76,0,20.56,4.44,28.88,0,22.47

32,07:45-08:00,682.78,98.87,0,3.56,0,0,0,0,0,0,13.04,26.34,459.81,0,0,0,62.24,32.96,5.27,0,21.19,26.39,3.31,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,14.05,18.2,45.22,140.34,0,0,0,36.55,0,0,43.57,0,0,53.55,9.29,112.24,0,0,70.59,0,29.06,0,0,20.11,0,118.76,0,20.56,4.44,28.88,0,22.47

33,08:00-08:15,682.96,98.87,0,0,0,0,0,0,0,0,6.52,26.34,654.31,0,0,0,46.69,32.96,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,14.05,18.2,45.22,94.7,0,0,0,17.17,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,9.68,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

34,08:15-08:30,682.78,98.87,0,0,0,0,0,0,0,0,1.1,26.34,459.81,0,0,0,31.13,32.96,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,61.56,0,0,0,8.06,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

35,08:30-08:45,683.14,98.87,0,0,0,0,0,0,0,0,0,26.34,654.31,0,0,0,31.13,32.96,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,39.78,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

36,08:45-09:00,683.14,98.87,0,0,0,0,0,0,0,0,0,13.17,654.31,0,0,0,31.13,32.96,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,23.39,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

37,09:00-09:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,15.56,16.48,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,6.27,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

38,09:15-09:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,46,0,0,0,0,124.32,418.77,6.27,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.77,0,22.47

39,09:30-09:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,26.49,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,10.76,28.77,0,22.47

40,09:45-10:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,26.49,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,10.76,28.77,0,22.47

41,10:00-10:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,26.49,0,0,0,0,46,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,10.76,28.46,0,22.47

42,10:15-10:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,3.31,0,0,0,0,46,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,10.76,28.46,0,22.47

43,10:30-10:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,10.76,28.46,0,22.47

44,10:45-11:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,10.76,28.46,0,22.47

45,11:00-11:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.46,0,22.47

46,11:15-11:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.46,0,22.47

47,11:30-11:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.35,0,22.47

48,11:45-12:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.35,0,22.47

49,12:00-12:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

50,12:15-12:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.66,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

51,12:30-12:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

52,12:45-13:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

53,13:00-13:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

54,13:15-13:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,16.48,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,9.29,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

55,13:30-13:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

56,13:45-14:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,8.33,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,28.04,0,22.47

57,14:00-14:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,8.33,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

58,14:15-14:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,41.83,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

59,14:30-14:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,9.29,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

60,14:45-15:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

61,15:00-15:15,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

62,15:15-15:30,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,2.82,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

63,15:30-15:45,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,0,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,8.33,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

64,15:45-16:00,683.14,98.87,0,0,0,0,0,0,0,0,0,0,654.31,0,0,0,15.56,0,0,0,21.19,26.39,1.11,0,0,0,0,45,0,0,0,0,124.32,418.77,0.77,0,67.95,20,0,18.2,45.22,0,0,0,0,0,0,0,43.57,0,0,53.55,1.4,112.24,0,0,70.59,0,0,0,0,8.87,0,118.76,0,20.56,4.44,27.93,0,22.47

