Block,Time,DADRT2,KOTESHWR,TelanganaSTPP,CHAMERA2,KHSTPP-II,KISHANGANGA,KUDGI,MAPS,RAMPUR,VALLURNTECL,AURY_RF,BSIUL,JHAJJAR,KGSU3AND4,KKNPPU2,RIHAND2,RIHAND3,UNCHAHAR4,URI,ANTA_GF,ANTA_LF,CHAMERA3,NJPC,NLCIIST1,RIHAND1,SASAN,SIMHST2,SINGRAULI_HYDRO,TALA,TANDA2,TEHRI,ANTA_RF,DADRI_CRF,BRBCL,DULHASTI,KGSU1AND2,KHSTPP-I,KKNP,NLCTS2EXP,RAPPB,RSTPSU1TO6,RSTPSU7,SINGRAULI,TALST2,DADRI_LF,CHAMERA1,DHAULIGNGA,FSTPP I & II,KOLDAM,NTPL,PARBATI3,UNCHAHAR1,UNCHAHAR2,AURY_LF,DADRI_RF,NAPP,RAPPC,SALAL,UNCHAHAR3,AURY_GF,DADRI_GF,NLCEXP,NLCIIST2,NNTPP,SEWA2,SIMHST1,TANAKPUR,URI2,ANTA_CRF,AURY_CRF
56,13:45-14:00,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.11,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

57,14:00-14:15,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.11,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

58,14:15-14:30,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.11,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

59,14:30-14:45,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.11,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

60,14:45-15:00,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.11,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

61,15:00-15:15,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

62,15:15-15:30,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

63,15:30-15:45,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

